-2.0 + 0.0im	1.3062790224424878e-5 + 0.0im
-0.0280001683745237 + 0.0im	0.15731341886569739 + 0.0im
-0.027722938984677 + 0.0im	0.157794938605302 + 0.0im
-0.0274484544402742 + 0.0im	0.15827905910259296 + 0.0im
-0.0271766875646279 + 0.0im	0.15876573783587475 + 0.0im
-0.0269076114501267 + 0.0im	0.15925493289087023 + 0.0im
-0.026641199455571 + 0.0im	0.15974661844387733 + 0.0im
-0.0263774252035356 + 0.0im	0.1602407076062641 + 0.0im
-0.026116262577758 + 0.0im	0.16073720734976327 + 0.0im
-0.0258576857205525 + 0.0im	0.16123606296689394 + 0.0im
-0.02560166903025 + 0.0im	0.16173723605394832 + 0.0im
-0.0253481871586634 + 0.0im	0.16224068885617182 + 0.0im
-0.0250972150085776 + 0.0im	0.16274638433755825 + 0.0im
-0.0248487277312649 + 0.0im	0.16325428542070874 + 0.0im
-0.0246027007240247 + 0.0im	0.1637643569133254 + 0.0im
-0.0243591096277472 + 0.0im	0.16427656299489038 + 0.0im
-0.0241179303245022 + 0.0im	0.1647908688084715 + 0.0im
-0.0238791389351507 + 0.0im	0.16530723998038824 + 0.0im
-0.0236427118169809 + 0.0im	0.16582564081533882 + 0.0im
-0.0234086255613672 + 0.0im	0.16634604380805346 + 0.0im
-0.0231768569914527 + 0.0im	0.1668684092412126 + 0.0im
-0.0229473831598541 + 0.0im	0.1673927076413782 + 0.0im
-0.0227201813463902 + 0.0im	0.16791890651178656 + 0.0im
-0.0224952290558319 + 0.0im	0.16844697414137672 + 0.0im
-0.0222725040156752 + 0.0im	0.16897687919646018 + 0.0im
-0.0220519841739358 + 0.0im	0.1695085907068246 + 0.0im
-0.0218336476969661 + 0.0im	0.17004207813269623 + 0.0im
-0.0216174729672932 + 0.0im	0.17057731096738385 + 0.0im
-0.0214034385814784 + 0.0im	0.17111425943104303 + 0.0im
-0.0211915233479984 + 0.0im	0.171652893795845 + 0.0im
-0.020981706285147 + 0.0im	0.1721931846718768 + 0.0im
-0.0207739666189574 + 0.0im	0.17273510294299535 + 0.0im
-0.0205682837811459 + 0.0im	0.17327861975190248 + 0.0im
-0.0203646374070752 + 0.0im	0.17382370648997772 + 0.0im
-0.0201630073337378 + 0.0im	0.17437033475072444 + 0.0im
-0.0199633735977602 + 0.0im	0.1749184764176424 + 0.0im
-0.0197657164334259 + 0.0im	0.17546810351705464 + 0.0im
-0.0195700162707188 + 0.0im	0.17601918829274552 + 0.0im
-0.0193762537333849 + 0.0im	0.176571703181965 + 0.0im
-0.0191844096370148 + 0.0im	0.17712562079949096 + 0.0im
-0.0189944649871433 + 0.0im	0.17768091497794358 + 0.0im
-0.0188064009773696 + 0.0im	0.17823755535623045 + 0.0im
-0.0186201989874947 + 0.0im	0.17879551825849727 + 0.0im
-0.0184358405816779 + 0.0im	0.17935477600454955 + 0.0im
-0.0182533075066118 + 0.0im	0.17991530178403856 + 0.0im
-0.0180725816897146 + 0.0im	0.18047706907644764 + 0.0im
-0.0178936452373412 + 0.0im	0.18104005146038823 + 0.0im
-0.0177164804330111 + 0.0im	0.1816042225657695 + 0.0im
-0.0175410697356546 + 0.0im	0.18216955652098304 + 0.0im
-0.0173673957778758 + 0.0im	0.182736026690936 + 0.0im
-0.0171954413642335 + 0.0im	0.1833036073243338 + 0.0im
-0.0170251894695381 + 0.0im	0.18387227243627324 + 0.0im
-0.0168566232371664 + 0.0im	0.1844419961364012 + 0.0im
-0.0166897259773925 + 0.0im	0.18501275244150414 + 0.0im
-0.0165244811657352 + 0.0im	0.18558451633696152 + 0.0im
-0.0163608724413219 + 0.0im	0.18615726126683946 + 0.0im
-0.0161988836052692 + 0.0im	0.1867309619514026 + 0.0im
-0.0160384986190785 + 0.0im	0.18730559290068002 + 0.0im
-0.015879701603048 + 0.0im	0.18788112849381408 + 0.0im
-0.015722476834701 + 0.0im	0.18845754303765885 + 0.0im
-0.0155668087472287 + 0.0im	0.18903481159466123 + 0.0im
-0.0154126819279492 + 0.0im	0.1896129071476671 + 0.0im
-0.0152600811167814 + 0.0im	0.19019180940482833 + 0.0im
-0.015108991204734 + 0.0im	0.1907714937140346 + 0.0im
-0.0149593972324099 + 0.0im	0.19135191469816987 + 0.0im
-0.0148112843885247 + 0.0im	0.1919330715615463 + 0.0im
-0.0146646380084403 + 0.0im	0.19251493011218507 + 0.0im
-0.0145194435727132 + 0.0im	0.19309746545169915 + 0.0im
-0.0143756867056566 + 0.0im	0.1936806534252866 + 0.0im
-0.0142333531739174 + 0.0im	0.1942644658909998 + 0.0im
-0.0140924288850667 + 0.0im	0.19484887100032466 + 0.0im
-0.0139528998862047 + 0.0im	0.19543386257395925 + 0.0im
-0.0138147523625789 + 0.0im	0.19601940200539789 + 0.0im
-0.0136779726362167 + 0.0im	0.196605467078248 + 0.0im
-0.013542547164571 + 0.0im	0.19719203388090895 + 0.0im
-0.0134084625391792 + 0.0im	0.19777907466247072 + 0.0im
-0.0132757054843359 + 0.0im	0.19836658742354066 + 0.0im
-0.0131442628557781 + 0.0im	0.19895448239935187 + 0.0im
-0.0130141216393843 + 0.0im	0.19954279920778412 + 0.0im
-0.0128852689498854 + 0.0im	0.2001314908913302 + 0.0im
-0.0127576920295895 + 0.0im	0.20072053243121868 + 0.0im
-0.0126313782471183 + 0.0im	0.20130989883430864 + 0.0im
-0.0125063150961568 + 0.0im	0.20189957409317508 + 0.0im
-0.0123824901942146 + 0.0im	0.20248950713275024 + 0.0im
-0.0122598912814006 + 0.0im	0.20307969656913621 + 0.0im
-0.0121385062192085 + 0.0im	0.2036701107697396 + 0.0im
-0.0120183229893154 + 0.0im	0.20426072626853395 + 0.0im
-0.0118993296923915 + 0.0im	0.20485151618330655 + 0.0im
-0.0117815145469222 + 0.0im	0.20544245380982332 + 0.0im
-0.0116648658880418 + 0.0im	0.20603351528007663 + 0.0im
-0.011549372166378 + 0.0im	0.20662468044325755 + 0.0im
-0.0114350219469089 + 0.0im	0.2072159179108423 + 0.0im
-0.0113218039078306 + 0.0im	0.2078072038929027 + 0.0im
-0.0112097068394363 + 0.0im	0.20839851285955496 + 0.0im
-0.0110987196430062 + 0.0im	0.20898982514493628 + 0.0im
-0.0109888313297091 + 0.0im	0.2095811115199977 + 0.0im
-0.010880031019514 + 0.0im	0.21017235121164704 + 0.0im
-0.0107723079401129 + 0.0im	0.21076351181918193 + 0.0im
-0.0106656514258543 + 0.0im	0.21135457249464035 + 0.0im
-0.0105600509166874 + 0.0im	0.21194551025092995 + 0.0im
-0.0104554959571163 + 0.0im	0.21253629739685384 + 0.0im
-0.0103519761951646 + 0.0im	0.21312691108625137 + 0.0im
-0.0102494813813511 + 0.0im	0.21371732301326235 + 0.0im
-0.0101480013676744 + 0.0im	0.21430751644232837 + 0.0im
-0.0100475261066083 + 0.0im	0.2148974596947342 + 0.0im
-0.00994804565010721 + 0.0im	0.21548713087689533 + 0.0im
-0.009849550148621 + 0.0im	0.21607650363560552 + 0.0im
-0.00975202985011981 + 0.0im	0.21666555417524175 + 0.0im
-0.00965547509912852 + 0.0im	0.21725425668891896 + 0.0im
-0.00955987633577081 + 0.0im	0.21784259037207962 + 0.0im
-0.00946522409482259 + 0.0im	0.2184305312222729 + 0.0im
-0.00937150900477484 + 0.0im	0.21901804564911392 + 0.0im
-0.00927872178690578 + 0.0im	0.21960512230953635 + 0.0im
-0.00918685325436216 + 0.0im	0.2201917301719121 + 0.0im
-0.00909589431124966 + 0.0im	0.2207778444837461 + 0.0im
-0.00900583595173234 + 0.0im	0.22136344208805228 + 0.0im
-0.00891666925914093 + 0.0im	0.22194850250091092 + 0.0im
-0.00882838540509003 + 0.0im	0.22253299586557806 + 0.0im
-0.00874097564860399 + 0.0im	0.22311690134419004 + 0.0im
-0.00865443133525147 + 0.0im	0.22370019370253985 + 0.0im
-0.00856874389628859 + 0.0im	0.22428285029489822 + 0.0im
-0.00848390484781048 + 0.0im	0.22486484925072148 + 0.0im
-0.00839990578991137 + 0.0im	0.22544616544113374 + 0.0im
-0.00831673840585284 + 0.0im	0.22602677933279375 + 0.0im
-0.00823439446124044 + 0.0im	0.22660665821557519 + 0.0im
-0.00815286580320835 + 0.0im	0.22718578729804345 + 0.0im
-0.00807214435961223 + 0.0im	0.2277641415705903 + 0.0im
-0.00799222213822993 + 0.0im	0.2283416939253833 + 0.0im
-0.00791309122597023 + 0.0im	0.2289184294019245 + 0.0im
-0.00783474378808934 + 0.0im	0.2294943232548844 + 0.0im
-0.00775717206741518 + 0.0im	0.23006934529305573 + 0.0im
-0.00768036838357939 + 0.0im	0.23064348038855234 + 0.0im
-0.00760432513225682 + 0.0im	0.2312167139971101 + 0.0im
-0.00752903478441269 + 0.0im	0.2317890045213692 + 0.0im
-0.00745448988555712 + 0.0im	0.2323603402791883 + 0.0im
-0.00738068305500705 + 0.0im	0.232930698757329 + 0.0im
-0.0073076069851555 + 0.0im	0.2335000612667507 + 0.0im
-0.00723525444074802 + 0.0im	0.23406839768401466 + 0.0im
-0.00716361825816635 + 0.0im	0.23463569521766858 + 0.0im
-0.00709269134471916 + 0.0im	0.23520192977247775 + 0.0im
-0.00702246667793976 + 0.0im	0.23576708006579478 + 0.0im
-0.00695293730489086 + 0.0im	0.236331126263733 + 0.0im
-0.00688409634147609 + 0.0im	0.23689404631144428 + 0.0im
-0.00681593697175851 + 0.0im	0.23745582030670392 + 0.0im
-0.00674845244728565 + 0.0im	0.2380164278669407 + 0.0im
-0.00668163608642144 + 0.0im	0.23857584879806326 + 0.0im
-0.00661548127368459 + 0.0im	0.23913406334780263 + 0.0im
-0.00654998145909366 + 0.0im	0.23969105140669217 + 0.0im
-0.00648513015751847 + 0.0im	0.24024679358763967 + 0.0im
-0.00642092094803809 + 0.0im	0.2408012704866475 + 0.0im
-0.00635734747330504 + 0.0im	0.2413544629197299 + 0.0im
-0.00629440343891588 + 0.0im	0.2419063518895487 + 0.0im
-0.006232082612788 + 0.0im	0.2424569187607602 + 0.0im
-0.00617037882454258 + 0.0im	0.24300614475338655 + 0.0im
-0.00610928596489364 + 0.0im	0.24355401164102214 + 0.0im
-0.00604879798504321 + 0.0im	0.24410050126607857 + 0.0im
-0.00598890889608238 + 0.0im	0.24464559569697938 + 0.0im
-0.0059296127683984 + 0.0im	0.2451892772034833 + 0.0im
-0.00587090373108752 + 0.0im	0.24573152108082635 + 0.0im
-0.00581277597137379 + 0.0im	0.24627232096995738 + 0.0im
-0.00575522373403345 + 0.0im	0.24681165966263727 + 0.0im
-0.0056982413208252 + 0.0im	0.24734951688636989 + 0.0im
-0.00564182308992594 + 0.0im	0.2478858759893091 + 0.0im
-0.00558596345537222 + 0.0im	0.24842072058459963 + 0.0im
-0.00553065688650715 + 0.0im	0.24895403451255568 + 0.0im
-0.00547589790743282 + 0.0im	0.2494858017794568 + 0.0im
-0.00542168109646814 + 0.0im	0.25001600709052735 + 0.0im
-0.00536800108561202 + 0.0im	0.2505446343704997 + 0.0im
-0.0053148525600119 + 0.0im	0.2510716687141264 + 0.0im
-0.00526223025743752 + 0.0im	0.25159709507696437 + 0.0im
-0.00521012896775992 + 0.0im	0.2521208986794716 + 0.0im
-0.00515854353243557 + 0.0im	0.25264306498149686 + 0.0im
-0.00510746884399561 + 0.0im	0.253163579711911 + 0.0im
-0.00505689984554021 + 0.0im	0.25368242791282153 + 0.0im
-0.00500683153023783 + 0.0im	0.2541995977820218 + 0.0im
-0.00495725894082954 + 0.0im	0.25471507401069554 + 0.0im
-0.00490817716913815 + 0.0im	0.2552288436332032 + 0.0im
-0.00485958135558233 + 0.0im	0.2557408935091307 + 0.0im
-0.00481146668869538 + 0.0im	0.25625121071244467 + 0.0im
-0.00476382840464889 + 0.0im	0.2567597825375401 + 0.0im
-0.00471666178678108 + 0.0im	0.2572666012578658 + 0.0im
-0.00466996216512978 + 0.0im	0.25777164056788626 + 0.0im
-0.00462372491597008 + 0.0im	0.2582749024080125 + 0.0im
-0.00457794546135651 + 0.0im	0.25877637040487234 + 0.0im
-0.00453261926866982 + 0.0im	0.25927603299818774 + 0.0im
-0.00448774185016813 + 0.0im	0.2597738788683598 + 0.0im
-0.00444330876254271 + 0.0im	0.2602698969561005 + 0.0im
-0.00439931560647793 + 0.0im	0.26076407587167727 + 0.0im
-0.00435575802621577 + 0.0im	0.261256406092037 + 0.0im
-0.00431263170912453 + 0.0im	0.26174687634352445 + 0.0im
-0.00426993238527181 + 0.0im	0.26223547662349 + 0.0im
-0.00422765582700179 + 0.0im	0.26272219697029997 + 0.0im
-0.00418579784851662 + 0.0im	0.2632070275861372 + 0.0im
-0.004144354305462 + 0.0im	0.26368995924662847 + 0.0im
-0.00410332109451683 + 0.0im	0.2641709822152929 + 0.0im
-0.00406269415298696 + 0.0im	0.2646500876387321 + 0.0im
-0.00402246945840294 + 0.0im	0.2651272666154687 + 0.0im
-0.00398264302812172 + 0.0im	0.26560251060851203 + 0.0im
-0.00394321091893239 + 0.0im	0.2660758110303726 + 0.0im
-0.00390416922666574 + 0.0im	0.2665471597109726 + 0.0im
-0.00386551408580766 + 0.0im	0.26701654872168235 + 0.0im
-0.00382724166911649 + 0.0im	0.267483970507306 + 0.0im
-0.00378934818724405 + 0.0im	0.26794941706368264 + 0.0im
-0.00375182988836045 + 0.0im	0.2684128814350606 + 0.0im
-0.00371468305778262 + 0.0im	0.2688743562113354 + 0.0im
-0.00367790401760656 + 0.0im	0.2693338346562095 + 0.0im
-0.00364148912634313 + 0.0im	0.26979131010111673 + 0.0im
-0.00360543477855755 + 0.0im	0.27024677565612565 + 0.0im
-0.00356973740451243 + 0.0im	0.2707002255814024 + 0.0im
-0.00353439346981428 + 0.0im	0.2711516535965895 + 0.0im
-0.00349939947506365 + 0.0im	0.2716010532336211 + 0.0im
-0.00346475195550856 + 0.0im	0.2720484205019618 + 0.0im
-0.00343044748070155 + 0.0im	0.27249374840845725 + 0.0im
-0.00339648265415995 + 0.0im	0.2729370420864747 + 0.0im
-0.00336285411302965 + 0.0im	0.27337827669526077 + 0.0im
-0.00332955852775213 + 0.0im	0.27381745700475224 + 0.0im
-0.00329659260173478 + 0.0im	0.27425459342388747 + 0.0im
-0.00326395307102454 + 0.0im	0.2746896524383558 + 0.0im
-0.00323163670398469 + 0.0im	0.27512264421210586 + 0.0im
-0.00319964030097494 + 0.0im	0.27555356470754644 + 0.0im
-0.00316796069403459 + 0.0im	0.275982410089566 + 0.0im
-0.0031365947465689 + 0.0im	0.2764091764511495 + 0.0im
-0.00310553935303852 + 0.0im	0.2768338613676664 + 0.0im
-0.003074791438652 + 0.0im	0.2772564604632621 + 0.0im
-0.00304434795906139 + 0.0im	0.2776769711479057 + 0.0im
-0.00301420590006078 + 0.0im	0.27809539056203986 + 0.0im
-0.0029843622772879 + 0.0im	0.2785117160523716 + 0.0im
-0.00295481413592861 + 0.0im	0.27892594517109104 + 0.0im
-0.00292555855042437 + 0.0im	0.2793380752255008 + 0.0im
-0.00289659262418254 + 0.0im	0.279748105181774 + 0.0im
-0.00286791348928965 + 0.0im	0.2801560322310522 + 0.0im
-0.00283951830622737 + 0.0im	0.28056185491075486 + 0.0im
-0.00281140426359146 + 0.0im	0.2809655717019641 + 0.0im
-0.00278356857781333 + 0.0im	0.28136718126130583 + 0.0im
-0.00275600849288448 + 0.0im	0.2817666824211414 + 0.0im
-0.00272872128008364 + 0.0im	0.28216407386976755 + 0.0im
-0.00270170423770658 + 0.0im	0.2825593412603035 + 0.0im
-0.00267495469079859 + 0.0im	0.2829525120304162 + 0.0im
-0.0026484699908897 + 0.0im	0.28334357155583345 + 0.0im
-0.00262224751573237 + 0.0im	0.283732519551554 + 0.0im
-0.00259628466904195 + 0.0im	0.28411935591123244 + 0.0im
-0.00257057888023956 + 0.0im	0.2845040806997819 + 0.0im
-0.00254512760419758 + 0.0im	0.2848866941448443 + 0.0im
-0.0025199283209877 + 0.0im	0.2852671966983282 + 0.0im
-0.00249497853563139 + 0.0im	0.2856455888503249 + 0.0im
-0.00247027577785286 + 0.0im	0.2860218713796456 + 0.0im
-0.00244581760183452 + 0.0im	0.28639604517621065 + 0.0im
-0.00242160158597477 + 0.0im	0.2867681112964954 + 0.0im
-0.00239762533264828 + 0.0im	0.2871380701969016 + 0.0im
-0.0023738864679686 + 0.0im	0.2875059247695223 + 0.0im
-0.00235038264155307 + 0.0im	0.28787167562967814 + 0.0im
-0.00232711152629017 + 0.0im	0.28823532481076447 + 0.0im
-0.00230407081810908 + 0.0im	0.28859687388939403 + 0.0im
-0.00228125823575156 + 0.0im	0.2889563114192115 + 0.0im
-0.0022586715205461 + 0.0im	0.289313679997554 + 0.0im
-0.00223630843618426 + 0.0im	0.28966894144565636 + 0.0im
-0.00221416676849926 + 0.0im	0.29002211165908265 + 0.0im
-0.0021922443252468 + 0.0im	0.29037319330816413 + 0.0im
-0.00217053893588792 + 0.0im	0.29072218895584573 + 0.0im
-0.00214904845137417 + 0.0im	0.29106910153340576 + 0.0im
-0.00212777074393483 + 0.0im	0.2914139340218777 + 0.0im
-0.00210670370686616 + 0.0im	0.29175668954480827 + 0.0im
-0.00208584525432294 + 0.0im	0.2920973711631273 + 0.0im
-0.00206519332111182 + 0.0im	0.2924359829004192 + 0.0im
-0.00204474586248695 + 0.0im	0.292772527628504 + 0.0im
-0.00202450085394747 + 0.0im	0.2931070105391953 + 0.0im
-0.0020044562910371 + 0.0im	0.29343943383809784 + 0.0im
-0.00198461018914565 + 0.0im	0.2937698031052809 + 0.0im
-0.00196496058331252 + 0.0im	0.29409813413164143 + 0.0im
-0.0019455055280322 + 0.0im	0.29442440238358486 + 0.0im
-0.00192624309706158 + 0.0im	0.29474862573372795 + 0.0im
-0.00190717138322929 + 0.0im	0.2950708124640424 + 0.0im
-0.00188828849824682 + 0.0im	0.29539096505895646 + 0.0im
-0.00186959257252161 + 0.0im	0.29570908832939136 + 0.0im
-0.00185108175497189 + 0.0im	0.29602518685015794 + 0.0im
-0.00183275421284345 + 0.0im	0.2963392655254925 + 0.0im
-0.00181460813152817 + 0.0im	0.29665132937944666 + 0.0im
-0.00179664171438433 + 0.0im	0.29696138340592326 + 0.0im
-0.00177885318255874 + 0.0im	0.29726943383929993 + 0.0im
-0.00176124077481063 + 0.0im	0.29757548394399524 + 0.0im
-0.00174380274733726 + 0.0im	0.29787954010228235 + 0.0im
-0.00172653737360125 + 0.0im	0.29818160784514497 + 0.0im
-0.00170944294415965 + 0.0im	0.29848169274339137 + 0.0im
-0.0016925177664947 + 0.0im	0.2987798004953973 + 0.0im
-0.00167576016484624 + 0.0im	0.2990759368958443 + 0.0im
-0.00165916848004578 + 0.0im	0.29937010777528206 + 0.0im
-0.00164274106935226 + 0.0im	0.2996623192393941 + 0.0im
-0.00162647630628937 + 0.0im	0.29995257726184954 + 0.0im
-0.00161037258048452 + 0.0im	0.3002408880287293 + 0.0im
-0.00159442829750943 + 0.0im	0.3005272577932204 + 0.0im
-0.00157864187872221 + 0.0im	0.3008116928969646 + 0.0im
-0.0015630117611111 + 0.0im	0.3010941997115622 + 0.0im
-0.0015475363971397 + 0.0im	0.30137478486459224 + 0.0im
-0.00153221425459376 + 0.0im	0.30165345484798034 + 0.0im
-0.00151704381642947 + 0.0im	0.30193021635493017 + 0.0im
-0.00150202358062323 + 0.0im	0.30220506286482307 + 0.0im
-0.001487152060023 + 0.0im	0.30247802767415916 + 0.0im
-0.00147242778220099 + 0.0im	0.3027491044804877 + 0.0im
-0.00145784928930791 + 0.0im	0.30301831269982094 + 0.0im
-0.00144341513792863 + 0.0im	0.3032856355823004 + 0.0im
-0.00142912389893924 + 0.0im	0.3035510905656355 + 0.0im
-0.00141497415736558 + 0.0im	0.3038146858581639 + 0.0im
-0.00140096451224315 + 0.0im	0.30407642870818147 + 0.0im
-0.00138709357647837 + 0.0im	0.30433632642872277 + 0.0im
-0.00137335997671125 + 0.0im	0.3045943863972411 + 0.0im
-0.00135976235317946 + 0.0im	0.3048506160238608 + 0.0im
-0.00134629935958362 + 0.0im	0.305105022861743 + 0.0im
-0.00133296966295408 + 0.0im	0.30535761442084147 + 0.0im
-0.00131977194351889 + 0.0im	0.3056083983204908 + 0.0im
-0.00130670489457316 + 0.0im	0.30585738222503583 + 0.0im
-0.00129376722234966 + 0.0im	0.30610457385078194 + 0.0im
-0.00128095764589076 + 0.0im	0.30634998096436233 + 0.0im
-0.00126827489692154 + 0.0im	0.30659361136571 + 0.0im
-0.0012557177197243 + 0.0im	0.3068354729767961 + 0.0im
-0.00124328487101416 + 0.0im	0.30707557364084964 + 0.0im
-0.001230975119816 + 0.0im	0.30731392133738406 + 0.0im
-0.00121878724734257 + 0.0im	0.3075505465022454 + 0.0im
-0.00120672004687383 + 0.0im	0.3077854123098514 + 0.0im
-0.00119477232363746 + 0.0im	0.3080185492577303 + 0.0im
-0.00118294289469055 + 0.0im	0.30824996545791367 + 0.0im
-0.00117123058880253 + 0.0im	0.3084796690700689 + 0.0im
-0.00115963424633914 + 0.0im	0.30870766826476054 + 0.0im
-0.00114815271914766 + 0.0im	0.3089339712668126 + 0.0im
-0.00113678487044323 + 0.0im	0.3091585863246105 + 0.0im
-0.00112552957469626 + 0.0im	0.3093815025118466 + 0.0im
-0.00111438571752105 + 0.0im	0.30960276658438685 + 0.0im
-0.0011033521955654 + 0.0im	0.309822367902318 + 0.0im
-0.00109242791640139 + 0.0im	0.31004031398104015 + 0.0im
-0.00108161179841721 + 0.0im	0.31025661409605765 + 0.0im
-0.00107090277071011 + 0.0im	0.3104712763361308 + 0.0im
-0.00106029977298031 + 0.0im	0.3106843091332365 + 0.0im
-0.00104980175542605 + 0.0im	0.31089572092686935 + 0.0im
-0.00103940767863965 + 0.0im	0.3111055203180638 + 0.0im
-0.00102911651350461 + 0.0im	0.3113137155187302 + 0.0im
-0.00101892724109367 + 0.0im	0.3115203340828982 + 0.0im
-0.00100883885256799 + 0.0im	0.3117253467529273 + 0.0im
-0.000998850349077218 + 0.0im	0.31192878094335663 + 0.0im
-0.000988960741660611 + 0.0im	0.3121306451934845 + 0.0im
-0.00097916905114912 + 0.0im	0.3123309480659617 + 0.0im
-0.000969474308068436 + 0.0im	0.3125296981234743 + 0.0im
-0.000959875552543006 + 0.0im	0.3127269039466345 + 0.0im
-0.000950371834200996 + 0.0im	0.3129225741183881 + 0.0im
-0.000940962212080194 + 0.0im	0.3131167172360365 + 0.0im
-0.000931645754534845 + 0.0im	0.31330934189053405 + 0.0im
-0.000922421539143411 + 0.0im	0.31350045669229526 + 0.0im
-0.000913288652617239 + 0.0im	0.3136900702588678 + 0.0im
-0.000904246190710138 + 0.0im	0.3138781911840079 + 0.0im
-0.000895293258128849 + 0.0im	0.3140648051238116 + 0.0im
-0.000886428968444405 + 0.0im	0.31424996661196897 + 0.0im
-0.000877652444004361 + 0.0im	0.3144336613185711 + 0.0im
-0.000868962815845902 + 0.0im	0.31461589784375316 + 0.0im
-0.000860359223609804 + 0.0im	0.31479668482347634 + 0.0im
-0.000851840815455252 + 0.0im	0.3149760308614732 + 0.0im
-0.000843406747975497 + 0.0im	0.3151539445686393 + 0.0im
-0.000835056186114353 + 0.0im	0.3153304345522774 + 0.0im
-0.000826788303083518 + 0.0im	0.31550550940974065 + 0.0im
-0.000818602280280711 + 0.0im	0.3156791777445579 + 0.0im
-0.000810497307208625 + 0.0im	0.31585144814312505 + 0.0im
-0.000802472581394678 + 0.0im	0.31602232786033196 + 0.0im
-0.000794527308311562 + 0.0im	0.3161918281291656 + 0.0im
-0.000786660701298577 + 0.0im	0.3163599561888879 + 0.0im
-0.000778871981483739 + 0.0im	0.3165267322906137 + 0.0im
-0.000771160377706672 + 0.0im	0.31669214160255216 + 0.0im
-0.00076352512644225 + 0.0im	0.3168562043464096 + 0.0im
-0.000755965471725 + 0.0im	0.3170189290480532 + 0.0im
-0.000748480665074257 + 0.0im	0.31718030926040675 + 0.0im
-0.000741069965420057 + 0.0im	0.31734038472949777 + 0.0im
-0.000733732639029759 + 0.0im	0.3174991463364227 + 0.0im
-0.000726467959435405 + 0.0im	0.3176566038397097 + 0.0im
-0.000719275207361787 + 0.0im	0.3178127657513837 + 0.0im
-0.000712153670655235 + 0.0im	0.3179676404897017 + 0.0im
-0.000705102644213104 + 0.0im	0.318121251489348 + 0.0im
-0.000698121429913964 + 0.0im	0.3182735501691175 + 0.0im
-0.000691209336548479 + 0.0im	0.3184246408580836 + 0.0im
-0.00068436567975097 + 0.0im	0.31857445099177095 + 0.0im
-0.000677589781931653 + 0.0im	0.31872301588970225 + 0.0im
-0.000670880972209558 + 0.0im	0.31887034390246705 + 0.0im
-0.000664238586346097 + 0.0im	0.3190164433325189 + 0.0im
-0.000657661966679304 + 0.0im	0.319161322471979 + 0.0im
-0.000651150462058716 + 0.0im	0.31930497760701165 + 0.0im
-0.000644703427780907 + 0.0im	0.3194474409435213 + 0.0im
-0.000638320225525651 + 0.0im	0.31958870872909984 + 0.0im
-0.000632000223292724 + 0.0im	0.319728789186807 + 0.0im
-0.00062574279533933 + 0.0im	0.3198676893758455 + 0.0im
-0.000619547322118149 + 0.0im	0.32000542133463805 + 0.0im
-0.000613413190215989 + 0.0im	0.3201419887095822 + 0.0im
-0.000607339792293058 + 0.0im	0.32027740129374976 + 0.0im
-0.00060132652702283 + 0.0im	0.3204116671620588 + 0.0im
-0.000595372799032505 + 0.0im	0.32054479436282896 + 0.0im
-0.000589478018844064 + 0.0im	0.3206767909428227 + 0.0im
-0.000583641602815905 + 0.0im	0.32080766481486345 + 0.0im
-0.000577862973085055 + 0.0im	0.3209374240259687 + 0.0im
-0.000572141557509955 + 0.0im	0.3210660613238088 + 0.0im
-0.000566476789613817 + 0.0im	0.32119361492876486 + 0.0im
-0.000560868108528532 + 0.0im	0.3213200775643993 + 0.0im
-0.00055531495893914 + 0.0im	0.32144545707664135 + 0.0im
-0.000549816791028852 + 0.0im	0.32156976129588694 + 0.0im
-0.000544373060424606 + 0.0im	0.3216929979782652 + 0.0im
-0.000538983228143174 + 0.0im	0.32181517490003597 + 0.0im
-0.000533646760537796 + 0.0im	0.32193629977895055 + 0.0im
-0.000528363129245343 + 0.0im	0.3220563803052911 + 0.0im
-0.000523131811134002 + 0.0im	0.3221754241389455 + 0.0im
-0.000517952288251488 + 0.0im	0.32229343889517015 + 0.0im
-0.00051282404777375 + 0.0im	0.3224104321806409 + 0.0im
-0.000507746581954208 + 0.0im	0.3225263963584898 + 0.0im
-0.000502719388073473 + 0.0im	0.3226413692912521 + 0.0im
-0.000497741968389578 + 0.0im	0.32275534330202305 + 0.0im
-0.000492813830088691 + 0.0im	0.3228683432495887 + 0.0im
-0.000487934485236327 + 0.0im	0.32298034185914254 + 0.0im
-0.000483103450729037 + 0.0im	0.3230913638381128 + 0.0im
-0.000478320248246571 + 0.0im	0.3232014165149855 + 0.0im
-0.000473584404204526 + 0.0im	0.32331050724783233 + 0.0im
-0.000468895449707451 + 0.0im	0.3234186432882848 + 0.0im
-0.000464252920502427 + 0.0im	0.32352584719483174 + 0.0im
-0.000459656356933096 + 0.0im	0.32363209559660716 + 0.0im
-0.000455105303894155 + 0.0im	0.32373741089734015 + 0.0im
-0.000450599310786292 + 0.0im	0.3238417966518499 + 0.0im
-0.000446137931471576 + 0.0im	0.32394526730751366 + 0.0im
-0.000441720724229283 + 0.0im	0.3240478262294168 + 0.0im
-0.000437347251712162 + 0.0im	0.32414946272699213 + 0.0im
-0.00043301708090313 + 0.0im	0.32425015960184744 + 0.0im
-0.000428729783072406 + 0.0im	0.3243500253057363 + 0.0im
-0.000424484933735056 + 0.0im	0.32444902503068374 + 0.0im
-0.000420282112608966 + 0.0im	0.32454721049327256 + 0.0im
-0.000416120903573234 + 0.0im	0.3246444453996945 + 0.0im
