-2.0 + 0.0im	2.601730605971169e-5 + 0.0im
-0.027722938984677 + 0.0im	0.1593823425312794 + 0.0im
-0.0274484544402742 + 0.0im	0.15987788931921754 + 0.0im
-0.0271766875646279 + 0.0im	0.16037582883091295 + 0.0im
-0.0269076114501267 + 0.0im	0.16087612416749283 + 0.0im
-0.026641199455571 + 0.0im	0.16137874415977824 + 0.0im
-0.0263774252035356 + 0.0im	0.16188363833319547 + 0.0im
-0.026116262577758 + 0.0im	0.16239078614115657 + 0.0im
-0.0258576857205525 + 0.0im	0.1629001482137857 + 0.0im
-0.02560166903025 + 0.0im	0.16341169061122313 + 0.0im
-0.0253481871586634 + 0.0im	0.1639253799097157 + 0.0im
-0.0250972150085776 + 0.0im	0.16444118306606464 + 0.0im
-0.0248487277312649 + 0.0im	0.16495906798772836 + 0.0im
-0.0246027007240247 + 0.0im	0.1654790017786013 + 0.0im
-0.0243591096277472 + 0.0im	0.16600095345066362 + 0.0im
-0.0241179303245022 + 0.0im	0.16652489177895324 + 0.0im
-0.0238791389351507 + 0.0im	0.1670507860195649 + 0.0im
-0.0236427118169809 + 0.0im	0.16757860484085862 + 0.0im
-0.0234086255613672 + 0.0im	0.16810832073922743 + 0.0im
-0.0231768569914527 + 0.0im	0.16863990190003667 + 0.0im
-0.0229473831598541 + 0.0im	0.16917331988075449 + 0.0im
-0.0227201813463902 + 0.0im	0.16970854549985395 + 0.0im
-0.0224952290558319 + 0.0im	0.1702455501700335 + 0.0im
-0.0222725040156752 + 0.0im	0.1707843055523516 + 0.0im
-0.0220519841739358 + 0.0im	0.17132478354718297 + 0.0im
-0.0218336476969661 + 0.0im	0.1718669565639161 + 0.0im
-0.0216174729672932 + 0.0im	0.17241079730567463 + 0.0im
-0.0214034385814784 + 0.0im	0.17295627757322043 + 0.0im
-0.0211915233479984 + 0.0im	0.1735033709237938 + 0.0im
-0.020981706285147 + 0.0im	0.17405205044085098 + 0.0im
-0.0207739666189574 + 0.0im	0.17460228946562775 + 0.0im
-0.0205682837811459 + 0.0im	0.17515406153810328 + 0.0im
-0.0203646374070752 + 0.0im	0.1757073403624901 + 0.0im
-0.0201630073337378 + 0.0im	0.17626209997798759 + 0.0im
-0.0199633735977602 + 0.0im	0.17681831420680547 + 0.0im
-0.0197657164334259 + 0.0im	0.1773759573935218 + 0.0im
-0.0195700162707188 + 0.0im	0.17793500386682795 + 0.0im
-0.0193762537333849 + 0.0im	0.1784954281066843 + 0.0im
-0.0191844096370148 + 0.0im	0.17905720473177025 + 0.0im
-0.0189944649871433 + 0.0im	0.1796203089038343 + 0.0im
-0.0188064009773696 + 0.0im	0.18018471372468148 + 0.0im
-0.0186201989874947 + 0.0im	0.18075039570207002 + 0.0im
-0.0184358405816779 + 0.0im	0.18131732986979945 + 0.0im
-0.0182533075066118 + 0.0im	0.18188549083955133 + 0.0im
-0.0180725816897146 + 0.0im	0.18245485381070584 + 0.0im
-0.0178936452373412 + 0.0im	0.18302539400600024 + 0.0im
-0.0177164804330111 + 0.0im	0.183597086555117 + 0.0im
-0.0175410697356546 + 0.0im	0.18416990775383807 + 0.0im
-0.0173673957778758 + 0.0im	0.18474383156272464 + 0.0im
-0.0171954413642335 + 0.0im	0.18531883420666342 + 0.0im
-0.0170251894695381 + 0.0im	0.18589489107537216 + 0.0im
-0.0168566232371664 + 0.0im	0.1864719776525186 + 0.0im
-0.0166897259773925 + 0.0im	0.18705006923103448 + 0.0im
-0.0165244811657352 + 0.0im	0.18762914258030333 + 0.0im
-0.0163608724413219 + 0.0im	0.18820917177020238 + 0.0im
-0.0161988836052692 + 0.0im	0.1887901330602224 + 0.0im
-0.0160384986190785 + 0.0im	0.1893720023382273 + 0.0im
-0.015879701603048 + 0.0im	0.18995475480213245 + 0.0im
-0.015722476834701 + 0.0im	0.1905383660045133 + 0.0im
-0.0155668087472287 + 0.0im	0.19112281237615372 + 0.0im
-0.0154126819279492 + 0.0im	0.19170806785535568 + 0.0im
-0.0152600811167814 + 0.0im	0.19229411226468213 + 0.0im
-0.015108991204734 + 0.0im	0.19288091857441766 + 0.0im
-0.0149593972324099 + 0.0im	0.1934684574942796 + 0.0im
-0.0148112843885247 + 0.0im	0.19405671233730407 + 0.0im
-0.0146646380084403 + 0.0im	0.19464565570863723 + 0.0im
-0.0145194435727132 + 0.0im	0.19523526422066076 + 0.0im
-0.0143756867056566 + 0.0im	0.1958255130214736 + 0.0im
-0.0142333531739174 + 0.0im	0.19641637664653736 + 0.0im
-0.0140924288850667 + 0.0im	0.1970078314837924 + 0.0im
-0.0139528998862047 + 0.0im	0.19759985438872932 + 0.0im
-0.0138147523625789 + 0.0im	0.198192418720168 + 0.0im
-0.0136779726362167 + 0.0im	0.19878550116254837 + 0.0im
-0.013542547164571 + 0.0im	0.19937907809650207 + 0.0im
-0.0134084625391792 + 0.0im	0.19997312369053058 + 0.0im
-0.0132757054843359 + 0.0im	0.20056762016016638 + 0.0im
-0.0131442628557781 + 0.0im	0.2011625248808082 + 0.0im
-0.0130141216393843 + 0.0im	0.20175783212396506 + 0.0im
-0.0128852689498854 + 0.0im	0.20235351081321284 + 0.0im
-0.0127576920295895 + 0.0im	0.20294953652810216 + 0.0im
-0.0126313782471183 + 0.0im	0.20354588489755315 + 0.0im
-0.0125063150961568 + 0.0im	0.20414253369417892 + 0.0im
-0.0123824901942146 + 0.0im	0.20473945134597107 + 0.0im
-0.0122598912814006 + 0.0im	0.20533661964317712 + 0.0im
-0.0121385062192085 + 0.0im	0.20593401247202026 + 0.0im
-0.0120183229893154 + 0.0im	0.20653160621013883 + 0.0im
-0.0118993296923915 + 0.0im	0.20712937529522665 + 0.0im
-0.0117815145469222 + 0.0im	0.207727294279827 + 0.0im
-0.0116648658880418 + 0.0im	0.20832533904682646 + 0.0im
-0.011549372166378 + 0.0im	0.2089234881425934 + 0.0im
-0.0114350219469089 + 0.0im	0.20952171322411722 + 0.0im
-0.0113218039078306 + 0.0im	0.21011999046048785 + 0.0im
-0.0112097068394363 + 0.0im	0.21071829501801762 + 0.0im
-0.0110987196430062 + 0.0im	0.21131660533355098 + 0.0im
-0.0109888313297091 + 0.0im	0.21191489458280116 + 0.0im
-0.010880031019514 + 0.0im	0.21251313997579452 + 0.0im
-0.0107723079401129 + 0.0im	0.21311131370284056 + 0.0im
-0.0106656514258543 + 0.0im	0.21370939326251723 + 0.0im
-0.0105600509166874 + 0.0im	0.21430735512492263 + 0.0im
-0.0104554959571163 + 0.0im	0.2149051732947658 + 0.0im
-0.0103519761951646 + 0.0im	0.21550282445110439 + 0.0im
-0.0102494813813511 + 0.0im	0.21610028222527658 + 0.0im
-0.0101480013676744 + 0.0im	0.2166975269344254 + 0.0im
-0.0100475261066083 + 0.0im	0.2172945302588372 + 0.0im
-0.00994804565010721 + 0.0im	0.21789126910207632 + 0.0im
-0.009849550148621 + 0.0im	0.2184877186073649 + 0.0im
-0.00975202985011981 + 0.0im	0.21908385494378305 + 0.0im
-0.00965547509912852 + 0.0im	0.21967965322499944 + 0.0im
-0.00955987633577081 + 0.0im	0.2202750913476249 + 0.0im
-0.00946522409482259 + 0.0im	0.22087014534577148 + 0.0im
-0.00937150900477484 + 0.0im	0.2214647867666394 + 0.0im
-0.00927872178690578 + 0.0im	0.22205899782094712 + 0.0im
-0.00918685325436216 + 0.0im	0.22265275136315058 + 0.0im
-0.00909589431124966 + 0.0im	0.22324602316722628 + 0.0im
-0.00900583595173234 + 0.0im	0.22383878995696346 + 0.0im
-0.00891666925914093 + 0.0im	0.22443102994720998 + 0.0im
-0.00882838540509003 + 0.0im	0.22502271636763005 + 0.0im
-0.00874097564860399 + 0.0im	0.22561382715839617 + 0.0im
-0.00865443133525147 + 0.0im	0.22620433794962916 + 0.0im
-0.00856874389628859 + 0.0im	0.2267942260178722 + 0.0im
-0.00848390484781048 + 0.0im	0.2273834689555025 + 0.0im
-0.00839990578991137 + 0.0im	0.22797204264311344 + 0.0im
-0.00831673840585284 + 0.0im	0.22855992552629334 + 0.0im
-0.00823439446124044 + 0.0im	0.22914709042710135 + 0.0im
-0.00815286580320835 + 0.0im	0.22973351817383952 + 0.0im
-0.00807214435961223 + 0.0im	0.23031918501528648 + 0.0im
-0.00799222213822993 + 0.0im	0.23090406555112833 + 0.0im
-0.00791309122597023 + 0.0im	0.2314881422188914 + 0.0im
-0.00783474378808934 + 0.0im	0.23207139056072354 + 0.0im
-0.00775717206741518 + 0.0im	0.2326537844956825 + 0.0im
-0.00768036838357939 + 0.0im	0.23323530531105174 + 0.0im
-0.00760432513225682 + 0.0im	0.23381593246692736 + 0.0im
-0.00752903478441269 + 0.0im	0.23439563846827516 + 0.0im
-0.00745448988555712 + 0.0im	0.23497440481879772 + 0.0im
-0.00738068305500705 + 0.0im	0.23555220888998715 + 0.0im
-0.0073076069851555 + 0.0im	0.23612903062709661 + 0.0im
-0.00723525444074802 + 0.0im	0.2367048441204049 + 0.0im
-0.00716361825816635 + 0.0im	0.23727963232797897 + 0.0im
-0.00709269134471916 + 0.0im	0.23785337251087263 + 0.0im
-0.00702246667793976 + 0.0im	0.23842604327420383 + 0.0im
-0.00695293730489086 + 0.0im	0.23899762490010124 + 0.0im
-0.00688409634147609 + 0.0im	0.23956809496293632 + 0.0im
-0.00681593697175851 + 0.0im	0.24013743356654932 + 0.0im
-0.00674845244728565 + 0.0im	0.2407056201749489 + 0.0im
-0.00668163608642144 + 0.0im	0.24127263442789423 + 0.0im
-0.00661548127368459 + 0.0im	0.24183845643902407 + 0.0im
-0.00654998145909366 + 0.0im	0.24240306584127264 + 0.0im
-0.00648513015751847 + 0.0im	0.24296644307652096 + 0.0im
-0.00642092094803809 + 0.0im	0.2435285685125442 + 0.0im
-0.00635734747330504 + 0.0im	0.24408942272619719 + 0.0im
-0.00629440343891588 + 0.0im	0.24464898646395586 + 0.0im
-0.006232082612788 + 0.0im	0.24520724084996431 + 0.0im
-0.00617037882454258 + 0.0im	0.2457641667862009 + 0.0im
-0.00610928596489364 + 0.0im	0.24631974578013158 + 0.0im
-0.00604879798504321 + 0.0im	0.24687395937095308 + 0.0im
-0.00598890889608238 + 0.0im	0.24742678931659962 + 0.0im
-0.0059296127683984 + 0.0im	0.24797821756644142 + 0.0im
-0.00587090373108752 + 0.0im	0.2485282251369573 + 0.0im
-0.00581277597137379 + 0.0im	0.24907679534040023 + 0.0im
-0.00575522373403345 + 0.0im	0.249623912504096 + 0.0im
-0.0056982413208252 + 0.0im	0.2501695580917125 + 0.0im
-0.00564182308992594 + 0.0im	0.25071371509901397 + 0.0im
-0.00558596345537222 + 0.0im	0.25125636678691676 + 0.0im
-0.00553065688650715 + 0.0im	0.25179749664146195 + 0.0im
-0.00547589790743282 + 0.0im	0.252337088310103 + 0.0im
-0.00542168109646814 + 0.0im	0.2528751261632633 + 0.0im
-0.00536800108561202 + 0.0im	0.25341159373839844 + 0.0im
-0.0053148525600119 + 0.0im	0.2539464757930278 + 0.0im
-0.00526223025743752 + 0.0im	0.25447975692781416 + 0.0im
-0.00521012896775992 + 0.0im	0.2550114220122999 + 0.0im
-0.00515854353243557 + 0.0im	0.2555414561583392 + 0.0im
-0.00510746884399561 + 0.0im	0.2560698447494366 + 0.0im
-0.00505689984554021 + 0.0im	0.25659657250539 + 0.0im
-0.00500683153023783 + 0.0im	0.25712162724459753 + 0.0im
-0.00495725894082954 + 0.0im	0.2576449933616557 + 0.0im
-0.00490817716913815 + 0.0im	0.2581666575548152 + 0.0im
-0.00485958135558233 + 0.0im	0.2586866063609446 + 0.0im
-0.00481146668869538 + 0.0im	0.2592048265366609 + 0.0im
-0.00476382840464889 + 0.0im	0.25972130506448754 + 0.0im
-0.00471666178678108 + 0.0im	0.2602360313876454 + 0.0im
-0.00466996216512978 + 0.0im	0.2607489864567854 + 0.0im
-0.00462372491597008 + 0.0im	0.2612601643626403 + 0.0im
-0.00457794546135651 + 0.0im	0.2617695509518965 + 0.0im
-0.00453261926866982 + 0.0im	0.26227713437506356 + 0.0im
-0.00448774185016813 + 0.0im	0.262782903025998 + 0.0im
-0.00444330876254271 + 0.0im	0.2632868455585688 + 0.0im
-0.00439931560647793 + 0.0im	0.2637889503591523 + 0.0im
-0.00435575802621577 + 0.0im	0.2642892075056578 + 0.0im
-0.00431263170912453 + 0.0im	0.2647876055405943 + 0.0im
-0.00426993238527181 + 0.0im	0.26528413416538854 + 0.0im
-0.00422765582700179 + 0.0im	0.26577878314268283 + 0.0im
-0.00418579784851662 + 0.0im	0.26627154240582573 + 0.0im
-0.004144354305462 + 0.0im	0.2667624024173729 + 0.0im
-0.00410332109451683 + 0.0im	0.2672513532165627 + 0.0im
-0.00406269415298696 + 0.0im	0.26773838564180946 + 0.0im
-0.00402246945840294 + 0.0im	0.2682234905137932 + 0.0im
-0.00398264302812172 + 0.0im	0.26870665899408774 + 0.0im
-0.00394321091893239 + 0.0im	0.26918788222732487 + 0.0im
-0.00390416922666574 + 0.0im	0.269667151754274 + 0.0im
-0.00386551408580766 + 0.0im	0.27014445933478903 + 0.0im
-0.00382724166911649 + 0.0im	0.2706197969915018 + 0.0im
-0.00378934818724405 + 0.0im	0.27109315660048083 + 0.0im
-0.00375182988836045 + 0.0im	0.2715645307318607 + 0.0im
-0.00371468305778262 + 0.0im	0.2720339117587599 + 0.0im
-0.00367790401760656 + 0.0im	0.2725012925352086 + 0.0im
-0.00364148912634313 + 0.0im	0.272966665932697 + 0.0im
-0.00360543477855755 + 0.0im	0.27343002516803316 + 0.0im
-0.00356973740451243 + 0.0im	0.2738913636252423 + 0.0im
-0.00353439346981428 + 0.0im	0.2743506748342879 + 0.0im
-0.00349939947506365 + 0.0im	0.2748079521906027 + 0.0im
-0.00346475195550856 + 0.0im	0.27526319064925414 + 0.0im
-0.00343044748070155 + 0.0im	0.2757163834412221 + 0.0im
-0.00339648265415995 + 0.0im	0.2761675278726447 + 0.0im
-0.00336285411302965 + 0.0im	0.27661661314724545 + 0.0im
-0.00332955852775213 + 0.0im	0.27706363647725835 + 0.0im
-0.00329659260173478 + 0.0im	0.27750859353896873 + 0.0im
-0.00326395307102454 + 0.0im	0.27795147865553377 + 0.0im
-0.00323163670398469 + 0.0im	0.27839228747196276 + 0.0im
-0.00319964030097494 + 0.0im	0.2788310155063206 + 0.0im
-0.00316796069403459 + 0.0im	0.2792676584734011 + 0.0im
-0.0031365947465689 + 0.0im	0.2797022121119623 + 0.0im
-0.00310553935303852 + 0.0im	0.2801346731627462 + 0.0im
-0.003074791438652 + 0.0im	0.28056503720898024 + 0.0im
-0.00304434795906139 + 0.0im	0.2809933010275641 + 0.0im
-0.00301420590006078 + 0.0im	0.28141946129660095 + 0.0im
-0.0029843622772879 + 0.0im	0.28184351489506015 + 0.0im
-0.00295481413592861 + 0.0im	0.2822654589019684 + 0.0im
-0.00292555855042437 + 0.0im	0.28268529034679757 + 0.0im
-0.00289659262418254 + 0.0im	0.2831030072661852 + 0.0im
-0.00286791348928965 + 0.0im	0.28351860679888896 + 0.0im
-0.00283951830622737 + 0.0im	0.2839320869180897 + 0.0im
-0.00281140426359146 + 0.0im	0.2843434456534293 + 0.0im
-0.00278356857781333 + 0.0im	0.2847526812199968 + 0.0im
-0.00275600849288448 + 0.0im	0.2851597920189158 + 0.0im
-0.00272872128008364 + 0.0im	0.28556477648082274 + 0.0im
-0.00270170423770658 + 0.0im	0.2859676339197611 + 0.0im
-0.00267495469079859 + 0.0im	0.28636836272808497 + 0.0im
-0.0026484699908897 + 0.0im	0.2867669622684878 + 0.0im
-0.00262224751573237 + 0.0im	0.2871634318747397 + 0.0im
-0.00259628466904195 + 0.0im	0.28755777106774777 + 0.0im
-0.00257057888023956 + 0.0im	0.28794997955160545 + 0.0im
-0.00254512760419758 + 0.0im	0.28834005720900163 + 0.0im
-0.0025199283209877 + 0.0im	0.2887280041308675 + 0.0im
-0.00249497853563139 + 0.0im	0.28911382052462137 + 0.0im
-0.00247027577785286 + 0.0im	0.2894975068362266 + 0.0im
-0.00244581760183452 + 0.0im	0.28987906366239674 + 0.0im
-0.00242160158597477 + 0.0im	0.29025849177686125 + 0.0im
-0.00239762533264828 + 0.0im	0.2906357917193875 + 0.0im
-0.0023738864679686 + 0.0im	0.2910109654169946 + 0.0im
-0.00235038264155307 + 0.0im	0.29138401369855615 + 0.0im
-0.00232711152629017 + 0.0im	0.29175493813697967 + 0.0im
-0.00230407081810908 + 0.0im	0.29212374026010196 + 0.0im
-0.00228125823575156 + 0.0im	0.29249041825123306 + 0.0im
-0.0022586715205461 + 0.0im	0.29285498489262796 + 0.0im
-0.00223630843618426 + 0.0im	0.2932174314379504 + 0.0im
-0.00221416676849926 + 0.0im	0.29357776374693656 + 0.0im
-0.0021922443252468 + 0.0im	0.2939359842559925 + 0.0im
-0.00217053893588792 + 0.0im	0.2942920954707748 + 0.0im
-0.00214904845137417 + 0.0im	0.29464610011847825 + 0.0im
-0.00212777074393483 + 0.0im	0.294998001042457 + 0.0im
-0.00210670370686616 + 0.0im	0.29534780123023974 + 0.0im
-0.00208584525432294 + 0.0im	0.29569550374622766 + 0.0im
-0.00206519332111182 + 0.0im	0.2960411120552004 + 0.0im
-0.00204474586248695 + 0.0im	0.29638462934862897 + 0.0im
-0.00202450085394747 + 0.0im	0.29672605992896245 + 0.0im
-0.0020044562910371 + 0.0im	0.29706540663695835 + 0.0im
-0.00198461018914565 + 0.0im	0.297402674073374 + 0.0im
-0.00196496058331252 + 0.0im	0.2977378642007908 + 0.0im
-0.0019455055280322 + 0.0im	0.29807098229855916 + 0.0im
-0.00192624309706158 + 0.0im	0.29840203150500183 + 0.0im
-0.00190717138322929 + 0.0im	0.29873101811607156 + 0.0im
-0.00188828849824682 + 0.0im	0.2990579454911593 + 0.0im
-0.00186959257252161 + 0.0im	0.29938281812224676 + 0.0im
-0.00185108175497189 + 0.0im	0.29970564060770477 + 0.0im
-0.00183275421284345 + 0.0im	0.3000264176543586 + 0.0im
-0.00181460813152817 + 0.0im	0.3003451540692485 + 0.0im
-0.00179664171438433 + 0.0im	0.3006618547702696 + 0.0im
-0.00177885318255874 + 0.0im	0.30097652530838553 + 0.0im
-0.00176124077481063 + 0.0im	0.3012891697164364 + 0.0im
-0.00174380274733726 + 0.0im	0.301599793751818 + 0.0im
-0.00172653737360125 + 0.0im	0.3019084027036887 + 0.0im
-0.00170944294415965 + 0.0im	0.3022150019806829 + 0.0im
-0.0016925177664947 + 0.0im	0.3025195970713162 + 0.0im
-0.00167576016484624 + 0.0im	0.3028221935547031 + 0.0im
-0.00165916848004578 + 0.0im	0.3031227971331128 + 0.0im
-0.00164274106935226 + 0.0im	0.3034214134937588 + 0.0im
-0.00162647630628937 + 0.0im	0.3037180485388938 + 0.0im
-0.00161037258048452 + 0.0im	0.3040127081859598 + 0.0im
-0.00159442829750943 + 0.0im	0.30430539844961396 + 0.0im
-0.00157864187872221 + 0.0im	0.30459612542633374 + 0.0im
-0.0015630117611111 + 0.0im	0.3048848953505957 + 0.0im
-0.0015475363971397 + 0.0im	0.30517171436634494 + 0.0im
-0.00153221425459376 + 0.0im	0.3054565889160625 + 0.0im
-0.00151704381642947 + 0.0im	0.3057395254013549 + 0.0im
-0.00150202358062323 + 0.0im	0.30602053032600224 + 0.0im
-0.001487152060023 + 0.0im	0.3062996102733859 + 0.0im
-0.00147242778220099 + 0.0im	0.30657677190410654 + 0.0im
-0.00145784928930791 + 0.0im	0.3068520214192185 + 0.0im
-0.00144341513792863 + 0.0im	0.3071253672598943 + 0.0im
-0.00142912389893924 + 0.0im	0.30739681468702346 + 0.0im
-0.00141497415736558 + 0.0im	0.3076663712128537 + 0.0im
-0.00140096451224315 + 0.0im	0.307934043878606 + 0.0im
-0.00138709357647837 + 0.0im	0.3081998397988302 + 0.0im
-0.00137335997671125 + 0.0im	0.3084637661570443 + 0.0im
-0.00135976235317946 + 0.0im	0.3087258302794354 + 0.0im
-0.00134629935958362 + 0.0im	0.30898603935556646 + 0.0im
-0.00133296966295408 + 0.0im	0.30924440089570954 + 0.0im
-0.00131977194351889 + 0.0im	0.3095009223466078 + 0.0im
-0.00130670489457316 + 0.0im	0.3097556112460408 + 0.0im
-0.00129376722234966 + 0.0im	0.3100084752002184 + 0.0im
-0.00128095764589076 + 0.0im	0.31025952188275013 + 0.0im
-0.00126827489692154 + 0.0im	0.31050875908655534 + 0.0im
-0.0012557177197243 + 0.0im	0.3107561944091951 + 0.0im
-0.00124328487101416 + 0.0im	0.3110018359414816 + 0.0im
-0.001230975119816 + 0.0im	0.31124569151502995 + 0.0im
-0.00121878724734257 + 0.0im	0.3114877750883768 + 0.0im
-0.00120672004687383 + 0.0im	0.31172808275306163 + 0.0im
-0.00119477232363746 + 0.0im	0.31196662857283225 + 0.0im
-0.00118294289469055 + 0.0im	0.31220342070221474 + 0.0im
-0.00117123058880253 + 0.0im	0.31243846728973546 + 0.0im
-0.00115963424633914 + 0.0im	0.31267177665103096 + 0.0im
-0.00114815271914766 + 0.0im	0.3129033570433865 + 0.0im
-0.00113678487044323 + 0.0im	0.31313321680886724 + 0.0im
-0.00112552957469626 + 0.0im	0.31336135921824015 + 0.0im
-0.00111438571752105 + 0.0im	0.31358780292729516 + 0.0im
-0.0011033521955654 + 0.0im	0.3138125514069926 + 0.0im
-0.00109242791640139 + 0.0im	0.31403561273358416 + 0.0im
-0.00108161179841721 + 0.0im	0.31425699588057976 + 0.0im
-0.00107090277071011 + 0.0im	0.31447670925104915 + 0.0im
-0.00106029977298031 + 0.0im	0.31469476143705793 + 0.0im
-0.00104980175542605 + 0.0im	0.31491116105100153 + 0.0im
-0.00103940767863965 + 0.0im	0.3151259167991122 + 0.0im
-0.00102911651350461 + 0.0im	0.31533903721070977 + 0.0im
-0.00101892724109367 + 0.0im	0.3155505360804955 + 0.0im
-0.00100883885256799 + 0.0im	0.31576041204953936 + 0.0im
-0.000998850349077218 + 0.0im	0.3159686788752981 + 0.0im
-0.000988960741660611 + 0.0im	0.31617534523714674 + 0.0im
-0.00097916905114912 + 0.0im	0.3163804199190992 + 0.0im
-0.000969474308068436 + 0.0im	0.3165839116327285 + 0.0im
-0.000959875552543006 + 0.0im	0.3167858291539813 + 0.0im
-0.000950371834200996 + 0.0im	0.31698618122543615 + 0.0im
-0.000940962212080194 + 0.0im	0.3171849766264449 + 0.0im
-0.000931645754534845 + 0.0im	0.317382224075999 + 0.0im
-0.000922421539143411 + 0.0im	0.3175779323595505 + 0.0im
-0.000913288652617239 + 0.0im	0.31777211026757063 + 0.0im
-0.000904246190710138 + 0.0im	0.31796476642767646 + 0.0im
-0.000895293258128849 + 0.0im	0.31815590359112267 + 0.0im
-0.000886428968444405 + 0.0im	0.318345542664144 + 0.0im
-0.000877652444004361 + 0.0im	0.31853368628699863 + 0.0im
-0.000868962815845902 + 0.0im	0.31872034311436526 + 0.0im
-0.000860359223609804 + 0.0im	0.31890552193161154 + 0.0im
-0.000851840815455252 + 0.0im	0.3190892313971213 + 0.0im
-0.000843406747975497 + 0.0im	0.3192714801952687 + 0.0im
-0.000835056186114353 + 0.0im	0.31945227699779144 + 0.0im
-0.000826788303083518 + 0.0im	0.31963163044316784 + 0.0im
-0.000818602280280711 + 0.0im	0.319809549197727 + 0.0im
-0.000810497307208625 + 0.0im	0.3199860418735218 + 0.0im
-0.000802472581394678 + 0.0im	0.3201611163779564 + 0.0im
-0.000794527308311562 + 0.0im	0.3203347827192317 + 0.0im
-0.000786660701298577 + 0.0im	0.32050704877543473 + 0.0im
-0.000778871981483739 + 0.0im	0.3206779230994806 + 0.0im
-0.000771160377706672 + 0.0im	0.32084741426402164 + 0.0im
-0.00076352512644225 + 0.0im	0.3210155307935044 + 0.0im
-0.000755965471725 + 0.0im	0.3211822812113703 + 0.0im
-0.000748480665074257 + 0.0im	0.3213476700520792 + 0.0im
-0.000741069965420057 + 0.0im	0.3215117144628538 + 0.0im
-0.000733732639029759 + 0.0im	0.32167441757366355 + 0.0im
-0.000726467959435405 + 0.0im	0.32183578841346244 + 0.0im
-0.000719275207361787 + 0.0im	0.32199583560726847 + 0.0im
-0.000712153670655235 + 0.0im	0.3221545675223974 + 0.0im
-0.000705102644213104 + 0.0im	0.32231199657457865 + 0.0im
-0.000698121429913964 + 0.0im	0.3224681232103744 + 0.0im
-0.000691209336548479 + 0.0im	0.32262295981664324 + 0.0im
-0.00068436567975097 + 0.0im	0.3227765147909899 + 0.0im
-0.000677589781931653 + 0.0im	0.32292879647621353 + 0.0im
-0.000670880972209558 + 0.0im	0.32307981329520885 + 0.0im
-0.000664238586346097 + 0.0im	0.32322957357575166 + 0.0im
-0.000657661966679304 + 0.0im	0.3233780856669005 + 0.0im
-0.000651150462058716 + 0.0im	0.3235253579037563 + 0.0im
-0.000644703427780907 + 0.0im	0.32367139860959576 + 0.0im
-0.000638320225525651 + 0.0im	0.3238162160936708 + 0.0im
-0.000632000223292724 + 0.0im	0.32395981871343166 + 0.0im
-0.00062574279533933 + 0.0im	0.3241022140618944 + 0.0im
-0.000619547322118149 + 0.0im	0.32424341210725377 + 0.0im
-0.000613413190215989 + 0.0im	0.3243834196185102 + 0.0im
-0.000607339792293058 + 0.0im	0.3245222452944949 + 0.0im
-0.00060132652702283 + 0.0im	0.32465989737202006 + 0.0im
-0.000595372799032505 + 0.0im	0.3247963840737469 + 0.0im
-0.000589478018844064 + 0.0im	0.3249317136614829 + 0.0im
-0.000583641602815905 + 0.0im	0.325065894155849 + 0.0im
-0.000577862973085055 + 0.0im	0.3251989339044878 + 0.0im
-0.000572141557509955 + 0.0im	0.32533083697960086 + 0.0im
-0.000566476789613817 + 0.0im	0.32546161956108166 + 0.0im
-0.000560868108528532 + 0.0im	0.3255912857425026 + 0.0im
-0.00055531495893914 + 0.0im	0.3257198436152089 + 0.0im
-0.000549816791028852 + 0.0im	0.32584730127154565 + 0.0im
-0.000544373060424606 + 0.0im	0.3259736667094059 + 0.0im
-0.000538983228143174 + 0.0im	0.3260989479837716 + 0.0im
-0.000533646760537796 + 0.0im	0.3262231530790299 + 0.0im
-0.000528363129245343 + 0.0im	0.32634628995817583 + 0.0im
-0.000523131811134002 + 0.0im	0.3264683665569063 + 0.0im
-0.000517952288251488 + 0.0im	0.3265893907621231 + 0.0im
-0.00051282404777375 + 0.0im	0.3267093704627946 + 0.0im
-0.000507746581954208 + 0.0im	0.32682831455927885 + 0.0im
-0.000502719388073473 + 0.0im	0.32694622869690076 + 0.0im
-0.000497741968389578 + 0.0im	0.3270631217080068 + 0.0im
-0.000492813830088691 + 0.0im	0.32717900132199274 + 0.0im
-0.000487934485236327 + 0.0im	0.327293875218269 + 0.0im
-0.000483103450729037 + 0.0im	0.3274077510354425 + 0.0im
-0.000478320248246571 + 0.0im	0.3275206363617328 + 0.0im
-0.000473584404204526 + 0.0im	0.3276325387699084 + 0.0im
-0.000468895449707451 + 0.0im	0.3277434657532717 + 0.0im
-0.000464252920502427 + 0.0im	0.3278534288425346 + 0.0im
-0.000459656356933096 + 0.0im	0.3279624273403476 + 0.0im
-0.000455105303894155 + 0.0im	0.32807047266206096 + 0.0im
-0.000450599310786292 + 0.0im	0.32817757016861165 + 0.0im
-0.000446137931471576 + 0.0im	0.3282837310867047 + 0.0im
-0.000441720724229283 + 0.0im	0.32838896065894535 + 0.0im
-0.000437347251712162 + 0.0im	0.3284932661036146 + 0.0im
-0.00043301708090313 + 0.0im	0.3285966386368322 + 0.0im
-0.000428729783072406 + 0.0im	0.32869911701652266 + 0.0im
-0.000424484933735056 + 0.0im	0.32880069245743093 + 0.0im
-0.000420282112608966 + 0.0im	0.32890139328467316 + 0.0im
-0.000416120903573234 + 0.0im	0.32900118376003407 + 0.0im
-0.000412000894626964 + 0.0im	0.32910009392217376 + 0.0im
