-2.0 + 0.0im	2.8789565257281776e-5 + 0.0im
-0.0271766875646279 + 0.0im	1.0796899906092325 + 0.0im
-0.0269076114501267 + 0.0im	1.0798734482970211 + 0.0im
-0.026641199455571 + 0.0im	1.08010146473198 + 0.0im
-0.0263774252035356 + 0.0im	1.0803734601020638 + 0.0im
-0.026116262577758 + 0.0im	1.0806888989158894 + 0.0im
-0.0258576857205525 + 0.0im	1.0810472600405938 + 0.0im
-0.02560166903025 + 0.0im	1.0814480266823654 + 0.0im
-0.0253481871586634 + 0.0im	1.0818906709883247 + 0.0im
-0.0250972150085776 + 0.0im	1.082374736557573 + 0.0im
-0.0248487277312649 + 0.0im	1.0828997449182147 + 0.0im
-0.0246027007240247 + 0.0im	1.083465256042366 + 0.0im
-0.0243591096277472 + 0.0im	1.0840707755053027 + 0.0im
-0.0241179303245022 + 0.0im	1.0847159874126808 + 0.0im
-0.0238791389351507 + 0.0im	1.0854004419968986 + 0.0im
-0.0236427118169809 + 0.0im	1.0861236914694183 + 0.0im
-0.0234086255613672 + 0.0im	1.0868853839557866 + 0.0im
-0.0231768569914527 + 0.0im	1.087685164068938 + 0.0im
-0.0229473831598541 + 0.0im	1.088522667859782 + 0.0im
-0.0227201813463902 + 0.0im	1.0893975236012392 + 0.0im
-0.0224952290558319 + 0.0im	1.0903094407181575 + 0.0im
-0.0222725040156752 + 0.0im	1.0912580375879064 + 0.0im
-0.0220519841739358 + 0.0im	1.092243070340158 + 0.0im
-0.0218336476969661 + 0.0im	1.0932641919089627 + 0.0im
-0.0216174729672932 + 0.0im	1.0943211091271432 + 0.0im
-0.0214034385814784 + 0.0im	1.0954135627924424 + 0.0im
-0.0211915233479984 + 0.0im	1.0965412678242008 + 0.0im
-0.020981706285147 + 0.0im	1.0977039696246507 + 0.0im
-0.0207739666189574 + 0.0im	1.0989014061225473 + 0.0im
-0.0205682837811459 + 0.0im	1.100133306860916 + 0.0im
-0.0203646374070752 + 0.0im	1.1013994549007344 + 0.0im
-0.0201630073337378 + 0.0im	1.1026996069926407 + 0.0im
-0.0199633735977602 + 0.0im	1.1040336119062355 + 0.0im
-0.0197657164334259 + 0.0im	1.1054011631212752 + 0.0im
-0.0195700162707188 + 0.0im	1.1068020797631013 + 0.0im
-0.0193762537333849 + 0.0im	1.1082361774322702 + 0.0im
-0.0191844096370148 + 0.0im	1.109703242775127 + 0.0im
-0.0189944649871433 + 0.0im	1.1112031054121534 + 0.0im
-0.0188064009773696 + 0.0im	1.1127355798896879 + 0.0im
-0.0186201989874947 + 0.0im	1.1143004562186714 + 0.0im
-0.0184358405816779 + 0.0im	1.1158976682505464 + 0.0im
-0.0182533075066118 + 0.0im	1.1175269366399292 + 0.0im
-0.0180725816897146 + 0.0im	1.1191881890986282 + 0.0im
-0.0178936452373412 + 0.0im	1.120881257611556 + 0.0im
-0.0177164804330111 + 0.0im	1.1226059515589175 + 0.0im
-0.0175410697356546 + 0.0im	1.1243621387465574 + 0.0im
-0.0173673957778758 + 0.0im	1.1261497261188158 + 0.0im
-0.0171954413642335 + 0.0im	1.1279685684105627 + 0.0im
-0.0170251894695381 + 0.0im	1.1298185355846235 + 0.0im
-0.0168566232371664 + 0.0im	1.1316995165971282 + 0.0im
-0.0166897259773925 + 0.0im	1.1336113857577401 + 0.0im
-0.0165244811657352 + 0.0im	1.1355540541772988 + 0.0im
-0.0163608724413219 + 0.0im	1.1375273588523438 + 0.0im
-0.0161988836052692 + 0.0im	1.139531260966078 + 0.0im
-0.0160384986190785 + 0.0im	1.1415656269187542 + 0.0im
-0.015879701603048 + 0.0im	1.1436304207951242 + 0.0im
-0.015722476834701 + 0.0im	1.1457254783361988 + 0.0im
-0.0155668087472287 + 0.0im	1.1478507571182914 + 0.0im
-0.0154126819279492 + 0.0im	1.1500061580739738 + 0.0im
-0.0152600811167814 + 0.0im	1.1521916172919746 + 0.0im
-0.015108991204734 + 0.0im	1.1544070852764474 + 0.0im
-0.0149593972324099 + 0.0im	1.1566524497779063 + 0.0im
-0.0148112843885247 + 0.0im	1.1589276622579818 + 0.0im
-0.0146646380084403 + 0.0im	1.161232659095166 + 0.0im
-0.0145194435727132 + 0.0im	1.163567393372099 + 0.0im
-0.0143756867056566 + 0.0im	1.1659317624738958 + 0.0im
-0.0142333531739174 + 0.0im	1.1683258289245966 + 0.0im
-0.0140924288850667 + 0.0im	1.1707494383059711 + 0.0im
-0.0139528998862047 + 0.0im	1.1732025790350724 + 0.0im
-0.0138147523625789 + 0.0im	1.1756852176314603 + 0.0im
-0.0136779726362167 + 0.0im	1.1781973129445324 + 0.0im
-0.013542547164571 + 0.0im	1.180738839728103 + 0.0im
-0.0134084625391792 + 0.0im	1.183309745760376 + 0.0im
-0.0132757054843359 + 0.0im	1.1859100261135846 + 0.0im
-0.0131442628557781 + 0.0im	1.1885396433574076 + 0.0im
-0.0130141216393843 + 0.0im	1.1911985547003443 + 0.0im
-0.0128852689498854 + 0.0im	1.193886814305649 + 0.0im
-0.0127576920295895 + 0.0im	1.1966043389554972 + 0.0im
-0.0126313782471183 + 0.0im	1.1993511506464256 + 0.0im
-0.0125063150961568 + 0.0im	1.2021272243938994 + 0.0im
-0.0123824901942146 + 0.0im	1.2049325665544928 + 0.0im
-0.0122598912814006 + 0.0im	1.2077671622515629 + 0.0im
-0.0121385062192085 + 0.0im	1.2106310256590909 + 0.0im
-0.0120183229893154 + 0.0im	1.213524149237418 + 0.0im
-0.0118993296923915 + 0.0im	1.2164465338433568 + 0.0im
-0.0117815145469222 + 0.0im	1.2193982240469223 + 0.0im
-0.0116648658880418 + 0.0im	1.2223791832122175 + 0.0im
-0.011549372166378 + 0.0im	1.2253894561873724 + 0.0im
-0.0114350219469089 + 0.0im	1.228429074121306 + 0.0im
-0.0113218039078306 + 0.0im	1.2314980203280064 + 0.0im
-0.0112097068394363 + 0.0im	1.2345963452739082 + 0.0im
-0.0110987196430062 + 0.0im	1.2377240780874086 + 0.0im
-0.0109888313297091 + 0.0im	1.2408812242867102 + 0.0im
-0.010880031019514 + 0.0im	1.2440678359973945 + 0.0im
-0.0107723079401129 + 0.0im	1.247283953448439 + 0.0im
-0.0106656514258543 + 0.0im	1.2505295954167337 + 0.0im
-0.0105600509166874 + 0.0im	1.253804824775784 + 0.0im
-0.0104554959571163 + 0.0im	1.2571096782361646 + 0.0im
-0.0103519761951646 + 0.0im	1.2604441931175436 + 0.0im
-0.0102494813813511 + 0.0im	1.263808427118088 + 0.0im
-0.0101480013676744 + 0.0im	1.2672024291705124 + 0.0im
-0.0100475261066083 + 0.0im	1.2706262623384772 + 0.0im
-0.00994804565010721 + 0.0im	1.2740799927066504 + 0.0im
-0.009849550148621 + 0.0im	1.2775636472803331 + 0.0im
-0.00975202985011981 + 0.0im	1.2810773148501635 + 0.0im
-0.00965547509912852 + 0.0im	1.284621059938592 + 0.0im
-0.00955987633577081 + 0.0im	1.288194956635119 + 0.0im
-0.00946522409482259 + 0.0im	1.2917990763158216 + 0.0im
-0.00937150900477484 + 0.0im	1.2954334929215356 + 0.0im
-0.00927872178690578 + 0.0im	1.2990982798485078 + 0.0im
-0.00918685325436216 + 0.0im	1.3027935262433892 + 0.0im
-0.00909589431124966 + 0.0im	1.3065193229356988 + 0.0im
-0.00900583595173234 + 0.0im	1.3102757170648127 + 0.0im
-0.00891666925914093 + 0.0im	1.3140628488177035 + 0.0im
-0.00882838540509003 + 0.0im	1.3178807851434755 + 0.0im
-0.00874097564860399 + 0.0im	1.321729625538634 + 0.0im
-0.00865443133525147 + 0.0im	1.3256094532909246 + 0.0im
-0.00856874389628859 + 0.0im	1.3295203853365216 + 0.0im
-0.00848390484781048 + 0.0im	1.3334625817967745 + 0.0im
-0.00839990578991137 + 0.0im	1.3374360633003795 + 0.0im
-0.00831673840585284 + 0.0im	1.3414409734020019 + 0.0im
-0.00823439446124044 + 0.0im	1.3454774220621977 + 0.0im
-0.00815286580320835 + 0.0im	1.349545549624573 + 0.0im
-0.00807214435961223 + 0.0im	1.3536454462872156 + 0.0im
-0.00799222213822993 + 0.0im	1.357777236643807 + 0.0im
-0.00791309122597023 + 0.0im	1.3619410740398576 + 0.0im
-0.00783474378808934 + 0.0im	1.3661370517146618 + 0.0im
-0.00775717206741518 + 0.0im	1.3703653346339464 + 0.0im
-0.00768036838357939 + 0.0im	1.3746260346154098 + 0.0im
-0.00760432513225682 + 0.0im	1.3789192910851682 + 0.0im
-0.00752903478441269 + 0.0im	1.3832452695828938 + 0.0im
-0.00745448988555712 + 0.0im	1.3876040821319697 + 0.0im
-0.00738068305500705 + 0.0im	1.3919958806080062 + 0.0im
-0.0073076069851555 + 0.0im	1.3964208279947592 + 0.0im
-0.00723525444074802 + 0.0im	1.4008790774818793 + 0.0im
-0.00716361825816635 + 0.0im	1.4053707569683924 + 0.0im
-0.00709269134471916 + 0.0im	1.4098961111270496 + 0.0im
-0.00702246667793976 + 0.0im	1.4144552178900103 + 0.0im
-0.00695293730489086 + 0.0im	1.4190482602079386 + 0.0im
-0.00688409634147609 + 0.0im	1.4236753980909256 + 0.0im
-0.00681593697175851 + 0.0im	1.428336836727757 + 0.0im
-0.00674845244728565 + 0.0im	1.433032754096207 + 0.0im
-0.00668163608642144 + 0.0im	1.4377632966467218 + 0.0im
-0.00661548127368459 + 0.0im	1.4425286365512047 + 0.0im
-0.00654998145909366 + 0.0im	1.4473290088154331 + 0.0im
-0.00648513015751847 + 0.0im	1.4521645731223458 + 0.0im
-0.00642092094803809 + 0.0im	1.4570355135161694 + 0.0im
-0.00635734747330504 + 0.0im	1.461942037284462 + 0.0im
-0.00629440343891588 + 0.0im	1.4668843419861892 + 0.0im
-0.006232082612788 + 0.0im	1.4718626184394807 + 0.0im
-0.00617037882454258 + 0.0im	1.4768770680411234 + 0.0im
-0.00610928596489364 + 0.0im	1.4819279178503528 + 0.0im
-0.00604879798504321 + 0.0im	1.487015367837157 + 0.0im
-0.00598890889608238 + 0.0im	1.4921396180325592 + 0.0im
-0.0059296127683984 + 0.0im	1.4973008899515778 + 0.0im
-0.00587090373108752 + 0.0im	1.5024994296375311 + 0.0im
-0.00581277597137379 + 0.0im	1.507735410203376 + 0.0im
-0.00575522373403345 + 0.0im	1.5130091323169568 + 0.0im
-0.0056982413208252 + 0.0im	1.5183207564994259 + 0.0im
-0.00564182308992594 + 0.0im	1.5236705267886195 + 0.0im
-0.00558596345537222 + 0.0im	1.5290586854909933 + 0.0im
-0.00553065688650715 + 0.0im	1.5344854546583915 + 0.0im
-0.00547589790743282 + 0.0im	1.5399511274531448 + 0.0im
-0.00542168109646814 + 0.0im	1.5454558663266038 + 0.0im
-0.00536800108561202 + 0.0im	1.5509999980250075 + 0.0im
-0.0053148525600119 + 0.0im	1.5565837281786294 + 0.0im
-0.00526223025743752 + 0.0im	1.562207339799292 + 0.0im
-0.00521012896775992 + 0.0im	1.5678710492663679 + 0.0im
-0.00515854353243557 + 0.0im	1.5735751466424115 + 0.0im
-0.00510746884399561 + 0.0im	1.579319835433667 + 0.0im
-0.00505689984554021 + 0.0im	1.585105491739819 + 0.0im
-0.00500683153023783 + 0.0im	1.5909323000257127 + 0.0im
-0.00495725894082954 + 0.0im	1.596800529712274 + 0.0im
-0.00490817716913815 + 0.0im	1.6027104463371307 + 0.0im
-0.00485958135558233 + 0.0im	1.608662403890726 + 0.0im
-0.00481146668869538 + 0.0im	1.6146565812399187 + 0.0im
-0.00476382840464889 + 0.0im	1.6206933325243713 + 0.0im
-0.00471666178678108 + 0.0im	1.6267728410556115 + 0.0im
-0.00466996216512978 + 0.0im	1.6328955682527795 + 0.0im
-0.00462372491597008 + 0.0im	1.6390616639777285 + 0.0im
-0.00457794546135651 + 0.0im	1.6452714656347975 + 0.0im
-0.00453261926866982 + 0.0im	1.6515252274401815 + 0.0im
-0.00448774185016813 + 0.0im	1.6578233271151441 + 0.0im
-0.00444330876254271 + 0.0im	1.6641660114223829 + 0.0im
-0.00439931560647793 + 0.0im	1.6705535592940548 + 0.0im
-0.00435575802621577 + 0.0im	1.6769863275724608 + 0.0im
-0.00431263170912453 + 0.0im	1.683464572160015 + 0.0im
-0.00426993238527181 + 0.0im	1.6899886948431255 + 0.0im
-0.00422765582700179 + 0.0im	1.696558940070951 + 0.0im
-0.00418579784851662 + 0.0im	1.70317558423554 + 0.0im
-0.004144354305462 + 0.0im	1.709839021470466 + 0.0im
-0.00410332109451683 + 0.0im	1.7165495312407808 + 0.0im
-0.00406269415298696 + 0.0im	1.7233074389031282 + 0.0im
-0.00402246945840294 + 0.0im	1.7301130682599961 + 0.0im
-0.00398264302812172 + 0.0im	1.7369667741092907 + 0.0im
-0.00394321091893239 + 0.0im	1.743868868775372 + 0.0im
-0.00390416922666574 + 0.0im	1.7508196999319257 + 0.0im
-0.00386551408580766 + 0.0im	1.7578195598237645 + 0.0im
-0.00382724166911649 + 0.0im	1.7648687828892244 + 0.0im
-0.00378934818724405 + 0.0im	1.7719678394956886 + 0.0im
-0.00375182988836045 + 0.0im	1.7791168738094592 + 0.0im
-0.00371468305778262 + 0.0im	1.7863163660665027 + 0.0im
-0.00367790401760656 + 0.0im	1.7935665919938797 + 0.0im
-0.00364148912634313 + 0.0im	1.8008679649857384 + 0.0im
-0.00360543477855755 + 0.0im	1.8082207939834716 + 0.0im
-0.00356973740451243 + 0.0im	1.8156254237238276 + 0.0im
-0.00353439346981428 + 0.0im	1.8230822343645576 + 0.0im
-0.00349939947506365 + 0.0im	1.8305915731841802 + 0.0im
-0.00346475195550856 + 0.0im	1.8381537946722768 + 0.0im
-0.00343044748070155 + 0.0im	1.8457692565504542 + 0.0im
-0.00339648265415995 + 0.0im	1.8534383460542085 + 0.0im
-0.00336285411302965 + 0.0im	1.861161446777289 + 0.0im
-0.00332955852775213 + 0.0im	1.868938840695474 + 0.0im
-0.00329659260173478 + 0.0im	1.8767710157353348 + 0.0im
-0.00326395307102454 + 0.0im	1.8846582175879378 + 0.0im
-0.00323163670398469 + 0.0im	1.8926009006112303 + 0.0im
-0.00319964030097494 + 0.0im	1.900599386366117 + 0.0im
-0.00316796069403459 + 0.0im	1.9086542087787561 + 0.0im
-0.0031365947465689 + 0.0im	1.916765589765942 + 0.0im
-0.00310553935303852 + 0.0im	1.9249339687747267 + 0.0im
-0.003074791438652 + 0.0im	1.9331596930083594 + 0.0im
-0.00304434795906139 + 0.0im	1.9414431506989405 + 0.0im
-0.00301420590006078 + 0.0im	1.9497848028404638 + 0.0im
-0.0029843622772879 + 0.0im	1.9581850497734996 + 0.0im
-0.00295481413592861 + 0.0im	1.9666442369252986 + 0.0im
-0.00292555855042437 + 0.0im	1.9751626972338594 + 0.0im
-0.00289659262418254 + 0.0im	1.9837409227562104 + 0.0im
-0.00286791348928965 + 0.0im	1.9923793167924475 + 0.0im
-0.00283951830622737 + 0.0im	2.001078272018798 + 0.0im
-0.00281140426359146 + 0.0im	2.0098381210563794 + 0.0im
-0.00278356857781333 + 0.0im	2.018659472116303 + 0.0im
-0.00275600849288448 + 0.0im	2.0275424761394296 + 0.0im
-0.00272872128008364 + 0.0im	2.0364877680231728 + 0.0im
-0.00270170423770658 + 0.0im	2.0454955900885454 + 0.0im
-0.00267495469079859 + 0.0im	2.054566506231816 + 0.0im
-0.0026484699908897 + 0.0im	2.063700876134798 + 0.0im
-0.00262224751573237 + 0.0im	2.072899127375591 + 0.0im
-0.00259628466904195 + 0.0im	2.0821617473988954 + 0.0im
-0.00257057888023956 + 0.0im	2.0914890164758315 + 0.0im
-0.00254512760419758 + 0.0im	2.100881531236332 + 0.0im
-0.0025199283209877 + 0.0im	2.110339670782986 + 0.0im
-0.00249497853563139 + 0.0im	2.1198638473677867 + 0.0im
-0.00247027577785286 + 0.0im	2.129454540844432 + 0.0im
-0.00244581760183452 + 0.0im	2.1391121240226387 + 0.0im
-0.00242160158597477 + 0.0im	2.1488372468442254 + 0.0im
-0.00239762533264828 + 0.0im	2.158630139793206 + 0.0im
-0.0023738864679686 + 0.0im	2.1684913591756767 + 0.0im
-0.00235038264155307 + 0.0im	2.1784213817759173 + 0.0im
-0.00232711152629017 + 0.0im	2.1884205313618508 + 0.0im
-0.00230407081810908 + 0.0im	2.198489479512796 + 0.0im
-0.00228125823575156 + 0.0im	2.2086286209763717 + 0.0im
-0.0022586715205461 + 0.0im	2.218838448768639 + 0.0im
-0.00223630843618426 + 0.0im	2.2291193094117965 + 0.0im
-0.00221416676849926 + 0.0im	2.2394718270438294 + 0.0im
-0.0021922443252468 + 0.0im	2.2498964954823153 + 0.0im
-0.00217053893588792 + 0.0im	2.2603936720605518 + 0.0im
-0.00214904845137417 + 0.0im	2.2709639354101636 + 0.0im
-0.00212777074393483 + 0.0im	2.281607802018824 + 0.0im
-0.00210670370686616 + 0.0im	2.292325710688765 + 0.0im
-0.00208584525432294 + 0.0im	2.3031182674827417 + 0.0im
-0.00206519332111182 + 0.0im	2.3139859097574007 + 0.0im
-0.00204474586248695 + 0.0im	2.3249291158414254 + 0.0im
-0.00202450085394747 + 0.0im	2.335948527385004 + 0.0im
-0.0020044562910371 + 0.0im	2.3470445029248705 + 0.0im
-0.00198461018914565 + 0.0im	2.3582177799438266 + 0.0im
-0.00196496058331252 + 0.0im	2.36946871567105 + 0.0im
-0.0019455055280322 + 0.0im	2.380797814569069 + 0.0im
-0.00192624309706158 + 0.0im	2.392205833127115 + 0.0im
-0.00190717138322929 + 0.0im	2.4036930235885703 + 0.0im
-0.00188828849824682 + 0.0im	2.415260246512712 + 0.0im
-0.00186959257252161 + 0.0im	2.426907825050252 + 0.0im
-0.00185108175497189 + 0.0im	2.438636303965219 + 0.0im
-0.00183275421284345 + 0.0im	2.4504464800830004 + 0.0im
-0.00181460813152817 + 0.0im	2.46233868346111 + 0.0im
-0.00179664171438433 + 0.0im	2.474313514489299 + 0.0im
-0.00177885318255874 + 0.0im	2.486371664147731 + 0.0im
-0.00176124077481063 + 0.0im	2.4985137036644645 + 0.0im
-0.00174380274733726 + 0.0im	2.5107401505794495 + 0.0im
-0.00172653737360125 + 0.0im	2.523051512739431 + 0.0im
-0.00170944294415965 + 0.0im	2.535448519906194 + 0.0im
-0.0016925177664947 + 0.0im	2.5479316266655774 + 0.0im
-0.00167576016484624 + 0.0im	2.560501560740611 + 0.0im
-0.00165916848004578 + 0.0im	2.573158888166882 + 0.0im
-0.00164274106935226 + 0.0im	2.5859041478508416 + 0.0im
-0.00162647630628937 + 0.0im	2.5987380354477128 + 0.0im
-0.00161037258048452 + 0.0im	2.6116610997727157 + 0.0im
-0.00159442829750943 + 0.0im	2.624674042313142 + 0.0im
-0.00157864187872221 + 0.0im	2.637777301263595 + 0.0im
-0.0015630117611111 + 0.0im	2.650971586314981 + 0.0im
-0.0015475363971397 + 0.0im	2.6642576720759696 + 0.0im
-0.00153221425459376 + 0.0im	2.6776358910975198 + 0.0im
-0.00151704381642947 + 0.0im	2.69110709614996 + 0.0im
-0.00150202358062323 + 0.0im	2.7046718584552294 + 0.0im
-0.001487152060023 + 0.0im	2.7183308415494714 + 0.0im
-0.00147242778220099 + 0.0im	2.7320844938459947 + 0.0im
-0.00145784928930791 + 0.0im	2.745933732248892 + 0.0im
-0.00144341513792863 + 0.0im	2.7598789906668886 + 0.0im
-0.00142912389893924 + 0.0im	2.773920926687144 + 0.0im
-0.00141497415736558 + 0.0im	2.7880602194051534 + 0.0im
-0.00140096451224315 + 0.0im	2.802297481439231 + 0.0im
-0.00138709357647837 + 0.0im	2.8166333543131072 + 0.0im
-0.00137335997671125 + 0.0im	2.831068479448345 + 0.0im
-0.00135976235317946 + 0.0im	2.845603522795373 + 0.0im
-0.00134629935958362 + 0.0im	2.860239088472907 + 0.0im
-0.00133296966295408 + 0.0im	2.874975787087711 + 0.0im
-0.00131977194351889 + 0.0im	2.889814185764196 + 0.0im
-0.00130670489457316 + 0.0im	2.9047552089709487 + 0.0im
-0.00129376722234966 + 0.0im	2.919799082833304 + 0.0im
-0.00128095764589076 + 0.0im	2.9349469505082637 + 0.0im
-0.00126827489692154 + 0.0im	2.9501989888150986 + 0.0im
-0.0012557177197243 + 0.0im	2.965555898883681 + 0.0im
-0.00124328487101416 + 0.0im	2.981018447135415 + 0.0im
-0.001230975119816 + 0.0im	2.996587134451471 + 0.0im
-0.00121878724734257 + 0.0im	3.0122626355863216 + 0.0im
-0.00120672004687383 + 0.0im	3.028045565282871 + 0.0im
-0.00119477232363746 + 0.0im	3.043936486761609 + 0.0im
-0.00118294289469055 + 0.0im	3.0599360799027 + 0.0im
-0.00117123058880253 + 0.0im	3.076044989803054 + 0.0im
-0.00115963424633914 + 0.0im	3.0922635656495 + 0.0im
-0.00114815271914766 + 0.0im	3.108592731553772 + 0.0im
-0.00113678487044323 + 0.0im	3.125032651693302 + 0.0im
-0.00112552957469626 + 0.0im	3.141584247970106 + 0.0im
-0.00111438571752105 + 0.0im	3.1582479344466687 + 0.0im
-0.0011033521955654 + 0.0im	3.175024380798116 + 0.0im
-0.00109242791640139 + 0.0im	3.191914076823277 + 0.0im
-0.00108161179841721 + 0.0im	3.2089173764261063 + 0.0im
-0.00107090277071011 + 0.0im	3.226035411887216 + 0.0im
-0.00106029977298031 + 0.0im	3.2432682240689297 + 0.0im
-0.00104980175542605 + 0.0im	3.260616202782336 + 0.0im
-0.00103940767863965 + 0.0im	3.27808047308827 + 0.0im
-0.00102911651350461 + 0.0im	3.2956609776152663 + 0.0im
-0.00101892724109367 + 0.0im	3.31335841468762 + 0.0im
-0.00100883885256799 + 0.0im	3.3311732241234293 + 0.0im
-0.000998850349077218 + 0.0im	3.349105775149546 + 0.0im
-0.000988960741660611 + 0.0im	3.3671570856137736 + 0.0im
-0.00097916905114912 + 0.0im	3.3853269480176658 + 0.0im
-0.000969474308068436 + 0.0im	3.403615873217453 + 0.0im
-0.000959875552543006 + 0.0im	3.4220248567327474 + 0.0im
-0.000950371834200996 + 0.0im	3.4405535137827847 + 0.0im
-0.000940962212080194 + 0.0im	3.459203094881121 + 0.0im
-0.000931645754534845 + 0.0im	3.477973340825514 + 0.0im
-0.000922421539143411 + 0.0im	3.496864888125532 + 0.0im
-0.000913288652617239 + 0.0im	3.5158777646671857 + 0.0im
-0.000904246190710138 + 0.0im	3.5350130492945344 + 0.0im
-0.000895293258128849 + 0.0im	3.5542701931611393 + 0.0im
-0.000886428968444405 + 0.0im	3.5736504365869477 + 0.0im
-0.000877652444004361 + 0.0im	3.5931532988212633 + 0.0im
-0.000868962815845902 + 0.0im	3.6127793768205465 + 0.0im
-0.000860359223609804 + 0.0im	3.6325289123177913 + 0.0im
-0.000851840815455252 + 0.0im	3.652402169423842 + 0.0im
-0.000843406747975497 + 0.0im	3.6723993040095095 + 0.0im
-0.000835056186114353 + 0.0im	3.6925206302463716 + 0.0im
-0.000826788303083518 + 0.0im	3.712766244932734 + 0.0im
-0.000818602280280711 + 0.0im	3.7331361520325643 + 0.0im
-0.000810497307208625 + 0.0im	3.7536309831456274 + 0.0im
-0.000802472581394678 + 0.0im	3.7742505835023676 + 0.0im
-0.000794527308311562 + 0.0im	3.794995099585928 + 0.0im
-0.000786660701298577 + 0.0im	3.8158646281469557 + 0.0im
-0.000778871981483739 + 0.0im	3.8368594198355557 + 0.0im
-0.000771160377706672 + 0.0im	3.8579788759061597 + 0.0im
-0.00076352512644225 + 0.0im	3.87922395718956 + 0.0im
-0.000755965471725 + 0.0im	3.900593949612455 + 0.0im
-0.000748480665074257 + 0.0im	3.9220890212530772 + 0.0im
-0.000741069965420057 + 0.0im	3.9437092123423088 + 0.0im
-0.000733732639029759 + 0.0im	3.9654543477498407 + 0.0im
-0.000726467959435405 + 0.0im	3.9873246079573064 + 0.0im
-0.000719275207361787 + 0.0im	4.009319422120262 + 0.0im
-0.000712153670655235 + 0.0im	4.031438993559215 + 0.0im
-0.000705102644213104 + 0.0im	4.0536831525785875 + 0.0im
-0.000698121429913964 + 0.0im	4.076051554583655 + 0.0im
-0.000691209336548479 + 0.0im	4.098543956690458 + 0.0im
-0.00068436567975097 + 0.0im	4.121160309114191 + 0.0im
-0.000677589781931653 + 0.0im	4.143900333161326 + 0.0im
-0.000670880972209558 + 0.0im	4.166763383964805 + 0.0im
-0.000664238586346097 + 0.0im	4.189749225905502 + 0.0im
-0.000657661966679304 + 0.0im	4.212858236443042 + 0.0im
-0.000651150462058716 + 0.0im	4.236089047951439 + 0.0im
-0.000644703427780907 + 0.0im	4.259441477089795 + 0.0im
-0.000638320225525651 + 0.0im	4.2829157830980655 + 0.0im
-0.000632000223292724 + 0.0im	4.3065108702010315 + 0.0im
-0.00062574279533933 + 0.0im	4.330226072904653 + 0.0im
-0.000619547322118149 + 0.0im	4.35406141537403 + 0.0im
-0.000613413190215989 + 0.0im	4.378015861444981 + 0.0im
-0.000607339792293058 + 0.0im	4.402088979020291 + 0.0im
-0.00060132652702283 + 0.0im	4.426280460563042 + 0.0im
-0.000595372799032505 + 0.0im	4.450589205561379 + 0.0im
-0.000589478018844064 + 0.0im	4.475014816684294 + 0.0im
-0.000583641602815905 + 0.0im	4.499557058165627 + 0.0im
-0.000577862973085055 + 0.0im	4.5242142067216395 + 0.0im
-0.000572141557509955 + 0.0im	4.548985919287697 + 0.0im
-0.000566476789613817 + 0.0im	4.573871713993217 + 0.0im
-0.000560868108528532 + 0.0im	4.598870899555259 + 0.0im
-0.00055531495893914 + 0.0im	4.623981944220089 + 0.0im
-0.000549816791028852 + 0.0im	4.649204327655031 + 0.0im
-0.000544373060424606 + 0.0im	4.6745374549679 + 0.0im
-0.000538983228143174 + 0.0im	4.699979717817169 + 0.0im
-0.000533646760537796 + 0.0im	4.725530157786735 + 0.0im
-0.000528363129245343 + 0.0im	4.7511886894825635 + 0.0im
-0.000523131811134002 + 0.0im	4.776953897571336 + 0.0im
-0.000517952288251488 + 0.0im	4.802824362412685 + 0.0im
-0.00051282404777375 + 0.0im	4.8287993946022345 + 0.0im
-0.000507746581954208 + 0.0im	4.854877628519818 + 0.0im
-0.000502719388073473 + 0.0im	4.881058082973398 + 0.0im
-0.000497741968389578 + 0.0im	4.907339174339942 + 0.0im
-0.000492813830088691 + 0.0im	4.933720595043326 + 0.0im
-0.000487934485236327 + 0.0im	4.960200928118091 + 0.0im
-0.000483103450729037 + 0.0im	4.986778450827227 + 0.0im
-0.000478320248246571 + 0.0im	5.013451787473263 + 0.0im
-0.000473584404204526 + 0.0im	5.040220526611294 + 0.0im
-0.000468895449707451 + 0.0im	5.067082578505048 + 0.0im
-0.000464252920502427 + 0.0im	5.094036249999971 + 0.0im
-0.000459656356933096 + 0.0im	5.121081343070599 + 0.0im
-0.000455105303894155 + 0.0im	5.148215882612511 + 0.0im
-0.000450599310786292 + 0.0im	5.17543865401113 + 0.0im
-0.000446137931471576 + 0.0im	5.202747611230894 + 0.0im
-0.000441720724229283 + 0.0im	5.230141666507249 + 0.0im
-0.000437347251712162 + 0.0im	5.257619239176037 + 0.0im
-0.00043301708090313 + 0.0im	5.2851788504366075 + 0.0im
-0.000428729783072406 + 0.0im	5.31281871473706 + 0.0im
-0.000424484933735056 + 0.0im	5.3405378126670024 + 0.0im
-0.000420282112608966 + 0.0im	5.368334374991808 + 0.0im
-0.000416120903573234 + 0.0im	5.396206337327742 + 0.0im
-0.000412000894626964 + 0.0im	5.424152353041854 + 0.0im
-0.000407921677848479 + 0.0im	5.452170664518129 + 0.0im
-0.00040388284935493 + 0.0im	5.48025963158321 + 0.0im
-0.000399884009262307 + 0.0im	5.50841746297624 + 0.0im
-0.000395924761645848 + 0.0im	5.536642533048704 + 0.0im
-0.00039200471450084 + 0.0im	5.56493260265507 + 0.0im
-0.000388123479703802 + 0.0im	5.593286888770532 + 0.0im
