-2.0 + 0.0im	7.338014217127344e-5 + 0.0im
-0.000388123479703802 + 0.0im	5.677718427804037 + 0.0im
-0.000384280672974061 + 0.0im	5.706659803342945 + 0.0im
-0.000380475913835704 + 0.0im	5.735649345236729 + 0.0im
-0.000376708825579905 + 0.0im	5.764684911203552 + 0.0im
-0.000372979035227629 + 0.0im	5.793764075741797 + 0.0im
-0.000369286173492702 + 0.0im	5.822884648084821 + 0.0im
-0.000365629874745249 + 0.0im	5.852044593969723 + 0.0im
-0.000362009776975495 + 0.0im	5.881241163926331 + 0.0im
-0.000358425521757915 + 0.0im	5.910472389909936 + 0.0im
-0.000354876754215758 + 0.0im	5.93973581916696 + 0.0im
-0.000351363122985899 + 0.0im	5.969029171306933 + 0.0im
-0.000347884280184058 + 0.0im	5.998350089477782 + 0.0im
-0.000344439881370355 + 0.0im	6.0276963519459485 + 0.0im
-0.000341029585515203 + 0.0im	6.057065468576818 + 0.0im
-0.000337653054965547 + 0.0im	6.086455251569172 + 0.0im
-0.000334309955411433 + 0.0im	6.1158633088733705 + 0.0im
-0.000330999955852904 + 0.0im	6.145287239143632 + 0.0im
-0.000327722728567231 + 0.0im	6.174724811622064 + 0.0im
-0.000324477949076467 + 0.0im	6.204173641655042 + 0.0im
-0.000321265296115314 + 0.0im	6.233631331174244 + 0.0im
-0.00031808445159932 + 0.0im	6.263095525688689 + 0.0im
-0.000314935100593387 + 0.0im	6.292564280559351 + 0.0im
-0.000311816931280581 + 0.0im	6.322034453137117 + 0.0im
-0.000308729634931268 + 0.0im	6.351504381885166 + 0.0im
-0.000305672905872543 + 0.0im	6.380971467898753 + 0.0im
-0.000302646441457963 + 0.0im	6.4104335440044 + 0.0im
-0.000299649942037587 + 0.0im	6.439888150058452 + 0.0im
-0.000296683110928304 + 0.0im	6.469333029470283 + 0.0im
-0.000293745654384459 + 0.0im	6.498765912198199 + 0.0im
-0.000290837281568772 + 0.0im	6.528184433894609 + 0.0im
-0.000287957704523536 + 0.0im	6.557586334031347 + 0.0im
-0.000285106638142115 + 0.0im	6.586969311915624 + 0.0im
-0.000282283800140708 + 0.0im	6.616331044934916 + 0.0im
-0.000279488911030404 + 0.0im	6.645669464989916 + 0.0im
-0.000276721694089509 + 0.0im	6.674982011413258 + 0.0im
-0.000273981875336148 + 0.0im	6.704266600689569 + 0.0im
-0.000271269183501136 + 0.0im	6.733520876834368 + 0.0im
-0.000268583350001125 + 0.0im	6.7627428898949615 + 0.0im
-0.000265924108912005 + 0.0im	6.791930051483627 + 0.0im
-0.000263291196942579 + 0.0im	6.821080320956304 + 0.0im
-0.000260684353408494 + 0.0im	6.850191437204828 + 0.0im
-0.00025810332020643 + 0.0im	6.879261265753822 + 0.0im
-0.000255547841788544 + 0.0im	6.908287734975513 + 0.0im
-0.000253017665137173 + 0.0im	6.937268234272325 + 0.0im
-0.000250512539739775 + 0.0im	6.9662009424758216 + 0.0im
-0.000248032217564134 + 0.0im	6.995083743992244 + 0.0im
-0.000245576453033796 + 0.0im	7.023914368732085 + 0.0im
-0.000243145003003758 + 0.0im	7.0526906134681875 + 0.0im
-0.000240737626736394 + 0.0im	7.081410444829676 + 0.0im
-0.000238354085877618 + 0.0im	7.110072062693423 + 0.0im
-0.000235994144433285 + 0.0im	7.13867255878774 + 0.0im
-0.000233657568745827 + 0.0im	7.1672103731493175 + 0.0im
-0.000231344127471116 + 0.0im	7.195683500924274 + 0.0im
-0.00022905359155556 + 0.0im	7.224089766087955 + 0.0im
-0.000226785734213426 + 0.0im	7.252427008780761 + 0.0im
-0.000224540330904382 + 0.0im	7.280693224970389 + 0.0im
-0.000222317159311269 + 0.0im	7.308886370738096 + 0.0im
-0.000220115999318088 + 0.0im	7.337004404641723 + 0.0im
-0.000217936632988206 + 0.0im	7.365045251018999 + 0.0im
-0.000215778844542779 + 0.0im	7.393007106177117 + 0.0im
-0.000213642420339385 + 0.0im	7.420887561020652 + 0.0im
-0.000211527148850876 + 0.0im	7.448685047191754 + 0.0im
-0.000209432820644432 + 0.0im	7.476397237575003 + 0.0im
-0.000207359228360823 + 0.0im	7.504022349503174 + 0.0im
-0.000205306166693885 + 0.0im	7.531558468984257 + 0.0im
-0.000203273432370183 + 0.0im	7.55900346057256 + 0.0im
-0.000201260824128894 + 0.0im	7.586355184964547 + 0.0im
-0.000199268142701875 + 0.0im	7.613612045576735 + 0.0im
-0.000197295190793936 + 0.0im	7.6407719517086585 + 0.0im
-0.000195341773063303 + 0.0im	7.667833038862419 + 0.0im
-0.00019340769610228 + 0.0im	7.694793154889515 + 0.0im
-0.000191492768418099 + 0.0im	7.721650616106066 + 0.0im
-0.000189596800413959 + 0.0im	7.748403451002393 + 0.0im
-0.000187719604370257 + 0.0im	7.775049798764922 + 0.0im
-0.000185860994425997 + 0.0im	7.801587674335756 + 0.0im
-0.000184020786560393 + 0.0im	7.8280151280682535 + 0.0im
-0.000182198798574646 + 0.0im	7.854330244303457 + 0.0im
-0.000180394850073907 + 0.0im	7.880531492755674 + 0.0im
-0.000178608762449413 + 0.0im	7.906616564210042 + 0.0im
-0.000176840358860805 + 0.0im	7.932583837935443 + 0.0im
-0.000175089464218619 + 0.0im	7.958431388220813 + 0.0im
-0.000173355905166949 + 0.0im	7.984157412311162 + 0.0im
-0.000171639510066287 + 0.0im	8.009760045563322 + 0.0im
-0.000169940108976521 + 0.0im	8.035237409965967 + 0.0im
-0.00016825753364012 + 0.0im	8.06058784762411 + 0.0im
-0.000166591617465465 + 0.0im	8.085809422790653 + 0.0im
-0.000164942195510362 + 0.0im	8.110900397304626 + 0.0im
-0.000163309104465705 + 0.0im	8.135858889183277 + 0.0im
-0.000161692182639312 + 0.0im	8.160683332448231 + 0.0im
-0.000160091269939913 + 0.0im	8.185371711076126 + 0.0im
-0.0001585062078613 + 0.0im	8.209922693594606 + 0.0im
-0.000156936839466633 + 0.0im	8.234334033886995 + 0.0im
-0.000155383009372904 + 0.0im	8.258604539117753 + 0.0im
-0.000153844563735549 + 0.0im	8.282732215968384 + 0.0im
-0.000152321350233217 + 0.0im	8.30671548858179 + 0.0im
-0.00015081321805269 + 0.0im	8.330552726124978 + 0.0im
-0.00014932001787395 + 0.0im	8.354242309771175 + 0.0im
-0.000147841601855396 + 0.0im	8.377782542083535 + 0.0im
-0.000146377823619204 + 0.0im	8.401172226453095 + 0.0im
-0.000144928538236836 + 0.0im	8.4244093512369 + 0.0im
-0.000143493602214689 + 0.0im	8.447492715295004 + 0.0im
-0.00014207287347989 + 0.0im	8.470420834084548 + 0.0im
-0.000140666211366228 + 0.0im	8.493192008542767 + 0.0im
-0.000139273476600225 + 0.0im	8.515805207419673 + 0.0im
-0.000137894531287352 + 0.0im	8.538258791866745 + 0.0im
-0.000136529238898368 + 0.0im	8.56055164744565 + 0.0im
-0.00013517746425581 + 0.0im	8.582682319065976 + 0.0im
-0.000133839073520604 + 0.0im	8.604649621384018 + 0.0im
-0.000132513934178816 + 0.0im	8.62645227491977 + 0.0im
-0.000131201915028531 + 0.0im	8.648089343964179 + 0.0im
-0.000129902886166862 + 0.0im	8.669559537254772 + 0.0im
-0.000128616718977091 + 0.0im	8.690861734918217 + 0.0im
-0.000127343286115932 + 0.0im	8.71199519711707 + 0.0im
-0.000126082461500923 + 0.0im	8.7329587536538 + 0.0im
-0.000124834120297943 + 0.0im	8.753751706129082 + 0.0im
-0.000123598138908855 + 0.0im	8.774373061426239 + 0.0im
-0.000122374394959262 + 0.0im	8.79482193824931 + 0.0im
-0.000121162767286398 + 0.0im	8.815097853799866 + 0.0im
-0.000119963135927127 + 0.0im	8.83519998867557 + 0.0im
-0.000118775382106066 + 0.0im	8.85512784966684 + 0.0im
-0.000117599388223828 + 0.0im	8.874880776763893 + 0.0im
-0.000116435037845374 + 0.0im	8.894458319137275 + 0.0im
-0.000115282215688489 + 0.0im	8.913860311402596 + 0.0im
-0.000114140807612365 + 0.0im	8.933086112966338 + 0.0im
-0.000113010700606302 + 0.0im	8.952135502881125 + 0.0im
-0.000111891782778517 + 0.0im	8.971008308902233 + 0.0im
-0.000110783943345067 + 0.0im	8.989704222030142 + 0.0im
-0.000109687072618878 + 0.0im	9.008223601190187 + 0.0im
-0.000108601061998889 + 0.0im	9.026565979116633 + 0.0im
-0.000107525803959296 + 0.0im	9.044731553301236 + 0.0im
-0.000106461192038907 + 0.0im	9.062720417776253 + 0.0im
-0.000105407120830601 + 0.0im	9.080532780183978 + 0.0im
-0.000104363485970892 + 0.0im	9.098168872843111 + 0.0im
-0.000103330184129596 + 0.0im	9.115628987361964 + 0.0im
-0.0001023071129996 + 0.0im	9.132913466923883 + 0.0im
-0.000101294171286733 + 0.0im	9.150022791256484 + 0.0im
-0.000100291258699735 + 0.0im	9.166957390715119 + 0.0im
-9.9298275940332e-5 + 0.0im	9.183717853188545 + 0.0im
-9.8315124693398e-5 + 0.0im	9.200304742682313 + 0.0im
-9.73417076172258e-5 + 0.0im	9.216718729819979 + 0.0im
-9.63779283338869e-5 + 0.0im	9.232960511869285 + 0.0im
-9.542369141969e-5 + 0.0im	9.249030875949709 + 0.0im
-9.44789023957327e-5 + 0.0im	9.264930613339255 + 0.0im
-9.35434677185472e-5 + 0.0im	9.280660438746548 + 0.0im
-9.26172947708388e-5 + 0.0im	9.296221633627347 + 0.0im
-9.17002918523157e-5 + 0.0im	9.31161474035033 + 0.0im
-9.07923681706096e-5 + 0.0im	9.326841010754006 + 0.0im
-8.98934338322867e-5 + 0.0im	9.3419013809821 + 0.0im
-8.90033998339472e-5 + 0.0im	9.356796943721793 + 0.0im
-8.81221780534131e-5 + 0.0im	9.371528762511856 + 0.0im
-8.72496812410031e-5 + 0.0im	9.38609799835713 + 0.0im
-8.63858230108941e-5 + 0.0im	9.400505819149215 + 0.0im
-8.55305178325684e-5 + 0.0im	9.41475338813583 + 0.0im
-8.4683681022345e-5 + 0.0im	9.428841954553642 + 0.0im
-8.3845228734995e-5 + 0.0im	9.442772904582593 + 0.0im
-8.30150779554406e-5 + 0.0im	9.456547049537106 + 0.0im
-8.21931464905353e-5 + 0.0im	9.470166098809035 + 0.0im
-8.1379352960926e-5 + 0.0im	9.483631232937766 + 0.0im
-8.0573616792996e-5 + 0.0im	9.496943908488605 + 0.0im
-7.97758582108872e-5 + 0.0im	9.510104954763012 + 0.0im
-7.89859982286012e-5 + 0.0im	9.52311629643096 + 0.0im
-7.82039586421794e-5 + 0.0im	9.53597885667056 + 0.0im
-7.74296620219598e-5 + 0.0im	9.548694106022122 + 0.0im
-7.66630317049107e-5 + 0.0im	9.561263836689264 + 0.0im
-7.59039917870403e-5 + 0.0im	9.573688619359949 + 0.0im
-7.51524671158814e-5 + 0.0im	9.585970560226777 + 0.0im
-7.44083832830509e-5 + 0.0im	9.598110414224129 + 0.0im
-7.36716666168821e-5 + 0.0im	9.610109715814259 + 0.0im
-7.29422441751308e-5 + 0.0im	9.621970146195991 + 0.0im
-7.22200437377533e-5 + 0.0im	9.633692632544681 + 0.0im
-7.15049937997557e-5 + 0.0im	9.645278682145655 + 0.0im
-7.07970235641146e-5 + 0.0im	9.656729326513476 + 0.0im
-7.00960629347669e-5 + 0.0im	9.668046477010952 + 0.0im
-6.94020425096702e-5 + 0.0im	9.679231328250381 + 0.0im
-6.87148935739309e-5 + 0.0im	9.690284578203675 + 0.0im
-6.80345480930009e-5 + 0.0im	9.701208133630391 + 0.0im
-6.73609387059415e-5 + 0.0im	9.71200320824932 + 0.0im
-6.66939987187539e-5 + 0.0im	9.722670894081762 + 0.0im
-6.60336620977762e-5 + 0.0im	9.733212354374325 + 0.0im
-6.53798634631447e-5 + 0.0im	9.743628823338097 + 0.0im
-6.47325380823215e-5 + 0.0im	9.753921830326142 + 0.0im
-6.40916218636846e-5 + 0.0im	9.764092392414806 + 0.0im
-6.34570513501828e-5 + 0.0im	9.774141725315111 + 0.0im
-6.28287637130523e-5 + 0.0im	9.784071006348887 + 0.0im
-6.22066967455963e-5 + 0.0im	9.793881585785796 + 0.0im
-6.15907888570261e-5 + 0.0im	9.803574189894649 + 0.0im
-6.09809790663624e-5 + 0.0im	9.81315009799764 + 0.0im
-6.03772069963985e-5 + 0.0im	9.822610619138175 + 0.0im
-5.97794128677212e-5 + 0.0im	9.831956638725698 + 0.0im
-5.91875374927933e-5 + 0.0im	9.841189446390398 + 0.0im
-5.86015222700924e-5 + 0.0im	9.850309990522142 + 0.0im
-5.80213091783093e-5 + 0.0im	9.859319634400697 + 0.0im
-5.74468407706032e-5 + 0.0im	9.868218824043593 + 0.0im
-5.68780601689141e-5 + 0.0im	9.877008960881936 + 0.0im
-5.63149110583308e-5 + 0.0im	9.88569101979959 + 0.0im
-5.57573376815156e-5 + 0.0im	9.894266003509873 + 0.0im
-5.52052848331838e-5 + 0.0im	9.902734730659347 + 0.0im
-5.46586978546374e-5 + 0.0im	9.91109868479147 + 0.0im
-5.41175226283539e-5 + 0.0im	9.919358333985762 + 0.0im
-5.35817055726276e-5 + 0.0im	9.927514815492964 + 0.0im
-5.3051193636265e-5 + 0.0im	9.935569057928433 + 0.0im
-5.25259342933316e-5 + 0.0im	9.943522032810163 + 0.0im
-5.20058755379521e-5 + 0.0im	9.951374644544119 + 0.0im
-5.14909658791605e-5 + 0.0im	9.959127814508248 + 0.0im
-5.09811543358025e-5 + 0.0im	9.966782462983565 + 0.0im
-5.04763904314876e-5 + 0.0im	9.97433935048327 + 0.0im
-4.99766241895917e-5 + 0.0im	9.98179974772119 + 0.0im
-4.94818061283086e-5 + 0.0im	9.989164261719472 + 0.0im
-4.89918872557511e-5 + 0.0im	9.996433890652044 + 0.0im
-4.85068190651001e-5 + 0.0im	10.003609237202005 + 0.0im
-4.80265535298021e-5 + 0.0im	10.010691704530656 + 0.0im
-4.75510430988139e-5 + 0.0im	10.017681709401085 + 0.0im
-4.7080240691895e-5 + 0.0im	10.024580246991507 + 0.0im
-4.66140996949455e-5 + 0.0im	10.03138815467159 + 0.0im
-4.61525739553916e-5 + 0.0im	10.03810652242819 + 0.0im
-4.56956177776154e-5 + 0.0im	10.044735936333735 + 0.0im
-4.52431859184311e-5 + 0.0im	10.051277337098961 + 0.0im
-4.47952335826051e-5 + 0.0im	10.05773153698378 + 0.0im
-4.43517164184209e-5 + 0.0im	10.064099396227133 + 0.0im
-4.3912590513288e-5 + 0.0im	10.070381951698398 + 0.0im
-4.34778123893941e-5 + 0.0im	10.076579902265497 + 0.0im
-4.30473389994001e-5 + 0.0im	10.082693984596325 + 0.0im
-4.26211277221783e-5 + 0.0im	10.08872497662787 + 0.0im
-4.21991363585924e-5 + 0.0im	10.094674046521899 + 0.0im
-4.17813231273192e-5 + 0.0im	10.100541961572038 + 0.0im
-4.1367646660712e-5 + 0.0im	10.106329329562698 + 0.0im
-4.0958066000705e-5 + 0.0im	10.112037059646186 + 0.0im
-4.05525405947574e-5 + 0.0im	10.117666205084108 + 0.0im
-4.0151030291839e-5 + 0.0im	10.123217393621744 + 0.0im
-3.97534953384545e-5 + 0.0im	10.128691556746837 + 0.0im
-3.93598963747074e-5 + 0.0im	10.134089437067033 + 0.0im
-3.89701944304034e-5 + 0.0im	10.139412003567683 + 0.0im
-3.85843509211915e-5 + 0.0im	10.144659945017688 + 0.0im
-3.8202327644744e-5 + 0.0im	10.149834013021714 + 0.0im
-3.78240867769743e-5 + 0.0im	10.154935316044403 + 0.0im
-3.74495908682914e-5 + 0.0im	10.159964606149963 + 0.0im
-3.70788028398924e-5 + 0.0im	10.16492259996492 + 0.0im
-3.67116859800915e-5 + 0.0im	10.169810125462252 + 0.0im
-3.63482039406847e-5 + 0.0im	10.174628160219486 + 0.0im
-3.59883207333512e-5 + 0.0im	10.179377472449932 + 0.0im
-3.56320007260903e-5 + 0.0im	10.184058776250891 + 0.0im
-3.52792086396933e-5 + 0.0im	10.188672926928238 + 0.0im
-3.49299095442508e-5 + 0.0im	10.193220665608656 + 0.0im
-3.45840688556939e-5 + 0.0im	10.197702931204137 + 0.0im
-3.42416523323702e-5 + 0.0im	10.202120755039324 + 0.0im
-3.39026260716536e-5 + 0.0im	10.206474364816364 + 0.0im
-3.35669565065878e-5 + 0.0im	10.210765082726056 + 0.0im
-3.32346104025621e-5 + 0.0im	10.214993528606824 + 0.0im
-3.29055548540219e-5 + 0.0im	10.219160617184004 + 0.0im
-3.25797572812098e-5 + 0.0im	10.223266932497564 + 0.0im
-3.22571854269404e-5 + 0.0im	10.227313313504455 + 0.0im
-3.19378073534064e-5 + 0.0im	10.231300611946288 + 0.0im
-3.16215914390162e-5 + 0.0im	10.235229604004576 + 0.0im
-3.13085063752636e-5 + 0.0im	10.239101049586123 + 0.0im
-3.09985211636273e-5 + 0.0im	10.242915591439127 + 0.0im
-3.06916051125023e-5 + 0.0im	10.2466743513528 + 0.0im
-3.03877278341607e-5 + 0.0im	10.250377790402872 + 0.0im
-3.00868592417432e-5 + 0.0im	10.254026649077 + 0.0im
-2.97889695462804e-5 + 0.0im	10.257622029120684 + 0.0im
-2.9494029253743e-5 + 0.0im	10.261164118023327 + 0.0im
-2.92020091621218e-5 + 0.0im	10.264654120124105 + 0.0im
-2.89128803585364e-5 + 0.0im	10.268092598056409 + 0.0im
-2.86266142163727e-5 + 0.0im	10.271480469111811 + 0.0im
-2.83431823924482e-5 + 0.0im	10.274817933341795 + 0.0im
-2.80625568242061e-5 + 0.0im	10.278106226774575 + 0.0im
-2.77847097269368e-5 + 0.0im	10.281346021411808 + 0.0im
-2.75096135910265e-5 + 0.0im	10.284537724275525 + 0.0im
-2.72372411792342e-5 + 0.0im	10.287682194870436 + 0.0im
-2.69675655239942e-5 + 0.0im	10.290780092394693 + 0.0im
-2.67005599247468e-5 + 0.0im	10.293832052375908 + 0.0im
-2.64361979452938e-5 + 0.0im	10.296838928990027 + 0.0im
-2.6174453411182e-5 + 0.0im	10.29980120494408 + 0.0im
-2.59153004071109e-5 + 0.0im	10.302719528784856 + 0.0im
-2.56587132743672e-5 + 0.0im	10.305594755888615 + 0.0im
-2.54046666082844e-5 + 0.0im	10.308427332585941 + 0.0im
-2.51531352557271e-5 + 0.0im	10.311217887803146 + 0.0im
-2.49040943126011e-5 + 0.0im	10.313967188321858 + 0.0im
-2.46575191213872e-5 + 0.0im	10.316675740061301 + 0.0im
-2.44133852687002e-5 + 0.0im	10.319344297101557 + 0.0im
-2.41716685828715e-5 + 0.0im	10.321973326132744 + 0.0im
-2.39323451315559e-5 + 0.0im	10.324563544221395 + 0.0im
-2.36953912193623e-5 + 0.0im	10.32711539282255 + 0.0im
-2.34607833855072e-5 + 0.0im	10.329629531187173 + 0.0im
-2.32284984014923e-5 + 0.0im	10.332106535033764 + 0.0im
-2.29985132688043e-5 + 0.0im	10.334546976493431 + 0.0im
-2.27708052166379e-5 + 0.0im	10.336951394236348 + 0.0im
-2.25453516996415e-5 + 0.0im	10.339320367747163 + 0.0im
-2.23221303956846e-5 + 0.0im	10.341654428687816 + 0.0im
-2.21011192036482e-5 + 0.0im	10.343954115001438 + 0.0im
-2.18822962412358e-5 + 0.0im	10.346219957990463 + 0.0im
-2.16656398428077e-5 + 0.0im	10.348452315017093 + 0.0im
-2.14511285572354e-5 + 0.0im	10.350652030607868 + 0.0im
-2.12387411457776e-5 + 0.0im	10.352819442708649 + 0.0im
-2.10284565799778e-5 + 0.0im	10.354955068739068 + 0.0im
-2.0820254039582e-5 + 0.0im	10.357059470968771 + 0.0im
-2.06141129104772e-5 + 0.0im	10.359132961479764 + 0.0im
-2.04100127826507e-5 + 0.0im	10.361176108681708 + 0.0im
-2.0207933448169e-5 + 0.0im	10.363189386849106 + 0.0im
-2.00078548991772e-5 + 0.0im	10.365173257759729 + 0.0im
-1.98097573259181e-5 + 0.0im	10.367128076703898 + 0.0im
-1.96136211147704e-5 + 0.0im	10.369054491419718 + 0.0im
-1.94194268463073e-5 + 0.0im	10.370952863150736 + 0.0im
-1.92271552933736e-5 + 0.0im	10.372823607077295 + 0.0im
-1.90367874191817e-5 + 0.0im	10.374667181848297 + 0.0im
-1.88483043754275e-5 + 0.0im	10.376484054966951 + 0.0im
-1.86616875004232e-5 + 0.0im	10.378274494595441 + 0.0im
-1.84769183172507e-5 + 0.0im	10.38003899501413 + 0.0im
-1.82939785319314e-5 + 0.0im	10.381777885002498 + 0.0im
-1.81128500316153e-5 + 0.0im	10.383491782945045 + 0.0im
-1.79335148827874e-5 + 0.0im	10.385180863377368 + 0.0im
-1.77559553294925e-5 + 0.0im	10.38684558118156 + 0.0im
-1.75801537915767e-5 + 0.0im	10.388486315465476 + 0.0im
-1.74060928629472e-5 + 0.0im	10.390103439216775 + 0.0im
-1.72337553098487e-5 + 0.0im	10.391697382616371 + 0.0im
-1.70631240691572e-5 + 0.0im	10.393268379803486 + 0.0im
-1.68941822466903e-5 + 0.0im	10.394816848995845 + 0.0im
-1.67269131155349e-5 + 0.0im	10.396343075653762 + 0.0im
-1.6561300114391e-5 + 0.0im	10.397847532496458 + 0.0im
-1.63973268459317e-5 + 0.0im	10.39933049242085 + 0.0im
-1.62349770751799e-5 + 0.0im	10.400792196533127 + 0.0im
-1.60742347279009e-5 + 0.0im	10.402233256784925 + 0.0im
-1.59150838890108e-5 + 0.0im	10.403653705957643 + 0.0im
-1.57575088010008e-5 + 0.0im	10.40505395752896 + 0.0im
-1.5601493862377e-5 + 0.0im	10.406434232782924 + 0.0im
-1.54470236261158e-5 + 0.0im	10.40779502101618 + 0.0im
-1.52940827981345e-5 + 0.0im	10.409136539205303 + 0.0im
-1.51426562357767e-5 + 0.0im	10.410459074107331 + 0.0im
-1.49927289463136e-5 + 0.0im	10.411762924472507 + 0.0im
-1.4844286085459e-5 + 0.0im	10.413048375021708 + 0.0im
-1.46973129559e-5 + 0.0im	10.414315713127053 + 0.0im
-1.45517950058416e-5 + 0.0im	10.415565207861984 + 0.0im
-1.44077178275659e-5 + 0.0im	10.416797139086183 + 0.0im
-1.42650671560059e-5 + 0.0im	10.41801177521858 + 0.0im
-1.41238288673325e-5 + 0.0im	10.419209382169615 + 0.0im
-1.3983988977557e-5 + 0.0im	10.420390217836616 + 0.0im
-1.38455336411455e-5 + 0.0im	10.421554540653903 + 0.0im
-1.3708449149649e-5 + 0.0im	10.422702600034292 + 0.0im
-1.35727219303456e-5 + 0.0im	10.42383464491774 + 0.0im
-1.34383385448966e-5 + 0.0im	10.424950924899072 + 0.0im
-1.33052856880164e-5 + 0.0im	10.426051674469505 + 0.0im
-1.31735501861549e-5 + 0.0im	10.427137131477089 + 0.0im
-1.30431189961929e-5 + 0.0im	10.428207528787173 + 0.0im
-1.29139792041514e-5 + 0.0im	10.429263091293318 + 0.0im
-1.27861180239123e-5 + 0.0im	10.430304052592113 + 0.0im
-1.26595227959528e-5 + 0.0im	10.431330627856315 + 0.0im
-1.25341809860919e-5 + 0.0im	10.432343036612478 + 0.0im
-1.24100801842494e-5 + 0.0im	10.433341493502661 + 0.0im
-1.22872081032172e-5 + 0.0im	10.43432621037989 + 0.0im
-1.21655525774428e-5 + 0.0im	10.435297391053458 + 0.0im
-1.20451015618245e-5 + 0.0im	10.436255245788123 + 0.0im
-1.19258431305193e-5 + 0.0im	10.437199972661608 + 0.0im
-1.18077654757617e-5 + 0.0im	10.438131770022215 + 0.0im
-1.16908569066948e-5 + 0.0im	10.43905083279862 + 0.0im
-1.15751058482126e-5 + 0.0im	10.43995735293427 + 0.0im
-1.14605008398145e-5 + 0.0im	10.440851518793227 + 0.0im
-1.13470305344698e-5 + 0.0im	10.441733512803541 + 0.0im
-1.12346836974948e-5 + 0.0im	10.442603525891244 + 0.0im
-1.11234492054404e-5 + 0.0im	10.443461731853603 + 0.0im
-1.10133160449905e-5 + 0.0im	10.44430830904802 + 0.0im
-1.09042733118718e-5 + 0.0im	10.445143431806018 + 0.0im
-1.07963102097741e-5 + 0.0im	10.44596727171135 + 0.0im
-1.06894160492813e-5 + 0.0im	10.44677999820786 + 0.0im
-1.05835802468131e-5 + 0.0im	10.4475817734528 + 0.0im
-1.04787923235774e-5 + 0.0im	10.448372767057972 + 0.0im
-1.0375041904532e-5 + 0.0im	10.44915313661707 + 0.0im
-1.02723187173585e-5 + 0.0im	10.44992314075251 + 0.0im
-1.0170612591444e-5 + 0.0im	10.450682735586982 + 0.0im
-1.00699134568753e-5 + 0.0im	10.451432174376619 + 0.0im
-9.97021134344085e-6 + 0.0im	10.452171607574279 + 0.0im
-9.87149637964441e-6 + 0.0im	10.452901186155195 + 0.0im
-9.77375879172714e-6 + 0.0im	10.453621054118306 + 0.0im
-9.67698890270014e-6 + 0.0im	10.454331354945825 + 0.0im
-9.58117713138627e-6 + 0.0im	10.455032231259349 + 0.0im
-9.48631399147156e-6 + 0.0im	10.4557238223178 + 0.0im
-9.3923900905659e-6 + 0.0im	10.45640626523855 + 0.0im
-9.29939612927317e-6 + 0.0im	10.457079694956324 + 0.0im
-9.20732290027046e-6 + 0.0im	10.457744243983033 + 0.0im
-9.1161612873965e-6 + 0.0im	10.458400044027162 + 0.0im
-9.02590226474901e-6 + 0.0im	10.459047222547202 + 0.0im
-8.93653689579109e-6 + 0.0im	10.45968590650056 + 0.0im
-8.84805633246643e-6 + 0.0im	10.460316220367238 + 0.0im
-8.7604518143232e-6 + 0.0im	10.460938286623378 + 0.0im
-8.67371466764673e-6 + 0.0im	10.461552225644581 + 0.0im
-8.58783630460072e-6 + 0.0im	10.46215815805155 + 0.0im
-8.50280822237695e-6 + 0.0im	10.462756196163262 + 0.0im
-8.41862200235342e-6 + 0.0im	10.463346458144004 + 0.0im
-8.33526930926081e-6 + 0.0im	10.463929056157161 + 0.0im
-8.25274189035724e-6 + 0.0im	10.464504101307282 + 0.0im
-8.17103157461113e-6 + 0.0im	10.465071703496628 + 0.0im
-8.09013027189221e-6 + 0.0im	10.465631967814021 + 0.0im
-8.0100299721705e-6 + 0.0im	10.466185003202916 + 0.0im
-7.93072274472327e-6 + 0.0im	10.466730912332403 + 0.0im
-7.85220073734977e-6 + 0.0im	10.467269797843665 + 0.0im
-7.77445617559383e-6 + 0.0im	10.467801759818247 + 0.0im
-7.69748136197409e-6 + 0.0im	10.468326898383136 + 0.0im
-7.62126867522187e-6 + 0.0im	10.468845310619091 + 0.0im
-7.54581056952661e-6 + 0.0im	10.469357092469734 + 0.0im
-7.47109957378872e-6 + 0.0im	10.469862337601475 + 0.0im
-7.39712829087992e-6 + 0.0im	10.47036114017483 + 0.0im
-7.32388939691081e-6 + 0.0im	10.470853590403475 + 0.0im
-7.25137564050576e-6 + 0.0im	10.47133977902955 + 0.0im
-7.17957984208491e-6 + 0.0im	10.47181979402623 + 0.0im
-7.10849489315337e-6 + 0.0im	10.472293722835632 + 0.0im
-7.0381137555974e-6 + 0.0im	10.472761650367346 + 0.0im
-6.96842946098752e-6 + 0.0im	10.473223661351627 + 0.0im
-6.89943510988864e-6 + 0.0im	10.473679838573178 + 0.0im
-6.83112387117687e-6 + 0.0im	10.474130263845192 + 0.0im
-6.76348898136324e-6 + 0.0im	10.474575017343334 + 0.0im
-6.696523743924e-6 + 0.0im	10.47501417784205 + 0.0im
-6.63022152863762e-6 + 0.0im	10.475447823366839 + 0.0im
-6.56457577092834e-6 + 0.0im	10.475876030476039 + 0.0im
-6.49957997121617e-6 + 0.0im	10.476298874554852 + 0.0im
-6.43522769427344e-6 + 0.0im	10.476716429452082 + 0.0im
-6.37151256858756e-6 + 0.0im	10.477128768781492 + 0.0im
-6.30842828573026e-6 + 0.0im	10.477535964171206 + 0.0im
-6.24596859973293e-6 + 0.0im	10.477938086460483 + 0.0im
-6.18412732646825e-6 + 0.0im	10.478335205406507 + 0.0im
-6.12289834303787e-6 + 0.0im	10.478727390081959 + 0.0im
