-2.0 + 0.0im	7.338014217127344e-5 + 0.0im
-0.0274484544402742 + 0.0im	1.0817116812573497 + 0.0im
-0.0271766875646279 + 0.0im	1.0817743637949184 + 0.0im
-0.0269076114501267 + 0.0im	1.0818842648466098 + 0.0im
-0.026641199455571 + 0.0im	1.0820407574688904 + 0.0im
-0.0263774252035356 + 0.0im	1.082243216571061 + 0.0im
-0.026116262577758 + 0.0im	1.0824910511275883 + 0.0im
-0.0258576857205525 + 0.0im	1.082783686071732 + 0.0im
-0.02560166903025 + 0.0im	1.083120558524277 + 0.0im
-0.0253481871586634 + 0.0im	1.0835011065797993 + 0.0im
-0.0250972150085776 + 0.0im	1.0839248169607671 + 0.0im
-0.0248487277312649 + 0.0im	1.0843911720952215 + 0.0im
-0.0246027007240247 + 0.0im	1.0848996824172488 + 0.0im
-0.0243591096277472 + 0.0im	1.0854498386098714 + 0.0im
-0.0241179303245022 + 0.0im	1.086041233115242 + 0.0im
-0.0238791389351507 + 0.0im	1.0866733950961613 + 0.0im
-0.0236427118169809 + 0.0im	1.087345861093822 + 0.0im
-0.0234086255613672 + 0.0im	1.088058227118243 + 0.0im
-0.0231768569914527 + 0.0im	1.0888100942938854 + 0.0im
-0.0229473831598541 + 0.0im	1.0896010650632295 + 0.0im
-0.0227201813463902 + 0.0im	1.0904307438804606 + 0.0im
-0.0224952290558319 + 0.0im	1.0912987868111188 + 0.0im
-0.0222725040156752 + 0.0im	1.0922048047815962 + 0.0im
-0.0220519841739358 + 0.0im	1.093148491629118 + 0.0im
-0.0218336476969661 + 0.0im	1.0941294886825605 + 0.0im
-0.0216174729672932 + 0.0im	1.0951474731155462 + 0.0im
-0.0214034385814784 + 0.0im	1.0962021462720437 + 0.0im
-0.0211915233479984 + 0.0im	1.0972932000986557 + 0.0im
-0.020981706285147 + 0.0im	1.0984203484964061 + 0.0im
-0.0207739666189574 + 0.0im	1.099583305984644 + 0.0im
-0.0205682837811459 + 0.0im	1.1007817869277916 + 0.0im
-0.0203646374070752 + 0.0im	1.1020155405089833 + 0.0im
-0.0201630073337378 + 0.0im	1.1032843058455513 + 0.0im
-0.0199633735977602 + 0.0im	1.1045878751742937 + 0.0im
-0.0197657164334259 + 0.0im	1.1059259620214736 + 0.0im
-0.0195700162707188 + 0.0im	1.1072983517773118 + 0.0im
-0.0193762537333849 + 0.0im	1.108704832282452 + 0.0im
-0.0191844096370148 + 0.0im	1.1101451782090774 + 0.0im
-0.0189944649871433 + 0.0im	1.1116191933112247 + 0.0im
-0.0188064009773696 + 0.0im	1.1131266752407754 + 0.0im
-0.0186201989874947 + 0.0im	1.1146674136972496 + 0.0im
-0.0184358405816779 + 0.0im	1.116241276054032 + 0.0im
-0.0182533075066118 + 0.0im	1.1178480215409727 + 0.0im
-0.0180725816897146 + 0.0im	1.1194875234059294 + 0.0im
-0.0178936452373412 + 0.0im	1.1211596052753374 + 0.0im
-0.0177164804330111 + 0.0im	1.1228640832392969 + 0.0im
-0.0175410697356546 + 0.0im	1.1246008066261284 + 0.0im
-0.0173673957778758 + 0.0im	1.1263696508999166 + 0.0im
-0.0171954413642335 + 0.0im	1.128170463245134 + 0.0im
-0.0170251894695381 + 0.0im	1.1300031048860162 + 0.0im
-0.0168566232371664 + 0.0im	1.131867448237689 + 0.0im
-0.0166897259773925 + 0.0im	1.1337633578213948 + 0.0im
-0.0165244811657352 + 0.0im	1.1356907266515335 + 0.0im
-0.0163608724413219 + 0.0im	1.1376494058071456 + 0.0im
-0.0161988836052692 + 0.0im	1.1396393182460682 + 0.0im
-0.0160384986190785 + 0.0im	1.1416603375120227 + 0.0im
-0.015879701603048 + 0.0im	1.1437123886441045 + 0.0im
-0.015722476834701 + 0.0im	1.1457953362840512 + 0.0im
-0.0155668087472287 + 0.0im	1.147909108158579 + 0.0im
-0.0154126819279492 + 0.0im	1.150053605549108 + 0.0im
-0.0152600811167814 + 0.0im	1.1522287533682423 + 0.0im
-0.015108991204734 + 0.0im	1.1544344760016265 + 0.0im
-0.0149593972324099 + 0.0im	1.1566706803437068 + 0.0im
-0.0148112843885247 + 0.0im	1.1589373019146003 + 0.0im
-0.0146646380084403 + 0.0im	1.1612342723693705 + 0.0im
-0.0145194435727132 + 0.0im	1.1635615270765105 + 0.0im
-0.0143756867056566 + 0.0im	1.1659189884023886 + 0.0im
-0.0142333531739174 + 0.0im	1.168306653242974 + 0.0im
-0.0140924288850667 + 0.0im	1.170724414629549 + 0.0im
-0.0139528998862047 + 0.0im	1.1731722368039355 + 0.0im
-0.0138147523625789 + 0.0im	1.175650083901579 + 0.0im
-0.0136779726362167 + 0.0im	1.1781579091413557 + 0.0im
-0.013542547164571 + 0.0im	1.1806956789767598 + 0.0im
-0.0134084625391792 + 0.0im	1.1832633490009206 + 0.0im
-0.0132757054843359 + 0.0im	1.185860892047813 + 0.0im
-0.0131442628557781 + 0.0im	1.1884882815495255 + 0.0im
-0.0130141216393843 + 0.0im	1.1911454802085835 + 0.0im
-0.0128852689498854 + 0.0im	1.1938325022876621 + 0.0im
-0.0127576920295895 + 0.0im	1.1965492923156846 + 0.0im
-0.0126313782471183 + 0.0im	1.1992958555612263 + 0.0im
-0.0125063150961568 + 0.0im	1.2020721782484813 + 0.0im
-0.0123824901942146 + 0.0im	1.204878249555275 + 0.0im
-0.0122598912814006 + 0.0im	1.2077140579513994 + 0.0im
-0.0121385062192085 + 0.0im	1.210579619144896 + 0.0im
-0.0120183229893154 + 0.0im	1.2134749204030064 + 0.0im
-0.0118993296923915 + 0.0im	1.2163999655425428 + 0.0im
-0.0117815145469222 + 0.0im	1.219354781022009 + 0.0im
-0.0116648658880418 + 0.0im	1.2223393528664308 + 0.0im
-0.011549372166378 + 0.0im	1.2253537143197395 + 0.0im
-0.0114350219469089 + 0.0im	1.2283978814719025 + 0.0im
-0.0113218039078306 + 0.0im	1.2314718651237733 + 0.0im
-0.0112097068394363 + 0.0im	1.2345756934550962 + 0.0im
-0.0110987196430062 + 0.0im	1.2377093930967547 + 0.0im
-0.0109888313297091 + 0.0im	1.240872991800773 + 0.0im
-0.010880031019514 + 0.0im	1.244066525406068 + 0.0im
-0.0107723079401129 + 0.0im	1.247290026608855 + 0.0im
-0.0106656514258543 + 0.0im	1.2505435366768178 + 0.0im
-0.0105600509166874 + 0.0im	1.2538270989301672 + 0.0im
-0.0104554959571163 + 0.0im	1.2571407575488747 + 0.0im
-0.0103519761951646 + 0.0im	1.2604845541638126 + 0.0im
-0.0102494813813511 + 0.0im	1.2638585413973207 + 0.0im
-0.0101480013676744 + 0.0im	1.2672627803362773 + 0.0im
-0.0100475261066083 + 0.0im	1.270697315140711 + 0.0im
-0.00994804565010721 + 0.0im	1.274162225218313 + 0.0im
-0.009849550148621 + 0.0im	1.2776575525672036 + 0.0im
-0.00975202985011981 + 0.0im	1.2811833608930674 + 0.0im
-0.00965547509912852 + 0.0im	1.2847397376926153 + 0.0im
-0.00955987633577081 + 0.0im	1.2883267454315876 + 0.0im
-0.00946522409482259 + 0.0im	1.2919444599631658 + 0.0im
-0.00937150900477484 + 0.0im	1.2955929548739238 + 0.0im
-0.00927872178690578 + 0.0im	1.2992723145220344 + 0.0im
-0.00918685325436216 + 0.0im	1.3029826274384835 + 0.0im
-0.00909589431124966 + 0.0im	1.3067239766733276 + 0.0im
-0.00900583595173234 + 0.0im	1.3104964313857344 + 0.0im
-0.00891666925914093 + 0.0im	1.3143001107374248 + 0.0im
-0.00882838540509003 + 0.0im	1.3181351013910547 + 0.0im
-0.00874097564860399 + 0.0im	1.3220015019613636 + 0.0im
-0.00865443133525147 + 0.0im	1.3258994073408001 + 0.0im
-0.00856874389628859 + 0.0im	1.3298289246315464 + 0.0im
-0.00848390484781048 + 0.0im	1.3337901956492688 + 0.0im
-0.00839990578991137 + 0.0im	1.337783281889027 + 0.0im
-0.00831673840585284 + 0.0im	1.341808312132065 + 0.0im
-0.00823439446124044 + 0.0im	1.345865414598651 + 0.0im
-0.00815286580320835 + 0.0im	1.3499547094572746 + 0.0im
-0.00807214435961223 + 0.0im	1.3540763022891276 + 0.0im
-0.00799222213822993 + 0.0im	1.358230334848695 + 0.0im
-0.00791309122597023 + 0.0im	1.3624169341156878 + 0.0im
-0.00783474378808934 + 0.0im	1.3666362335386393 + 0.0im
-0.00775717206741518 + 0.0im	1.3708883647390169 + 0.0im
-0.00768036838357939 + 0.0im	1.375173467253386 + 0.0im
-0.00760432513225682 + 0.0im	1.3794916815927996 + 0.0im
-0.00752903478441269 + 0.0im	1.3838431607108066 + 0.0im
-0.00745448988555712 + 0.0im	1.3882280458023655 + 0.0im
-0.00738068305500705 + 0.0im	1.39264649081609 + 0.0im
-0.0073076069851555 + 0.0im	1.397098648337162 + 0.0im
-0.00723525444074802 + 0.0im	1.4015846802770024 + 0.0im
-0.00716361825816635 + 0.0im	1.4061047339163952 + 0.0im
-0.00709269134471916 + 0.0im	1.410659013694923 + 0.0im
-0.00702246667793976 + 0.0im	1.4152476508436889 + 0.0im
-0.00695293730489086 + 0.0im	1.4198708220797722 + 0.0im
-0.00688409634147609 + 0.0im	1.4245287017391082 + 0.0im
-0.00681593697175851 + 0.0im	1.4292214742436549 + 0.0im
-0.00674845244728565 + 0.0im	1.4339493282427442 + 0.0im
-0.00668163608642144 + 0.0im	1.4387124242680027 + 0.0im
-0.00661548127368459 + 0.0im	1.4435109631727734 + 0.0im
-0.00654998145909366 + 0.0im	1.4483451385210375 + 0.0im
-0.00648513015751847 + 0.0im	1.4532151437257403 + 0.0im
-0.00642092094803809 + 0.0im	1.458121168554249 + 0.0im
-0.00635734747330504 + 0.0im	1.4630634211300726 + 0.0im
-0.00629440343891588 + 0.0im	1.4680421051879895 + 0.0im
-0.006232082612788 + 0.0im	1.4730574234373728 + 0.0im
-0.00617037882454258 + 0.0im	1.4781095831947533 + 0.0im
-0.00610928596489364 + 0.0im	1.483198810887328 + 0.0im
-0.00604879798504321 + 0.0im	1.4883253176831714 + 0.0im
-0.00598890889608238 + 0.0im	1.4934893161374763 + 0.0im
-0.0059296127683984 + 0.0im	1.4986910382585292 + 0.0im
-0.00587090373108752 + 0.0im	1.503930710759535 + 0.0im
-0.00581277597137379 + 0.0im	1.5092085561527877 + 0.0im
-0.00575522373403345 + 0.0im	1.5145248231536173 + 0.0im
-0.0056982413208252 + 0.0im	1.519879739759052 + 0.0im
-0.00564182308992594 + 0.0im	1.5252735377048423 + 0.0im
-0.00558596345537222 + 0.0im	1.5307064649171085 + 0.0im
-0.00553065688650715 + 0.0im	1.53617876893283 + 0.0im
-0.00547589790743282 + 0.0im	1.541690704554739 + 0.0im
-0.00542168109646814 + 0.0im	1.5472425155670735 + 0.0im
-0.00536800108561202 + 0.0im	1.5528344606067663 + 0.0im
-0.0053148525600119 + 0.0im	1.5584667990309575 + 0.0im
-0.00526223025743752 + 0.0im	1.5641397951217797 + 0.0im
-0.00521012896775992 + 0.0im	1.5698537093009755 + 0.0im
-0.00515854353243557 + 0.0im	1.5756088281190233 + 0.0im
-0.00510746884399561 + 0.0im	1.5814053774187002 + 0.0im
-0.00505689984554021 + 0.0im	1.58724368707166 + 0.0im
-0.00500683153023783 + 0.0im	1.5931239939811053 + 0.0im
-0.00495725894082954 + 0.0im	1.5990465927698905 + 0.0im
-0.00490817716913815 + 0.0im	1.6050117558866048 + 0.0im
-0.00485958135558233 + 0.0im	1.6110198030481542 + 0.0im
-0.00481146668869538 + 0.0im	1.6170709713766642 + 0.0im
-0.00476382840464889 + 0.0im	1.623165587375057 + 0.0im
-0.00471666178678108 + 0.0im	1.629303913544483 + 0.0im
-0.00466996216512978 + 0.0im	1.6354863105119262 + 0.0im
-0.00462372491597008 + 0.0im	1.6417130366521246 + 0.0im
-0.00457794546135651 + 0.0im	1.6479843923258097 + 0.0im
-0.00453261926866982 + 0.0im	1.6543006691602857 + 0.0im
-0.00448774185016813 + 0.0im	1.660662210663615 + 0.0im
-0.00444330876254271 + 0.0im	1.6670693299824841 + 0.0im
-0.00439931560647793 + 0.0im	1.6735223040699045 + 0.0im
-0.00435575802621577 + 0.0im	1.6800214584674795 + 0.0im
-0.00431263170912453 + 0.0im	1.6865671357522698 + 0.0im
-0.00426993238527181 + 0.0im	1.6931596557154684 + 0.0im
-0.00422765582700179 + 0.0im	1.6997993347141291 + 0.0im
-0.00418579784851662 + 0.0im	1.7064864762841085 + 0.0im
-0.004144354305462 + 0.0im	1.713221421153253 + 0.0im
-0.00410332109451683 + 0.0im	1.7200045208196528 + 0.0im
-0.00406269415298696 + 0.0im	1.7268360947828896 + 0.0im
-0.00402246945840294 + 0.0im	1.7337164746726228 + 0.0im
-0.00398264302812172 + 0.0im	1.7406460310121712 + 0.0im
-0.00394321091893239 + 0.0im	1.7476250677665395 + 0.0im
-0.00390416922666574 + 0.0im	1.7546539397313683 + 0.0im
-0.00386551408580766 + 0.0im	1.7617329907444732 + 0.0im
-0.00382724166911649 + 0.0im	1.7688625787734478 + 0.0im
-0.00378934818724405 + 0.0im	1.7760430642113516 + 0.0im
-0.00375182988836045 + 0.0im	1.783274767884264 + 0.0im
-0.00371468305778262 + 0.0im	1.7905580677194808 + 0.0im
-0.00367790401760656 + 0.0im	1.7978932987558616 + 0.0im
-0.00364148912634313 + 0.0im	1.8052808605858424 + 0.0im
-0.00360543477855755 + 0.0im	1.8127210594337062 + 0.0im
-0.00356973740451243 + 0.0im	1.820214305345119 + 0.0im
-0.00353439346981428 + 0.0im	1.8277609491442803 + 0.0im
-0.00349939947506365 + 0.0im	1.8353613829803679 + 0.0im
-0.00346475195550856 + 0.0im	1.8430159052190607 + 0.0im
-0.00343044748070155 + 0.0im	1.8507249605330691 + 0.0im
-0.00339648265415995 + 0.0im	1.8584888936150552 + 0.0im
-0.00336285411302965 + 0.0im	1.8663080893494013 + 0.0im
-0.00332955852775213 + 0.0im	1.8741828957454392 + 0.0im
-0.00329659260173478 + 0.0im	1.8821137555698308 + 0.0im
-0.00326395307102454 + 0.0im	1.8901009773635797 + 0.0im
-0.00323163670398469 + 0.0im	1.8981449820791851 + 0.0im
-0.00319964030097494 + 0.0im	1.9062461629471346 + 0.0im
-0.00316796069403459 + 0.0im	1.9144049025726229 + 0.0im
-0.0031365947465689 + 0.0im	1.9226216163488912 + 0.0im
-0.00310553935303852 + 0.0im	1.9308966205678866 + 0.0im
-0.003074791438652 + 0.0im	1.939230385061165 + 0.0im
-0.00304434795906139 + 0.0im	1.9476232370061513 + 0.0im
-0.00301420590006078 + 0.0im	1.9560756384089983 + 0.0im
-0.0029843622772879 + 0.0im	1.9645879695392625 + 0.0im
-0.00295481413592861 + 0.0im	1.9731606503569916 + 0.0im
-0.00292555855042437 + 0.0im	1.9817940197993074 + 0.0im
-0.00289659262418254 + 0.0im	1.9904885428947368 + 0.0im
-0.00286791348928965 + 0.0im	1.9992446292347712 + 0.0im
-0.00283951830622737 + 0.0im	2.0080626827765182 + 0.0im
-0.00281140426359146 + 0.0im	2.0169430830358026 + 0.0im
-0.00278356857781333 + 0.0im	2.025886334657024 + 0.0im
-0.00275600849288448 + 0.0im	2.0348927028736816 + 0.0im
-0.00272872128008364 + 0.0im	2.0439627600735393 + 0.0im
-0.00270170423770658 + 0.0im	2.053096824073603 + 0.0im
-0.00267495469079859 + 0.0im	2.06229539243968 + 0.0im
-0.0026484699908897 + 0.0im	2.0715588578630912 + 0.0im
-0.00262224751573237 + 0.0im	2.080887688077291 + 0.0im
-0.00259628466904195 + 0.0im	2.0902822426786694 + 0.0im
-0.00257057888023956 + 0.0im	2.0997429851955514 + 0.0im
-0.00254512760419758 + 0.0im	2.1092703964483954 + 0.0im
-0.0025199283209877 + 0.0im	2.1188649214289894 + 0.0im
-0.00249497853563139 + 0.0im	2.1285269032258305 + 0.0im
-0.00247027577785286 + 0.0im	2.1382568884025677 + 0.0im
-0.00244581760183452 + 0.0im	2.1480552865672253 + 0.0im
-0.00242160158597477 + 0.0im	2.1579225790970216 + 0.0im
-0.00239762533264828 + 0.0im	2.1678591898783717 + 0.0im
-0.0023738864679686 + 0.0im	2.17786559761081 + 0.0im
-0.00235038264155307 + 0.0im	2.1879422998222053 + 0.0im
-0.00232711152629017 + 0.0im	2.1980896511605463 + 0.0im
-0.00230407081810908 + 0.0im	2.2083082402251986 + 0.0im
-0.00228125823575156 + 0.0im	2.2185985010437674 + 0.0im
-0.0022586715205461 + 0.0im	2.22896093687671 + 0.0im
-0.00223630843618426 + 0.0im	2.2393959474926763 + 0.0im
-0.00221416676849926 + 0.0im	2.249904082125451 + 0.0im
-0.0021922443252468 + 0.0im	2.2604858692756955 + 0.0im
-0.00217053893588792 + 0.0im	2.27114172088722 + 0.0im
-0.00214904845137417 + 0.0im	2.2818721697459803 + 0.0im
-0.00212777074393483 + 0.0im	2.292677738403294 + 0.0im
-0.00210670370686616 + 0.0im	2.3035589186298844 + 0.0im
-0.00208584525432294 + 0.0im	2.314516248701318 + 0.0im
-0.00206519332111182 + 0.0im	2.3255501786413895 + 0.0im
-0.00204474586248695 + 0.0im	2.3366612970027147 + 0.0im
-0.00202450085394747 + 0.0im	2.347850103197289 + 0.0im
-0.0020044562910371 + 0.0im	2.359117137003059 + 0.0im
-0.00198461018914565 + 0.0im	2.3704629428150508 + 0.0im
-0.00196496058331252 + 0.0im	2.381888049837639 + 0.0im
-0.0019455055280322 + 0.0im	2.39339300915868 + 0.0im
-0.00192624309706158 + 0.0im	2.404978358806844 + 0.0im
-0.00190717138322929 + 0.0im	2.416644651240663 + 0.0im
-0.00188828849824682 + 0.0im	2.4283924989872947 + 0.0im
-0.00186959257252161 + 0.0im	2.440222426031239 + 0.0im
-0.00185108175497189 + 0.0im	2.4521350183319752 + 0.0im
-0.00183275421284345 + 0.0im	2.4641308728734903 + 0.0im
-0.00181460813152817 + 0.0im	2.4762105021038012 + 0.0im
-0.00179664171438433 + 0.0im	2.488374584162694 + 0.0im
-0.00177885318255874 + 0.0im	2.5006236768097994 + 0.0im
-0.00176124077481063 + 0.0im	2.512958421440289 + 0.0im
-0.00174380274733726 + 0.0im	2.5253793254089127 + 0.0im
-0.00172653737360125 + 0.0im	2.53788706321249 + 0.0im
-0.00170944294415965 + 0.0im	2.550482279418621 + 0.0im
-0.0016925177664947 + 0.0im	2.563165567913076 + 0.0im
-0.00167576016484624 + 0.0im	2.575937526708489 + 0.0im
-0.00165916848004578 + 0.0im	2.588798765051589 + 0.0im
-0.00164274106935226 + 0.0im	2.601750041466227 + 0.0im
-0.00162647630628937 + 0.0im	2.6147918808934105 + 0.0im
-0.00161037258048452 + 0.0im	2.6279249737901296 + 0.0im
-0.00159442829750943 + 0.0im	2.6411499362410416 + 0.0im
-0.00157864187872221 + 0.0im	2.6544674397783496 + 0.0im
-0.0015630117611111 + 0.0im	2.6678781975121275 + 0.0im
-0.0015475363971397 + 0.0im	2.681382783890563 + 0.0im
-0.00153221425459376 + 0.0im	2.694981945767806 + 0.0im
-0.00151704381642947 + 0.0im	2.7086762679145524 + 0.0im
-0.00150202358062323 + 0.0im	2.7224665024132553 + 0.0im
-0.001487152060023 + 0.0im	2.736353320692986 + 0.0im
-0.00147242778220099 + 0.0im	2.7503372986572296 + 0.0im
-0.00145784928930791 + 0.0im	2.76441923244906 + 0.0im
-0.00144341513792863 + 0.0im	2.77859978758261 + 0.0im
-0.00142912389893924 + 0.0im	2.7928796060225354 + 0.0im
-0.00141497415736558 + 0.0im	2.80725941858319 + 0.0im
-0.00140096451224315 + 0.0im	2.8217398950661656 + 0.0im
-0.00138709357647837 + 0.0im	2.8363217346860687 + 0.0im
-0.00137335997671125 + 0.0im	2.8510056627080265 + 0.0im
-0.00135976235317946 + 0.0im	2.8657922818142585 + 0.0im
-0.00134629935958362 + 0.0im	2.8806823846094587 + 0.0im
-0.00133296966295408 + 0.0im	2.8956766167407686 + 0.0im
-0.00131977194351889 + 0.0im	2.910775679845611 + 0.0im
-0.00130670489457316 + 0.0im	2.9259803275339804 + 0.0im
-0.00129376722234966 + 0.0im	2.9412910984489815 + 0.0im
-0.00128095764589076 + 0.0im	2.956708837017636 + 0.0im
-0.00126827489692154 + 0.0im	2.972234207582773 + 0.0im
-0.0012557177197243 + 0.0im	2.987867825992928 + 0.0im
-0.00124328487101416 + 0.0im	3.003610450623418 + 0.0im
-0.001230975119816 + 0.0im	3.019462743414584 + 0.0im
-0.00121878724734257 + 0.0im	3.0354253787505865 + 0.0im
-0.00120672004687383 + 0.0im	3.051499048255207 + 0.0im
-0.00119477232363746 + 0.0im	3.0676844683201705 + 0.0im
-0.00118294289469055 + 0.0im	3.083982148598663 + 0.0im
-0.00117123058880253 + 0.0im	3.100392979034478 + 0.0im
-0.00115963424633914 + 0.0im	3.1169174223268072 + 0.0im
-0.00114815271914766 + 0.0im	3.1335562513712634 + 0.0im
-0.00113678487044323 + 0.0im	3.1503100687601835 + 0.0im
-0.00112552957469626 + 0.0im	3.167179490658184 + 0.0im
-0.00111438571752105 + 0.0im	3.184165227447973 + 0.0im
-0.0011033521955654 + 0.0im	3.201267874460429 + 0.0im
-0.00109242791640139 + 0.0im	3.2184880488883882 + 0.0im
-0.00108161179841721 + 0.0im	3.2358263693101197 + 0.0im
-0.00107090277071011 + 0.0im	3.253283556286524 + 0.0im
-0.00106029977298031 + 0.0im	3.2708598776876174 + 0.0im
-0.00104980175542605 + 0.0im	3.2885562168634257 + 0.0im
-0.00103940767863965 + 0.0im	3.3063730675027965 + 0.0im
-0.00102911651350461 + 0.0im	3.3243109893039176 + 0.0im
-0.00101892724109367 + 0.0im	3.3423705455863955 + 0.0im
-0.00100883885256799 + 0.0im	3.3605522414003253 + 0.0im
-0.000998850349077218 + 0.0im	3.3788567216224665 + 0.0im
-0.000988960741660611 + 0.0im	3.3972844097837154 + 0.0im
-0.00097916905114912 + 0.0im	3.4158358165105915 + 0.0im
-0.000969474308068436 + 0.0im	3.434511462980177 + 0.0im
-0.000959875552543006 + 0.0im	3.453311829768785 + 0.0im
-0.000950371834200996 + 0.0im	3.472237400620614 + 0.0im
-0.000940962212080194 + 0.0im	3.4912886153992226 + 0.0im
-0.000931645754534845 + 0.0im	3.5104659136275407 + 0.0im
-0.000922421539143411 + 0.0im	3.529769734133542 + 0.0im
-0.000913288652617239 + 0.0im	3.549200455204767 + 0.0im
-0.000904246190710138 + 0.0im	3.5687584899719984 + 0.0im
-0.000895293258128849 + 0.0im	3.5884442283668343 + 0.0im
-0.000886428968444405 + 0.0im	3.608257995051021 + 0.0im
-0.000877652444004361 + 0.0im	3.6282001316569654 + 0.0im
-0.000868962815845902 + 0.0im	3.648271011242373 + 0.0im
-0.000860359223609804 + 0.0im	3.668470874990957 + 0.0im
-0.000851840815455252 + 0.0im	3.6888000299120054 + 0.0im
-0.000843406747975497 + 0.0im	3.7092587342368164 + 0.0im
-0.000835056186114353 + 0.0im	3.7298472235058795 + 0.0im
-0.000826788303083518 + 0.0im	3.7505657443719174 + 0.0im
-0.000818602280280711 + 0.0im	3.7714144684489375 + 0.0im
-0.000810497307208625 + 0.0im	3.792393594322333 + 0.0im
-0.000802472581394678 + 0.0im	3.8135032420093395 + 0.0im
-0.000794527308311562 + 0.0im	3.8347435653186444 + 0.0im
-0.000786660701298577 + 0.0im	3.856114669657564 + 0.0im
-0.000778871981483739 + 0.0im	3.8776166166853554 + 0.0im
-0.000771160377706672 + 0.0im	3.899249494187728 + 0.0im
-0.00076352512644225 + 0.0im	3.921013300618602 + 0.0im
-0.000755965471725 + 0.0im	3.942908042574268 + 0.0im
-0.000748480665074257 + 0.0im	3.9649336886300497 + 0.0im
-0.000741069965420057 + 0.0im	3.9870902184716037 + 0.0im
-0.000733732639029759 + 0.0im	4.009377500142223 + 0.0im
-0.000726467959435405 + 0.0im	4.031795566923533 + 0.0im
-0.000719275207361787 + 0.0im	4.054344017917387 + 0.0im
-0.000712153670655235 + 0.0im	4.077022908562592 + 0.0im
-0.000705102644213104 + 0.0im	4.099831961638205 + 0.0im
-0.000698121429913964 + 0.0im	4.12277098569874 + 0.0im
-0.000691209336548479 + 0.0im	4.1458396068317676 + 0.0im
-0.00068436567975097 + 0.0im	4.169037646564275 + 0.0im
-0.000677589781931653 + 0.0im	4.192364777672335 + 0.0im
-0.000670880972209558 + 0.0im	4.21582075941991 + 0.0im
-0.000664238586346097 + 0.0im	4.239404601821661 + 0.0im
-0.000657661966679304 + 0.0im	4.263116456761189 + 0.0im
-0.000651150462058716 + 0.0im	4.286955750599964 + 0.0im
-0.000644703427780907 + 0.0im	4.3109219306959705 + 0.0im
-0.000638320225525651 + 0.0im	4.335014466104714 + 0.0im
-0.000632000223292724 + 0.0im	4.359232890903415 + 0.0im
-0.00062574279533933 + 0.0im	4.383576257498775 + 0.0im
-0.000619547322118149 + 0.0im	4.408044307943241 + 0.0im
-0.000613413190215989 + 0.0im	4.432636090784646 + 0.0im
-0.000607339792293058 + 0.0im	4.4573511011356475 + 0.0im
-0.00060132652702283 + 0.0im	4.482188438980683 + 0.0im
-0.000595372799032505 + 0.0im	4.507147134330462 + 0.0im
-0.000589478018844064 + 0.0im	4.532226627024711 + 0.0im
-0.000583641602815905 + 0.0im	4.55742599971797 + 0.0im
-0.000577862973085055 + 0.0im	4.582744392858284 + 0.0im
-0.000572141557509955 + 0.0im	4.608180474370032 + 0.0im
-0.000566476789613817 + 0.0im	4.633733659209983 + 0.0im
-0.000560868108528532 + 0.0im	4.659402752793279 + 0.0im
-0.00055531495893914 + 0.0im	4.685186695377231 + 0.0im
-0.000549816791028852 + 0.0im	4.711084368964874 + 0.0im
-0.000544373060424606 + 0.0im	4.737094754173452 + 0.0im
-0.000538983228143174 + 0.0im	4.7632163842475 + 0.0im
-0.000533646760537796 + 0.0im	4.789448049063561 + 0.0im
-0.000528363129245343 + 0.0im	4.815788748592984 + 0.0im
-0.000523131811134002 + 0.0im	4.842236900988352 + 0.0im
-0.000517952288251488 + 0.0im	4.8687912993785725 + 0.0im
-0.00051282404777375 + 0.0im	4.895450599877438 + 0.0im
-0.000507746581954208 + 0.0im	4.9222131892197805 + 0.0im
-0.000502719388073473 + 0.0im	4.94907778564979 + 0.0im
-0.000497741968389578 + 0.0im	4.976042761531821 + 0.0im
-0.000492813830088691 + 0.0im	5.00310665387473 + 0.0im
-0.000487934485236327 + 0.0im	5.0302678379969095 + 0.0im
-0.000483103450729037 + 0.0im	5.057524766657368 + 0.0im
-0.000478320248246571 + 0.0im	5.084875805287757 + 0.0im
-0.000473584404204526 + 0.0im	5.11231906756742 + 0.0im
-0.000468895449707451 + 0.0im	5.13985309033177 + 0.0im
-0.000464252920502427 + 0.0im	5.167475878165287 + 0.0im
-0.000459656356933096 + 0.0im	5.195185996934781 + 0.0im
-0.000455105303894155 + 0.0im	5.222981340767571 + 0.0im
-0.000450599310786292 + 0.0im	5.250860159512831 + 0.0im
-0.000446137931471576 + 0.0im	5.278820557801765 + 0.0im
-0.000441720724229283 + 0.0im	5.306860642866038 + 0.0im
-0.000437347251712162 + 0.0im	5.3349784801062405 + 0.0im
-0.00043301708090313 + 0.0im	5.363172114180009 + 0.0im
-0.000428729783072406 + 0.0im	5.391439572657698 + 0.0im
-0.000424484933735056 + 0.0im	5.419778853857342 + 0.0im
-0.000420282112608966 + 0.0im	5.448187778972759 + 0.0im
-0.000416120903573234 + 0.0im	5.476664413799859 + 0.0im
-0.000412000894626964 + 0.0im	5.50520667743829 + 0.0im
-0.000407921677848479 + 0.0im	5.533812433123746 + 0.0im
-0.00040388284935493 + 0.0im	5.562479556798863 + 0.0im
-0.000399884009262307 + 0.0im	5.591205924231679 + 0.0im
-0.000395924761645848 + 0.0im	5.619989269172894 + 0.0im
-0.00039200471450084 + 0.0im	5.64882756347766 + 0.0im
