w	self_d-self_d	selfc_d-self_d	self_d-selfc_d	selfc_d-selfc_d
-0.002648469990889695 + 0.0im	-0.13109458295847684 - 0.009523279511015259im	7.257940170102899e-5 + 0.0007653967664005602im	7.256703433665282e-5 + 0.0007653835383629438im	0.06649659128339554 - 0.010839802417127741im
-0.002622247515732371 + 0.0im	-0.13112279477324945 - 0.009528645132559738im	7.323593362645651e-5 + 0.0007730168807586585im	7.322356895643803e-5 + 0.000773003500190708im	0.06646496744434399 - 0.010831183497664255im
-0.0025962846690419515 + 0.0im	-0.13115073522725293 - 0.009533903692316603im	7.390480318326564e-5 + 0.0007807171140163827im	7.389244261311679e-5 + 0.0007807035792647067im	0.06643377091225242 - 0.01082264583898145im
-0.0025705788802395557 + 0.0im	-0.13117841504741182 - 0.009539056892552958im	7.45863145604392e-5 + 0.0007884990294578288im	7.457395955983328e-5 + 0.0007884853388677848im	0.06640299082292705 - 0.010814183597033504im
-0.00254512760419758 + 0.0im	-0.13120584652785852 - 0.009544107210149026im	7.528073286349713e-5 + 0.0007963642406791493im	7.526838496643152e-5 + 0.0007963503925966679im	0.06637261214059953 - 0.010805791657000583im
-0.002519928320987703 + 0.0im	-0.13123303473232673 - 0.009549057884070445im	7.598824584588406e-5 + 0.0008043144076276494im	7.597590665179931e-5 + 0.0008043004004010957im	0.06634262731156237 - 0.010797465663731718im
-0.0024949785356313888 + 0.0im	-0.13125999524466872 - 0.009553912896781518im	7.670899979898667e-5 + 0.0008123512322793291im	7.669667097294379e-5 + 0.000812337064261398im	0.06631302108391143 - 0.010789202046178748im
-0.0024702757778528603 + 0.0im	-0.1312867358652067 - 0.009558676949742988im	7.744306388013855e-5 + 0.0008204764539820861im	7.743074715367103e-5 + 0.0008204621235317321im	0.06628378231066628 - 0.01078099803562234im
-0.0024458176018345153 + 0.0im	-0.13131326597601076 - 0.009563355433184569im	7.819043740546068e-5 + 0.0008286918444947749im	7.817813457708721e-5 + 0.0008286773499791795im	0.06625489888984949 - 0.010772851677541682im
-0.0024216015859747676 + 0.0im	-0.1313395944601306 - 0.009567954390387648im	7.895105436394596e-5 + 0.0008369992027551358im	7.893876729962895e-5 + 0.0008369845425517237im	0.06622635907212496 - 0.010764761837031614im
-0.002397625332648285 + 0.0im	-0.13136572967337315 - 0.00957248047675604im	7.972477447514558e-5 + 0.0008454003494121513im	7.971250510880999e-5 + 0.0008453855219106376im	0.06619814953822278 - 0.010756728197722621im
-0.0023738864679685987 + 0.0im	-0.13139167938383345 - 0.009576940913994473im	8.05113807250196e-5 + 0.0008538971211607147im	8.049913105888102e-5 + 0.0008538821247651985im	0.0661702615326791 - 0.01074875125421263im
-0.002350382641553068 + 0.0im	-0.13141745091106594 - 0.009581343439751632im	8.131058400878143e-5 + 0.0008624913649185082im	8.129835611377587e-5 + 0.0008624761980496206im	0.06614267972198991 - 0.010740832298070931im
-0.002327111526290166 + 0.0im	-0.13144305040138232 - 0.009585696253120746im	8.212201497237485e-5 + 0.0008711849318867549im	8.210981098855437e-5 + 0.0008711695929838395im	0.06611539630904657 - 0.010732973397526638im
-0.0023040708181090754 + 0.0im	-0.13146848388511295 - 0.009590007956422326im	8.294523553255112e-5 + 0.0008799796715379147im	8.293305766917533e-5 + 0.000879964159061255im	0.06608839730185122 - 0.010725177371004506im
-0.0022812582357515598 + 0.0im	-0.13149375634196978 - 0.00959428749372218im	8.377971770780393e-5 + 0.0008888774255744527im	8.376756824381309e-5 + 0.000888861738007551im	0.06606167472661326 - 0.010717447754719778im
-0.0022586715205460987 + 0.0im	-0.13151887202467635 - 0.009598544086563535im	8.462488658575893e-5 + 0.0008978800219036374im	8.461276786934742e-5 + 0.0008978641577555324im	0.06603521855432418 - 0.010709788764590904im
-0.002236308436184256 + 0.0im	-0.13154383742329692 - 0.009602787167412273im	8.548004191594591e-5 + 0.0009069892686736338im	8.546795636588216e-5 + 0.0009069732264812601im	0.06600901780114715 - 0.010702205252773734im
-0.0022141667684992634 + 0.0im	-0.13156864595687323 - 0.009607026311332272im	8.63444795598984e-5 + 0.0009162069484162351im	8.633242966383325e-5 + 0.0009161907267468309im	0.06598306411005118 - 0.010694702659162758im
-0.0021922443252467955 + 0.0im	-0.13159330913119052 - 0.009611271166420058im	8.7217379130025e-5 + 0.0009255348123412388im	8.720536744555959e-5 + 0.0009255184097947834im	0.06595735167341722 - 0.010687286958244398im
-0.0021705389358879163 + 0.0im	-0.1316178262262294 - 0.009615531383537441im	8.809784248801568e-5 + 0.0009349745748267506im	8.808587164174937e-5 + 0.0009349579900384455im	0.06593187084679195 - 0.010679964601722925im
-0.0021490484513741743 + 0.0im	-0.13164219537129945 - 0.00961981654588452im	8.898497572516275e-5 + 0.0009445279081486635im	8.897304841367467e-5 + 0.0009445111397914389im	0.06590661588229078 - 0.010672742457372118im
-0.0021277707439348263 + 0.0im	-0.13166641152605427 - 0.009624136098955967im	8.987776648343843e-5 + 0.0009541964374910931im	8.986588547175688e-5 + 0.0009541794842781564im	0.06588158024203232 - 0.010665627744594133im
-0.0021067037068661647 + 0.0im	-0.13169048145612403 - 0.009628499281419291im	9.077515996576447e-5 + 0.000963981736277819im	9.076332808734252e-5 + 0.0009639645969652138im	0.0658567613988855 - 0.010658627967191601im
-0.0020858452543229353 + 0.0im	-0.13171440024619221 - 0.009632915057444947im	9.167607122181921e-5 + 0.0009738853218626099im	9.166429137775048e-5 + 0.0009738679952518074im	0.06583215302536592 - 0.010651750843879284im
-0.002065193321111817 + 0.0im	-0.13173816618027662 - 0.009637392051005826im	9.257934964876057e-5 + 0.0009839086516139116im	9.256762480750944e-5 + 0.0009838911365544017im	0.06580775219282109 - 0.01064500423707743im
-0.0020447458624869475 + 0.0im	-0.13176176810185322 - 0.009641938482646861im	9.348383415213322e-5 + 0.0009940531194265675im	9.347216734864026e-5 + 0.0009940354148184841im	0.06578355709019897 - 0.01063839608054083im
-0.002024500853947473 + 0.0im	-0.1317852096031308 - 0.009646562109204533im	9.438827937258086e-5 + 0.0010043200526902707im	9.43766737067172e-5 + 0.0010043021574869925im	0.06575956597797292 - 0.010631934306383916im
-0.002004456291037102 + 0.0im	-0.13180848421937089 - 0.00965127016693206im	9.529146027553045e-5 + 0.0010147107097410492im	9.527991891191479e-5 + 0.0010146926229518151im	0.0657357784292075 - 0.010625626772065463im
-0.0019846101891456453 + 0.0im	-0.13183158258018762 - 0.009656069318457661im	9.619212066806616e-5 + 0.0010252262778186088im	9.61806468344758e-5 + 0.0010252079985111195im	0.06571219343500699 - 0.010619481187893782im
-0.0019649605833125202 + 0.0im	-0.13185450676906804 - 0.00966096560397258im	9.70889744024261e-5 + 0.001035867871548552im	9.70775713891897e-5 + 0.0010358493988515457im	0.06568881469620785 - 0.010613505045606876im
-0.0019455055280321982 + 0.0im	-0.13187723944999205 - 0.009665964397010594im	9.798075732715264e-5 + 0.0010466365319645842im	9.796942848484046e-5 + 0.0010466178650703995im	0.06566564191585403 - 0.010607705548571196im
-0.0019262430970615823 + 0.0im	-0.13189978353338633 - 0.009671070365144361im	9.886617506417907e-5 + 0.0010575332260816831im	9.885492380241679e-5 + 0.001057514364248777im	0.06564267813076852 - 0.010602089544127028im
-0.0019071713832292895 + 0.0im	-0.13192212004846937 - 0.009676287435884137im	9.974392522111149e-5 + 0.0010685588470270438im	9.973275500801821e-5 + 0.0010685397895824796im	0.06561992724134864 - 0.01059666345858938im
-0.0018882884982468213 + 0.0im	-0.13194425287230754 - 0.00968161876802283im	0.00010061279913054317 + 0.001079714214731304im	0.0001006017134892015 + 0.001079694961073182im	0.06559739294566695 - 0.010591433235389774im
-0.0018695925725216052 + 0.0im	-0.1319661652937242 - 0.009687066728628386im	0.00010147153030837296 + 0.0010910000771782414im	0.00010146053281597122 + 0.0010909806267780722im	0.06557508047751509 - 0.010586404276817044im
-0.0018510817549718863 + 0.0im	-0.13198785422259854 - 0.009692632875839227im	0.00010231891036856778 + 0.0011024171122067648im	0.00010230800465460543 + 0.0011023974646117835im	0.06555299468699206 - 0.010581581389784966im
-0.0018327542128434519 + 0.0im	-0.13200930987031348 - 0.009698317947573396im	0.00010315372568794641 + 0.0011139659298547888im	0.00010314291543188864 + 0.0011139460846901923im	0.06553114218226595 - 0.010576968736020514im
-0.0018146081315281702 + 0.0im	-0.13203052377555996 - 0.009704121856215041im	0.0001039748545752731 + 0.001125647075230292im	0.0001039641435040095 + 0.0011256270322013882im	0.06550952818298302 - 0.010572569787029746im
-0.001796641714384327 + 0.0im	-0.13205148727669475 - 0.009710043689295657im	0.00010478120609761278 + 0.00113746103189076im	0.00010477059798354915 + 0.0011374407907850355im	0.06548816235521518 - 0.01056838728415932im
-0.0017788531825587396 + 0.0im	-0.13207219244685015 - 0.009716081716140763im	0.00010557169778567078 + 0.00114940822570826im	0.00010556119644430364 + 0.0011493877863973463im	0.06546704938338326 - 0.010564423204029661im
-0.0017612407748106333 + 0.0im	-0.1320926311075996 - 0.009722233400406528im	0.0001063453742906915 + 0.0011614890291935839im	0.00010633498357792848 + 0.0011614683916351223im	0.06544619806992635 - 0.010560678729572934im
-0.0017438027473372607 + 0.0im	-0.13211279581659044 - 0.009728495418386026im	0.00010710129036976152 + 0.001173703766249357im	0.00010709101417938482 + 0.001173682930488746im	0.06542561626669183 - 0.01055715422686334im
-0.0017265373736012482 + 0.0im	-0.13213267830032582 - 0.009734863682920276im	0.00010783858469010363 + 0.0011860527173186426im	0.00010782842695113287 + 0.0011860316834906715im	0.06540531180075765 - 0.010553849227881834im
-0.0017094429441596518 + 0.0im	-0.13215227186628054 - 0.009741333372707352im	0.00010855647571048726 + 0.0011985361248926178im	0.00010854644038438175 + 0.0011985148932229792im	0.06538529306155745 - 0.010550762419310248im
-0.0016925177664947047 + 0.0im	-0.1321715696674404 - 0.009747898966762022im	0.00010925421636401288 + 0.0012111541993381205im	0.00010924430744193648 + 0.001211132770144783im	0.06536556818730486 - 0.01054789163740247im
-0.0016757601648462422 + 0.0im	-0.1321905658223273 - 0.00975455428374029im	0.0001099312127933413 + 0.001223907125003542im	0.00010992143429337463 + 0.001223885498697998im	0.06534614542815412 - 0.01054523386893385im
-0.0016591684800457843 + 0.0im	-0.13220925738049424 - 0.009761292525807461im	0.00011058685535879576 + 0.0012367950665595126im	0.00011057721132218406 + 0.0012367732436478864im	0.06532703266071035 - 0.010542785258182552im
-0.0016427410693522616 + 0.0im	-0.1322276291199812 - 0.009768106326695473im	0.00011122070577510817 + 0.0012498181755292502im	0.00011121120026405095 + 0.0012497961566132585im	0.06530823808141412 - 0.010540541119851376im
-0.001626476306289368 + 0.0im	-0.13224568708379547 - 0.009774987803565517im	0.00011183233597040035 + 0.0012629765969622072im	0.00011182297306582306 + 0.0012629543827399783im	0.06528976920520987 - 0.010538495957793685im
-0.0016103725804845228 + 0.0im	-0.13226342588156778 - 0.009781928612265386im	0.0001124214967014977 + 0.00127627047620391im	0.00011241228049819402 + 0.0012762480674706597im	0.06527163314453781 - 0.01053664348936377im
-0.0015944282975094285 + 0.0im	-0.13228083592222364 - 0.009788920005547878im	0.00011298792885745949 + 0.0012896999657145446im	0.00011297886346204283 + 0.0012896773633631062im	0.06525383703936664 - 0.01053497667517137im
-0.0015786418787222065 + 0.0im	-0.13229792519970585 - 0.009795952893797687im	0.00011353149562769449 + 0.0013032652318889424im	0.00011352258515564421 + 0.0013032424369101348im	0.06523638771781139 - 0.010533487753980431im
-0.0015630117611110956 + 0.0im	-0.13231468087752946 - 0.0098030179077981im	0.0001140521940219571 + 0.0013169664618311603im	0.00011404344259461968 + 0.001316943475314032im	0.06521929070791148 - 0.010532168282456258im
-0.0015475363971396987 + 0.0im	-0.1323311068469307 - 0.00981010546305783im	0.00011455004171437914 + 0.001330803870037926im	0.00011454145345537716 + 0.0013307806931698312im	0.06520255144761362 - 0.010531009179431372im
-0.001532214254593761 + 0.0im	-0.13234720523117136 - 0.009817205825210165im	0.00011502518675069559 + 0.001344777704946573im	0.0001150167657837161 + 0.0013447543390131217im	0.06518617509807832 - 0.01053000077432997im
-0.0015170438164294664 + 0.0im	-0.1323629749028693 - 0.009824309175993544im	0.0001154778363803806 + 0.001358888255305061im	0.00011546958682578053 + 0.0013588647016899273im	0.06517016564334037 - 0.01052913285936327im
-0.001502023580623234 + 0.0im	-0.13237841746167203 - 0.009831405679322643im	0.0001159082973492694 + 0.0013731358563239529im	0.00011590022332131691 + 0.0013731121165085384im	0.06515452659800752 - 0.01052839474508476im
-0.001487152060023004 + 0.0im	-0.13239353519433977 - 0.009838485546963939im	0.0001163169507818919 + 0.0013875208955729315im	0.00011630905638596241 + 0.00138749697113592im	0.06513926056685601 - 0.010527775318873953im
-0.001472427782200994 + 0.0im	-0.13240833113751424 - 0.009845539103337828im	0.00011670423897775669 + 0.0014020438185875896im	0.00011669652830763212 + 0.0014020197112043526im	0.06512436913449027 - 0.01052726310590075im
-0.0014578492893079149 + 0.0im	-0.132422809608025 - 0.009852556848981781im	0.00011707068101744588 + 0.001416705134155635im	0.00011706315815226673 + 0.0014166808455975488im	0.06510985541678437 - 0.0105268463321104im
-0.0014434151379286286 + 0.0im	-0.13243697449123834 - 0.00985952952222493im	0.00011741690467466381 + 0.0014315054192555344im	0.00011740957367707587 + 0.0014314809513891618im	0.06509571855882491 - 0.010526512988760303im
-0.0014291238989392362 + 0.0im	-0.1324508316125917 - 0.009866448158643966im	0.00011774355344700924 + 0.001446445323624659im	0.00011773641836014683 + 0.0014464206784108595im	0.06508195588468435 - 0.010526250898035466im
-0.0014149741573655805 + 0.0im	-0.13246438697289734 - 0.009873304147893293im	0.0001180513712355668 + 0.0014615255739384358im	0.00011804443608113725 + 0.0014615007534313645im	0.06506856929907921 - 0.010526047779268657im
-0.001400964512243149 + 0.0im	-0.13247764729893372 - 0.009880089287528288im	0.00011834112462102004 + 0.0014767469775865993im	0.00011833439339612257 + 0.0014767219839326318im	0.06505555541109771 - 0.010525891315294963im
-0.0013870935764783653 + 0.0im	-0.13249061878296936 - 0.009886795833469568im	0.00011861364931647019 + 0.00149211042603741im	0.0001186071259923483 + 0.0014920852614740043im	0.06504291084427805 - 0.010525769218477442im
-0.0013733599767112527 + 0.0im	-0.13250331530799642 - 0.00989341654678785im	0.00011886984190847622 + 0.0015076168977857499im	0.0001188635304282374 + 0.0015075915646402419im	0.06503063312726041 - 0.010525669295951617im
-0.0013597623531794582 + 0.0im	-0.13251573720943183 - 0.00989994473652298im	0.00011911064944389514 + 0.0015232674608859692im	0.00011910455372083775 + 0.0015232419615743224im	0.06501871683521396 - 0.010525579513651132im
-0.001346299359583622 + 0.0im	-0.1325278970185768 - 0.009906374298286797im	0.0001193370016180704 + 0.0015390632750755405im	0.00011933112553282368 + 0.0015390376121010706im	0.06500715437190992 - 0.010525488058695038im
-0.0013329696629540812 + 0.0im	-0.13253980214766664 - 0.009912699748437486im	0.00011954994262072898 + 0.0015550055935006956im	0.00011954429002119969 + 0.0015549797694527545im	0.06499594278175881 - 0.010525383399738164im
-0.0013197719435188923 + 0.0im	-0.13255146678729068 - 0.009918916253651981im	0.00011975052693224909 + 0.0015710957640602786im	0.00011974510163111475 + 0.001571069781612942im	0.0649850734633054 - 0.010525254344910993im
-0.0013067048945731607 + 0.0im	-0.13256289862521287 - 0.009925019655763954im	0.00011993979678146762 + 0.001587335230389123im	0.00011993460255489143 + 0.0015873090922998757im	0.06497453896867594 - 0.010525090097001652im
-0.001293767222349664 + 0.0im	-0.13257410846391066 - 0.009931006491775363im	0.00012011884486663097 + 0.0016037255325070552im	0.00012011388545290371 + 0.0016036992416154888im	0.06496433052874441 - 0.010524880305563372im
-0.0012809576458907563 + 0.0im	-0.13258510708727966 - 0.009936874008991358im	0.0001202887957596005 + 0.0016202683071643732im	0.0001202840748584789 + 0.0016202418663909175im	0.06495443915212389 - 0.010524615115661575im
-0.001268274896921541 + 0.0im	-0.13259590690399242 - 0.00994262017526997im	0.00012045080080489901 + 0.0016369652879190755im	0.00012044632207612677 + 0.001636938700263757im	0.06494485526316754 - 0.010524285213009408im
-0.001255717719724298 + 0.0im	-0.13260651397677362 - 0.009948243684418686im	0.0001206059742160393 + 0.0016538183049853137im	0.0001206017412784051 + 0.0016537915735265743im	0.064935567928329 - 0.010523881865275505im
-0.0012432848710141563 + 0.0im	-0.132616944694407 - 0.009953743956810965im	0.00012075548313791127 + 0.0016708292848963495im	0.0001207514995685694 + 0.0016708024127899165im	0.06492656592221956 - 0.010523396959384456im
-0.0012309751198159964 + 0.0im	-0.13262720843694706 - 0.009959121135335125im	0.00012090049249964603 + 0.00168800025002886im	0.00012089676183333202 + 0.0016879732405067108im	0.06491784019852923 - 0.010522823034668314im
-0.0012187872473425707 + 0.0im	-0.13263731625963876 - 0.009964376076825713im	0.0001210421833650464 + 0.0017053333180384687im	0.0001210387047292147 + 0.0017053061744078475im	0.06490937608069826 - 0.010522153311765595im
-0.0012067200468738324 + 0.0im	-0.1326472791577037 - 0.009969510339164777im	0.00012118172782714398 + 0.0017228307012590134im	0.00012117851339865216 + 0.0017228034269015687im	0.06490116167100396 - 0.01052138171720255im
-0.0011947723236374577 + 0.0im	-0.1326571079976492 - 0.009974526164274092im	0.00012132025319955737 + 0.0017404947061202855im	0.00012131730201728616 + 0.0017404673044912808im	0.06489318676178457 - 0.010520502903630189im
-0.0011829428946905523 + 0.0im	-0.13266681338636244 - 0.009979426457252126im	0.00012145902501801353 + 0.001758327732640543im	0.00012145634044164246 + 0.0017583002072682058im	0.06488543504919506 - 0.010519512265728252im
-0.001171230588802527 + 0.0im	-0.13267640774307732 - 0.009984214761939263im	0.0001215992143518261 + 0.001776332274051351im	0.00012159679969593068 + 0.0017763046285363135im	0.06487789677682904 - 0.010518405951824577im
-0.0011596342463391356 + 0.0im	-0.13268589645393764 - 0.009988895233221511im	0.00012174199645639767 + 0.001794510916612736im	0.0001217398549899595 + 0.0017944831546276088im	0.06487055628527452 - 0.010517180871314423im
-0.001148152719147659 + 0.0im	-0.13269529294636004 - 0.00999347260640733im	0.00012188857249061237 + 0.0018128663396767596im	0.00012188670743706785 + 0.0018128384649658252im	0.06486340036771591 - 0.010515834697999028im
-0.0011367848704432267 + 0.0im	-0.13270460753698787 - 0.009997952164032773im	0.00012204014337818537 + 0.0018314013160569502im	0.00012203855791484853 + 0.001831373332435997im	0.0648564162765402 - 0.010514365869495697im
-0.001125529574696264 + 0.0im	-0.1327138490274135 - 0.01000233970046803im	0.00012219790990517735 + 0.0018501187127599268im	0.0001221966071629271 + 0.0018500906241161923im	0.06484958854362394 - 0.010512773582902514im
-0.0011143857175210535 + 0.0im	-0.13272302302957734 - 0.010006641484712281im	0.00012236308259243051 + 0.001869021492133677im	0.00012236206565532795 + 0.0018689933024259404im	0.06484290604177248 - 0.01051105778692999im
-0.0011033521955653995 + 0.0im	-0.13273213993209948 - 0.010010864221774947im	0.0001225368845127495 + 0.0018881127134847285im	0.00012253615641759857 + 0.0018880844267435415im	0.06483635495969228 - 0.010509219170737842im
-0.0010924279164013857 + 0.0im	-0.1327412049740213 - 0.010015015013047555im	0.00012272053354160246 + 0.0019073955352133518im	0.00012272009727741368 + 0.0019073671555413696im	0.0648299201607624 - 0.010507259149739014im
-0.0010816117984172135 + 0.0im	-0.13275023079495193 - 0.010019101316074894im	0.0001229152822357278 + 0.0019268732175125294im	0.00012291514074319054 + 0.0019268447490849948im	0.0648235889942394 - 0.010505179848653696im
-0.0010709027707101124 + 0.0im	-0.13275922186923125 - 0.010023130904133057im	0.00012312238249693178 + 0.001946549125672261im	0.0001231225386677116 + 0.0019465205727375963im	0.06481734840194886 - 0.010502984082113946im
-0.0010602997729803093 + 0.0im	-0.13276818447973804 - 0.01002711182601846im	0.0001233431092304476 + 0.001966426734026237im	0.0001233435659064519 + 0.0019663981009067537im	0.06481118539337068 - 0.010500675333133952im
-0.001049801755426049 + 0.0im	-0.13277712479901987 - 0.010031052366444493im	0.00012357875107569602 + 0.0019865096305727407im	0.00012357951104814794 + 0.0019864809216654554im	0.06480508724418792 - 0.010498257729772637im
-0.0010394076786396523 + 0.0im	-0.13278605105761768 - 0.010034961007431358im	0.0001238306192789794 + 0.002006801522296058im	0.00012383168158995513 + 0.002006772742073605im	0.06479904090232812 - 0.010495736020322777im
-0.0010291165135046063 + 0.0im	-0.1327949596399288 - 0.010038846391060714im	0.00012410004588006758 + 0.002027306241208693im	0.00012410142061091247 + 0.0020272773942203244im	0.06479303643335173 - 0.010493115547366117im
-0.0010189272410936695 + 0.0im	-0.13280386763567623 - 0.010042717283948841im	0.00012438853110063335 + 0.002048027751128206im	0.00012439021718817033 + 0.0020479988420008715im	0.06478705878834154 - 0.010490402221034756im
-0.0010088388525679897 + 0.0im	-0.132812766107747 - 0.01004658254377196im	0.00012469721330187286 + 0.002068970155195752im	0.00012469921332114117 + 0.002068941188635235im	0.06478109804674664 - 0.010487602491817218im
-0.0009988503490772176 + 0.0im	-0.1328216693219786 - 0.010050451088153547im	0.00012502760907506384 + 0.002090137704136327im	0.00012502992554530454 + 0.0020901086849284224im	0.06477514273993625 - 0.010484723323242193im
-0.0009889607416606115 + 0.0im	-0.1328305772105553 - 0.010054331866197842im	0.00012538096187520088 + 0.0021115348052533622im	0.00012538359725384256 + 0.002111505738265103im	0.06476918253303442 - 0.010481772164764409im
-0.0009791690511491203 + 0.0im	-0.13283949227034053 - 0.010058233832925078im	0.00012575913733451987 + 0.002133166032142857im	0.00012576209402218622 + 0.002133136922323747im	0.06476320572856475 - 0.010478756925165289im
-0.0009694743080684359 + 0.0im	-0.13284841249731708 - 0.010062165926833632im	0.00012616342093882383 + 0.0021550361351044874im	0.00012616670127016066 + 0.00215500698748772im	0.06475720444182136 - 0.01047568594676654im
-0.0009598755525430058 + 0.0im	-0.13285734743389493 - 0.010066137050781679im	0.00012659535492305226 + 0.002177150052219429im	0.00012659896116653895 + 0.0021771208719231112im	0.06475116668756382 - 0.01047256798073712im
-0.0009503718342009958 + 0.0im	-0.1328662964768198 - 0.010070156056347307im	0.00012705645865334096 + 0.002199512921056882im	0.00012706039300826072 + 0.002199483713285196im	0.06474508388456394 - 0.010469412163754186im
-0.0009409622120801938 + 0.0im	-0.13287525989717466 - 0.010074231731790421im	0.00012754829216511123 + 0.002222130090963477im	0.0001275525567587224 + 0.002222100861007783im	0.06473894701687752 - 0.010466227996255678im
-0.0009316457545348453 + 0.0im	-0.1328842437820696 - 0.010078372793703947im	0.00012807246555095956 + 0.0022450071358821513im	0.0001280770624354081 + 0.002244977889122034im	0.06473274735002674 - 0.010463025322498175im
-0.0009224215391434112 + 0.0im	-0.13289323948231402 - 0.010082587882404796im	0.0001286305537828676 + 0.002268149867639632im	0.0001286354849315633 + 0.002268120609543806im	0.06472647736236813 - 0.010459814312606078im
-0.0009132886526172388 + 0.0im	-0.13290225615794837 - 0.010086885561077952im	0.00012922411003955445 + 0.0022915643496342797im	0.00012922937734328186 + 0.0022915350857614057im	0.06472012814225862 - 0.010456605446770694im
-0.0009042461907101375 + 0.0im	-0.1329112919365716 - 0.010091274318649934im	0.00012985479163710862 + 0.002315256910849194im	0.0001298603969010008 + 0.0023152276468485383im	0.06471369238346474 - 0.01045340950172742im
-0.000895293258128849 + 0.0im	-0.13292034801380942 - 0.010095762576330979im	0.00013052417111648684 + 0.0023392341601087383im	0.00013053011605529947 + 0.0023392049017206605im	0.06470716494408398 - 0.010450237539608768im
-0.0008864289684444049 + 0.0im	-0.13292942778574396 - 0.010100358697729059im	0.0001312337557008913 + 0.0023635030004903563im	0.0001312400419342489 + 0.0023634737535466127im	0.06470053847554337 - 0.010447100899238762im
-0.0008776524440043613 + 0.0im	-0.13293852480809704 - 0.010105071002403628im	0.00013198509418009487 + 0.002388070643797763im	0.00013199172322869227 + 0.0023880414142216223im	0.06469380437895904 - 0.010444011189902808im
-0.0008689628158459023 + 0.0im	-0.1329476412487038 - 0.010109907782692768im	0.00013277966499283114 + 0.0024129446249962203im	0.0001327866382734873 + 0.0024129154188023065im	0.06468695812365187 - 0.010440980287593571im
-0.0008603592236098042 + 0.0im	-0.13295677891883487 - 0.010114877323614954im	0.00013361888458620532 + 0.0024381328165057393im	0.0001336262034069369 + 0.0024381036397996786im	0.06467999286869362 - 0.010438020333702063im
-0.0008518408154552517 + 0.0im	-0.13296593897232742 - 0.010119987925615817im	0.0001345040971641936 + 0.0024636434422438927im	0.0001345117627192039 + 0.002463614301221644im	0.06467290621886103 - 0.0104351437360902im
-0.0008434067479754967 + 0.0im	-0.13297512036735723 - 0.010125247929901328im	0.0001354365457484721 + 0.002489485091306128im	0.00013544455911285055 + 0.0024894559922530595im	0.06466569034232712 - 0.010432363172450443im
-0.0008350561861143532 + 0.0im	-0.13298432624256765 - 0.010130665746072501im	0.00013641736335733405 + 0.002515666731168634im	0.00013642572548193063 + 0.002515637680458293im	0.06465834108024955 - 0.010429691595826998im
-0.0008267883030835181 + 0.0im	-0.13299355070618402 - 0.010136249881752485im	0.00013744753048484798 + 0.002542197720296336im	0.00013745624218971126 + 0.002542168724388872im	0.06465085326524601 - 0.010427142242144418im
-0.000818602280280711 + 0.0im	-0.13300279402941795 - 0.010142008973875365im	0.00013852800701172615 + 0.0025690878200369566im	0.0001385370689835259 + 0.002569058885477247im	0.06464322572008945 - 0.010424728639561195im
-0.0008104973072086247 + 0.0im	-0.13301206165418525 - 0.010147951821287462im	0.00013965946838628024 + 0.0025963472056812257im	0.0001396688811703228 + 0.00259631833909663im	0.06463545191922225 - 0.010422464619440176im
-0.000802472581394678 + 0.0im	-0.1330213510432025 - 0.010154087418296098im	0.00014084225279155886 + 0.0026239864765689037im	0.00014085201678498208 + 0.0026239576846666494im	0.06462752914095267 - 0.010420364328703373im
-0.0007945273083115623 + 0.0im	-0.1330306622065413 - 0.010160424988788193im	0.00014207671845757882 + 0.0026520166651209506im	0.00014208683390610124 + 0.0026519879546851735im	0.0646194541267754 - 0.010418442243316787im
-0.0007866607012985765 + 0.0im	-0.13303999524960164 - 0.010166974020531287im	0.0001433627543861236 + 0.0026804492446791716im	0.00014337322137715475 + 0.002680420622567558im	0.064611224459843 - 0.010416713182631297im
-0.0007788719814837391 + 0.0im	-0.13304935064690981 - 0.010173744299263456im	0.00014470019115396472 + 0.0027092961360367716im	0.00014471100961157795 + 0.00270926760917682im	0.06460283733549167 - 0.010415192324288476im
-0.0007711603777066724 + 0.0im	-0.13305872700305105 - 0.010180745942175292im	0.000146088386394879 + 0.0027385697125456823im	0.00014609955607372871 + 0.002738541287930568im	0.0645942909507323 - 0.010413895219385657im
-0.0007635251264422498 + 0.0im	-0.13306812511645624 - 0.01018798943038721im	0.00014752640241802345 + 0.0027682828036899028im	0.00014753792289798765 + 0.002768254488373952im	0.06458558371679886 - 0.010412837807583014im
-0.0007559654717249998 + 0.0im	-0.13307754453262927 - 0.010195485640028413im	0.0001490128865183399 + 0.0027984486970180408im	0.00014902475719873933 + 0.0027984204981118094im	0.06457671398934538 - 0.010412036431826355im
-0.0007484806650742572 + 0.0im	-0.133086984756825 - 0.010203245871530606im	0.0001505461691389519 + 0.0028290811383327725im	0.0001505583892333229 + 0.0028290530629977322im	0.06456768091644971 - 0.010411507852353483im
-0.0007410699654200566 + 0.0im	-0.1330964485645836 - 0.010211281876758503im	0.0001521240689504284 + 0.0028601943300401843im	0.00015213663748359863 + 0.0028601663854830087im	0.06455848445656828 - 0.010411269259648949im
-0.0007337326390297591 + 0.0im	-0.133105928910414 - 0.01021960588361199im	0.00015374382824269415 + 0.0028918029275676305im	0.00015375674403724976 + 0.0028917751210341073im	0.06454912451229831 - 0.010411338286011972im
