w	self_d-self_d	selfc_d-self_d	self_d-selfc_d	selfc_d-selfc_d
-2.0 + 0.0im	-0.008459447361680215 - 5.573437499719779e-6im	-1.629302835635594e-9 - 1.0123234623438684e-9im	-1.631270823315717e-9 - 1.012576460415488e-9im	-0.0022051391863527913 - 2.2265450464660057e-6im
-1.9801980198019802 + 0.0im	-0.008548169856302107 - 5.924879142772939e-6im	-3.4983822549890265e-9 - 1.0766635127498633e-9im	-3.5008432224457542e-9 - 1.0769313363588292e-9im	-0.0022322157734542174 - 2.3674997900366855e-6im
-1.9605920988138417 + 0.0im	-0.00862680442966423 - 6.295124758090854e-6im	-3.4130774390255764e-9 - 1.1445120606251702e-9im	-3.415543738257083e-9 - 1.1447954429314793e-9im	-0.002255243294935456 - 2.516063617436472e-6im
-1.9411802958552888 + 0.0im	-0.008706594659251271 - 6.684946753183651e-6im	-3.4148775116830685e-9 - 1.2160211292305142e-9im	-3.417371403580557e-9 - 1.216320831407993e-9im	-0.002278714625460958 - 2.672556814993002e-6im
-1.9219606889656324 + 0.0im	-0.008787262017154988 - 7.095134284756114e-6im	-3.452374507610539e-9 - 1.2913469652588105e-9im	-3.4549053524214784e-9 - 1.2916637771440915e-9im	-0.0023025196623608496 - 2.8373075000860713e-6im
-1.9029313752134975 + 0.0im	-0.008868724999247212 - 7.52649269286232e-6im	-3.5099337072785322e-9 - 1.3706500334143432e-9im	-3.512506937740551e-9 - 1.3709847741555396e-9im	-0.0023266268767400417 - 3.010651486585387e-6im
-1.8840904705084134 + 0.0im	-0.008950951035019005 - 7.97984286863748e-6im	-3.580807728354915e-9 - 1.4540950052620357e-9im	-3.583427080830275e-9 - 1.4544485239671455e-9im	-0.002351024541615339 - 3.1929321296025474e-6im
-1.8654361094142706 + 0.0im	-0.009033925014948714 - 8.456020554550029e-6im	-3.661472986168191e-9 - 1.5418507424347052e-9im	-3.6641413134810738e-9 - 1.5422239188198715e-9im	-0.0023757078324494908 - 3.3845001493931067e-6im
-1.8469664449646244 + 0.0im	-0.009117641387158077 - 8.955875576355244e-6im	-3.749884454572813e-9 - 1.6340902743313957e-9im	-3.75260409827863e-9 - 1.6344840193692773e-9im	-0.002400675447086281 - 3.5857134343420747e-6im
-1.828679648479826 + 0.0im	-0.009202096844877702 - 9.48027100618769e-6im	-3.844808104934554e-9 - 1.7309907704874083e-9im	-3.847581096501418e-9 - 1.7314060270560485e-9im	-0.002425927658880791 - 3.7969368230698915e-6im
-1.8105739093859663 + 0.0im	-0.009287291585793792 - 1.0030082256503398e-5im	-3.945368763705274e-9 - 1.8327335078464426e-9im	-3.9481969198936796e-9 - 1.8331712513790786e-9im	-0.0024514657409805004 - 4.018541865806082e-6im
-1.79264743503561 + 0.0im	-0.009373226978036544 - 1.060619610487407e-5im	-4.050973918433931e-9 - 1.939503833216959e-9im	-4.053858911454269e-9 - 1.9399650723535013e-9im	-0.002477291630378456 - 4.250906565293949e-6im
-1.774898450530307 + 0.0im	-0.00945990528327578 - 1.1209509649943184e-5im	-4.161193846450746e-9 - 2.0514911212486076e-9im	-4.16413724571199e-9 - 2.0519768984894847e-9im	-0.002503407614782133 - 4.494415097611126e-6im
-1.7573251985448584 + 0.0im	-0.009547329455176138 - 1.1840929199177468e-5im	-4.275725499213262e-9 - 2.1688887283197417e-9im	-4.278728802392288e-9 - 2.1694001206831177e-9im	-0.0025298162627961336 - 4.74945751341809e-6im
-1.739925939153325 + 0.0im	-0.00963550273569991 - 1.250136908938587e-5im	-4.394316725353599e-9 - 2.291893942783654e-9im	-4.397381373324693e-9 - 2.2924320624670606e-9im	-0.0025565203896446708 - 5.01642942027825e-6im
-1.7226989496567575 + 0.0im	-0.009724428779314384 - 1.3191750441330357e-5im	-4.516774713327298e-9 - 2.4207079320789444e-9im	-4.519902105088615e-9 - 2.421273927126639e-9im	-0.0025835228997132774 - 5.295731646829567e-6im
-1.7056425244126312 + 0.0im	-0.009814111292000707 - 1.3912999850117929e-5im	-4.642973810293293e-9 - 2.555535687267893e-9im	-4.646165318357408e-9 - 2.5561307422453647e-9im	-0.0026108268572785968 - 5.587769889727462e-6im
-1.6887549746659716 + 0.0im	-0.00990455412697759 - 1.4666048013439458e-5im	-4.772762371008511e-9 - 2.6965859656257454e-9im	-4.776019338878715e-9 - 2.6972113023029834e-9im	-0.002638435498019397 - 5.892954344421865e-6im
-1.6720346283821501 + 0.0im	-0.009995761392749157 - 1.545182830010696e-5im	-4.906033679675415e-9 - 2.844071231962976e-9im	-4.9093574318922844e-9 - 2.8447281100082966e-9im	-0.0026663520871341583 - 6.211699320976877e-6im
-1.6554798300813367 + 0.0im	-0.010087737258002653 - 1.6271275261734505e-5im	-5.042693913663463e-9 - 2.998207599421401e-9im	-5.046085759531074e-9 - 2.9988973171078388e-9im	-0.0026945798782340765 - 6.5444228462885905e-6im
-1.6390889406745908 + 0.0im	-0.010180485756990555 - 1.7125323090808484e-5im	-5.182697660537366e-9 - 3.1592147705434054e-9im	-5.1861588955945695e-9 - 3.1599386654698215e-9im	-0.0027231223738080406 - 6.891546254205313e-6im
-1.622860337301575 + 0.0im	-0.010274011010407516 - 1.8014904028796356e-5im	-5.325916457774174e-9 - 3.327315979470694e-9im	-5.329448375582906e-9 - 3.3280754292999526e-9im	-0.0027519830210761035 - 7.253493765202299e-6im
-1.6067924131698763 + 0.0im	-0.010368317458375402 - 1.894094672835015e-5im	-5.472337278951145e-9 - 3.502737936184759e-9im	-5.475941167182659e-9 - 3.5035343594015764e-9im	-0.0027811653572975157 - 7.630692057411259e-6im
-1.5908835773959171 + 0.0im	-0.010463409222940333 - 1.9904374574066183e-5im	-5.621910664399736e-9 - 3.6857107737551274e-9im	-5.625587807463248e-9 - 3.6865456304462536e-9im	-0.002810672980610286 - 8.023569830950477e-6im
-1.5751322548474427 + 0.0im	-0.010559290710357242 - 2.0906103966665798e-5im	-5.774455121040416e-9 - 3.876467999612874e-9im	-5.778206785140909e-9 - 3.877342792272582e-9im	-0.0028405095398770838 - 8.432557367644971e-6im
-1.559536885987567 + 0.0im	-0.010655965785465507 - 2.194704257586042e-5im	-5.930043308077636e-9 - 4.075246451915641e-9im	-5.933870761719254e-9 - 4.0761627262795985e-9im	-0.0028706788241755882 - 8.858086088365258e-6im
-1.5440959267203633 + 0.0im	-0.010753438887506418 - 2.3028087567553998e-5im	-6.088584192204397e-9 - 4.282286262115542e-9im	-6.09248870351957e-9 - 4.283245608026346e-9im	-0.002901184442792172 - 9.300588110348838e-6im
-1.5288078482379834 + 0.0im	-0.010851714235552532 - 2.4150123811415978e-5im	-6.250023403590951e-9 - 4.497830824883062e-9im	-6.254006238443707e-9 - 4.498834877190847e-9im	-0.0029320302475871226 - 9.760495806996905e-6im
-1.5136711368692906 + 0.0im	-0.010950795533877377 - 2.531402207522385e-5im	-6.414342429462343e-9 - 4.722126776577123e-9im	-6.418404848821537e-9 - 4.7231772160788945e-9im	-0.002963220161086029 - 1.0238241372761275e-5im
-1.4986842939299907 + 0.0im	-0.01105068840313306 - 2.6520637212725277e-5im	-6.581355635372541e-9 - 4.95542398348415e-9im	-6.585498893083304e-9 - 4.9565225379054475e-9im	-0.0029947581470726424 - 1.0734256395850773e-5im
-1.483845835574248 + 0.0im	-0.011151395818100844 - 2.7770806352099753e-5im	-6.751159117887378e-9 - 5.1979755410760704e-9im	-6.755384484899923e-9 - 5.19912398609896e-9im	-0.0030266481100469813 - 1.1248971441591087e-5im
-1.4691542926477703 + 0.0im	-0.011252921781380465 - 2.906534709241012e-5im	-6.923621490262966e-9 - 5.450037785558857e-9im	-6.9279302322615206e-9 - 5.451237945900156e-9im	-0.0030588940965445926 - 1.1782815649367212e-5im
-1.4546082105423468 + 0.0im	-0.011355271141101438 - 3.0405055715716045e-5im	-7.0987325047301235e-9 - 5.7118703189988e-9im	-7.103125874256192e-9 - 5.713124069542551e-9im	-0.003091500187128898 - 1.2336216346160833e-5im
-1.4402061490518285 + 0.0im	-0.011458447745731664 - 3.1790705422779935e-5im	-7.2764134288850704e-9 - 5.983736049322246e-9im	-7.280892682764967e-9 - 5.985045316310641e-9im	-0.0031244705602440437 - 1.2909598679766499e-5im
-1.4259466822295332 + 0.0im	-0.011562455701953571 - 3.322304460051812e-5im	-7.45660921798303e-9 - 6.265901246486887e-9im	-7.4611756118057e-9 - 6.267268008773845e-9im	-0.0031578093893374713 - 1.3503385274827579e-5im
-1.4118283982470625 + 0.0im	-0.01166729915424455 - 3.470279512954314e-5im	-7.639289324964218e-9 - 6.5586356161172104e-9im	-7.643944107001747e-9 - 6.560061906488662e-9im	-0.003191521009204361 - 1.4117995914877009e-5im
-1.3978498992545174 + 0.0im	-0.011772982053441289 - 3.623065074029547e-5im	-7.824370189356002e-9 - 6.8622123918834585e-9im	-7.829114622515943e-9 - 6.863700298448776e-9im	-0.0032256096338499993 - 1.4753847253594695e-5im
-1.3840098012420965 + 0.0im	-0.011879508698235971 - 3.7807275426379667e-5im	-8.011827479629938e-9 - 7.1769084478831e-9im	-8.016662820288783e-9 - 7.17846011554162e-9im	-0.0032600797409159635 - 1.5411352558506026e-5im
-1.370306733903066 + 0.0im	-0.011986882751525246 - 3.9433301923791246e-5im	-8.201564213600521e-9 - 7.503004432254031e-9im	-8.206491708336882e-9 - 7.504622064240958e-9im	-0.003294935786317521 - 1.6090921490339577e-5im
-1.356739340498085 + 0.0im	-0.01209510808178847 - 4.110933026474963e-5im	-8.39352596645991e-9 - 7.840784923211995e-9im	-8.398546859273404e-9 - 7.842470782727506e-9im	-0.0033301822334507406 - 1.6792959921238893e-5im
-1.3433062777208762 + 0.0im	-0.012204189881294854 - 4.283592641483442e-5im	-8.587680887868187e-9 - 8.190538608657865e-9im	-8.592796424766223e-9 - 8.192295020583489e-9im	-0.003365823700882589 - 1.7517869794981718e-5im
-1.330006215565224 + 0.0im	-0.012314130817832161 - 4.461362100205446e-5im	-8.783973487096859e-9 - 8.552558490446825e-9im	-8.789184910673103e-9 - 8.554387843152626e-9im	-0.0034018647997057774 - 1.8266049032298157e-5im
-1.316837837193291 + 0.0im	-0.012424935318043487 - 4.6442908146361036e-5im	-8.982351077442982e-9 - 8.927142114347486e-9im	-8.987659626769095e-9 - 8.929046861593586e-9im	-0.003438310351163858 - 1.9037891484299522e-5im
-1.3037998388052385 + 0.0im	-0.012536607344427204 - 4.8324244397947396e-5im	-9.182767852059706e-9 - 9.314591826647738e-9im	-9.188174763410399e-9 - 9.316574489583462e-9im	-0.0034751651097270977 - 1.983378693692869e-5im
-1.2908909295101372 + 0.0im	-0.012649150974955604 - 5.025804779245114e-5im	-9.385128548034511e-9 - 9.715215058283811e-9im	-9.390635042672925e-9 - 9.717278227547276e-9im	-0.0035124339186860046 - 2.065412116922254e-5im
-1.2781098311981556 + 0.0im	-0.012762569609704096 - 5.2244697030898064e-5im	-9.589460559781164e-9 - 1.0129324637280741e-8im	-9.595067870750618e-9 - 1.0131470975201475e-8im	-0.003550121711962335 - 2.1499276068037034e-5im
-1.2654552784140154 + 0.0im	-0.012876867751757153 - 5.428453079189209e-5im	-9.795670234796035e-9 - 1.0557239130195866e-8im	-9.801379578132895e-9 - 1.0559471373102686e-8im	-0.0035882336054284133 - 2.2369629801723975e-5im
-1.2529260182316984 + 0.0im	-0.012992049101364707 - 5.63778471831645e-5im	-1.0003719840920942e-8 - 1.0999283213153433e-8im	-1.00095324269604e-8 - 1.1001604173789251e-8im	-0.0036267746156887584 - 2.3265557055069287e-5im
-1.2405208101303944 + 0.0im	-0.01310811756640701 - 5.85249033391502e-5im	-1.0213568354667317e-8 - 1.1455788072947156e-8im	-1.021948538571078e-8 - 1.1458200642991961e-8im	-0.00366574996614398 - 2.4187429327602848e-5im
-1.2282384258716776 + 0.0im	-0.013225077065291605 - 6.0725915170756016e-5im	-1.0425182868104757e-8 - 1.1927091838569833e-8im	-1.0431205538355497e-8 - 1.1929598991272458e-8im	-0.0037051652209089702 - 2.5135615297171428e-5im
-1.2160776493778986 + 0.0im	-0.013342931423339201 - 6.298105727293002e-5im	-1.0638495982475438e-8 - 1.2413540043405606e-8im	-1.0644625468804058e-8 - 1.241614483632449e-8im	-0.0037450253158427386 - 2.6110481250430364e-5im
-1.2040372766117808 + 0.0im	-0.013461684593459542 - 6.529046299502842e-5im	-1.085349859917595e-8 - 1.2915486118191734e-8im	-1.0859736071604621e-8 - 1.2918191696043915e-8im	-0.003785336060387064 - 2.711239158165606e-5im
-1.1921161154572086 + 0.0im	-0.013581340470030453 - 6.765422467831451e-5im	-1.1070146135559981e-8 - 1.3433291914722816e-8im	-1.1076492746693475e-8 - 1.3436101512340017e-8im	-0.0038261027542293453 - 2.8141709361012825e-5im
-1.1803129856011967 + 0.0im	-0.013701902838974574 - 7.007239406420952e-5im	-1.1288371510105276e-8 - 1.3967328260133773e-8im	-1.1294828388565836e-8 - 1.3970245205523518e-8im	-0.0038673311700401273 - 2.9198796973122666e-5im
-1.1686267184170265 + 0.0im	-0.01382337582939847 - 7.254498287615318e-5im	-1.1508253801180411e-8 - 1.451797554145827e-8im	-1.1514822080641124e-8 - 1.4521003258966894e-8im	-0.003909027196212785 - 3.028401682649051e-5im
-1.1570561568485411 + 0.0im	-0.01394576322284747 - 7.50719635771265e-5im	-1.1729708649481156e-8 - 1.5085624320017286e-8im	-1.1736389429351743e-8 - 1.5088766333591616e-8im	-0.003951196372220151 - 3.139773213402872e-5im
-1.1456001552955852 + 0.0im	-0.014069068938195388 - 7.765327030403568e-5im	-1.1952719038077588e-8 - 1.5670675975051536e-8im	-1.1959513395300952e-8 - 1.5673935911594164e-8im	-0.003993844937645073 - 3.2540307764605274e-5im
-1.1342575795005794 + 0.0im	-0.014193296876300542 - 8.028879997927336e-5im	-1.2177257078181693e-8 - 1.6273543375869796e-8im	-1.2184166061209326e-8 - 1.6276924968682363e-8im	-0.004036978783038548 - 3.371211116521574e-5im
-1.1230273064362173 + 0.0im	-0.014318451149827115 - 8.297841359884874e-5im	-1.2403406356699164e-8 - 1.689465158164549e-8im	-1.2410431007196645e-8 - 1.6898158673953544e-8im	-0.004080604367159501 - 3.491351335304634e-5im
-1.1119082241942746 + 0.0im	-0.014444535437669919 - 8.572193769552499e-5im	-1.2631015033353435e-8 - 1.7534438567858826e-8im	-1.2638156328250971e-8 - 1.7538075116410622e-8im	-0.004124727668909578 - 3.614488997635998e-5im
-1.1008992318755193 + 0.0im	-0.01457155386025008 - 8.851916597442906e-5im	-1.2860164230996572e-8 - 1.819335597824937e-8im	-1.2867423131433889e-8 - 1.8197126056979408e-8im	-0.0041693552643818745 - 3.7406622442803545e-5im
-1.089999239480712 + 0.0im	-0.014699510378707403 - 9.136986111759868e-5im	-1.309084490419461e-8 - 1.8871869901018943e-8im	-1.309822233023156e-8 - 1.8875777704766817e-8im	-0.004214493581976616 - 3.8699099113397445e-5im
-1.0792071678026853 + 0.0im	-0.014828408981469312 - 9.427375675292382e-5im	-1.3323056873168024e-8 - 1.9570461667906013e-8im	-1.333055370068379e-8 - 1.957451151617912e-8im	-0.0042601492039295395 - 4.0022716560142294e-5im
-1.0685219483194903 + 0.0im	-0.014958253791449962 - 9.72305595819189e-5im	-1.355689420622917e-8 - 2.0289628674644632e-8im	-1.3564511284527501e-8 - 2.0293825015412535e-8im	-0.004306329068987238 - 4.137788088485265e-5im
-1.0579425230886044 + 0.0im	-0.015089048689387001 - 0.00010023995165974179im	-1.3792183898982283e-8 - 2.1029885221220303e-8im	-1.3799921981033224e-8 - 2.103423263472739e-8im	-0.0043530400433584365 - 4.27650090965164e-5im
-1.0474678446421826 + 0.0im	-0.015220797759218219 - 0.00010330159281986194im	-1.4029161997655052e-8 - 2.1791763370250004e-8im	-1.4037021831491705e-8 - 2.1796266572831214e-8im	-0.004400289018332478 - 4.418453054418047e-5im
-1.037096875883349 + 0.0im	-0.01535350512729635 - 0.0001064151232347718im	-1.426769587321891e-8 - 2.2575813821737757e-8im	-1.4275678108815174e-8 - 2.2580477669621815e-8im	-0.004448083198736849 - 4.563688840207811e-5im
-1.026828589983514 + 0.0im	-0.015487174962054815 - 0.00010958016610315081im	-1.4507897614115962e-8 - 2.3382606802399865e-8im	-1.451600285397338e-8 - 2.338743629548223e-8im	-0.004496429862110749 - 4.712254120345163e-5im
-1.016661970280707 + 0.0im	-0.015621811258684892 - 0.00011279633045293438im	-1.4749856688390598e-8 - 2.421273296770909e-8im	-1.4758085435047536e-8 - 2.421773325327618e-8im	-0.004545336378011626 - 4.864196441928193e-5im
-1.0065960101789178 + 0.0im	-0.015757418151495835 - 0.00011606321404880458im	-1.499334229062595e-8 - 2.506680431478287e-8im	-1.50016950257135e-8 - 2.5071980691167663e-8im	-0.004594810449599064 - 5.019565207792e-5im
-0.9966297130484334 + 0.0im	-0.015893999968633932 - 0.0001193804063917392im	-1.523857991765342e-8 - 2.5945455104232388e-8im	-1.524705696293243e-8 - 2.5950813024379903e-8im	-0.004644859645454766 - 5.178411842142705e-5im
-0.9867620921271618 + 0.0im	-0.01603156080207123 - 0.0001227474917974097im	-1.548566675864192e-8 - 2.684934278910368e-8im	-1.549426838912874e-8 - 2.68548878640242e-8im	-0.004695491861439922 - 5.340789959427496e-5im
-0.9769921704229325 + 0.0im	-0.016170104886385296 - 0.00012616405253943548im	-1.573461204862705e-8 - 2.7779148949074617e-8im	-1.5743338430623086e-8 - 2.7784886951160485e-8im	-0.004746715010247919 - 5.5067555359934506e-5im
-0.9673189806167649 + 0.0im	-0.01630963639146246 - 0.000129629672042773im	-1.5985540279758208e-8 - 2.8735580228128335e-8im	-1.5994391454007284e-8 - 2.874151709430989e-8im	-0.0047985372194510306 - 5.676367084079379e-5im
-0.957741564967094 + 0.0im	-0.016450159626186935 - 0.00013314393811187207im	-1.623813699130928e-8 - 2.9719369274002282e-8im	-1.624711291520375e-8 - 2.9725511108716458e-8im	-0.0048509668749429965 - 5.8496858276802626e-5im
-0.9482589752149445 + 0.0im	-0.016591679055835633 - 0.00013670644617763553im	-1.649297054065942e-8 - 3.0731275677814734e-8im	-1.650207099765942e-8 - 3.0737628755758775e-8im	-0.004904012402454963 - 6.026775879823513e-5im
-0.9388702724900441 + 0.0im	-0.016734198419905963 - 0.00014031680254673594im	-1.674955988732838e-8 - 3.1772086912396226e-8im	-1.675878457321092e-8 - 3.17786576810389e-8im	-0.004957682161386496 - 6.207704420800166e-5im
-0.9295745272178654 + 0.0im	-0.016877722549222374 - 0.00014397462763642092im	-1.7008511493043826e-8 - 3.2842619268005724e-8im	-1.701785995098029e-8 - 3.2849414349826134e-8im	-0.005011985567004613 - 6.392541876902596e-5im
-0.9203708190275894 + 0.0im	-0.01702225567455358 - 0.00014767955917762706im	-1.726943225355277e-8 - 3.394371878428614e-8im	-1.7278903821285466e-8 - 3.3950744978709865e-8im	-0.005066930651664439 - 6.581362099234109e-5im
-0.9112582366609796 + 0.0im	-0.017167801995670657 - 0.00015143125536900195im	-1.7532596324840787e-8 - 3.507626217751495e-8im	-1.7542190180136813e-8 - 3.5083526462516715e-8im	-0.005122526995360069 - 6.7742425421735e-5im
-0.902235877882158 + 0.0im	-0.017314366147341404 - 0.00015522939796432203im	-1.779797473140893e-8 - 3.62411577624305e-8im	-1.7807689933105795e-8 - 3.624866729577123e-8im	-0.005178783782909146 - 6.971264441101657e-5im
-0.8933028493882752 + 0.0im	-0.017461952066650327 - 0.0001590736952757861im	-1.8065645615006592e-8 - 3.743934636816455e-8im	-1.807548099979688e-8 - 3.7447108488229916e-8im	-0.005235710452939853 - 7.172512989025394e-5im
-0.8844582667210645 + 0.0im	-0.01761056417645138 - 0.0001629638850757706im	-1.8335660017285584e-8 - 3.867180224808367e-8im	-1.834561422060759e-8 - 3.8679824474291734e-8im	-0.00529331654663163 - 7.378077511767606e-5im
-0.8757012541792718 + 0.0im	-0.01776020731020683 - 0.00016689973737985214im	-1.8608165228200804e-8 - 3.993953398363883e-8im	-1.8618236673821735e-8 - 3.994782401638251e-8im	-0.00535161180335473 - 7.588051641431955e-5im
-0.8670309447319523 + 0.0im	-0.01791088518781053 - 0.0001708810570942442im	-1.888299686706935e-8 - 4.124358538263888e-8im	-1.8893183745207316e-8 - 4.1252151102729906e-8im	-0.005410606116426227 - 7.802533487894315e-5im
-0.858446479932626 + 0.0im	-0.018062602588403743 - 0.00017490768651124157im	-1.9160322981695854e-8 - 4.2585036372702496e-8im	-1.9170623321907628e-8 - 4.259388584028221e-8im	-0.005470309998530134 - 8.021625808122803e-5im
-0.8499470098342832 + 0.0im	-0.018215363969300905 - 0.0001789795076368514im	-1.944010096475339e-8 - 4.3965003890998094e-8im	-1.9450512330765456e-8 - 4.397414534388172e-8im	-0.0055307333287683905 - 8.245436173182587e-5im
-0.8415316929052309 + 0.0im	-0.018369173128343432 - 0.00018309644433547415im	-1.9722504823403558e-8 - 4.538464277175612e-8im	-1.973302471747707e-8 - 4.539408462317582e-8im	-0.0055918868203923685 - 8.474077132841357e-5im
-0.8331996959457731 + 0.0im	-0.01852403485540262 - 0.0001872584642773131im	-2.0007633035378394e-8 - 4.68451466334251e-8im	-2.001825863485371e-8 - 4.6854897469138676e-8im	-0.005653781135472006 - 8.707666377755203e-5im
-0.824950194005716 + 0.0im	-0.018679953487861698 - 0.00019146558067511748im	-2.0295104132373506e-8 - 4.834774876774534e-8im	-2.0305832247887616e-8 - 4.8357817342476954e-8im	-0.005716426859983975 - 8.946326899284175e-5im
-0.8167823703026891 + 0.0im	-0.01883693288112368 - 0.00019571785379790297im	-2.0585539131306166e-8 - 4.989372303342374e-8im	-2.059636636481879e-8 - 4.9904118266604155e-8im	-0.005779835726810423 - 9.19018714705941e-5im
-0.8086954161412763 + 0.0im	-0.01899497764690327 - 0.0002000153922504426im	-2.087821291410029e-8 - 5.1484384757512036e-8im	-2.0889135422631767e-8 - 5.149511572828651e-8im	-0.005844018278784395 - 9.439381184501336e-5im
-0.8006885308329468 + 0.0im	-0.019154091998966536 - 0.00020435835400857747im	-2.117375178107721e-8 - 5.312109164801569e-8im	-2.1184765475694936e-8 - 5.313216758948902e-8im	-0.00590898640416862 - 9.694048842569765e-5im
-0.792760921616779 + 0.0im	-0.019314279719954038 - 0.00020874694720174444im	-2.1471943405537717e-8 - 5.480524472168281e-8im	-2.1483043808478008e-8 - 5.481667501437042e-8im	-0.005974751824940549 - 9.954335872110721e-5im
-0.7849118035809693 + 0.0im	-0.019475545414530667 - 0.00021318143063556665im	-2.1772816505216825e-8 - 5.653828925134575e-8im	-2.178399877112102e-8 - 5.655008341580448e-8im	-0.006041326467433199 - 0.00010220394095252825im
-0.7771403995851182 + 0.0im	-0.019637892586164864 - 0.00021766211404888476im	-2.2076341594100053e-8 - 5.832171573760706e-8im	-2.2087600479446037e-8 - 5.8333883426216785e-8im	-0.006108722320652701 - 0.00010492381556395915im
-0.7694459401832853 + 0.0im	-0.019801326202463682 - 0.00022218935810120732im	-2.2382454052857067e-8 - 6.01570609100679e-8im	-2.2393783918428324e-8 - 6.016961189794042e-8im	-0.006176951767135526 - 0.00010770462673427395im
-0.7618276635478072 + 0.0im	-0.01996585052355384 - 0.0002267635740882401im	-2.2691152381679945e-8 - 6.204590876369452e-8im	-2.2702547164950415e-8 - 6.205885293868505e-8im	-0.006246027392697651 - 0.00011054808389895164im
-0.7542848153938685 + 0.0im	-0.020131468376185114 - 0.0002313852233848862im	-2.3002203768637095e-8 - 6.398989163629837e-8im	-2.3013656958285546e-8 - 6.40032389881e-8im	-0.006315961836145055 - 0.00011345596328962116im
-0.7468166489048202 + 0.0im	-0.020298183156563003 - 0.00023605481661687864im	-2.3315992158473236e-8 - 6.59906913334638e-8im	-2.3327496810678783e-8 - 6.600445194176463e-8im	-0.006386768389938651 - 0.00011643010950062604im
-0.7394224246582378 + 0.0im	-0.020466000053674643 - 0.000240772912564041im	-2.363208366183439e-8 - 6.805004030759638e-8im	-2.3643632357897756e-8 - 6.806422432928407e-8im	-0.006458460198693745 - 0.00011947243709277938im
-0.7321014105527107 + 0.0im	-0.020634922161522046 - 0.00024554011679999354im	-2.3950541570452844e-8 - 7.016972289807029e-8im	-2.3962126494310416e-8 - 7.018434055346961e-8im	-0.006531050845698498 - 0.0001225849322454373im
-0.7248528817353571 + 0.0im	-0.02080495312422564 - 0.0002503570800749809im	-2.4271333597322373e-8 - 7.235157663973341e-8im	-2.4282946190126967e-8 - 7.236663819786631e-8im	-0.006604554117971675 - 0.0001257696544689744im
-0.7176761205300566 + 0.0im	-0.02097609686232072 - 0.00025522449645035014im	-2.4594330255107055e-8 - 7.45974936472682e-8im	-2.460596168093534e-8 - 7.461300941012835e-8im	-0.006678983978132323 - 0.000129028738390675im
-0.7105704163663926 + 0.0im	-0.0211483562678871 - 0.0002601431011950272im	-2.4919239394715517e-8 - 7.690942208311434e-8im	-2.493088018307548e-8 - 7.692540236895189e-8im	-0.006754354485138174 - 0.00013236439562798919im
-0.7035350657092996 + 0.0im	-0.02132173497248145 - 0.00026511366845616806im	-2.5246237032609583e-8 - 7.928936771681725e-8im	-2.525787721575874e-8 - 7.930582284243169e-8im	-0.006830680607769155 - 0.0001357789167639781im
-0.6965693719894055 + 0.0im	-0.021496236855240946 - 0.0002701370087178947im	-2.557509346398975e-8 - 8.173939558378647e-8im	-2.5586722497280576e-8 - 8.17563358458301e-8im	-0.006907976932985748 - 0.0001392746734406654im
-0.6896726455340648 + 0.0im	-0.02167186433622164 - 0.00027521396606375884im	-2.5905683954926997e-8 - 8.426163175151671e-8im	-2.591729072306485e-8 - 8.427906740681508e-8im	-0.00698625859139216 - 0.00014285412058682672im
-0.682844203499074 + 0.0im	-0.02184862076603168 - 0.00028034541526018614im	-2.623783831651285e-8 - 8.685826520134164e-8im	-2.6249411124446853e-8 - 8.6876206446239e-8im	-0.007065541481060539 - 0.00014651979879756397im
-0.6760833698010634 + 0.0im	-0.022026508542743968 - 0.0002855322586797266im	-2.6571326453813385e-8 - 8.953154983376004e-8im	-2.6582852990004197e-8 - 8.955000678250459e-8im	-0.007145840504319778 - 0.00015027433688376206im
-0.6693894750505578 + 0.0im	-0.022205532861149877 - 0.00029077542308436144im	-2.6906260378932524e-8 - 9.228380660528064e-8im	-2.6917727875377507e-8 - 9.230278926746536e-8im	-0.00722717227079689 - 0.00015412045461024351im
-0.6627618564857007 + 0.0im	-0.022385693997561 - 0.0002960758562904808im	-2.724252301145053e-8 - 9.511742580458999e-8im	-2.725391771150328e-8 - 9.513694406167188e-8im	-0.007309553137208337 - 0.00015806096564210628im
-0.6561998579066344 + 0.0im	-0.022566995592428897 - 0.0003014345237383431im	-2.7579134751257008e-8 - 9.803486947564503e-8im	-2.7590442697691397e-8 - 9.805493305656562e-8im	-0.007392998797533994 - 0.00016209878071935148im
-0.649702829610529 + 0.0im	-0.022749439967324977 - 0.000306852404989906im	-2.7916710574587448e-8 - 1.0103867399502607e-7im	-2.792791691951434e-8 - 1.0105929245096508e-7im	-0.007477527372517969 - 0.00016623691108047164im
-0.6432701283272565 + 0.0im	-0.02293303027466892 - 0.00031233049017985475im	-2.8254852824677054e-8 - 1.0413145281057402e-7im	-2.8265942099479273e-8 - 1.0415263548886862e-7im	-0.007563155790775271 - 0.00017047847215619942im
-0.6369011171556995 + 0.0im	-0.023117767766333938 - 0.0003178697764454047im	-2.8593247957655777e-8 - 1.0731589934795154e-7im	-2.8604204074754216e-8 - 1.0733765536521644e-7im	-0.007649901706912073 - 0.0001748266875550728im
-0.6305951655006926 + 0.0im	-0.023303655349312034 - 0.0003234712643610659im	-2.8931688843226795e-8 - 1.1059479009133137e-7im	-2.894249504964281e-8 - 1.1061712830582674e-7im	-0.007737782964572475 - 0.00017928489336289913im
