w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
-0.11617618040963168 + 0.0im	-0.514651371760954 - 0.020447501117958664im	0.00010442758422469366 - 6.657934348921148e-5im	-0.00021688875150562318 + 0.00013826975604064375im	1.005746777730603 + 0.801712912880755im
-0.11502592119765513 + 0.0im	-0.5170186654824547 - 0.020632209157958024im	0.0001079365318545872 - 6.657990278510526e-5im	-0.0002241763841718421 + 0.00013827070817946913im	1.0091312405992054 + 0.8249678144629388im
-0.11388705069074766 + 0.0im	-0.5193847657619481 - 0.02081765044352603im	0.00011151475412588739 - 6.650961116954321e-5im	-0.00023160788789422756 + 0.00013812450968373952im	1.0120582477902176 + 0.8485937273929347im
-0.11275945612945312 + 0.0im	-0.5217495651210503 - 0.0210037908681161im	0.00011516137096550635 - 6.636551927429441e-5im	-0.00023918143481335653 + 0.00013782503517066543im	1.014510392759452 + 0.8725817091360162im
-0.11164302587074566 + 0.0im	-0.5241129598644593 - 0.02119059571848892im	0.00011887539553741428 - 6.614467244503059e-5im	-0.0002468949753408188 + 0.00013736614828074574im	1.0164705084515948 + 0.8969220425007114im
-0.1105376493769759 + 0.0im	-0.5264748448563779 - 0.02137802985838922im	0.00012265571926746793 - 6.584411560350615e-5im	-0.00025474620705723077 + 0.00013674171177567785im	1.0179214300903998 + 0.9216042287293013im
-0.10944321720492663 + 0.0im	-0.5288351201571808 - 0.02156605791767481im	0.00012650116346292936 - 6.546089824205855e-5im	-0.0002627326819197417 + 0.00013594559791106934im	1.0188461506901811 + 0.9466169822103507im
-0.10835962099497685 + 0.0im	-0.53119368799267 - 0.021754644485573432im	0.00013041024569303218 - 6.499207954161149e-5im	-0.00027085132106423326 + 0.00013497169906564755im	1.0192279888244136 + 0.9719482268830915im
-0.10728675346037313 + 0.0im	-0.5335504522804377 - 0.021943754306689007im	0.0001343816323491088 - 6.443473360386848e-5im	-0.0002790993547151518 + 0.00013381393860762152im	1.0190502603029798 + 0.9975850944000048im
-0.10622450837660706 + 0.0im	-0.5359053200824133 - 0.02213335247833602im	0.00013841369072245999 - 6.378595478790152e-5im	-0.00028747339190809994 + 0.0001324662819778567im	1.0182968174665177 + 1.0235139241102835im
-0.10517278057089807 + 0.0im	-0.5382582005154928 - 0.0223234046477467im	0.00014250470941091245 - 6.304286314087657e-5im	-0.0002959698782464858 + 0.00013092274796855691im	1.0169517551511889 + 1.049720264922638im
-0.10413146591178027 + 0.0im	-0.5406090056031414 - 0.02251387720767387im	0.0001466528513172894 - 6.220260991220497e-5im	-0.00030458499828539293 + 0.00012917742017521045im	1.0149990113823941 + 1.07618887910142im
-0.10310046129879234 + 0.0im	-0.5429576493047368 - 0.022704737488899843im	0.00015085616151364723 - 6.126238313998279e-5im	-0.00031331469186397846 + 0.0001272244585986707im	1.012424626673465 + 1.1029037480451263im
-0.10207966465226964 + 0.0im	-0.5453040486958975 - 0.02289595394816244im	0.00015511255908547404 - 6.0219413298167805e-5im	-0.00032215463716770136 + 0.00012505811137337848im	1.0092126944033015 + 1.1298480800910664im
-0.10106897490323727 + 0.0im	-0.5476481220779149 - 0.0230874963500196im	0.00015941984276093805 - 5.907097899254749e-5im	-0.0003311002624188504 + 0.00012267272659692447im	1.005349248390911 + 1.1570043203843763im
-0.10006829198340324 + 0.0im	-0.5499897897752082 - 0.0232793359411975im	0.00016377568965627307 - 5.7814412693183506e-5im	-0.00034014674327109495 + 0.00012006276423536869im	1.0008205485938435 + 1.1843541628435734im
-0.09907751681525073 + 0.0im	-0.5523289769686446 - 0.023471445616000935im	0.00016817765756233023 - 5.644710649066087e-5im	-0.000349289007558263 + 0.00011722280807800643im	0.9956134258521312 + 1.2118785642485912im
-0.09809655130222844 + 0.0im	-0.554665602317859 - 0.023663800071411535im	0.00017262318813974153 - 5.496651786314112e-5im	-0.00035852174191435275 + 0.00011414757771457906im	0.9897152540292516 + 1.2395577604706294im
-0.09712529831903806 + 0.0im	-0.5569996025559852 - 0.02385637595055529im	0.0001771095989704776 - 5.337017544090827e-5im	-0.0003678393753438118 + 0.0001108319405072829im	0.9831138520323728 + 1.2673712848562595im
-0.09616366170201789 + 0.0im	-0.559330900417392 - 0.024049151973291008im	0.00018163409239945263 - 5.1655684754807794e-5im	-0.000377236097413726 + 0.00010727092352933914im	0.9757980978449777 + 1.2952979887711555im
-0.09521154623962166 + 0.0im	-0.5616594275766869 - 0.02424210905274849im	0.00018619376400824743 - 4.9820733954716116e-5im	-0.00038670587606658553 + 0.00010345972544132725im	0.9677573841950253 + 1.323316064301363im
-0.09426885766299174 + 0.0im	-0.5639851127675523 - 0.02443523039673598im	0.0001907855954850281 - 4.786309948393539e-5im	-0.0003962424426461942 + 9.939372827599515e-5im	0.9589815674653218 + 1.3514030691025143im
-0.09333550263662549 + 0.0im	-0.5663078901490465 - 0.02462850159303466im	0.00019540646611980843 - 4.578065169519471e-5im	-0.00040583931584603977 + 9.506850910180339e-5im	0.9494616336557941 + 1.3795359533795992im
-0.09241138874913414 + 0.0im	-0.5686276933226065 - 0.024821910677706498im	0.00020005313357280218 - 4.357136039374457e-5im	-0.0004154897617521586 + 9.047985153506739e-5im	0.9391898192523177 + 1.4076910889720267im
-0.0914964245040932 + 0.0im	-0.5709444541044589 - 0.025015448185657967im	0.00020472228198790257 - 4.123330029287113e-5im	-0.00042518689377054887 + 8.562375707022062e-5im	0.9281579767247795 + 1.4358443005106392im
-0.09059051931098337 + 0.0im	-0.5732581078134878 - 0.025209107182826235im	0.0002094104850090822 - 3.8764656367014454e-5im	-0.0004349235953592236 + 8.049645619743083e-5im	0.9163596627127617 + 1.4639708986053204im
-0.08969358347622115 + 0.0im	-0.5755685948660022 - 0.02540288327948578im	0.00021411422468614776 - 3.6163729087572934e-5im	-0.00044469256158026564 + 7.509441927658666e-5im	0.9037896048523025 + 1.492045715013633im
-0.08880552819427837 + 0.0im	-0.5778758579181276 - 0.025596774624309607im	0.00021882984475786802 - 3.342893952638931e-5im	-0.00045448619746339225 + 6.941436713649487e-5im	0.8904428151284611 + 1.5200431397327876im
-0.08792626553888946 + 0.0im	-0.5801797957755446 - 0.025790781878960698im	0.00022355368149816016 - 3.055883431187107e-5im	-0.00046429689443328243 + 6.345328136803592e-5im	0.8763155964950761 + 1.5479371599491631im
-0.087055708454346 + 0.0im	-0.5824803631874325 - 0.025984908173134907im	0.00022828193753502316 - 2.755209042267941e-5im	-0.00047411676584336356 + 5.7208414279989984e-5im	0.8614052736214693 + 1.5757014007714998im
-0.08619377074687723 + 0.0im	-0.5847775231359134 - 0.026179159040125365im	0.0002330108015391364 - 2.4407519803937915e-5im	-0.0004839378960734314 + 5.067729848627984e-5im	0.8457100822332442 + 1.603309167666008im
-0.08534036707611607 + 0.0im	-0.5870711607693965 - 0.026373542333125926im	0.00023773630622285036 - 2.1124073790965935e-5im	-0.000493752045598108 + 4.3857756093487445e-5im	0.8292294131944045 + 1.6307334905038176im
-0.08449541294664957 + 0.0im	-0.5893612214636491 - 0.02656806812264462im	0.00024245447340594817 - 1.7700847325630365e-5im	-0.0005035509522719776 + 3.674790745768642e-5im	0.8119640945514883 + 1.657947169123632im
-0.08365882469965304 + 0.0im	-0.5916476771910715 - 0.026762748575544223im	0.00024716128141555717 - 1.4137082950536475e-5im	-0.0005133262636170525 + 2.934617947989812e-5im	0.7939108681360069 + 1.6849228203050988im
-0.08283051950460697 + 0.0im	-0.5939304110318638 - 0.026957597816377576im	0.0002518525856709087 - 1.0432174566448996e-5im	-0.0005230693718963429 + 2.1651313409826645e-5im	0.7750836042970618 + 1.7116329260413066im
-0.08201041535109602 + 0.0im	-0.5962093474872759 - 0.027152631771827966im	0.00025652427712734657 - 6.585670938540478e-6im	-0.0005327717431716372 + 1.3662372127963847e-5im	0.7554756563022796 + 1.7380498829921134im
-0.08119843104068912 + 0.0im	-0.5984844673231243 - 0.027347867999206202im	0.0002611721571424024 - 2.5972789373226232e-6im	-0.0005424246574240123 + 5.378746876687061e-6im	0.7350950933576353 + 1.7641460529935125im
-0.08039448617890012 + 0.0im	-0.6007556201919387 - 0.027543325500090508im	0.0002657920046368296 + 1.5331334995884726e-6im	-0.000552019348034127 - 3.1998365884142e-6im	0.7139479933840651 + 1.7898938144923715im
-0.07959850116722784 + 0.0im	-0.6030227974069173 - 0.027739024520324437im	0.0002703795749365602 + 5.805534698371762e-6im	-0.0005615469993786235 - 1.2073312455016876e-5im	0.6920414100575171 + 1.8152656147700938im
-0.07881039719527509 + 0.0im	-0.6052858825099553 - 0.02793498633770869im	0.0002749306035976571 + 1.0219726885670939e-5im	-0.0005709987547723691 - 2.1241269945566926e-5im	0.6693835823107744 + 1.8402340228138363im
-0.07803009623294563 + 0.0im	-0.607544792395869 - 0.028131233038834094im	0.0002794408052155808 + 1.4775344143688217e-5im	-0.0005803657139989969 - 3.070294907008788e-5im	0.6459838403297841 + 1.8647717826891275im
-0.07725752102271845 + 0.0im	-0.6097994739823158 - 0.028327787286608026im	0.0002839059166436134 + 1.947185069586018e-5im	-0.0005896390230627356 - 4.04572370655452e-5im	0.6218527064086629 + 1.888851867263723im
-0.07649259507199846 + 0.0im	-0.6120498233922884 - 0.02852467208011512im	0.00028832163729455737 + 2.430853953471652e-5im	-0.0005988097502097891 - 5.050266554586184e-5im	0.5970020247221435 + 1.9124475321289447im
-0.07573524264554303 + 0.0im	-0.6142957490047803 - 0.028721910508537375im	0.00029268371913868606 + 2.9284531402911024e-5im	-0.0006078690728385788 - 6.0837408385408675e-5im	0.5714443847997389 + 1.935532369561838im
-0.0749853887579634 + 0.0im	-0.6165371762820766 - 0.028919525500924075im	0.00029698789520957554 + 3.43987741377498e-5im	-0.0006168081290162136 - 7.145928035741577e-5im	0.5451938213212585 + 1.9580803623690457im
-0.0742429591663004 + 0.0im	-0.6187740034251629 - 0.029117539573659743im	0.0003012299507759709 + 3.9650042388813605e-5im	-0.0006256181652931191 - 8.236573654723516e-5im	0.5182653108601379 + 1.9800659374516476im
-0.07350788036267367 + 0.0im	-0.6210061053158528 - 0.029315974577518594im	0.0003054057752014564 + 4.503693771748673e-5im	-0.0006342906444098254 - 9.355387255876083e-5im	0.49067500390121943 + 2.0014640189291026im
-0.07278007956700364 + 0.0im	-0.6232334396082725 - 0.02951485144622281im	0.0003095109826153277 + 5.0557889086361246e-5im	-0.0006428164574741079 - 0.00010502042553055619im	0.4624401065005855 + 2.0222500806599624im
-0.07205948471980558 + 0.0im	-0.6254558961233143 - 0.02971418994843503im	0.00031354171440661923 + 5.621115374558195e-5im	-0.000651187590647801 - 0.00011676177597636518im	0.43357884923764145 + 2.0424001979973543im
-0.07134602447505503 + 0.0im	-0.6276733503455236 - 0.029914008445114534im	0.0003174938539408826 + 6.19948185222315e-5im	-0.0006593954942043357 - 0.00012877395046267687im	0.40411053010099746 + 2.061891098618033im
-0.07063962819312379 + 0.0im	-0.6298857068120733 - 0.030114323654149372im	0.0003213634524910429 + 6.790680151783394e-5im	-0.000667431967138612 - 0.00014105262513389096im	0.37405542417440724 + 2.080700212265517im
-0.06994022593378593 + 0.0im	-0.6320928776186993 - 0.030315150424147556im	0.0003251465450254473 + 7.394485421797281e-5im	-0.0006752887745769898 - 0.00015359313009338614im	0.3434347745933571 + 2.098805719250006im
-0.069247748449293 + 0.0im	-0.6342947513943131 - 0.03051650151922107im	0.00032883939325953067 + 8.010656401687893e-5im	-0.0006829581525724141 - 0.00016639045464642488im	0.31227080552268904 + 2.116186597550771im
-0.06856212717751782 + 0.0im	-0.6364912080375648 - 0.030718387416539407im	0.00033243824180723857 + 8.638935715865282e-5im	-0.0006904323016548226 - 0.00017943925340835142im	0.28058661111985583 + 2.132822668370318im
-0.06788329423516616 + 0.0im	-0.638682162634224 - 0.030920816118350306im	0.0003359394672359408 + 9.279050209553079e-5im	-0.0006977036964027023 - 0.0001927338532789382im	0.24840615107307315 + 2.1486946399939137im
-0.0672111824110556 + 0.0im	-0.6408674934973765 - 0.031123792980078904im	0.00033933955981432556 + 9.93071132623153e-5im	-0.0007047650475354028 - 0.00020626826128105187im	0.21575423313901249 + 2.1637841498129036im
-0.06654572515946099 + 0.0im	-0.6430470876076951 - 0.03132732055601085im	0.00034263510346720446 + 0.00010593615526473078im	-0.000711609260281811 - 0.00022003617325899816im	0.1826564450735951 + 2.178073804375935im
-0.06588685659352572 + 0.0im	-0.6452208594465536 - 0.03153139846395135im	0.00034582280534173695 + 0.00011267444747808646im	-0.0007182294957844944 - 0.00023403098342902483im	0.1491390344207097 + 2.1915472173381634im
-0.06523451147873834 + 0.0im	-0.6473886781548641 - 0.03173602327012199im	0.0003488995734921925 + 0.00011951866905118788im	-0.000724619332448242 - 0.00024824579477149094im	0.1152291863619514 + 2.2041890451853474im
-0.0645886252264736 + 0.0im	-0.649550427227209 - 0.03194118839541926im	0.00035186227932166794 + 0.00012646536430897971im	-0.0007307722725472314 - 0.00026267343025115306im	0.08095451419968865 + 2.2159850206169556im
-0.06394913388759763 + 0.0im	-0.6517060122387528 - 0.032146884044007264im	0.00035470812132982625 + 0.00013351094854589877im	-0.0007366824976990452 - 0.00027730644484892663im	0.046343416242347 + 2.2269219834801643im
-0.06331597414613627 + 0.0im	-0.6538553211900943 - 0.032353097155060205im	0.00035743444167825274 + 0.00014065171420040137im	-0.0007423444878917697 - 0.00029213713838531665im	0.01142449894123057 + 2.2369879091548857im
-0.06268908331300621 + 0.0im	-0.6559982458849215 - 0.03255981137829955im	0.000360038534081177 + 0.0001478838373995877im	-0.0007477526224805143 - 0.00030715756911250583im	-0.023772794204673438 + 2.246171934298625im
-0.06206839931980813 + 0.0im	-0.6581346810017019 - 0.03276700707380037im	0.00036251805017218676 + 0.0001552033848612974im	-0.0007529020241842681 - 0.0003223595680488908im	-0.059218875402263386 + 2.254464379869131im
-0.061453860712681316 + 0.0im	-0.6602645199941765 - 0.03297466133635722im	0.00036487072498771076 + 0.00016260632113949182im	-0.0007577879889359767 - 0.0003377347540266041im	-0.09488320777855122 + 2.261856771352055im
-0.060845406646219125 + 0.0im	-0.6623876607182041 - 0.033182748044518706im	0.0003670945083034652 + 0.00017008851619719666im	-0.0007624062586532956 - 0.000353274549419364im	-0.13073548020434075 + 2.2683418561308444im
-0.060242976877444676 + 0.0im	-0.6645040024803002 - 0.03339123793421065im	0.00036918749254702876 + 0.00017764575328973247im	-0.0007667528715282483 - 0.00036897019651477715im	-0.1667447396494118 + 2.2739136179458597im
-0.05964651175984621 + 0.0im	-0.6666134462748975 - 0.03360009869667853im	0.0003711479726724801 + 0.000185273737139442im	-0.0007708242863738175 - 0.000384812774492081im	-0.20288053371457973 + 2.2785672884001102im
-0.059055952237471496 + 0.0im	-0.6687158966564669 - 0.033809295100292694im	0.0003729744254810734 + 0.00019296810238164313im	-0.0007746173396787391 - 0.0004007932169632115im	-0.23911118400579076 + 2.282299355479282im
-0.05847123983908069 + 0.0im	-0.67081126432651 - 0.03401878913556929im	0.00037466549570253804 + 0.00020072442226007098im	-0.0007781292167006349 - 0.00041690233003206805im	-0.27540560066724185 + 2.285107569064367im
-0.057892316672357114 + 0.0im	-0.6728994480533557 - 0.03422854018257749im	0.0003762200554668254 + 0.00020853821754868328im	-0.0007813575749807972 - 0.0004331308108239388im	-0.31173238592006564 + 2.286990943425615im
-0.05731912541817536 + 0.0im	-0.6749803731296172 - 0.03443850519972125im	0.0003776371501392175 + 0.00021640496567534078im	-0.0007843004318521297 - 0.00044946926643423527im	-0.3480605686313789 + 2.287949756697309im
-0.0567516093249261 + 0.0im	-0.6770539529426575 - 0.034648638932710404im	0.0003789160282765728 + 0.00022432011002161196im	-0.0007869562266544744 - 0.0004659082332430496im	-0.3843584649747711 + 2.287985547343313im
-0.05618971220289713 + 0.0im	-0.6791201105620677 - 0.034858894142367314im	0.00038005613714321403 + 0.00023227906937172934im	-0.0007893238114231666 - 0.00048243819653952485im	-0.4205955730700876 + 2.2871011076337773im
-0.05563337841871003 + 0.0im	-0.6811787618451772 - 0.03506922184975716im	0.0003810571216872009 + 0.00024027724748261877im	-0.0007914024487599758 - 0.0004990496103977195im	-0.45674052230805817 + 2.2853004741639267im
-0.05508255288981191 + 0.0im	-0.6832298481793896 - 0.035279571596980384im	0.0003819188489123755 + 0.0002483100427458946im	-0.0007931918624568162 - 0.0005157329177435092im	-0.49276282943719435 + 2.2825889154557135im
-0.054537181079021696 + 0.0im	-0.6852732973116709 - 0.03548989172182914im	0.00038264136281032684 + 0.00025637285791179216im	-0.0007946921438908312 - 0.0005324785705501781im	-0.5286321327551945 + 2.278972916693333im
-0.053997208989130394 + 0.0im	-0.6873090475953747 - 0.03570012964438287im	0.000383224910971555 + 0.00026446110984421295im	-0.0007959038072970375 - 0.0005492770500986578im	-0.5643182788563852 + 2.274460161653047im
-0.053462583157554845 + 0.0im	-0.6893370417331128 - 0.035910232163507784im	0.00038366995205111584 + 0.0002725702392753599im	-0.0007968278052705031 - 0.0005661188872369711im	-0.5997921364794717 + 2.2690595118971886im
-0.0529332506510444 + 0.0im	-0.6913572250902273 - 0.03612014576112761im	0.00038397713858674524 + 0.000280695720527905im	-0.0007974654930844866 - 0.0005829946825722781im	-0.635024231754337 + 2.262780983311153im
-0.05240915906044 + 0.0im	-0.6933695517882141 - 0.036329816912050256im	0.0003841473367376922 + 0.00028883307117220057im	-0.0007978186696832685 - 0.000599895126528063im	-0.6699864286527529 + 2.2556357200707535im
-0.05189025649548514 + 0.0im	-0.6953739764975271 - 0.036539192397071756im	0.00038418158852240766 + 0.00029697786158578354im	-0.0007978894992578448 - 0.0006168110191984441im	-0.7046494741222051 + 2.2476359661354324im
-0.05137649157968826 + 0.0im	-0.697370460156535 - 0.036748219617028566im	0.0003840811273423197 + 0.000305125724382308im	-0.0007976805434893079 - 0.0006337332899313313im	-0.7389871140983898 + 2.2387950343705203im
-0.0508678134452359 + 0.0im	-0.6993589680895539 - 0.03695684690543977im	0.0003838473833148447 + 0.0003132723636770684im	-0.000797194772620311 - 0.0006506530165722586im	-0.7729722814131716 + 2.2291272734088046im
-0.05036417172795634 + 0.0im	-0.7013394702462308 - 0.037165023837367306im	0.00038348198510311797 + 0.00032141356415648953im	-0.0007964355692567455 - 0.0006675614443011121im	-0.8065785559957082 + 2.2186480323684212im
-0.04986551656233301 + 0.0im	-0.7033119394561211 - 0.037372701532128495im	0.00038298672672716237 + 0.0003295451999193172im	-0.0007954066594422209 - 0.0006844500039947502im	-0.8397811329398829 + 2.20737362355002im
-0.04937179857656734 + 0.0im	-0.7052763562209852 - 0.037579832947517655im	0.00038236357629425037 + 0.0003376632430577863im	-0.0007941121307877814 - 0.0007013103300496273im	-0.872554891143722 + 2.1953212832417135im
-0.048882968887690434 + 0.0im	-0.7072327017568836 - 0.03778637316323759im	0.0003816146771519276 + 0.0003457637719477436im	-0.0007925564348668367 - 0.0007181342775999896im	-0.9048766638699921 + 2.182509130765279im
-0.0483989790967232 + 0.0im	-0.7091809626404885 - 0.03799227965130092im	0.0003807423347664383 + 0.0003538429792175909im	-0.0007907443599639571 - 0.0007349139390690492im	-0.9367230129443892 + 2.168956125901239im
-0.047919781283884355 + 0.0im	-0.7111211290522766 - 0.038197512531240506im	0.00037974902511045595 + 0.0003618971793669481im	-0.0007886810484975056 - 0.0007516416599927086im	-0.9680723583491382 + 2.154682024834275im
-0.0474453280038459 + 0.0im	-0.7130531948518946 - 0.03840203480806343im	0.000378637352642817 + 0.000369922816007175im	-0.000786371909745872 - 0.0007683100540579567im	-0.9989033167596116 + 2.1397073347633833im
-0.04697557228103554 + 0.0im	-0.7149771619088737 - 0.03860581259099737im	0.0003774100849757555 + 0.00037791646869726053im	-0.0007838226918481203 - 0.0007849120173009244im	-1.0291959875384367 + 2.124053267323681im
-0.046510467604985686 + 0.0im	-0.7168930095136672 - 0.03880881529120589im	0.0003760700888684278 + 0.00038587485935015156im	-0.0007810393488700978 - 0.0008014407414128173im	-1.0589309214937277 + 2.1077416909684947im
-0.0460499679257284 + 0.0im	-0.7188007657384113 - 0.03901101579679529im	0.00037462046448587916 + 0.0003937948581862919im	-0.0007780283196485611 - 0.000817889726105479im	-1.0880904383391585 + 2.0907950824616477im
-0.04559402764923604 + 0.0im	-0.7207004244197756 - 0.039212390623593246im	0.00037306433970774554 + 0.0004016734892130095im	-0.0007747961005890147 - 0.0008342527904922272im	-1.1166566817173362 + 2.073236477630334im
-0.045142601632906974 + 0.0im	-0.7225919932747603 - 0.03941292004035344im	0.0003714049392573155 + 0.0004095079352103883im	-0.00077134938923684 - 0.0008505240834437221im	-1.1446141170962214 + 2.0550894215289772im
-0.04469564518109601 + 0.0im	-0.7244754812835048 - 0.0396125881672238im	0.0003696456293841118 + 0.00041729554220640617im	-0.0007676951770886016 - 0.000866698092883125im	-1.1719473394473 + 2.0363779181638306im
-0.04425311404068912 + 0.0im	-0.7263508988337434 - 0.03981138304651096im	0.0003677899236230855 + 0.0004250338234263844im	-0.0007638407615468583 - 0.0008827696539894644im	-1.1986424078868165 + 2.0171263799268417im
-0.0438149643967219 + 0.0im	-0.7282182576580244 - 0.0400092966849797im	0.0003658413223694437 + 0.00043272046270415916im	-0.0007597934127261003 - 0.0008987339562830899im	-1.2246863904303844 + 1.9973595768855434im
-0.043381152868041485 + 0.0im	-0.7300775684294007 - 0.04020632506713593im	0.000363803468824383 + 0.0004403533173448991im	-0.0007555606973529176 - 0.0009145865495722304im	-1.250067070576782 + 1.9771025860734832im
-0.04295163650301137 + 0.0im	-0.7319288462857321 - 0.04040246813916327im	0.00036167994566174043 + 0.0004479304204320119im	-0.0007511500564443544 - 0.0009303233487450266im	-1.2747741251902107 + 1.9563807409227751im
-0.04252637277525878 + 0.0im	-0.7337721026806152 - 0.04059772976340394im	0.00035947486168317645 + 0.0004554499825732772im	-0.0007465700237617781 - 0.0009459406373968741im	-1.298797473679835 + 1.9352195809771264im
-0.04210531957946414 + 0.0im	-0.7356073503701516 - 0.04079211764350256im	0.00035719164096279844 + 0.00046291039308400466im	-0.0007418277109371061 - 0.0009614350702885398im	-1.3221285600399626 + 1.913644802019959im
-0.04168843522719222 + 0.0im	-0.7374346014415929 - 0.04098564322055608im	0.0003548342599131975 + 0.0004703102206077817im	-0.0007369313767778176 - 0.0009768036746361972im	-1.3447597795556456 + 1.8916822067479029im
-0.04127567844276457 + 0.0im	-0.7392538671998865 - 0.04117832154084373im	0.0003524066025489028 + 0.00047764821317813726im	-0.0007318890882001456 - 0.000992043850240301im	-1.3666846111418827 + 1.869357656115569im
-0.04086700835917284 + 0.0im	-0.7410651585161506 - 0.04137017109592932im	0.00034991253277806095 + 0.00048492329772721507im	-0.0007267088703607933 - 0.0010071533684659554im	-1.3878974162051092 + 1.8466970214722696im
-0.040462384514032515 + 0.0im	-0.7428684832741064 - 0.04156121363615317im	0.0003473559838519147 + 0.0004921345790503529im	-0.0007213988924519153 - 0.0010221303700932184im	-1.4083943853097118 + 1.8237261376063456im
-0.040061766845576746 + 0.0im	-0.7446638382447308 - 0.04175147395874088im	0.0003447408511118387 + 0.0004992813382381591im	-0.000715967244931437 - 0.0010369733620614534im	-1.4281714606028628 + 1.8004707568069143im
-0.03966511568868985 + 0.0im	-0.7464512457423136 - 0.04194097967196479im	0.0003420710617717846 + 0.0005063630305904102im	-0.0007104220844629667 - 0.0010516812131374492im	-1.4472264287897612 + 1.7769565040471464im
-0.03927239177098005 + 0.0im	-0.7482306994411376 - 0.042129760936988545im	0.00033935048224953765 + 0.0005133792830287061im	-0.0007047714414462489 - 0.0010662531485424777im	-1.4655583131804264 + 1.7532088333870142im
-0.03888355620889113 + 0.0im	-0.7500021997501406 - 0.042317850189212664im	0.0003365829879287296 + 0.000520329891027368im	-0.000699023364909083 - 0.0010806887435787786im	-1.4831662708502964 + 1.7292529856871524im
-0.03849857050385261 + 0.0im	-0.751765744030031 - 0.042505281841109854im	0.00033377241413492083 + 0.0005272148150845323im	-0.000693185820686432 - 0.0010949879163010105im	-1.5000512811156532 + 1.7051139477190829im
-0.03811739653846793 + 0.0im	-0.7535213264335042 - 0.04269209196870028im	0.00033092260412322165 + 0.000534034176757673im	-0.0006872667910893345 - 0.0011091509192830808im	-1.51621479456275 + 1.6808164127503347im
-0.03773999657274052 + 0.0im	-0.7552689486546158 - 0.04287831798395775im	0.0003280372673136024 + 0.0005407882542900502im	-0.0006812739804673097 - 0.001123178330535274im	-1.5316592693638174 + 1.6563847426764648im
-0.03736633324033715 + 0.0im	-0.7570085758384899 - 0.04306399829556685im	0.0003251201348437838 + 0.0005474774778565471im	-0.0006752151382662407 - 0.0011370710436308844im	-1.546388114825251 + 1.6318429317650962im
-0.03699636954488827 + 0.0im	-0.7587402111627655 - 0.04324917196055835im	0.00032217484004029193 + 0.0005541024244592826im	-0.0006690978108109455 - 0.0011508302571054047im	-1.5604055125541072 + 1.607214572070361im
-0.03663006885632502 + 0.0im	-0.7604638334187002 - 0.04343387832944182im	0.00031920497750379575 + 0.0005606638125050451im	-0.000662929463982114 - 0.0011644574631948408im	-1.5737166868917427 + 1.5825228205693809im
-0.0362673949072525 + 0.0im	-0.7621794210567306 - 0.04361815668752296im	0.0003162140586014916 + 0.0005671624960980894im	-0.0006567173907957121 - 0.0011779544359828192im	-1.586327457497209 + 1.5577903680655922im
-0.03590831178935891 + 0.0im	-0.7638869498922387 - 0.04380204589514509im	0.0003132055250409378 + 0.0005735994590831291im	-0.0006504687395903676 - 0.0011913232190288025im	-1.5982446068061382 + 1.533039409897026im
-0.035552783949860306 + 0.0im	-0.7655863938258218 - 0.043985584029621834im	0.0003101827337322968 + 0.0005799758088743804im	-0.0006441904825867975 - 0.0012045661125519274im	-1.6094752994021775 + 1.5082916184810808im
-0.0352007761879805 + 0.0im	-0.767277718464714 - 0.04416880803163634im	0.0003071489651299303 + 0.000586292770107384im	-0.0006378894332078296 - 0.0012176856602466827im	-1.62002800733019 + 1.4835681177207085im
-0.034852253651465846 + 0.0im	-0.7689608847827826 - 0.04435175335886784im	0.000304107412753203 + 0.0005925516781508791im	-0.0006315722243222619 - 0.001230684635807872im	-1.6299114200736062 + 1.458889459290613im
-0.034507181833134504 + 0.0im	-0.7706358721458428 - 0.04453445364957162im	0.00030106117197039136 + 0.0005987539725163538im	-0.0006252452849358095 - 0.0012435660292430136im	-1.6391351113117671 + 1.4342756008157573im
-0.03416552656745991 + 0.0im	-0.7723026324654929 - 0.044716940398779784im	0.00029801329876917365 + 0.0006049011902029902im	-0.000618914962273615 - 0.0012563330330504765im	-1.6477091681336682 + 1.4097458859484113im
-0.033827254027188024 + 0.0im	-0.7739611245115301 - 0.04489924264971348im	0.00029496654954571635 + 0.0006109949590155481im	-0.0006125869812812063 - 0.0012689890283413521im	-1.6556442960864564 + 1.3853190263440827im
-0.03349233071998814 + 0.0im	-0.7756113029376209 - 0.04508138670289591im	0.00029192389295094445 + 0.0006170369908922974im	-0.0006062675078009103 - 0.001281537570982134im	-1.6629517505119797 + 1.3610130855309206im
-0.033160723485136774 + 0.0im	-0.7772531309680866 - 0.04526339584533687im	0.00028888799835702405 + 0.000623029075279447im	-0.0005999620860415172 - 0.0012939823778338837im	-1.6696433025833581 + 1.336845464661762im
-0.03283239949023443 + 0.0im	-0.778886547506386 - 0.0454452901020214im	0.00028586145615408856 + 0.0006289730725875777im	-0.0005936760961738916 - 0.0013063273131616482im	-1.6757312142978986 + 1.3128328901326918im
-0.03250732622795488 + 0.0im	-0.7805115106450148 - 0.04562708601177524im	0.00028284678564756866 + 0.000634870907764394im	-0.0005874147707231486 - 0.0013185763752853986im	-1.6812280926515706 + 1.2889914030469407im
