w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
2.1882296241235794e-5 + 0.0im	-0.9972353039425136 - 6.504286016946865e-8im	-0.07287632252515815 - 6.369578946464117e-8im	0.15135840134291065 + 1.32275240753527e-7im	-0.9675378832940151 + 1.4028231375107532e-7im
2.2101119203648153e-5 + 0.0im	-0.9973356660196967 - 7.360493212246254e-8im	-0.07288424165985896 - 7.17497049128256e-8im	0.1513748487758367 + 1.4900110214848831e-7im	-0.9673337674364613 + 1.5766005463712038e-7im
2.2322130395684634e-5 + 0.0im	-0.9974371071759253 - 8.322437943547656e-8im	-0.07289241482990896 - 8.078954357118157e-8im	0.15139182382048896 + 1.677745993832754e-7im	-0.9671274624910748 + 1.771798625329078e-7im
2.254535169964148e-5 + 0.0im	-0.9975396410888712 - 9.40247316820192e-8im	-0.07290084880343109 - 9.092991270426862e-8im	0.15140934053373326 + 1.8883376284923922e-7im	-0.966918940890982 + 1.9909141868948275e-7im
2.2770805216637898e-5 + 0.0im	-0.9976432816871482 - 1.0614314343523315e-7im	-0.07290955053846931 - 1.0229801394254035e-7im	0.15142741336688603 + 2.1244278051315393e-7im	-0.9667081744939039 + 2.2367190522341968e-7im
2.299851326880428e-5 + 0.0im	-0.997748043157615 - 1.197318026524756e-7im	-0.07291852718925863 - 1.1503494063329133e-7im	0.15144605717873763 + 2.3889469241616176e-7im	-0.9664951346374768 + 2.512288479974214e-7im
2.322849840149232e-5 + 0.0im	-0.9978539399529386 - 1.3495947378885833e-7im	-0.07292778611272335 - 1.2929709874857342e-7im	0.15146528724904795 + 2.6851434179087036e-7im	-0.966279792124007 + 2.821032315303354e-7im
2.3460783385507243e-5 + 0.0im	-0.9979609867994139 - 1.5201318732312588e-7im	-0.0729373348751816 - 1.452577619956067e-7im	0.15148511929247163 + 3.016616049065126e-7im	-0.9660621172047454 + 3.166729095225009e-7im
2.3695391219362315e-5 + 0.0im	-0.9980691987048617 - 1.711000882643084e-7im	-0.07294718125911587 - 1.6310877257349096e-7im	0.1515055694726198 + 3.387349234100502e-7im	-0.9658420795639691 + 3.553563363682271e-7im
2.3932345131555937e-5 + 0.0im	-0.9981785909652067 - 1.9244945714658617e-7im	-0.07295733326869208 - 1.8306239986603e-7im	0.15152665441352264 + 3.801751646881936e-7im	-0.9656196483057554 + 3.986166469218861e-7im
2.4171668582871496e-5 + 0.0im	-0.998289178595083 - 2.163149180147865e-7im	-0.07296779931280956 - 2.0535337025589235e-7im	0.15154839157979713 + 4.264698376350003e-7im	-0.9653947918989167 + 4.4696611379165634e-7im
2.441338526870021e-5 + 0.0im	-0.9984009792989219 - 2.4297684895582324e-7im	-0.07297858740108705 - 2.302410821917413e-7im	0.15157079760683784 + 4.781576931753449e-7im	-0.9651674782019815 + 5.009710135593284e-7im
2.4657519121387212e-5 + 0.0im	-0.9985140074667405 - 2.7274501184399846e-7im	-0.07298970669272384 - 2.5801202163879455e-7im	0.15159389151754946 + 5.358337409690225e-7im	-0.9649376745386389 + 5.612569355693204e-7im
2.4904094312601085e-5 + 0.0im	-0.9986282802785186 - 3.0596141914218547e-7im	-0.07300116603894029 - 2.8898239409597867e-7im	0.15161769169524156 + 6.00154715906657e-7im	-0.9647053474201535 + 6.285145692988342e-7im
2.5153135255727098e-5 + 0.0im	-0.9987438146211786 - 3.4300345683810345e-7im	-0.0730129746822612 - 3.2350099047058646e-7im	0.15164221733591882 + 6.718450303092535e-7im	-0.9644704627464851 + 7.035060088170358e-7im
2.540466660828437e-5 + 0.0im	-0.998860627732768 - 3.8428728389661545e-7im	-0.07302514214130622 - 3.6195230526527005e-7im	0.1516674882090134 + 7.517032501606368e-7im	-0.9642329857104481 + 7.870716154672414e-7im
2.5658713274367214e-5 + 0.0im	-0.9989787372113359 - 4.3027152997655116e-7im	-0.07303767821826214 - 4.047599267531701e-7im	0.15169352467290442 + 8.406091362378626e-7im	-0.9639928807798422 + 8.801374826649015e-7im
2.5915300407110884e-5 + 0.0im	-0.9990981610260399 - 4.814613145950229e-7im	-0.07305059300838188 - 4.523902200957458e-7im	0.1517203476946461 + 9.395312936605726e-7im	-0.9637501116750867 + 9.837235495979294e-7im
2.6174453411181993e-5 + 0.0im	-0.9992189175288894 - 5.384126124243707e-7im	-0.07306389691004138 - 5.053563256947786e-7im	0.15174797887085562 + 1.0495354761569525e-6im	-0.9635046413455689 + 1.0989524136460452e-6im
2.6436197945293812e-5 + 0.0im	-0.9993410254669602 - 6.017369909774237e-7im	-0.07307760063520047 - 5.642224964654721e-7im	0.15177644044943914 + 1.1717935942421299e-6im	-0.9632564319450378 + 1.227058894503907e-6im
2.670055992474675e-5 + 0.0im	-0.9994645039950665 - 6.721067485757347e-7im	-0.07309171522024457 - 6.296087991711532e-7im	0.15180575535210974 + 1.3075934795239036e-6im	-0.9630054448060903 + 1.3694004062987002e-6im
2.696756552399422e-5 + 0.0im	-0.9995893726888734 - 7.502604822030157e-7im	-0.07310625203720492 - 7.02196206471699e-7im	0.15183594719769028 + 1.4583494604901394e-6im	-0.9627516404137502 + 1.527468197437133e-6im
2.723724117923416e-5 + 0.0im	-0.9997156515584733 - 8.370091166214841e-7im	-0.07312122280536242 - 7.82732107906363e-7im	0.15186704032621384 + 1.6256138083899764e-6im	-0.9624949783781286 + 1.7028995214977918e-6im
2.7509613591026503e-5 + 0.0im	-0.9998433610624259 - 9.33242427971452e-7im	-0.07313663960323837 - 8.720362696561524e-7im	0.15189905982382818 + 1.8110891151948704e-6im	-0.9622354174061506 + 1.897490806201325e-6im
2.7784709726936767e-5 + 0.0im	-0.9999725221222608 - 1.0399360969827787e-6im	-0.07315251488097806 - 9.710072746094413e-7im	0.15193203154851428 + 2.0166416691116785e-6im	-0.96197291527233 + 2.1132118913395696e-6im
2.8062556824206135e-5 + 0.0im	-1.0001031561374665 - 1.1581593288991556e-6im	-0.07316886147312882 - 1.0806294759852547e-6im	0.15196598215662652 + 2.244315896714674e-6im	-0.9617074287885942 + 2.3522214105225025e-6im
2.8343182392448197e-5 + 0.0im	-1.00023528500095 - 1.2890830792497091e-6im	-0.07318569261181367 - 1.201980499548552e-6im	0.15200093913025237 + 2.4963499444599817e-6im	-0.9614389137731342 + 2.616883395703108e-6im
2.862661421637268e-5 + 0.0im	-1.0003689311149753 - 1.4339889266946388e-6im	-0.07320302194029561 - 1.336239331277977e-6im	0.15203693080538533 + 2.7751924761388083e-6im	-0.9611673250183068 + 2.909785187659326e-6im
2.8912880358536406e-5 + 0.0im	-1.0005041174075633 - 1.5942786363183238e-6im	-0.07322086352691652 - 1.4846950292148622e-6im	0.15207398640087372 + 3.0835207667060417e-6im	-0.9608926162576059 + 3.2337567399414794e-6im
2.920200916212177e-5 + 0.0im	-1.0006408673492946 - 1.7714844589405425e-6im	-0.07323923187935863 - 1.6487561001282956e-6im	0.15211213604804188 + 3.4242601768795975e-6im	-0.9606147401318091 + 3.591891408224215e-6im
2.949402925374299e-5 + 0.0im	-1.0007792049703432 - 1.9672802142588234e-6im	-0.07325814195905975 - 1.8299605835696086e-6im	0.1521514108206287 + 3.800605096931987e-6im	-0.9603336481546831 + 3.987568321523679e-6im
2.978896954628042e-5 + 0.0im	-1.0009191548769367 - 2.1834932079165777e-6im	-0.07327760919505255 - 2.0299868878546656e-6im	0.15219184276353076 + 4.216041452176858e-6im	-0.9600492906798324 + 4.424476436341254e-6im
3.0086859241743223e-5 + 0.0im	-1.0010607422620297 - 2.4221170349056762e-6im	-0.07329764968551736 - 2.250665424496986e-6im	0.15223346531140225 + 4.674370866775223e-6im	-0.9597616168792338 + 4.906640379460922e-6im
3.0387727834160656e-5 + 0.0im	-1.001203992807518 - 2.6853253240510264e-6im	-0.07331827951007078 - 2.4939910896116932e-6im	0.15227631186037094 + 5.179736586633511e-6im	-0.9594705737897142 + 5.438448189843156e-6im
3.069160511250226e-5 + 0.0im	-1.0013489338125292 - 2.975486480679523e-6im	-0.07333951589042631 - 2.762136642810597e-6im	0.1523204181785874 + 5.736651266320261e-6im	-0.959176109790468 + 6.02468107480577e-6im
3.0998521163627286e-5 + 0.0im	-1.0014955910884682 - 3.2951794869369643e-6im	-0.07336137589688764 - 3.057467036103265e-6im	0.15236581971973057 + 6.350026729070663e-6im	-0.9588781693608477 + 6.67054530044253e-6im
3.130850637526356e-5 + 0.0im	-1.0016439931457382 - 3.647210821573287e-6im	-0.07338387796616068 - 3.382554747297163e-6im	0.15241255477539722 + 7.025205813056708e-6im	-0.9585766961390672 + 7.381706340981621e-6im
3.162159143901619e-5 + 0.0im	-1.0017941683815133 - 4.034632563357271e-6im	-0.07340704056983097 - 3.740196174340612e-6im	0.1524606617096308 + 7.767996421152445e-6im	-0.9582716328441263 + 8.164325416504438e-6im
3.1937807353406354e-5 + 0.0im	-1.0019461459862677 - 4.460761744592758e-6im	-0.0734308828758011 - 4.133429148962322e-6im	0.1525101803326675 + 8.584707895390113e-6im	-0.9579629205969696 + 9.025098553103647e-6im
3.225718542694042e-5 + 0.0im	-1.0020999558973296 - 4.929201023476601e-6im	-0.07345542466383748 - 4.565551629818102e-6im	0.1525611517255363 + 9.482189841160358e-6im	-0.9576504990143492 + 9.971298304131222e-6im
3.257975728120982e-5 + 0.0im	-1.0022556288149789 - 5.443860746247111e-6im	-0.07348068633845278 - 5.040141637143092e-6im	0.15261361826681477 + 1.046787352992175e-5im	-0.9573343061764339 + 1.101081827563788e-5im
3.290555485402192e-5 + 0.0im	-1.0024131962235925 - 6.008982472204973e-6im	-0.07350668894632763 - 5.561078492611609e-6im	0.15266762366881337 + 1.1549816012724191e-5im	-0.9570142785842431 + 1.2152220603405396e-5im
3.3234610402562135e-5 + 0.0im	-1.0025726904139554 - 6.629164036727973e-6im	-0.07353345419471938 - 6.132565429708992e-6im	0.1527232130158082 + 1.2736747080178202e-5im	-0.956690350623985 + 1.340478653308155e-5im
3.356695650658776e-5 + 0.0im	-1.0027341445060705 - 7.309386229327158e-6im	-0.0735610044702366 - 6.759153641402575e-6im	0.15278043280303458 + 1.4038119207581574e-5im	-0.9563624564877165 + 1.4778570258809808e-5im
3.3902626071653635e-5 + 0.0im	-1.0028975924722656 - 8.055041165584357e-6im	-0.07358936285778718 - 7.445767833242355e-6im	0.15283933097604044 + 1.546416062670552e-5im	-0.9560305271715211 + 1.6284456179355807e-5im
3.424165233237017e-5 + 0.0im	-1.0030630691604747 - 8.871962433447623e-6im	-0.07361855315959143 - 8.197733351206467e-6im	0.15289995697017542 + 1.7025931668202087e-5im	-0.9556944924024363 + 1.7934219734029157e-5im
3.458406885569387e-5 + 0.0im	-1.0032306103175845 - 9.766457095818337e-6im	-0.07364859991415242 - 9.020804954608835e-6im	0.1529623617499906 + 1.8735384520676682e-5im	-0.9553542800971101 + 1.9740591983634084e-5im
3.492990954425081e-5 + 0.0im	-1.0034002526126746 - 1.074533963261641e-5im	-0.07367952841502239 - 9.92119730518469e-6im	0.15302659784821443 + 2.060542655412724e-5im	-0.9550098163150292 + 2.1717328104202552e-5im
3.527920863969332e-5 + 0.0im	-1.003572033659775 - 1.1815967906532968e-5im	-0.07371136472902619 - 1.090561724403947e-5im	0.1530927194036023 + 2.2649987356635622e-5im	-0.9546610252127155 + 2.387927996332298e-5im
3.5632000726090256e-5 + 0.0im	-1.0037459920390825 - 1.2986281237444351e-5im	-0.07374413571296352 - 1.1981297928462089e-5im	0.15316078219562468 + 2.4884089633850863e-5im	-0.9543078290010477 + 2.6242472950412578e-5im
3.598832073335116e-5 + 0.0im	-1.0039221673122032 - 1.426484067093979e-5im	-0.0737778690015435 - 1.3156034900638766e-5im	0.15323084361940603 + 2.7323924120878805e-5im	-0.9539501479146288 + 2.8824187233240668e-5im
3.634820394068467e-5 + 0.0im	-1.004100589176902 - 1.5660871526576214e-5im	-0.07381259340997141 - 1.4438224160031435e-5im	0.15330296352187833 + 2.9986928655625303e-5im	-0.9535879002520058 + 3.1643043613330004e-5im
3.671168598009152e-5 + 0.0im	-1.0042813309311784 - 1.7184308311287443e-5im	-0.0738483376317936 - 1.583690231057558e-5im	0.1533772014972861 + 3.289187156137676e-5im	-0.9532210013799551 + 3.471909415247931e-5im
3.707880283989243e-5 + 0.0im	-1.004464407431596 - 1.8845842082808746e-5im	-0.07388513247859889 - 1.73617888528779e-5im	0.15345362153888678 + 3.605893948437713e-5im	-0.9528493657523284 + 3.807391774150181e-5im
3.744959086829136e-5 + 0.0im	-1.0046498663240255 - 2.0656970346996984e-5im	-0.07392300890127292 - 1.902333069022431e-5im	0.1535322879292453 + 3.950982982931449e-5im	-0.9524729051601032 + 4.173072078029002e-5im
3.7824086776974274e-5 + 0.0im	-1.0048377562515023 - 2.2630049571499305e-5im	-0.07396199908008944 - 2.0832748915410735e-5im	0.15361326750426918 + 4.3267847931898325e-5im	-0.9520915281416552 + 4.5714443135427654e-5im
3.8202327644744016e-5 + 0.0im	-1.005028122808068 - 2.477835039631183e-5im	-0.07400213529463108 - 2.2802087943154996e-5im	0.15369662730612257 + 4.7358009103023575e-5im	-0.9517051433625171 + 5.005186953770879e-5im
3.8584350921191454e-5 + 0.0im	-1.0052210130973385 - 2.7116115619340513e-5im	-0.07404345226303406 - 2.494426705010096e-5im	0.15378243944165343 + 5.180714567331569e-5im	-0.9513136553514647 + 5.477174657701415e-5im
3.8970194430403365e-5 + 0.0im	-1.0054164754254578 - 2.965862103209173e-5im	-0.07408598450848647 - 2.7273134381159684e-5im	0.15387077561281817 + 5.664401916006303e-5im	-0.9509169663637234 + 5.990490544596489e-5im
3.93598963747074e-5 + 0.0im	-1.0056145592889592 - 3.242223917704285e-5im	-0.07412976730149358 - 2.9803523477106998e-5im	0.15396170907369108 + 6.189943767060076e-5im	-0.9505149770079186 + 6.548439057654971e-5im
3.9753495338454475e-5 + 0.0im	-1.0058153153846916 - 3.5424506094040406e-5im	-0.0741748371928867 - 3.255131237394841e-5im	0.15405531328266614 + 6.760637864705413e-5im	-0.9501075848680898 + 7.154559430543317e-5im
4.015103029183902e-5 + 0.0im	-1.0060187956227924 - 3.868419111820025e-5im	-0.07422123246370563 - 3.5533485319530074e-5im	0.1541516751109165 + 7.380011704689502e-5im	-0.949694685316061 + 7.812639769381155e-5im
4.055254059475741e-5 + 0.0im	-1.0062250531396948 - 4.222136978621516e-5im	-0.07426899155352998 - 3.8768197147194524e-5im	0.15425086702997703 + 8.051835904197186e-5im	-0.9492761712552104 + 8.526731761644014e-5im
4.0958066000704986e-5 + 0.0im	-1.0064341423110952 - 4.605749990166237e-5im	-0.07431815409729124 - 4.227484033991366e-5im	0.15435297381331223 + 8.780138130544945e-5im	-0.9488519330945004 + 9.301166022170437e-5im
4.136764666071204e-5 + 0.0im	-1.0066461187672875 - 5.021550080282387e-5im	-0.07436875996318822 - 4.60741148112574e-5im	0.15445807826403757 + 9.569217594140155e-5im	-0.9484218587177521 + 0.00010140568085031848im
4.178132312731916e-5 + 0.0im	-1.0068610394219686 - 5.471983586863765e-5im	-0.07442085191790333 - 5.018810042173376e-5im	0.1545662692052024 + 0.00010423660109555562im	-0.9479858334257307 + 0.00011049875048428919im
4.219913635859235e-5 + 0.0im	-1.0070789625805425 - 5.959659828967079e-5im	-0.07447447209758831 - 5.464033224045284e-5im	0.15467763415030406 + 0.00011348353726785869im	-0.9475437426331297 + 0.00012034352878017im
4.2621127722178276e-5 + 0.0im	-1.00729994464827 - 6.487360012140026e-5im	-0.07452966417446125 - 5.945587855268007e-5im	0.15479226380309005 + 0.00012348504932803745im	-0.9470954636726856 + 0.0001309961437212255im
4.304733899940006e-5 + 0.0im	-1.007524064375348 - 7.05804646265848e-5im	-0.07458647246244078 - 6.466142160364528e-5im	0.15491025020010252 + 0.0001342965542141478im	-0.946640874900934 + 0.00014251637790193598im
4.347781238939406e-5 + 0.0im	-1.0077513412307286 - 7.674872190207783e-5im	-0.07464494208571507 - 7.028534105792936e-5im	0.1550316870607285 + 0.00014597699427116348im	-0.9461798490814078 + 0.00015496786143517557im
4.3912590513288e-5 + 0.0im	-1.007981878677852 - 8.341190777305092e-5im	-0.07470512056506666 - 7.635780014185281e-5im	0.15515667308191206 + 0.00015858901616194743im	-0.9457122662866656 + 0.000168418271447401im
4.435171641842088e-5 + 0.0im	-1.0082157275310155 - 9.06056659242336e-5im	-0.07476705617714485 - 8.29108344235101e-5im	0.15528530853046674 + 0.00017219915525640525im	-0.9452379879933209 + 0.0001829395381002109im
4.479523358260509e-5 + 0.0im	-1.0084529535630347 - 9.836785322343498e-5im	-0.07483079340465758 - 8.997844317143823e-5im	0.1554176857934635 + 0.00018687802537625854im	-0.9447568916742322 + 0.0001986080570476716im
4.5243185918431136e-5 + 0.0im	-1.008693623199051 - 0.00010673864817724688im	-0.07489638448636639 - 9.759668321834284e-5im	0.1555539133667275 + 0.00020270051374262225im	-0.9442688355954194 + 0.00021550490820777593im
4.569561777761545e-5 + 0.0im	-1.0089378043420054 - 0.00011576066244247024im	-0.07496387866389141 - 0.00010580376524085734im	0.15569409352123223 + 0.00021974598094149102im	-0.9437736858382972 + 0.00023371608069337675im
4.6152573955391604e-5 + 0.0im	-1.0091855660140376 - 0.00012547905529940637im	-0.07503332775125106 - 0.00011464015234994408im	0.15583833387061985 + 0.00023809846568824983im	-0.94327128893517 + 0.00025333270371278373im
4.661409969494552e-5 + 0.0im	-1.0094369794721445 - 0.00013594165097475288im	-0.07510478042593242 - 0.00012414866086931083im	0.15598673551419737 + 0.0002578468941365099im	-0.9427615457611163 + 0.00027445128321305126im
4.708024069189497e-5 + 0.0im	-1.0096921129320429 - 0.00014719905868240945im	-0.07517829156206578 - 0.00013437456316106505im	0.1561394124212293 + 0.0002790852934389008im	-0.9422442687847234 + 0.0002971739439997381im
4.7551043098813925e-5 + 0.0im	-1.0099510405342396 - 0.00015930479523008293im	-0.0752539148643591 - 0.0001453656923388469im	0.1562964761321769 + 0.000301913009228002im	-0.9417193276611514 + 0.0003216086770256655im
4.802655352980206e-5 + 0.0im	-1.0102138467044446 - 0.00017231541001814894im	-0.07533170518286819 - 0.000157172548688815im	0.15645804056628532 + 0.0003264349266443472im	-0.9411865734107542 + 0.0003478695914979201im
4.8506819065100086e-5 + 0.0im	-1.0104805855785666 - 0.00018629061223487072im	-0.07541170843030173 - 0.00016984840759821335im	0.15662420108063743 + 0.00035276169449555237im	-0.9406458655205746 + 0.00037607717140716656im
4.899188725575109e-5 + 0.0im	-1.0107513189164705 - 0.00020129340002875338im	-0.07549398832932552 - 0.00018344942876978733im	0.15679509002220712 + 0.0003810099520860494im	-0.9400970626018694 + 0.0004063585360362224im
4.94818061283086e-5 + 0.0im	-1.011026159214937 - 0.0002173901914146259im	-0.07557859657205174 - 0.00019803476647814325im	0.15697081475143376 + 0.00041130255821084685im	-0.9395399862353059 + 0.0004388477039559764im
4.997662418959169e-5 + 0.0im	-1.0113051693506565 - 0.00023465095664499175im	-0.07566558840445539 - 0.0002136666806012514im	0.15715149000986564 + 0.00044376882175920277im	-0.9389744922027541 + 0.0004736858599660879im
5.0476390431487605e-5 + 0.0im	-1.0115884232295353 - 0.00025314935175237217im	-0.07575502321665295 - 0.000230410648136804im	0.15733723914610187 + 0.0004785447333252954im	-0.9384004321988547 + 0.0005110216243857519im
5.0981154335802485e-5 + 0.0im	-1.0118759982269208 - 0.0002729628529417916im	-0.07584695100588866 - 0.0002483354748890383im	0.15752816600047811 + 0.0005157731971729315im	-0.9378176404816096 + 0.0005510113240460733im
5.149096587916051e-5 + 0.0im	-1.0121679719233767 - 0.00029417289148535986im	-0.07594142959920042 - 0.00026751340698706957im	0.157724390675185 + 0.0005556042628503124im	-0.9372259731780128 + 0.0005938192642806279im
5.200587553795212e-5 + 0.0im	-1.0124644219764687 - 0.000316864988743118im	-0.07603851786032403 - 0.0002880202418707905im	0.15792603542558548 + 0.0005981953556989613im	-0.936625270424223 + 0.0006396180011545951im
5.252593429333164e-5 + 0.0im	-1.0127654281404108 - 0.00034112889090604415im	-0.07613826953946003 - 0.0003099354383550598im	0.15813321188659424 + 0.000643711505448339im	-0.9360153650195221 + 0.0006885886131156847im
5.305119363626496e-5 + 0.0im	-1.013071080658783 - 0.0003670587030284728im	-0.07624073990355053 - 0.0003333422253573791im	0.15834603484330464 + 0.0006923255720346096im	-0.935396113193173 + 0.0007409209711921377im
5.358170557262761e-5 + 0.0im	-1.0133814154824925 - 0.00039475302188826834im	-0.07634598242825141 - 0.00035832770884857497im	0.15856461536041838 + 0.0007442184677287293im	-0.9347673526190056 + 0.0007968140068045995im
5.411752262835389e-5 + 0.0im	-1.01369657552184 - 0.00042431506718399695im	-0.07645405422706239 - 0.0003849829765603365im	0.15878907205817777 + 0.000799579374605684im	-0.934128924100315 + 0.0008564759761997783im
5.4658697854637424e-5 + 0.0im	-1.0140165558675402 - 0.00045585281054926255im	-0.0765650081296377 - 0.0004134031999579054im	0.15901951465961434 + 0.0008586059563336702im	-0.9334806826464085 + 0.0009201247204549841im
5.52052848331838e-5 + 0.0im	-1.0143415050714326 - 0.0004894791018353631im	-0.07667889533008951 - 0.00044368773296090005im	0.15925604949083483 + 0.000921504563209383im	-0.9328224627110198 + 0.0009879879199438703im
5.575733768151564e-5 + 0.0im	-1.0146714675128679 - 0.0005253117920847042im	-0.076795768297764 - 0.00047594020687036074im	0.15949878552653268 + 0.0009884904293139274im	-0.9321541194781561 + 0.0010603033420956058im
5.63149110583308e-5 + 0.0im	-1.0150065308426597 - 0.0005634738525890689im	-0.07691567773842153 - 0.000510268620935689im	0.15974782807855967 + 0.0010597878606131126im	-0.9314754988439202 + 0.0011373190812222697im
5.687806016891411e-5 + 0.0im	-1.015346722281608 - 0.0006040934893991251im	-0.0770386712891358 - 0.0005467854279715088im	0.16000327608535395 + 0.0011356304127768276im	-0.9307864613167579 + 0.001219293789133141im
5.744684077060325e-5 + 0.0im	-1.0156921812478117 - 0.0006473042526245348im	-0.0771647976854591 - 0.0005856076144116102im	0.1602652307667892 + 0.0012162610574446512im	-0.9300868515407835 + 0.001306496895199778im
5.802130917830928e-5 + 0.0im	-1.0160429391178893 - 0.0006932451398380017im	-0.07729410505040966 - 0.0006268567741653633im	0.1605337920705685 + 0.0013019323356196833im	-0.9293765270560502 + 0.0013992088144830122im
5.860152227009238e-5 + 0.0im	-1.0163990728746954 - 0.0007420606928716157im	-0.07742662366838182 - 0.0006706591756213637im	0.16080902289496135 + 0.0013929064968296937im	-0.9286553663964109 + 0.001497721142482367im
5.91875374927933e-5 + 0.0im	-1.0167606479568398 - 0.0007939010872702837im	-0.07756241002836321 - 0.0007171458211238723im	0.16109104056312012 + 0.0014894556226548547im	-0.9279232347097152 + 0.0016023368350205284im
5.977941286772124e-5 + 0.0im	-1.0171277277428379 - 0.0008489222136448767im	-0.07770149355138803 - 0.0007664524982299462im	0.16137990618018463 + 0.001591861733184606im	-0.9271799937127352 + 0.0017133703717305165im
6.037720699639845e-5 + 0.0im	-1.0175003563914609 - 0.000907285750147407im	-0.07784391418555157 - 0.0008187198220392922im	0.16167570271516832 + 0.0017004168749332493im	-0.9264255168956507 + 0.001831147901571965im
6.0980979066362436e-5 + 0.0im	-1.0178786629018548 - 0.0009691592252720359im	-0.07798970411038104 - 0.0008740932678749228im	0.1619784970023805 + 0.0018154231887149088im	-0.9256597080744132 + 0.0019560073687652337im
6.159078885702606e-5 + 0.0im	-1.0182625882723737 - 0.0010347160701694984im	-0.07813888905879456 - 0.0009327231935809263im	0.16228834248700386 + 0.0019371929559540604im	-0.9248824443992131 + 0.002088298617499045im
6.220669674559632e-5 + 0.0im	-1.0186522671461378 - 0.0011041356596485491im	-0.07829149279619305 - 0.0009947648506942386im	0.16260528852789294 + 0.0020660486218882033im	-0.9240936263554025 + 0.0022283834737389053im
6.282876371305229e-5 + 0.0im	-1.0190477372988243 - 0.0011776033410267216im	-0.07844754234368549 - 0.0010603783837404082im	0.1629293912456995 + 0.0022023227941049958im	-0.9232931531727617 + 0.0023766358024404108im
6.345705135018281e-5 + 0.0im	-1.0194490096623443 - 0.0012553104499841918im	-0.07860705264997514 - 0.0011297288168992323im	0.1632606816876574 + 0.0023463582148476143im	-0.9224809438635166 + 0.0025334415384539945im
6.409162186368464e-5 + 0.0im	-1.0198561094207432 - 0.0013374543125689881im	-0.07877003630997946 - 0.0012029860272849342im	0.16359918601236406 + 0.00249850770551953im	-0.921656921543754 + 0.0026991986893964703im
6.473253808232149e-5 + 0.0im	-1.0202691504551546 - 0.0014242382324995586im	-0.07893650108529167 - 0.0012803247040874878im	0.16394492033998487 + 0.0026591340818240237im	-0.9208210181910252 + 0.0028743173087595977im
6.53798634631447e-5 + 0.0im	-1.020688091613614 - 0.0015158714629119078im	-0.0791064508867233 - 0.0013619242928270073im	0.16429789279290175 + 0.002828610037984652im	-0.9199731799285171 + 0.0030592194375283987im
6.603366209777615e-5 + 0.0im	-1.0211129604702742 - 0.0016125691617033095im	-0.07927988239476674 - 0.001447968923981785im	0.16465809647670684 + 0.0030073179985110523im	-0.9191133364242439 + 0.003254339012591196im
6.669399871875392e-5 + 0.0im	-1.0215438039008575 - 0.0017145523296334272im	-0.07945678631096542 - 0.0015386473252631473im	0.16502551207916794 + 0.003195649936000428im	-0.9182415190001043 + 0.0034601217402409987im
6.736093870594146e-5 + 0.0im	-1.0219806153336228 - 0.0018220477303562198im	-0.0796371509272884 - 0.0016341527168264036im	0.16540011528355908 + 0.0033940071534986674im	-0.9173576525795037 + 0.0036770249330930894im
6.803454809300088e-5 + 0.0im	-1.0224234049190766 - 0.001935287791573275im	-0.0798209529682889 - 0.0017346826887276448im	0.1657818577485415 + 0.003602800029987439im	-0.9164617461178917 + 0.0039055173087782277im
6.871489357393089e-5 + 0.0im	-1.022872172581823 - 0.0020545104865203312im	-0.08000816552544836 - 0.0018404390599603602im	0.16617068358716758 + 0.0038224477276140585im	-0.9155538097222194 + 0.004146078748813573im
6.94020425096702e-5 + 0.0im	-1.0233268707869043 - 0.0021799591950248313im	-0.08019875314672921 - 0.001951627718434729im	0.1665665191682716 + 0.004053377859340741im	-0.9146338649547376 + 0.0043992000161058925im
7.009606293476691e-5 + 0.0im	-1.0237875321990322 - 0.0023118825434029293im	-0.0803926752531515 - 0.0020684584412952885im	0.16696928021242813 + 0.004296026115758243im	-0.9137019655168171 + 0.004665382429603447im
7.079702356411457e-5 + 0.0im	-1.0242540873589046 - 0.0024505342224998166im	-0.08058988105461609 - 0.002191144695010433im	0.16737886123252085 + 0.004550835849887164im	-0.9127581255672299 + 0.004945137494684495im
7.150499379975572e-5 + 0.0im	-1.0247265265120031 - 0.0025961727832175797im	-0.08079031348635343 - 0.0023199034147091346im	0.1677951437094342 + 0.004818257618877364im	-0.9118024606027801 + 0.005238986487951907im
7.222004373775327e-5 + 0.0im	-1.0252047971424894 - 0.0027490614089201205im	-0.08099390508630064 - 0.0024549547622870448im	0.16821798752969966 + 0.005098748681613051im	-0.9108350616051601 + 0.005547459995195271im
7.29422441751308e-5 + 0.0im	-1.0256888447523789 - 0.0029094676641551825im	-0.08120057844517682 - 0.002596521862855496im	0.16864723192022474 + 0.005392772451337771im	-0.9098560065499538 + 0.005871097401383817im
7.367166661688212e-5 + 0.0im	-1.026178610272447 - 0.0030776632191888515im	-0.081410252370313 - 0.00274483051916288im	0.16908270825016428 + 0.005700797902529787im	-0.90886545990903 + 0.006210446331665854im
7.440838328305094e-5 + 0.0im	-1.0266740134072039 - 0.003253923549908769im	-0.08162283220746545 - 0.0029001089036786187im	0.16952421993000977 + 0.0060232989313843965im	-0.9078635529900615 + 0.006566062042473602im
