w	A_d-A_d	Ac_d-A_d	A_d-Ac_d	Ac_d-Ac_d
-0.0008350561861143532 + 0.0im	-14.7403464477284 - 2.31912301867564im	0.030389621417267036 - 0.2825575826943874im	0.03038827123733298 - 0.28255674198544667im	7.434128454373309 - 0.5728653561145843im
-0.0008267883030835181 + 0.0im	-14.741656682548875 - 2.3207695071931886im	0.030857122415648596 - 0.28558808400445257im	0.030855775309059957 - 0.2855872703272245im	7.433845337717366 - 0.5728032679904715im
-0.000818602280280711 + 0.0im	-14.74295133826171 - 2.3224474116732843im	0.031331051309291674 - 0.2886578747810314im	0.03132970787810389 - 0.288657087868568im	7.433559169430572 - 0.5727473030134478im
-0.0008104973072086247 + 0.0im	-14.744229452219553 - 2.3241582766797015im	0.03181166098767854 - 0.2917678836645914im	0.03181032181700665 - 0.2917671232299068im	7.433269972336882 - 0.5726981247663326im
-0.000802472581394678 + 0.0im	-14.74549080390495 - 2.3259036736005485im	0.032299215920357734 - 0.29491907303349973im	0.03229788157794185 - 0.29491833877048296im	7.432977666655327 - 0.5726564081065518im
-0.0007945273083115623 + 0.0im	-14.746734881979847 - 2.3276852075696755im	0.03279400611590146 - 0.2981124392712682im	0.032792677151109284 - 0.2981117308556428im	7.432682237158359 - 0.5726228398009935im
-0.0007866607012985765 + 0.0im	-14.747961248126469 - 2.329504524283867im	0.03329636282715969 - 0.3013490128747822im	0.033295039770298754 - 0.3013483299651054im	7.432383682013926 - 0.5725981191803876im
-0.0007788719814837391 + 0.0im	-14.749169156891478 - 2.3313633166273315im	0.03380665365607112 - 0.30462985839302886im	0.033805337017595 - 0.3046292006317307im	7.432082006392668 - 0.5725829587962016im
-0.0007711603777066724 + 0.0im	-14.750358381777069 - 2.3332633310157656im	0.03432528572833858 - 0.30795607418643023im	0.03432397599822996 - 0.30795544120088647im	7.431777283886714 - 0.5725780850625944im
-0.0007635251264422498 + 0.0im	-14.751527354728472 - 2.335206373373684im	0.03485269785079182 - 0.3113287919975447im	0.03485139549795459 - 0.31132818340118174im	7.431469571785496 - 0.5725842388656559im
-0.0007559654717249998 + 0.0im	-14.75267722429475 - 2.337194314661035im	0.03538938451116743 - 0.3147491763246335im	0.035388089983116794 - 0.31474859171806197im	7.431158950449348 - 0.5726021761220146im
-0.0007484806650742572 + 0.0im	-14.753806314759776 - 2.3392290958678887im	0.035935893996024794 - 0.31821842359035735im	0.03593460771775679 - 0.31821786256252976im	7.430845548295914 - 0.5726326682689178im
-0.0007410699654200566 + 0.0im	-14.75491375526964 - 2.3413127323995937im	0.03649280993209975 - 0.3217377610987194im	0.036491532306323925 - 0.3217372232281058im	7.4305295639290945 - 0.5726765026680842im
-0.0007337326390297591 + 0.0im	-14.75599891853154 - 2.3434473177789688im	0.03706079048553918 - 0.3253084457742354im	0.03705952189208872 - 0.3253079306300214im	7.430210971162006 - 0.5727344829059666im
-0.000726467959435405 + 0.0im	-14.757061566253384 - 2.345635026596816im	0.03764052229310698 - 0.32893176267826046im	0.0376392630888452 - 0.3289312698215532im	7.429889976147243 - 0.5728074289735924im
-0.0007192752073617872 + 0.0im	-14.758099789434116 - 2.3478781166473754im	0.03823278907304208 - 0.3326090232983381im	0.0382315395911404 - 0.3326085522833848im	7.429567121272752 - 0.5728961773097987im
-0.0007121536706552348 + 0.0im	-14.759113472569252 - 2.350178930191116im	0.03883842522954335 - 0.33634156360744377im	0.0388371857802117 - 0.33634111398285466im	7.429242328904003 - 0.5730015806925003im
-0.0007051026442131037 + 0.0im	-14.76010118462705 - 2.3525398942934945im	0.0394583301332638 - 0.34013074189099946im	0.03945710100293477 - 0.34013031320097187im	7.428916016741235 - 0.5731245079635934im
-0.0006981214299139641 + 0.0im	-14.76106192305097 - 2.354963520194961im	0.04009347425434833 - 0.3439779363405658im	0.04009225570590911 - 0.34397752812610827im	7.4285885106440315 - 0.5732658435741774im
-0.0006912093365484793 + 0.0im	-14.761994373348026 - 2.3574524016744025im	0.04074490761434342 - 0.3478845424141527im	0.0407436998871723 - 0.34788415421430213im	7.428260040412345 - 0.5734264869379898im
-0.0006843656797509696 + 0.0im	-14.762896626595408 - 2.360009212375545im	0.0414137491469798 - 0.35185196996413093im	0.041412552457100245 - 0.3518516013171615im	7.4279314141921535 - 0.5736073515822893im
-0.0006775897819316531 + 0.0im	-14.76376763821505 - 2.362636702073178im	0.04210120996701714 - 0.3558816401347621im	0.042100024507237856 - 0.3558812905793799im	7.427602698593574 - 0.5738093640868308im
-0.0006708809722095575 + 0.0im	-14.764606040350591 - 2.365337691863753im	0.042808583494811536 - 0.35997498203238415im	0.042807409434915816 - 0.3599746511089076im	7.427274300257834 - 0.5740334628031094im
-0.0006642385863460966 + 0.0im	-14.765408200332608 - 2.3681150682725822im	0.04353723437223685 - 0.36413342917230157im	0.043536071859830064 - 0.3641331164238197im	7.42694723014207 - 0.5742805963476357im
-0.0006576619666793036 + 0.0im	-14.766173924255828 - 2.370971776277606im	0.04428863283362755 - 0.3683584157074122im	0.04428748199304958 - 0.368358120680923im	7.426622063255971 - 0.574551721864656im
-0.0006511504620587165 + 0.0im	-14.766900130652193 - 2.3739108112573777im	0.04506432324378963 - 0.37265137244455576im	0.04506318417854941 - 0.37265109469207486im	7.426299038592802 - 0.574847803055455im
-0.0006447034277809074 + 0.0im	-14.767584481207953 - 2.376935209878571im	0.04586595004613047 - 0.377013722655497im	0.04586482283813797 - 0.3770134617351391im	7.425978951542536 - 0.5751698079730929im
-0.0006383202255256509 + 0.0im	-14.768224227380221 - 2.3800480399457533im	0.046695286306948885 - 0.3814468776903339im	0.04669417101699159 - 0.3814466331673617im	7.425662962358854 - 0.5755187065832218im
-0.0006320002232927237 + 0.0im	-14.768816948163288 - 2.3832523892434394im	0.047554142855476225 - 0.38595223240196197im	0.04755303952446298 - 0.38595200384979933im	7.4253513463014835 - 0.5758954680933578im
-0.0006257427953393304 + 0.0im	-14.769358378227977 - 2.3865513534075036im	0.048444459951734894 - 0.39053116039102836im	0.04844336860101241 - 0.39053094739223554im	7.425045569488486 - 0.5763010580548013im
-0.0006195473221181489 + 0.0im	-14.769845847330192 - 2.389948022869662im	0.049368295685923394 - 0.39518500908153986im	0.0493672163177792 - 0.3951848112287493im	7.424746365275154 - 0.5767364352430656im
-0.0006134131902159891 + 0.0im	-14.770275825316611 - 2.393445468925139im	0.050327791068960744 - 0.3999150946379877im	0.050326723667576595 - 0.3999149115347952im	7.424454334857439 - 0.577202548324459im
-0.0006073397922930585 + 0.0im	-14.77064447145642 - 2.397046728979607im	0.05132517265289988 - 0.40472269673548583im	0.051324117185324106 - 0.4047225279972975im	7.424171157563317 - 0.5777003323180684im
-0.0006013265270228301 + 0.0im	-14.770947762729355 - 2.4007547910370053im	0.05236279731879278 - 0.4096090531949919im	0.05236175373548265 - 0.4096088984498235im	7.423897786412922 - 0.5782307048640121im
-0.000595372799032505 + 0.0im	-14.771180514118534 - 2.4045725774948905im	0.05344311595361701 - 0.4145753544962127im	0.053442084189391066 - 0.41457521338543984im	7.423635456997434 - 0.5787945623103671im
-0.0005894780188440644 + 0.0im	-14.771339272824621 - 2.408502928318554im	0.05456868446896477 - 0.4196227381812358im	0.0545676644439137 - 0.41962261036029375im	7.423385350111187 - 0.5793927756326085im
-0.0005836416028159054 + 0.0im	-14.771417381521273 - 2.412548583669241im	0.05574216269539351 - 0.42475228316235886im	0.0557411543158224 - 0.4247521683013882im	7.423149185439764 - 0.5800261862007441im
-0.0005778629730850548 + 0.0im	-14.771411244471157 - 2.4167121660651816im	0.05696632246979257 - 0.42996500394790893im	0.05696532562943696 - 0.429964901732347im	7.422927944551622 - 0.5806956014106133im
-0.0005721415575099552 + 0.0im	-14.77131496436659 - 2.4209961621572202im	0.0582438266087783 - 0.4352618448001393im	0.05824284118823189 - 0.4352617549312576im	7.422723459715623 - 0.5814017901969117im
-0.0005664767896138169 + 0.0im	-14.77112185957093 - 2.425402904203158im	0.0595782149803198 - 0.44064367383953845im	0.05957724085195782 - 0.44064359603492237im	7.422537224490683 - 0.5821454784465708im
-0.0005608681085285316 + 0.0im	-14.770827159206034 - 2.4299345513266966im	0.060971979718113994 - 0.4461112771100401im	0.06097101674192672 - 0.44611121110401175im	7.422371001295968 - 0.5829273443319887im
-0.0005553149589391402 + 0.0im	-14.770424250917184 - 2.4345930706481504im	0.06242851809063809 - 0.45166535261977525im	0.06242756611940329 - 0.4516652981637577im	7.42222645028712 - 0.5837480135844035im
-0.0005498167910288518 + 0.0im	-14.76990624817672 - 2.4393802183747892im	0.0639510432175654 - 0.45730650437207826im	0.06395010209540478 - 0.4573064612348989im	7.422105137821692 - 0.5846080547283276im
-0.0005443730604246057 + 0.0im	-14.769266220573558 - 2.4442975209386484im	0.06554297198637445 - 0.46303523640149646im	0.06554204155179282 - 0.46303520436963674im	7.422009109834354 - 0.5855079742984586im
-0.0005389832281431739 + 0.0im	-14.768497548290043 - 2.449346256269391im	0.06720771962798101 - 0.4688519468295662im	0.06720679971323988 - 0.46885192570734335im	7.421940657000325 - 0.5864482120608749im
-0.000533646760537796 + 0.0im	-14.767593272293432 - 2.454527435288695im	0.06894884590278012 - 0.47475692195505587im	0.06894793633595914 - 0.47475691156475147im	7.421901118294113 - 0.5874291362605333im
-0.0005283631292453425 + 0.0im	-14.766544464949138 - 2.459841783711222im	0.07076983390337209 - 0.48075033039333376im	0.07076893450836337 - 0.4807503305752613im	7.421893026551118 - 0.588451038917174im
-0.0005231318111340024 + 0.0im	-14.765344328412793 - 2.465289724235303im	0.07267482741964792 - 0.4868322172793996im	0.07267393802039299 - 0.48683222789191094im	7.421918465805148 - 0.5895141311917307im
-0.0005179522882514876 + 0.0im	-14.763985142053833 - 2.470871359204036im	0.07466721510378312 - 0.4930024985490212im	0.07466633552100758 - 0.4930025194684536im	7.421979300945543 - 0.5906185388451404im
-0.0005128240477737501 + 0.0im	-14.762457989127281 - 2.476586453814685im	0.07675102153125772 - 0.49926095531225173im	0.07675015158645075 - 0.49926098643281963im	7.4220781950567725 - 0.591764297811156im
-0.000507746581954208 + 0.0im	-14.76075521928847 - 2.4824344199510953im	0.07893015336309894 - 0.5056072283334757im	0.07892929287820961 - 0.505607269567102im	7.422216978216312 - 0.5929513499043536im
-0.0005027193880734733 + 0.0im	-14.758867775360107 - 2.488414300710266im	0.08120865046541946 - 0.5120408126319572im	0.08120779926466838 - 0.5120408639080475im	7.422398306861497 - 0.594179538683974im
-0.0004977419683895775 + 0.0im	-14.756787413011725 - 2.494524755690399im	0.08359056921663313 - 0.5185610522166897im	0.08358972712728924 - 0.5185611134818519im	7.422624427487265 - 0.5954486054935941im
-0.0004928138300886906 + 0.0im	-14.754504739381817 - 2.500764047103566im	0.08608007052902125 - 0.5251671349691925im	0.08607923738243722 - 0.5251672061869009im	7.422897837595234 - 0.5967581856958613im
-0.00048793448523632734 + 0.0im	-14.752011320229078 - 2.5071300267719248im	0.0886812944756615 - 0.5318580876877124im	0.08868047010767846 - 0.5318581688379188im	7.423220902113945 - 0.5981078051206875im
-0.00048310345072903697 + 0.0im	-14.749297795117581 - 2.5136201240616867im	0.0913984964449717 - 0.5386327713061335im	0.09139768069829958 - 0.5386328623848253im	7.423596039232417 - 0.5994968767443494im
-0.00047832024824657126 + 0.0im	-14.746355357983052 - 2.5202313348045715im	0.09423597450246976 - 0.5454898763007467im	0.09423516722646376 - 0.5454899773194531im	7.42402585343154 - 0.6009246976159265im
-0.000473584404204526 + 0.0im	-14.743174658528567 - 2.5269602112515814im	0.0971980234539588 - 0.5524279182978645im	0.09719722450587559 - 0.5524280292831185im	7.4245127817969685 - 0.6023904460464301im
-0.0004688954497074515 + 0.0im	-14.739746699614331 - 2.533802853099144im	0.10028896028931786 - 0.5594452338951562im	0.1002881695349229 - 0.5594453548879058im	7.425059324930151 - 0.6038931790748274im
-0.0004642529205024272 + 0.0im	-14.736061682073162 - 2.5407548996228124im	0.10351312071214018 - 0.5665399767094453im	0.10351233802592567 - 0.5665401077644181im	7.425668050949993 - 0.6054318302239533im
-0.00045965635693309627 + 0.0im	-14.732111148109418 - 2.547811522948902im	0.10687494947276321 - 0.5737101136635946im	0.10687417474191495 - 0.5737102548486234im	7.426341431122217 - 0.6070052075580954im
-0.0004551053038941547 + 0.0im	-14.727885569719334 - 2.5549674224896446im	0.11037874506855415 - 0.580953421525032im	0.11037797818956656 - 0.5809535729203362im	7.427082114580558 - 0.6086119920527389im
-0.0004505993107862918 + 0.0im	-14.723375849480695 - 2.562216820562699im	0.11402888494374165 - 0.5882674837083792im	0.11402812582499615 - 0.588267645405809im	7.427892492225845 - 0.6102507362856806im
-0.0004461379314715761 + 0.0im	-14.718573033760837 - 2.569553459211419im	0.11782977041949952 - 0.5956496873545783im	0.11782901898207496 - 0.5956498594568223im	7.428774712328471 - 0.6119198634574269im
-0.00044172072422928325 + 0.0im	-14.713467968486658 - 2.576970598237723im	0.12178573656010931 - 0.6030972206988724im	0.1217849927382377 - 0.6030974033186288im	7.429731927969034 - 0.6136176667474632im
-0.0004373472517121616 + 0.0im	-14.708051934286852 - 2.5844610144552207im	0.1259010596478138 - 0.6106070707399293im	0.12590032338922294 - 0.6106072639990496im	7.430766341158234 - 0.6153423090117012im
-0.00043301708090313034 + 0.0im	-14.702316141416542 - 2.5920170021662274im	0.13018007625972955 - 0.6181760212223901im	0.13017934752650373 - 0.6181762252509915im	7.4318797450379055 - 0.6170918228251143im
-0.00042872978307240627 + 0.0im	-14.696252437740302 - 2.5996303748624223im	0.1346269991401674 - 0.6258006509450615im	0.13462627790898268 - 0.6258008658806108im	7.433075347084206 - 0.6188641108722985im
-0.00042448493373505573 + 0.0im	-14.6898522422521 - 2.6072924681453102im	0.13924608097249166 - 0.63347733240696im	0.13924536723531197 - 0.6334775583933401im	7.434354934770015 - 0.6206569466874823im
-0.00042028211260896606 + 0.0im	-14.683107335562132 - 2.6149941438593673im	0.14404135648376704 - 0.6412022308033686im	0.14404065024770085 - 0.6412024679899161im	7.435721011567186 - 0.6224679757442705im
-0.0004161209035732337 + 0.0im	-14.676010028537682 - 2.622725795427538im	0.1490170046650886 - 0.648971303384013im	0.1490163059530726 - 0.6489715519245474im	7.437175429502942 - 0.6242947168942801im
-0.0004120008946269641 + 0.0im	-14.668553135086709 - 2.6304773543760436im	0.15417693631531262 - 0.6567802991854228im	0.15417624516695314 - 0.6567805592372504im	7.438720358523248 - 0.6261345641526906im
-0.0004079216778484793 + 0.0im	-14.660728584936392 - 2.6382382980328063im	0.15952501953452966 - 0.6646247591494306im	0.1595243360046631 - 0.6646250308723449im	7.440358061834808 - 0.6279847888276664im
-0.00040388284935492997 + 0.0im	-14.652530089887925 - 2.6459976583815177im	0.1650651141473173 - 0.672500016639684im	0.16506443830798753 - 0.6725003001949512im	7.4420902291604065 - 0.6298425419896079im
-0.0003998840092623069 + 0.0im	-14.643951160262352 - 2.653744032051368im	0.1708008895410475 - 0.6804011983678822im	0.17080022148053103 - 0.6804014939172252im	7.443918702306374 - 0.6317048572752302im
-0.0003959247616458484 + 0.0im	-14.634984864651587 - 2.6614655914205825im	0.17673592114105863 - 0.6883232257412807im	0.1767352609641773 - 0.6883235334458564im	7.445845275965281 - 0.6335686540205631im
-0.00039200471450084 + 0.0im	-14.62562552794731 - 2.6691500968104527im	0.18287364727673788 - 0.6962608166427784im	0.18287299510483088 - 0.6962611366621551im	7.447871801034736 - 0.63543074071615im
-0.000388123479703802 + 0.0im	-14.615866426848186 - 2.676784909745137im	0.18921738473391916 - 0.70420848765462im	0.18921674070476602 - 0.7042088201457617im	7.449999652959912 - 0.6372878187769481im
-0.0003842806729740614 + 0.0im	-14.605705574604409 - 2.6843570072514265im	0.19577029472375868 - 0.712160556736427im	0.19576965899145365 - 0.7121609018526782im	7.452230078820991 - 0.6391364866187013im
-0.00038047591383570434 + 0.0im	-14.595138316098817 - 2.6918529971717895im	0.20253558122894363 - 0.7201111463678526im	0.20253495396379462 - 0.720111504257936im	7.454564733834951 - 0.6409732440319418im
-0.0003767088255799053 + 0.0im	-14.584157019238688 - 2.699259134463182im	0.2095154839580562 - 0.7280541871656969im	0.20951486534602082 - 0.7280545579727227im	7.457004583584407 - 0.6427944968441655im
-0.000372979035227629 + 0.0im	-14.572760004241172 - 2.7065613384535734im	0.2167131386010355 - 0.735983421984768im	0.21671252884445794 - 0.735983805845256im	7.459550036609307 - 0.6445965618601902im
-0.00036928617349270195 + 0.0im	-14.560944079301722 - 2.71374521102768im	0.2241311447111565 - 0.743892410511156im	0.22413054402574617 - 0.7438928075540776im	7.46220295460635 - 0.64637567207026im
-0.00036562987474524945 + 0.0im	-14.54870701388166 - 2.720796055712933im	0.23177146491688638 - 0.7517745343558521im	0.2317708735350123 - 0.751774944701694im	7.464964024356457 - 0.6481279821149922im
-0.0003620097769754945 + 0.0im	-14.536046366218411 - 2.7276988976366314im	0.2396362598770112 - 0.7596230026558665im	0.23963567804479552 - 0.7596234264157142im	7.467832988312074 - 0.6498495739959335im
-0.00035842552175791535 + 0.0im	-14.522960636751813 - 2.734438504324754im	0.24772737437317072 - 0.7674308581890696im	0.2477268023505648 - 0.7674312954637234im	7.470811226480018 - 0.6515364630201282im
-0.0003548767542157578 + 0.0im	-14.509449062553976 - 2.740999407312899im	0.2560464458375918 - 0.7751909840080118im	0.25604588389821364 - 0.7751914348871266im	7.473899007443582 - 0.6531846039668348im
-0.0003513631229858988 + 0.0im	-14.495511290707125 - 2.7473659245395803im	0.2645947862523552 - 0.7828961105968517im	0.264594234685136 - 0.7828965751581088im	7.477095581203977 - 0.6547898974642707im
-0.0003478842801840582 + 0.0im	-14.481147496652216 - 2.7535221834918144im	0.27337413192621995 - 0.790538823554335im	0.27337359099437 - 0.7905393018626553im	7.480401977610101 - 0.6563481965640506im
-0.00034443988137035467 + 0.0im	-14.466358514800651 - 2.7594521450728298im	0.28238478962650004 - 0.7981115718044753im	0.2823842597161316 - 0.7981120639112581im	7.483817259997785 - 0.6578553135007849im
-0.00034102958551520264 + 0.0im	-14.451145950654206 - 2.765139628161303im	0.2916261759363744 - 0.805606676335148im	0.29162565730377843 - 0.8056071822775592im	7.487341537839611 - 0.6593070266241561im
-0.0003376530549655472 + 0.0im	-14.435512122081391 - 2.770568334831134im	0.3011008635209014 - 0.813016339463344im	0.30110035651579425 - 0.8130168592636405im	7.490974335247431 - 0.6606990874906267im
-0.00033430995541143283 + 0.0im	-14.419459072293462 - 2.7757218762003704im	0.31080785833711566 - 0.8203326546241901im	0.3108073632973726 - 0.8203331882890896im	7.494714725247198 - 0.662027228101818im
-0.0003309999558529038 + 0.0im	-14.40299195334494 - 2.780583798877141im	0.32074702056206034 - 0.8275476166791624im	0.320746537834816 - 0.8275481641992539im	7.498561532705969 - 0.6632871682764608im
-0.00032772272856723146 + 0.0im	-14.386112716643176 - 2.7851376119698044im	0.3309178479694017 - 0.8346531327371154im	0.33091737790918024 - 0.8346536940863262im	7.502514049364378 - 0.6644746231427172im
-0.0003244779490764668 + 0.0im	-14.368828362275691 - 2.7893668146275687im	0.34131949848062604 - 0.841641033479878im	0.3413190414483669 - 0.8416416086149825im	7.506571251559972 - 0.6655853107375574im
-0.0003212652961153137 + 0.0im	-14.351142881744758 - 2.793254924076818im	0.3519508648431642 - 0.8485030849821975im	0.3519504212053627 - 0.8485036738423788im	7.5107318178371365 - 0.666614959699759im
-0.0003180844515993205 + 0.0im	-14.333062754753074 - 2.7967855041171656im	0.3628104973934241 - 0.8552310010137996im	0.3628100675211231 - 0.8552316035202606im	7.514993537855331 - 0.66755931704298im
-0.0003149351005933866 + 0.0im	-14.314594955621402 - 2.799942194039853im	0.3738966060518821 - 0.8618164558092029im	0.3738961903196763 - 0.8618170718648394im	7.519355525873229 - 0.6684141559952436im
-0.0003118169312805808 + 0.0im	-14.295746599608231 - 2.8027087379296383im	0.3852070888134939 - 0.8682510972888108im	0.3852066875985699 - 0.8682517267779264im	7.523814284777752 - 0.6691752838910269im
-0.0003087296349312681 + 0.0im	-14.276527490828423 - 2.8050690143095616im	0.396739511172978 - 0.8745265607125822im	0.3967391248540805 - 0.8745272035006698im	7.528369403542562 - 0.6698385501020209im
-0.00030567290587254266 + 0.0im	-14.256944926313176 - 2.8070070660861686im	0.4084910981762585 - 0.8806344827453444im	0.4084907271326933 - 0.880635138678913im	7.533017908467484 - 0.6703998539924636im
-0.000302646441457963 + 0.0im	-14.237009083456574 - 2.80850713075076im	0.4204587375302412 - 0.88656651591058im	0.4204583821408838 - 0.8865671848170507im	7.537757104211836 - 0.6708551528847942im
-0.00029964994203758713 + 0.0im	-14.216730279721698 - 2.8095536707900948im	0.4326389064336026 - 0.8923143434072279im	0.4326385670752641 - 0.8923150250948751im	7.542584606791315 - 0.6712004700211986im
-0.0002966831109283041 + 0.0im	-14.196119542058629 - 2.8101314042577283im	0.4450279254525671 - 0.8978696942617914im	0.4450276025006765 - 0.8978703885197474im	7.54749753776438 - 0.6714319025064343im
-0.0002937456543844595 + 0.0im	-14.175188757884222 - 2.8102253354548687im	0.45762156165889367 - 0.9032243587857836im	0.45762125548471083 - 0.9032250653841im	7.55249285951668 - 0.6715456292171185im
-0.0002908372815687718 + 0.0im	-14.15395001055967 - 2.8098207856670667im	0.47041531500823835 - 0.908370204306336im	0.47041502597845264 - 0.9083709229960997im	7.557567390914033 - 0.6715379186624739im
-0.0002879577045235364 + 0.0im	-14.1324164209314 - 2.8089034239006976im	0.4834043098519148 - 0.9132991911356143im	0.48340403832756684 - 0.9132999216491214im	7.56271828021971 - 0.6714051367813136im
-0.00028510663814211524 + 0.0im	-14.110601734156239 - 2.807459297560562im	0.49658336139274134 - 0.9180033887425688im	0.4965831077283206 - 0.918004130793553im	7.5679405797629675 - 0.6711437546598161im
-0.0002822838001407082 + 0.0im	-14.08852045919029 - 2.8054748630074022im	0.5099468925093154 - 0.9224749920885167im	0.5099466570516376 - 0.922475745372438im	7.57323203905226 - 0.6707503561544711im
-0.00027948891103040416 + 0.0im	-14.066187208828072 - 2.802937015931617im	0.523489022839907 - 0.9267063380860976im	0.523488805927275 - 0.9267071022804765im	7.578588258172688 - 0.6702216454043216im
-0.0002767216940895091 + 0.0im	-14.043617798526828 - 2.799833121476931im	0.5372035070898181 - 0.930689922139279im	0.5372033090512609 - 0.9306906969040968im	7.584005400368351 - 0.6695544542164583im
-0.0002739818753361476 + 0.0im	-14.02082814492157 - 2.7961510440453554im	0.5510837203759664 - 0.934418414720407im	0.5510835415293689 - 0.9344191996985398im	7.5894793752916065 - 0.6687457493085234im
-0.00027126918350113625 + 0.0im	-13.997835691660875 - 2.791879176712501im	0.5651227303526367 - 0.9378846779386298im	0.5651225710046686 - 0.9378854727563506im	7.595005660660636 - 0.6677926393918066im
-0.000268583350001125 + 0.0im	-13.974657230991696 - 2.7870064701800628im	0.5793133862069185 - 0.9410817820526468im	0.5793132466525432 - 0.9410825863201702im	7.600579965828555 - 0.6666923820783696im
-0.00026592410891200497 + 0.0im	-13.951310678087138 - 2.7815224611902885im	0.5936480153606251 - 0.9440030218794014im	0.5936478958811233 - 0.9440038351914679im	7.606197818959455 - 0.6654423905954998im
-0.0002632911969425792 + 0.0im	-13.927814849179795 - 2.775417300325484im	0.608118783751849 - 0.9466419330492178im	0.6081186846148487 - 0.9466427549857362im	7.611854516121953 - 0.6640402402907207im
-0.0002606843534084942 + 0.0im	-13.904188541773909 - 2.7686817791138996im	0.6227174107362199 - 0.9489923080569898im	0.6227173321944967 - 0.9489931381837093im	7.617545197879613 - 0.6624836749104984im
-0.0002581033202064299 + 0.0im	-13.880451143715895 - 2.7613073563621016im	0.6374355039235897 - 0.9510482120582455im	0.637435446214574 - 0.9510490499274821im	7.62326520249181 - 0.6607706126358064im
-0.0002555478417885445 + 0.0im	-13.856622803294721 - 2.753286183632818im	0.6522641583330215 - 0.9528039983584256im	0.6522641216779244 - 0.952804843509814im	7.629009023530111 - 0.6588991518576904im
-0.00025301766513717274 + 0.0im	-13.832723309451243 - 2.744611129786528im	0.6671944114919018 - 0.9542543235433704im	0.6671943960952695 - 0.954255175504662im	7.6347716935807615 - 0.6568675766761236im
-0.000250512539739775 + 0.0im	-13.808773841565671 - 2.7352758045046177im	0.682216887313859 - 0.9553941621989326im	0.6822168933625291 - 0.9553950204868201im	7.640548287039387 - 0.6546743621055074im
-0.0002480322175641337 + 0.0im	-13.7847955855365 - 2.725274580711939im	0.6973219718807984 - 0.9562188211677868im	0.6973219995441022 - 0.9562196852887636im	7.646333436344149 - 0.6523181789704318im
-0.0002455764530337957 + 0.0im	-13.760809732035801 - 2.714602615816858im	0.7125000783507153 - 0.9567239532918492im	0.7125001277798721 - 0.9567248227430917im	7.652121588269682 - 0.6497978984755485im
-0.00024314500300375813 + 0.0im	-13.736838481861463 - 2.7032558716876602im	0.7277406356807902 - 0.9569055705893701im	0.7277407070068038 - 0.9569064448596508im	7.657907475247323 - 0.647112596433728im
-0.00024073762673639418 + 0.0im	-13.712903122648441 - 2.691231133285306im	0.743033875974176 - 0.956760056816619im	0.7430339693097818 - 0.9567609353872376im	7.663685348425348 - 0.6442615571371159im
-0.000238354085877618 + 0.0im	-13.689025663290849 - 2.678526025874064im	0.7583691219704638 - 0.956284179365145im	0.7583692374082475 - 0.9562850617108786im	7.669449690149722 - 0.6412442768561343im
-0.00023599414443328516 + 0.0im	-13.665231909378383 - 2.665139030733629im	0.7737357391537698 - 0.9554751004470007im	0.7737358767663074 - 0.9554759860370735im	7.675195216216912 - 0.6380604669520804im
-0.0002336575687458269 + 0.0im	-13.641540711068096 - 2.6510694992986497im	0.7891229802120281 - 0.9543303875218727im	0.7891231400518542 - 0.9543312758209306im	7.680916045204268 - 0.6347100565895675im
-0.00023134412747111575 + 0.0im	-13.617976302355148 - 2.6363176656546403im	0.8045197899586605 - 0.9528480229218728im	0.8045199720573537 - 0.9528489133909789im	7.686606654759385 - 0.6311931950357884im
-0.00022905359155556016 + 0.0im	-13.594561555926528 - 2.620884657322412im	0.8199151334506405 - 0.9510264126318588im	0.8199153378196824 - 0.9510273047294853im	7.692261056996159 - 0.627510253534389im
-0.0002267857342134259 + 0.0im	-13.571319717819959 - 2.6047725042670984im	0.8352978867517097 - 0.9488643941853905im	0.835298113381754 - 0.9488652873684179im	7.697874057712305 - 0.6236618267425811im
-0.00022454033090438206 + 0.0im	-13.548273447096731 - 2.5879841460719186im	0.8506566603348887 - 0.9463612436389605im	0.8506569091956613 - 0.9463621373636806im	7.7034396636056615 - 0.6196487337211135im
-0.00022231715931126937 + 0.0im	-13.525445586828447 - 2.5705234372215475im	0.8659801923561781 - 0.9435166815898635im	0.8659804633967967 - 0.9435175753129745im	7.708952382878355 - 0.6154720184677477im
-0.0002201159993180885 + 0.0im	-13.502859266449066 - 2.5523951504449753im	0.8812570514696558 - 0.940330878205987im	0.8812573446185153 - 0.9403317713855829im	7.714406439010657 - 0.6111329499859632im
-0.00021793663298820643 + 0.0im	-13.480538464856899 - 2.5336049780731282im	0.896475835979076 - 0.936804457238882im	0.8964761511440541 - 0.9368053493354369im	7.7197960111402555 - 0.6066330218818575im
-0.00021577884454277864 + 0.0im	-13.458504597447112 - 2.5141595313724108im	0.9116250248679195 - 0.9329384989948288im	0.9116253619363721 - 0.9329393894721665im	7.725116307781539 - 0.6019739514834029im
-0.0002136424203393848 + 0.0im	-13.43678007608268 - 2.4940663378213905im	0.9266933106494525 - 0.928734542241979im	0.9266936694887602 - 0.9287354305682312im	7.730361196971308 - 0.5971576784775801im
-0.00021152714885087602 + 0.0im	-13.415387947444227 - 2.4733338363043926im	0.9416692024528116 - 0.9241945850353036im	0.9416695829102999 - 0.9241954706838476im	7.735525342274068 - 0.5921863630622667im
