w	A_d-A_d	Ac_d-A_d	A_d-Ac_d	Ac_d-Ac_d
5.768047210004702e-6 + 0.0im	-15.275222659971623 - 1.4723710494155744e-9im	1.1252714901496785 + 3.914402362463503e-9im	1.1252723473828015 + 4.167267648423885e-9im	7.294750479205741 - 1.1812099995165944e-8im
5.825727682104749e-6 + 0.0im	-15.276042640975003 - 1.502594313492141e-9im	1.1253193994810309 + 4.020263484941278e-9im	1.125320256738045 + 4.2809924067200125e-9im	7.294557013136462 - 1.214087180051077e-8im
5.883984958925797e-6 + 0.0im	-15.276870923651803 - 1.5327043770371689e-9im	1.1253679591441748 + 4.127503059998446e-9im	1.125368816425143 + 4.396059525460204e-9im	7.294361587867706 - 1.2473704675580634e-8im
5.942824808515055e-6 + 0.0im	-15.27770761787555 - 1.5626302425600074e-9im	1.1254171791736924 + 4.236039920281536e-9im	1.1254180364786814 + 4.512379544918383e-9im	7.29416418318255 - 1.281035064088142e-8im
6.002253056600205e-6 + 0.0im	-15.278552786434028 - 1.5922956055891784e-9im	1.1254670697787568 + 4.345788193040684e-9im	1.1254679271078367 + 4.629858227270242e-9im	7.293964778645208 - 1.3150548951696561e-8im
6.062275587166207e-6 + 0.0im	-15.279406525069964 - 1.6216185700916353e-9im	1.1255176413464933 + 4.456657302806705e-9im	1.125518498699739 + 4.748396575093205e-9im	7.293763353598362 - 1.3494026230256775e-8im
6.12289834303787e-6 + 0.0im	-15.28026892247787 - 1.6505113493740804e-9im	1.125568904445412 + 4.568551984634282e-9im	1.125569761822901 + 4.867890860830711e-9im	7.293559887160463 - 1.384049663386613e-8im
6.184127326468248e-6 + 0.0im	-15.281140068318672 - 1.6788799516883816e-9im	1.125620869828909 + 4.6813723081267834e-9im	1.1256217272307245 + 4.988232667388942e-9im	7.2933543582230005 - 1.4189662059642399e-8im
6.245968599732931e-6 + 0.0im	-15.282020053231637 - 1.706623849741089e-9im	1.125673548438849 + 4.795013712420051e-9im	1.125674405865079 + 5.109308939994e-9im	7.293146745447716 - 1.4541212386410785e-8im
6.308428285730261e-6 + 0.0im	-15.282908968846392 - 1.733635633288397e-9im	1.125726951409217 + 4.9093670522635655e-9im	1.1257278088599543 + 5.2310020493970495e-9im	7.292937027263788 - 1.4894825754164335e-8im
6.371512568587564e-6 + 0.0im	-15.283806907795174 - 1.7598006439831615e-9im	1.125781090069851 + 5.024318655297115e-9im	1.1257819475451956 + 5.353189866473272e-9im	7.292725181864942 - 1.5250168881375506e-8im
6.43522769427344e-6 + 0.0im	-15.28471396372532 - 1.7849965916305424e-9im	1.1258359759502563 + 5.13975039058046e-9im	1.1258368334503133 + 5.475745848218682e-9im	7.292511187206584 - 1.5606897420308914e-8im
6.4995799712161745e-6 + 0.0im	-15.285630231311853 - 1.8090931510042421e-9im	1.1258916207834941 + 5.255539748392528e-9im	1.125892478308376 + 5.5985391351069825e-9im	7.292295021002791 - 1.5964656350347154e-8im
6.564575770928336e-6 + 0.0im	-15.286555806270382 - 1.8319515383770757e-9im	1.1259480365101617 + 5.3715599312758995e-9im	1.1259488940599873 + 5.72143465972709e-9im	7.2920766607233505 - 1.632308040920114e-8im
6.630221528637619e-6 + 0.0im	-15.28749077800995 - 1.8534240669286777e-9im	1.126005235282454 + 5.487679956262477e-9im	1.12600609285735 + 5.844293266581522e-9im	7.29185608359067 - 1.6681794561732925e-8im
6.696523743923996e-6 + 0.0im	-15.288435259084832 - 1.8733536802104002e-9im	1.12606322946831 + 5.603764768177184e-9im	1.1260640870684118 + 5.966971842886846e-9im	7.291633266576721 - 1.7040414505973783e-8im
6.763488981363236e-6 + 0.0im	-15.289389341053228 - 1.8915734628745337e-9im	1.1261220316556546 + 5.719675363879873e-9im	1.126122889281104 + 6.089323460180143e-9im	7.291408186399847 - 1.7398547215775913e-8im
6.8311238711768685e-6 + 0.0im	-15.290353123925518 - 1.9079061279124304e-9im	1.1261816546567276 + 5.835268927270685e-9im	1.1261825123076763 + 6.211197526501376e-9im	7.291180819521597 - 1.775579151938882e-8im
6.899435109888637e-6 + 0.0im	-15.291326708819929 - 1.922163479696226e-9im	1.126242111512507 + 5.95039897485316e-9im	1.1262429691891158 + 6.332439948890469e-9im	7.290951142143449 - 1.8111738713109606e-8im
6.968429460987523e-6 + 0.0im	-15.292310197976763 - 1.9341458521824283e-9im	1.12630341549723 + 6.064915511621599e-9im	1.1263042731996695 + 6.452893305911136e-9im	7.290719130203514 - 1.8465973209011358e-8im
7.038113755597398e-6 + 0.0im	-15.293303694772714 - 1.9436415217149943e-9im	1.126365580123013 + 6.178665197016878e-9im	1.126366437851461 + 6.57239702989198e-9im	7.290484759373185 - 1.881807321561722e-8im
7.108494893153372e-6 + 0.0im	-15.294307303735499 - 1.950426093962387e-9im	1.1264286191445663 + 6.291491520678119e-9im	1.1264294768992138 + 6.690787598559642e-9im	7.290248005053715 - 1.916761145025056e-8im
7.179579842084906e-6 + 0.0im	-15.29532113055868 - 1.9542618646396753e-9im	1.1264925465640228 + 6.4032349877075005e-9im	1.1264934043450703 + 6.807898735730215e-9im	7.290008842372732 - 1.9514155881663438e-8im
7.251375640505755e-6 + 0.0im	-15.29634528211678 - 1.9548971538054087e-9im	1.126557376635862 + 6.513733313164254e-9im	1.1265582344435205 + 6.9235616207253135e-9im	7.289767246180736 - 1.985727050142169e-8im
7.323889396910813e-6 + 0.0im	-15.297379866480636 - 1.952065613686901e-9im	1.1266231238719502 + 6.622821625511002e-9im	1.1266239817064418 + 7.037605106187851e-9im	7.2895231910474925 - 2.0196516122409367e-8im
7.397128290879921e-6 + 0.0im	-15.298424992932983 - 1.94548551017901e-9im	1.126689803046685 + 6.730332678754599e-9im	1.1266906609082432 + 7.1498559439941186e-9im	7.2892766512583895 - 2.0531451202709713e-8im
7.47109957378872e-6 + 0.0im	-15.299480771984387 - 1.9348589783848253e-9im	1.12675742920226 + 6.836097073054782e-9im	1.1267582870911308 + 7.260139018991505e-9im	7.289027600810722 - 2.0861632693023422e-8im
7.5458105695266075e-6 + 0.0im	-15.300547315389302 - 1.9198712528250545e-9im	1.1268260176540426 + 6.939943483619585e-9im	1.1268268755704833 + 7.368277590339434e-9im	7.288776013409925 - 2.118661690570163e-8im
7.621268675221874e-6 + 0.0im	-15.301624736162621 - 1.9001898732411425e-9im	1.1268955839960721 + 7.041698897769073e-9im	1.1268964419403522 + 7.474093540296004e-9im	7.288521862465721 - 2.1505960403400935e-8im
7.697481361974092e-6 + 0.0im	-15.30271314859629 - 1.875463867260048e-9im	1.126966144106681 + 7.141188860130133e-9im	1.1269670020790836 + 7.57740763037694e-9im	7.288265121088237 - 2.1819220905313545e-8im
7.774456175593833e-6 + 0.0im	-15.30381266827636 - 1.8453229115816344e-9im	1.127037714154243 + 7.238237726028234e-9im	1.1270385721550638 + 7.678039764919214e-9im	7.288005762083988 - 2.2125958208887403e-8im
7.85220073734977e-6 + 0.0im	-15.304923412100324 - 1.8093764737995005e-9im	1.1271103106030622 + 7.33266892327009e-9im	1.1271111686326087 + 7.775809262212366e-9im	7.2877437579518425 - 2.2425735124934448e-8im
7.930722744723268e-6 + 0.0im	-15.30604549829443 - 1.7672129374793892e-9im	1.1271839502192382 + 7.42430522266676e-9im	1.1271848082778337 + 7.870535133519974e-9im	7.287479080879236 - 2.2718118424026745e-8im
8.0100299721705e-6 + 0.0im	-15.307179046432449 - 1.718398713704742e-9im	1.1272586500772221 + 7.512969017835366e-9im	1.127259508165201 + 7.962036370504444e-9im	7.287211702736956 - 2.3002679792108864e-8im
8.090130271892205e-6 + 0.0im	-15.308324177452782 - 1.6624773429655014e-9im	1.1273344275655395 + 7.598482615041781e-9im	1.127335285683251 + 8.050132241796639e-9im	7.286941595076293 - 2.327899679330698e-8im
8.171031574611127e-6 + 0.0im	-15.309481013677841 - 1.598968592024305e-9im	1.1274113023197379 + 7.6806685341131e-9im	1.1274121604675424 + 8.134642599720783e-9im	7.286668729123707 - 2.354665383799858e-8im
8.252741890357238e-6 + 0.0im	-15.3106496788327 - 1.5273675512559268e-9im	1.1274892885243324 + 7.759349821761808e-9im	1.1274901467026102 + 8.215388198502195e-9im	7.286393075776738 - 2.3805243154320908e-8im
8.33526930926081e-6 + 0.0im	-15.311830298064383 - 1.447143738934624e-9im	1.1275684064762324 + 7.834350379030958e-9im	1.1275692646853732 + 8.292191025655634e-9im	7.2861146055994785 - 2.4054365761447414e-8im
8.41862200235342e-6 + 0.0im	-15.313022997961465 - 1.357740220055355e-9im	1.1276486748871921 + 7.905495304997356e-9im	1.1276495331276024 + 8.36487464868345e-9im	7.285833288817987 - 2.4293632443150917e-8im
8.502808222376953e-6 + 0.0im	-15.314227906574088 - 1.2585727485363932e-9im	1.1277301128169457 + 7.97261125936792e-9im	1.1277309710890435 + 8.433264579714114e-9im	7.285549095315609 - 2.4522664720407368e-8im
8.587836304600723e-6 + 0.0im	-15.3154451534343 - 1.1490289430824105e-9im	1.1278127396803976 + 8.035526847180557e-9im	1.1278135979846193 + 8.497188661291364e-9im	7.285261994628249 - 2.474109582207649e-8im
8.67371466764673e-6 + 0.0im	-15.316674869576763 - 1.028467508611646e-9im	1.1278965752549917 + 8.094073029487425e-9im	1.1278974335917853 + 8.556477477194032e-9im	7.2849719559395085 - 2.494857165303293e-8im
8.760451814323197e-6 + 0.0im	-15.317917187559932 - 8.962175169939595e-10im	1.1279816396882407 + 8.148083564667427e-9im	1.1279824980580693 + 8.610964792938968e-9im	7.284678948075762 - 2.514475175951947e-8im
8.84805633246643e-6 + 0.0im	-15.31917224148755 - 7.515777629382263e-10im	1.1280679535054383 + 8.19739548589917e-9im	1.128068811908779 + 8.660488031507102e-9im	7.284382939501117 - 2.532931029195899e-8im
8.936536895791094e-6 + 0.0im	-15.320440167030606 - 5.938162132407019e-10im	1.128155537617548 + 8.241849621343204e-9im	1.128156396054894 + 8.704888790853575e-9im	7.284083898312311 - 2.550193696600167e-8im
9.025902264749006e-6 + 0.0im	-15.321721101449704 - 4.221695702991933e-10im	1.1282444133292813 + 8.281291164749741e-9im	1.1282452718011389 + 8.744013410933008e-9im	7.283781792233455 - 2.5662338023209007e-8im
9.116161287396496e-6 + 0.0im	-15.32301518361787 - 2.358429738543713e-10im	1.1283346023473577 + 8.315570305546238e-9im	1.1283354608542486 + 8.777713599313168e-9im	7.283476588610766 - 2.58102371934937e-8im
9.207322900270461e-6 + 0.0im	-15.324322554043777 - 3.40098683882703e-11im	1.1284261267889737 + 8.344542928992974e-9im	1.1284269853314344 + 8.80584712598539e-9im	7.283168254407073 - 2.594537666225994e-8im
9.299396129273166e-6 + 0.0im	-15.325643354895494 + 1.8418793245247894e-10im	1.1285190091904593 + 8.368071398748079e-9im	1.1285198677690393 + 8.828278599738155e-9im	7.282856756196327 - 2.6067518046129117e-8im
9.392390090565897e-6 + 0.0im	-15.326977730024646 + 4.1963994857218255e-10im	1.1286132725161495 + 8.386025436189327e-9im	1.1286141311314144 + 8.844880340466962e-9im	7.282542060157948 - 2.617644338221378e-8im
9.486313991471557e-6 + 0.0im	-15.328325824991065 + 6.732664623707198e-10im	1.1287089401674641 + 8.398283113130712e-9im	1.1287097988199923 + 8.855533364088576e-9im	7.282224132071053 - 2.6271956137126208e-8im
9.581177131386272e-6 + 0.0im	-15.329687787087979 + 9.460176272490132e-10im	1.1288060359922074 + 8.404731977187421e-9im	1.128806894682592 + 8.86012849934413e-9im	7.281902937308605 - 2.6353882243302777e-8im
9.676988902700135e-6 + 0.0im	-15.33106376536767 + 1.2388722024705734e-9im	1.1289045842940915 + 8.405270332025899e-9im	1.1289054430229402 + 8.858567658762391e-9im	7.281578440831403 - 2.6422071171809654e-8im
9.773758791727137e-6 + 0.0im	-15.33245391066766 + 1.5528358537547175e-9im	1.1290046098424928 + 8.39980869813782e-9im	1.129005468610426 + 8.85076528945778e-9im	7.281250607181974 - 2.6476397052592424e-8im
9.871496379644408e-6 + 0.0im	-15.33385837563746 + 1.8889389505566e-9im	1.1291061378824387 + 8.388271483652564e-9im	1.1291069966900922 + 8.836650033315623e-9im	7.280919400478346 - 2.651675985517297e-8im
9.970211343440852e-6 + 0.0im	-15.335277314765886 + 2.2482337814330024e-9im	1.129209194144847 + 8.370598899116565e-9im	1.1292100529928688 + 8.81616663053327e-9im	7.280584784407643 - 2.6543086645109004e-8im
1.006991345687526e-5 + 0.0im	-15.336710884408863 + 2.631791098050413e-9im	1.1293138048570126 + 8.34674915519172e-9im	1.1293146637460638 + 8.789278105510025e-9im	7.280246722219637 - 2.6555332934151793e-8im
1.0170612591444013e-5 + 0.0im	-15.338159242817957 + 3.040695886091546e-9im	1.1294199967533487 + 8.316700987938818e-9im	1.1294208556841052 + 8.75596827979528e-9im	7.279905176720063 - 2.655348414500507e-8im
1.0272318717358453e-5 + 0.0im	-15.33962255016932 + 3.47604224736633e-9im	1.1295277970864028 + 8.28045656284853e-9im	1.129528656059552 + 8.716244663301113e-9im	7.2795601102638505 - 2.6537557214948494e-8im
1.0375041904532038e-5 + 0.0im	-15.34110096859348 + 3.938927261615208e-9im	1.129637233638135 + 8.238044816163252e-9im	1.1296380926543783 + 8.670141782367957e-9im	7.279211484748214 - 2.6507602366389588e-8im
1.0478792323577359e-5 + 0.0im	-15.342594662205576 + 4.4304436785625e-9im	1.129748334731492 + 8.189525300414878e-9im	1.129749193791543 + 8.617725011654298e-9im	7.278859261605565 - 2.646370507671214e-8im
1.0583580246813132e-5 + 0.0im	-15.344103797136372 + 4.951671270459897e-9im	1.1298611292422567 + 8.134992610615901e-9im	1.1298619883468408 + 8.559094986334746e-9im	7.278503401796295 - 2.6405988284652365e-8im
1.0689416049281265e-5 + 0.0im	-15.345628541563887 + 5.50366665234525e-9im	1.1299756466112083 + 8.074581478331172e-9im	1.1299765057610631 + 8.49439268188085e-9im	7.278143865801382 - 2.6334614875936957e-8im
1.0796310209774077e-5 + 0.0im	-15.347169065745756 + 6.087451351182174e-9im	1.1300919168565817 + 8.008472633088366e-9im	1.130092776052458 + 8.423805260930419e-9im	7.277780613614849 - 2.624979049713363e-8im
1.0904273311871818e-5 + 0.0im	-15.348725542052295 + 6.7039978755507134e-9im	1.1302099705868536 + 7.936899544442455e-9im	1.130210829829512 + 8.347572800608389e-9im	7.277413604736037 - 2.615176675369183e-8im
1.1013316044990537e-5 + 0.0im	-15.350298145000322 + 7.354213504191336e-9im	1.1303298390138432 + 7.860156173698625e-9im	1.1303306983040569 + 8.26599602935139e-9im	7.277042798161743 - 2.6040844856086348e-8im
1.1123449205440442e-5 + 0.0im	-15.35188705128771 + 8.038921473972871e-9im	1.1304515539661644 + 7.778605882050966e-9im	1.1304524133047174 + 8.179445220040928e-9im	7.276668152378127 - 2.591737978693678e-8im
1.1234683697494847e-5 + 0.0im	-15.353492439828779 + 8.758839205209766e-9im	1.1305751479030108 + 7.692691661970253e-9im	1.1305760072906983 + 8.088370406325624e-9im	7.2762896253524705 - 2.5781785072089823e-8im
1.1347030534469796e-5 + 0.0im	-15.355114491790435 + 9.514553154082299e-9im	1.1307006539283124 + 7.602947881361752e-9im	1.1307015133659393 + 7.993313111700342e-9im	7.275907174524756 - 2.5634538250059934e-8im
1.1460500839814493e-5 + 0.0im	-15.356753390629214 + 1.0306489827527172e-8im	1.1308281058052525 + 7.510013755637333e-9im	1.130828965293634 + 7.894919806532417e-9im	7.275520756798989 - 2.5476187147091403e-8im
1.1575105848212638e-5 + 0.0im	-15.358409322129138 + 1.1134882434598861e-8im	1.1309575379711685 + 7.414648791766209e-9im	1.1309583975111324 + 7.793957337144353e-9im	7.27513032853442 - 2.5307357079605848e-8im
1.1690856906694765e-5 + 0.0im	-15.360082474440487 + 1.1999732579098826e-8im	1.1310889855528525 + 7.317750480986539e-9im	1.1310898451452331 + 7.691330603680079e-9im	7.274735845536451 - 2.51287591221399e-8im
1.1807765475761713e-5 + 0.0im	-15.361773038119482 + 1.290076632027672e-8im	1.131222484382248 + 7.220374553626541e-9im	1.1312233440278905 + 7.588102800245897e-9im	7.2743372630474115 - 2.49411995972738e-8im
1.192584313051933e-5 + 0.0im	-15.363481206168952 + 1.383738384056294e-8im	1.1313580710125737 + 7.1237581508952365e-9im	1.1313589307123322 + 7.48551857222883e-9im	7.273934535737061 - 2.474559096475761e-8im
1.2045101561824523e-5 + 0.0im	-15.365207174079893 + 1.4808601860413112e-8im	1.131495782734879 + 7.02934631511628e-9im	1.1314966424896167 + 7.385030492306282e-9im	7.2735276176928805 - 2.454296431033088e-8im
1.2165552577442768e-5 + 0.0im	-15.366951139874164 + 1.5812987829120162e-8im	1.1316356575950501 + 6.9388222523098635e-9im	1.1316365174056393 + 7.288329309091277e-9im	7.273116462410144 - 2.43344836609118e-8im
1.2287208103217195e-5 + 0.0im	-15.368713304148134 + 1.684858479541834e-8im	1.131777734411284 + 6.854141879961591e-9im	1.1317785942786056 + 7.1973784812897144e-9im	7.272701022781691 - 2.4121462382244108e-8im
1.2410080184249368e-5 + 0.0im	-15.370493870117484 + 1.7912825721247278e-8im	1.131922052792083 + 6.7775732390132895e-9im	1.1319229127170258 + 7.114453576441138e-9im	7.272281251087497 - 2.3905381948113624e-8im
1.2534180986091862e-5 + 0.0im	-15.372293043663408 + 1.90024358443685e-8im	1.1320686531551192 + 6.711741423410919e-9im	1.1320695131385803 + 7.042187187612156e-9im	7.2718570989836495 - 2.3687913407301942e-8im
1.2659522795952781e-5 + 0.0im	-15.374111033371706 + 2.0113321518644116e-8im	1.1322175767349627 + 6.6596797638798676e-9im	1.1322184367778256 + 6.983620104745574e-9im	7.271428517498543 - 2.3470941915993225e-8im
1.278611802391231e-5 + 0.0im	-15.375948050611992 + 2.1240443762496775e-8im	1.132368865646434 + 6.6248880959989775e-9im	1.1323697257496406 + 6.942259570767304e-9im	7.27099545699377 - 2.325659474991253e-8im
1.2913979204151433e-5 + 0.0im	-15.37780430953449 + 2.237767452394092e-8im	1.1325225628300157 + 6.611399047250739e-9im	1.1325234229944734 + 6.922145557157519e-9im	7.270557867199902 - 2.3047273262614028e-8im
1.3043118996192947e-5 + 0.0im	-15.379680027166245 + 2.3517633421922203e-8im	1.132678712136778 + 6.623853394792514e-9im	1.1326795723634124 + 6.927926110757377e-9im	7.2701156971638685 - 2.2845689314684153e-8im
1.3173550186154876e-5 + 0.0im	-15.381575423443971 + 2.465150244555765e-8im	1.132837358322456 + 6.667585676610457e-9im	1.1328382186121986 + 6.9649429544985025e-9im	7.269668895253972 - 2.2654906763873985e-8im
1.3305285688016425e-5 + 0.0im	-15.383490721270462 + 2.576881578197248e-8im	1.1329985470732675 + 6.748721385010453e-9im	1.132999407427056 + 7.039328671031822e-9im	7.269217409144894 - 2.2478388679087737e-8im
1.343833854489659e-5 + 0.0im	-15.385426146569488 + 2.6857221596175558e-8im	1.133162325028468 + 6.874287234753201e-9im	1.1331631854472461 + 7.15811696158406e-9im	7.2687611858047605 - 2.2320051022573842e-8im
1.3572721930345557e-5 + 0.0im	-15.387381928342181 + 2.7902212198851574e-8im	1.1333287398034324 + 7.052336180400427e-9im	1.1333296002881517 + 7.3293676546275895e-9im	7.268300171482027 - 2.2184323635515942e-8im
1.3708449149649012e-5 + 0.0im	-15.389358298724916 + 2.888681860571522e-8im	1.1334978400134041 + 7.292089060643695e-9im	1.1334987005650201 + 7.562308342151621e-9im	7.267834311691943 - 2.2076219463522858e-8im
1.3845533641145503e-5 + 0.0im	-15.391355493048772 + 2.9791265010402356e-8im	1.1336696752979254 + 7.604094973761246e-9im	1.1336705359173997 + 7.867494747694892e-9im	7.267363551202702 - 2.2001413071384293e-8im
1.3983988977556958e-5 + 0.0im	-15.393373749900602 + 3.059257815651246e-8im	1.133844296346005 + 8.000412740345157e-9im	1.1338451570343038 + 8.256992182294588e-9im	7.266887834021192 - 2.1966329622118527e-8im
1.4123828867332527e-5 + 0.0im	-15.39541331118587 + 3.126414599763101e-8im	1.1340217549220273 + 8.494816089734796e-9im	1.1340226156801234 + 8.744580724797801e-9im	7.266407103378335 - 2.197824563513619e-8im
1.4265067156005852e-5 + 0.0im	-15.397474422193179 + 3.177521937065302e-8im	1.1342021038924537 + 9.103025518120659e-9im	1.134202964721323 + 9.345987074508144e-9im	7.26592130171402 - 2.2045402993743996e-8im
1.440771782756591e-5 + 0.0im	-15.399557331660734 + 3.209034967062739e-8im	1.1343853972533227 + 9.842970112247975e-9im	1.1343862581539461 + 1.0079146370102954e-8im	7.26543037066164 - 2.217713784482887e-8im
1.455179500584157e-5 + 0.0im	-15.401662291844573 + 3.216875469712949e-8im	1.1345716901586003 + 1.0735083016555669e-8im	1.134572551131965 + 1.0964497652661196e-8im	7.264934251032137 - 2.2384026225148096e-8im
1.4697312955899985e-5 + 0.0im	-15.403789558588924 + 3.1963603934647173e-8im	1.1347610389494047 + 1.1802634647250104e-8im	1.1347618999965006 + 1.2025317076303478e-8im	7.264432882797614 - 2.2678048461123425e-8im
1.4844286085458985e-5 + 0.0im	-15.405939391398492 + 3.1421213523687965e-8im	1.1349535011841325 + 1.3072108228400453e-8im	1.1349543623059535 + 1.3288093441531443e-8im	7.263926205074464 - 2.3072774624486358e-8im
1.4992728946313575e-5 + 0.0im	-15.408112053512975 + 3.048014006555943e-8im	1.1351491356695362 + 1.4573622747178973e-8im	1.135149996867081 + 1.4782951148388046e-8im	7.263414156105984 - 2.3583573586823378e-8im
1.5142656235776711e-5 + 0.0im	-15.410307811983738 + 2.9070161171428546e-8im	1.1353480024927798 + 1.6341409002787025e-8im	1.1353488637670508 + 1.6544126243975978e-8im	7.262896673244508 - 2.4227848504499184e-8im
1.5294082798134478e-5 + 0.0im	-15.412526937752839 + 2.7111129303846006e-8im	1.1355501630545153 + 1.8414345061750478e-8im	1.1355510244065181 + 1.8610501877012203e-8im	7.262373692932947 - 2.5025301884282023e-8im
1.5447023626115824e-5 + 0.0im	-15.41476970573442 + 2.451168395390624e-8im	1.1357556801030206 + 2.0836558136949714e-8im	1.1357565415337645 + 2.1026210176776355e-8im	7.261845150685835 - 2.5998233732180988e-8im
1.5601493862376983e-5 + 0.0im	-15.417036394898608 + 2.1167805536095522e-8im	1.1359646177694411 + 2.3658100685246873e-8im	1.1359654792799383 + 2.384130835130671e-8im	7.261310981069711 - 2.7171876676687885e-8im
1.5757508801000753e-5 + 0.0im	-15.419327288358039 + 1.696119255094886e-8im	1.136177041604181 + 2.6935709375713723e-8im	1.1361779031954486 + 2.7112537656835283e-8im	7.260771117682986 - 2.857477238623588e-8im
1.591508388901076e-5 + 0.0im	-15.42164267345705 + 1.175744154707881e-8im	1.136393018614493 + 3.0733656524585085e-8im	1.1363938802875486 + 3.090417483457463e-8im	7.260225493135109 - 3.023919407293547e-8im
1.607423472790087e-5 + 0.0im	-15.423982841863712 + 5.4040071917555005e-9im	1.1366126173033055 + 3.5124704632139163e-8im	1.1366134790591722 + 3.5288986650042606e-8im	7.2596740390250885 - 3.2201620394547706e-8im
1.623497707517988e-5 + 0.0im	-15.426348089664787 - 2.272082685420668e-9im	1.1368359077093557 + 4.0191175799282655e-8im	1.1368367695490582 + 4.034929931268617e-8im	7.259116685919365 - 3.450326663850859e-8im
1.639732684593168e-5 + 0.0im	-15.42873871746374 - 1.146678489809903e-8im	1.137062961448668 + 4.60261490569532e-8im	1.1370638233732333 + 4.617819580889891e-8im	7.258553363328937 - 3.719067970030438e-8im
1.6561300114390997e-5 + 0.0im	-15.43115503048192 - 2.240190233090262e-8im	1.1372938517574378 + 5.2734800019457126e-8im	1.1372947137678961 + 5.288085555952915e-8im	7.257983999685735 - 4.031640405860847e-8im
1.6726913115534907e-5 + 0.0im	-15.433597338663073 - 3.532828299946532e-8im	1.137528653536383 + 6.04358987842124e-8im	1.137529515633766 + 6.057605232432717e-8im	7.257408522318267 - 4.393972670673156e-8im
1.6894182246690257e-5 + 0.0im	-15.436065956781299 - 5.052939430176726e-8im	1.1377674433966147 + 6.926348365653601e-8im	1.1377683055819583 + 6.939782793194644e-8im	7.256826857426432 - 4.8127509829890435e-8im
1.706312406915716e-5 + 0.0im	-15.438561205444792 - 6.832531390653784e-8im	1.1380102997070953 + 7.936873009130789e-8im	1.1380111619814344 + 7.949736122730492e-8im	7.256238930055474 - 5.295512092675262e-8im
1.723375530984873e-5 + 0.0im	-15.441083407642129 - 8.907718297785701e-8im	1.13825730264372 + 9.092203622678177e-8im	1.1382581650080945 + 9.10450536115493e-8im	7.255644664069139 - 5.85074710683441e-8im
1.7406092862947216e-5 + 0.0im	-15.443632894214636 - 1.1319217208519108e-7im	1.138508534240063 + 1.041153485533997e-7im	1.1385093966955129 + 1.0423285471744828e-7im	7.255043982121886 - 6.488017307476526e-8im
1.758015379157669e-5 + 0.0im	-15.446210000409982 - 1.4112901522762202e-7im	1.1387640784396604 + 1.1916475362728797e-7im	1.1387649409872278 + 1.192768541298612e-7im	7.254436805630311 - 7.218083257788102e-8im
1.7755955329492456e-5 + 0.0im	-15.448815066898709 - 1.734041729443487e-7im	1.1390240211490545 + 1.3631336431998436e-7im	1.1390248837897836 + 1.3642016764279813e-7im	7.253823054744158 - 8.053048623426467e-8im
1.7933514882787382e-5 + 0.0im	-15.451448439885397 - 2.1059869152767525e-7im	1.1392884502845346 + 1.558345319099328e-7im	1.1392893130194695 + 1.5593614935856838e-7im	7.253202648320354 - 9.006520276583741e-8im
1.8112850031615255e-5 + 0.0im	-15.45411047005251 - 2.5336583193859145e-7im	1.1395574547310439 + 1.7803541838527328e-7im	1.1395583175612742 + 1.7813196399850956e-7im	7.252575504168872 - 1.0093786404494306e-7im
1.8293978531931407e-5 + 0.0im	-15.456801519524808 - 3.024395491904493e-7im	1.1398311283717817 + 2.0326096666065676e-7im	1.1398319912982693 + 2.0335255712798315e-7im	7.251941537430979 - 1.1332014511580177e-7im
1.847691831725072e-5 + 0.0im	-15.459521947211764 - 3.586439107568447e-7im	1.1401095655340971 + 2.3189831003328005e-7im	1.1401104285579313 + 2.3198506462078657e-7im	7.251300663992257 - 1.2740471386558835e-7im
1.866168750042323e-5 + 0.0im	-15.462272124860004 - 4.2290355102252004e-7im	1.1403928623222692 + 2.6438166613657067e-7im	1.1403937254444985 + 2.6446370662136534e-7im	7.250652796744621 - 1.4340767303675468e-7im
1.884830437542746e-5 + 0.0im	-15.465052428604034 - 4.962552679796662e-7im	1.1406811176756064 + 3.0119776491631004e-7im	1.1406819808972775 + 3.012752155295639e-7im	7.2499978475537175 - 1.6157126941903904e-7im
1.9036787419181733e-5 + 0.0im	-15.467863241076742 - 5.798608783284196e-7im	1.140974432960234 + 3.428918647772522e-7im	1.1409752962823958 + 3.429648521559149e-7im	7.2493357267673755 - 1.8216689738703264e-7im
1.9227155293373552e-5 + 0.0im	-15.470704951543118 - 6.750214579240189e-7im	1.141272912025435 + 3.9007441605334643e-7im	1.141273775449136 + 3.9014306920052016e-7im	7.2486663431844205 - 2.0549842646991738e-7im
1.9419426846307288e-5 + 0.0im	-15.47357795607096 - 7.83193106181068e-7im	1.1415766612771732 + 4.4342843636755866e-7im	1.1415775248034599 + 4.43492886621455e-7im	7.247989604014813 - 2.3190588536736546e-7im
1.961362111477036e-5 + 0.0im	-15.47648265771154 - 9.060043856576209e-7im	1.14188578975613 + 5.037176682953765e-7im	1.141886653386049 + 5.03778049306716e-7im	7.247305414837482 - 2.617695377736397e-7im
1.9809757325918065e-5 + 0.0im	-15.479419466687975 - 1.045275601660819e-6im	1.142200409219096 + 5.717955960577778e-7im	1.1422012729536928 + 5.718520437754183e-7im	7.246613679556386 - 2.955143885552065e-7im
2.0007854899177247e-5 + 0.0im	-15.482388800590673 - 1.2030401014070803e-6im	1.142520634223591 + 6.486154047745786e-7im	1.1425214980639085 + 6.48668057439087e-7im	7.245914300354879 - 3.336151622610149e-7im
