w	self_d-self_d	selfc_d-self_d	self_d-selfc_d	selfc_d-selfc_d
-0.00036928617349270195 + 0.0im	-0.0615199887349145 - 0.011465573516492708im	-0.0019667507940501227 + 0.006527655902161651im	-0.0019667455229440216 + 0.006527659386216358im	0.13599864884745266 - 0.011780196623383051im
-0.00036562987474524945 + 0.0im	-0.061468287133513856 - 0.011495363335287367im	-0.0020337946038555843 + 0.006596821538898232im	-0.002033789414387817 + 0.006596825139686024im	0.13604896934364955 - 0.01181213247394825im
-0.0003620097769754945 + 0.0im	-0.06141479589713579 - 0.01152452784241442im	-0.002102808179630833 + 0.006665691848230205im	-0.0021028030739611153 + 0.006665695566725868im	0.13610125621174174 - 0.011843508485978324im
-0.00035842552175791535 + 0.0im	-0.06135950869013863 - 0.01155300268067113im	-0.00217380770933475 + 0.006734205780533388im	-0.0021738026897441753 + 0.006734209617621434im	0.13615553460235355 - 0.011874252038444142im
-0.0003548767542157578 + 0.0im	-0.06130242228915202 - 0.011580722495795438im	-0.002246807561435138 + 0.006802300884593908im	-0.002246802630324701 + 0.006802304841061062im	0.13621180941041558 - 0.011904289407197705im
-0.0003513631229858988 + 0.0im	-0.061243535203098304 - 0.01160762103107752im	-0.002321819248574745 + 0.006869913370410249im	-0.00232181440847982 + 0.006869917446938169im	0.13627006696719982 - 0.011933545881188265im
-0.0003478842801840582 + 0.0im	-0.061182848173215655 - 0.011633631225150036im	-0.002398858006862936 + 0.006936978176611413im	-0.0023988532600931964 + 0.006936982373769783im	0.13633032604170242 - 0.011961945882281517im
-0.00034443988137035467 + 0.0im	-0.06112036472489213 - 0.011658685312829141im	-0.0024779265281828773 + 0.007003429042505623im	-0.002477921878126471 + 0.00700343336074547im	0.136392569563219 - 0.011989413088453221im
-0.00034102958551520264 + 0.0im	-0.0610560916413728 - 0.011682714928877232im	-0.002559019693051986 + 0.007069198584761482im	-0.002559015141957851 + 0.0070692030244089545im	0.1364567995268872 - 0.012015870560126355im
-0.0003376530549655472 + 0.0im	-0.06099003871565214 - 0.01170565121455655im	-0.0026421600766061274 + 0.007134218378710592im	-0.0026421556275430594 + 0.007134222939960978im	0.1365230072596457 - 0.012041240869417444im
-0.00033430995541143283 + 0.0im	-0.06092221458029759 - 0.01172742492684084im	-0.0027273389561182936 + 0.007198419044246189im	-0.002727334612051127 + 0.007198423727158435im	0.13659117586739228 - 0.012065446232056035im
-0.0003309999558529038 + 0.0im	-0.060852641002739585 - 0.011747966550149449im	-0.0028145551046420327 + 0.007261730336277718im	-0.002814550868616881 + 0.007261735140769262im	0.13666128393332927 - 0.012088408641738485im
-0.00032772272856723146 + 0.0im	-0.06078132622767421 - 0.011767206410465178im	-0.002903804115141257 + 0.007324081239685395im	-0.0029037999902690936 + 0.007324086165527445im	0.13673331854942958 - 0.012110050006675567im
-0.0003244779490764668 + 0.0im	-0.06070829983047121 - 0.011785074791693455im	-0.002995078598377016 + 0.007385400068702259im	-0.0029950745878250928 + 0.007385405115515487im	0.13680726105944505 - 0.01213029228809107im
-0.0003212652961153137 + 0.0im	-0.06063357867522768 - 0.011801502054115745im	-0.0030883688382080223 + 0.007445614570634227im	-0.0030883649451923095 + 0.0074456197378849715im	0.13688308737984717 - 0.012149057640426687im
-0.0003180844515993205 + 0.0im	-0.0605571901386875 - 0.01181641875478542im	-0.0031836621138362432 + 0.007504652033810627im	-0.003183658341612661 + 0.007504657320807464im	0.13696075722717946 - 0.012166268553006373im
-0.0003149351005933866 + 0.0im	-0.060479163687355925 - 0.011829755769707974im	-0.003280942717313855 + 0.007562439399639383im	-0.003280939069169476 + 0.007562444805530197im	0.13704025445880627 - 0.012181847992910826im
-0.0003118169312805808 + 0.0im	-0.06039952938320012 - 0.011841444417641508im	-0.00338019220354661 + 0.007618903378622026im	-0.003380188682791243 + 0.007618908902391599im	0.13712151533984193 - 0.012195719548810897im
-0.0003087296349312681 + 0.0im	-0.06031832864860529 - 0.011851416585345862im	-0.0034813892097506553 + 0.007673970570164696im	-0.003481385819707785 + 0.007673976210632714im	0.1372045323793312 - 0.012207807575505672im
-0.00030567290587254266 + 0.0im	-0.0602355923135283 - 0.011859604854101216im	-0.0035845093857039692 + 0.00772756758600125im	-0.0035845061297020138 + 0.00772757334182085im	0.13728925138158846 - 0.012218037338908362im
-0.000302646441457963 + 0.0im	-0.060151363377459 - 0.011865942627308307im	-0.003689525421034654 + 0.0077796211770252525im	-0.0036895223023982585 + 0.007779627046682035im	0.13737562322402974 - 0.012226335161220455im
-0.00029964994203758713 + 0.0im	-0.060065685431679165 - 0.011870364258973675im	-0.0037964064031610813 + 0.007830058363307397im	-0.0037964034251967635 + 0.007830064345118974im	0.1374636044585412 - 0.012232628566030768im
-0.0002966831109283041 + 0.0im	-0.05997860506505274 - 0.011872805182873623im	-0.0039051200450518943 + 0.007878806567055259im	-0.0039051172110540384 + 0.007878812659171262im	0.13755314262552573 - 0.012236846423073527im
-0.0002937456543844595 + 0.0im	-0.059890172501915966 - 0.011873202042180741im	-0.00401562920276177 + 0.00792579374825235im	-0.004015626515988185 + 0.007925799948654982im	0.13764418236446174 - 0.012238919092375056im
-0.0002908372815687718 + 0.0im	-0.05980043879446988 - 0.011871492819326476im	-0.004127894388401579 + 0.007970948542694268im	-0.00412789185206997 + 0.00797095484919931im	0.13773666569917895 - 0.01223877856751597im
-0.0002879577045235364 + 0.0im	-0.05970945937829065 - 0.01186761696586278im	-0.0042418728181541155 + 0.008014200402120258im	-0.004241870435432605 + 0.008014206812378607im	0.1378305406567751 - 0.012236358617731114im
-0.00028510663814211524 + 0.0im	-0.059617292326665766 - 0.011861515532074929im	-0.004357518995424093 + 0.008055479736120362im	-0.004357516769423338 + 0.008055486247620033im	0.1379257170659512 - 0.012231594928566118im
-0.0002822838001407082 + 0.0im	-0.059523998939934944 - 0.011853131296087062im	-0.0044747839809712205 + 0.008094718055480149im	-0.004474781914734523 + 0.008094724665548798im	0.13802215391149875 - 0.01222442524080548im
-0.00027948891103040416 + 0.0im	-0.05942964095715489 - 0.011842408892191124im	-0.004593616174621319 + 0.008131848116608009im	-0.004593614271117289 + 0.008131854822415885im	0.13811977100496872 - 0.01221478948738328im
-0.0002767216940895091 + 0.0im	-0.059334285198632514 - 0.011829294938119338im	-0.004713960773913387 + 0.00816680406667378im	-0.004713959036029262 + 0.008166810865237203im	0.13821849842148468 - 0.012202629927983745im
-0.0002739818753361476 + 0.0im	-0.059237998912150744 - 0.011813738160970219im	-0.004835759645498408 + 0.0081995215890723im	-0.00483575807602361 + 0.008199528477257514im	0.138318261614461 - 0.012187891281035906im
-0.00027126918350113625 + 0.0im	-0.05914085579712473 - 0.011795689521488215im	-0.00495895195804271 + 0.008229938048811326im	-0.004958950559668275 + 0.008229945023338885im	0.13841897816531154 - 0.012170520852803025im
-0.000268583350001125 + 0.0im	-0.05904292680079798 - 0.011775102336387979im	-0.005083474963163009 + 0.008257992637410977im	-0.005083473738477246 + 0.008257999694860508im	0.13852056987699682 - 0.012150468663264921im
-0.00026592410891200497 + 0.0im	-0.05894428761477675 - 0.011751932398405544im	-0.005209261333985726 + 0.00828362651688991im	-0.005209260285456888 + 0.00828363365370526im	0.13862295525030732 - 0.012127687568488909im
-0.0002632911969425792 + 0.0im	-0.0588450177376438 - 0.01172613809375111im	-0.00533624232661762 + 0.008306782962404245im	-0.005336241456594118 + 0.008306790174899083im	0.13872604855609375 - 0.012102133379183599im
-0.0002606843534084942 + 0.0im	-0.05874519658885461 - 0.011697680516631564im	-0.005464345278404336 + 0.008327407503096644im	-0.00546434458910428 + 0.008327414787460461im	0.13882976123112684 - 0.01207376497512837im
-0.0002581033202064299 + 0.0im	-0.058644906082060154 - 0.01166652358050464im	-0.005593496546122333 + 0.008345448060706898im	-0.005593496039629185 + 0.00834545541301123im	0.13893400831518382 - 0.012042544415171413im
-0.0002555478417885445 + 0.0im	-0.058544231343781464 - 0.011632634125722886im	-0.005723617988563899 + 0.008360855085490226im	-0.005723617666818759 + 0.008360862501695387im	0.13903868945360662 - 0.012008437042489595im
-0.00025301766513717274 + 0.0im	-0.05844325598229351 - 0.011595982023221789im	-0.005854630960031833 + 0.008373581688987388im	-0.005854630824829614 + 0.008373589164949397im	0.13914371411527926 - 0.011971411584804898im
-0.000250512539739775 + 0.0im	-0.058342069480477786 - 0.011556540273905246im	-0.005986453185368223 + 0.008383583773189249im	-0.0059864532383484305 + 0.008383591304667076im	0.13924899253106218 - 0.011931440249254785im
-0.0002480322175641337 + 0.0im	-0.058240761348755346 - 0.011514285103380727im	-0.00611900030244181 + 0.008390820155640273im	-0.006119000545090307 + 0.008390827738303394im	0.13935442687714109 - 0.011888498811617416im
-0.0002455764530337957 + 0.0im	-0.058139421117715764 - 0.011469196051698612im	-0.006252188186713969 + 0.008395252690028271im	-0.006252188620357729 + 0.008395260319464418im	0.13945991594598345 - 0.011842566699597587im
-0.00024314500300375813 + 0.0im	-0.0580381425857301 - 0.011421256057752373im	-0.006385924077284001 + 0.008396846381813414im	-0.0063859247030725605 + 0.008396854053536552im	0.1395653637361503 - 0.011793627069884863im
-0.00024073762673639418 + 0.0im	-0.057937015693056 - 0.011370451538002101im	-0.006520122260857058 + 0.008395569498456941im	-0.0065201230797796595 + 0.008395577207915478im	0.13967066547481932 - 0.011741666878703566im
-0.000238354085877618 + 0.0im	-0.05783613342727115 - 0.011316772459189314im	-0.006654689044473046 + 0.008391393673819709im	-0.006654690057342146 + 0.008391401416404822im	0.13977572060274526 - 0.011686676945582172im
-0.00023599414443328516 + 0.0im	-0.057735604816992 - 0.011260212404720714im	-0.006789531110255088 + 0.008384294006312477im	-0.006789532317707525 + 0.008384301777366588im	0.13988043281531917 - 0.01162865201008033im
-0.0002336575687458269 + 0.0im	-0.05763550950413206 - 0.011200768634407733im	-0.006924554150539812 + 0.008374249150394007im	-0.006924555553036569 + 0.008374256945219406im	0.13998469492361298 - 0.01156759078122309im
-0.00023134412747111575 + 0.0im	-0.05753594987732089 - 0.011138442137261619im	-0.007059661156064996 + 0.008361241401028561im	-0.007059662753883188 + 0.008361249214896078im	0.14008840628275426 - 0.01150349597940507im
-0.00022905359155556016 + 0.0im	-0.05743702257366107 - 0.011073237677057835im	-0.007194755295205575 + 0.008345256770733282im	-0.0071947570884459515 + 0.008345264598891003im	0.14019145776351866 - 0.011436374370541694im
-0.0002267857342134259 + 0.0im	-0.057338825807661906 - 0.011005163830399052im	-0.007329738955420886 + 0.008326285058865157im	-0.007329740944001428 + 0.008326292896547212im	0.14029375470156955 - 0.01136623679226065im
-0.00022454033090438206 + 0.0im	-0.0572414553138574 - 0.010934233017024394im	-0.0074645121936116965 + 0.008304319912819895im	-0.007464514377266752 + 0.008304327755255242im	0.1403951878689751 - 0.011293098171944122im
-0.00022231715931126937 + 0.0im	-0.057145007604225084 - 0.010860461522131593im	-0.007598976187096906 + 0.008279358880838791im	-0.007598978565379976 + 0.008279366723259957im	0.14049565717771903 - 0.011216977536451275im
-0.0002201159993180885 + 0.0im	-0.05704958040062331 - 0.010783869510500638im	-0.007733030625816051 + 0.008251403456145017im	-0.007733033198098801 + 0.008251411293796782im	0.14059505735072922 - 0.01113789801337055im
-0.00021793663298820643 + 0.0im	-0.0569552750138976 - 0.010704481032229702im	-0.007866575459884569 + 0.00822045911215846im	-0.007866578225358611 + 0.00822046694030648im	0.14069328230279027 - 0.01105588682367305im
-0.00021577884454277864 + 0.0im	-0.0568621819240924 - 0.010622324019919327im	-0.007999509592382511 + 0.00818653532856672im	-0.007999512550059408 + 0.008186543142506062im	0.14079024470907656 - 0.010970975265661095im
-0.0002136424203393848 + 0.0im	-0.0567703958213289 - 0.010537430277166474im	-0.00813173380011379 + 0.008149645608060335im	-0.008131736948829793 + 0.008149653403123843im	0.14088583281455908 - 0.010883198690129901im
-0.00021152714885087602 + 0.0im	-0.056680014077832665 - 0.010449835458257421im	-0.008263147250686567 + 0.008109807483571686im	-0.008263150589101972 + 0.008109815255138252im	0.14097994936270086 - 0.010792596466685777im
-0.0002094328206444317 + 0.0im	-0.056591127523427175 - 0.010359579038977074im	-0.008393651679659437 + 0.00806704251588973im	-0.008393655206264521 + 0.008067050259392314im	0.14107249846762587 - 0.01069921194119019im
-0.00020735922836082347 + 0.0im	-0.05650382831836258 - 0.010266704278482055im	-0.0085231467924596 + 0.008021376281556296im	-0.008523150505573937 + 0.008021383992489826im	0.14116338639843887 - 0.010603092384326088im
-0.00020530616669388462 + 0.0im	-0.05641820800659019 - 0.010171258172215241im	-0.008651535432212134 + 0.0079728383509842im	-0.008651539329992948 + 0.007972846024913209im	0.141252509775005 - 0.010504288931310822im
-0.0002032734323701828 + 0.0im	-0.05633435460147679 - 0.010073291395871096im	-0.008778722528380346 + 0.007921462256772312im	-0.0087787266088217 + 0.007921469889338315im	0.14133978579402245 - 0.010402856512808582im
-0.00020126082412889385 + 0.0im	-0.05625235490322475 - 0.009972858240453025im	-0.008904606546144896 + 0.00786728545222854im	-0.008904610807080948 + 0.007867293039157222im	0.1414251200584022 - 0.010298853777123905im
-0.0001992681427018751 + 0.0im	-0.056172293020463046 - 0.00987001653849649im	-0.009029099905888887 + 0.007810349260147338im	-0.009029104345010374 + 0.0078103567972553955im	0.14150842440385816 - 0.010192343003787841im
-0.00019729519079393572 + 0.0im	-0.05609425272532858 - 0.009764827581564436im	-0.009152106135222467 + 0.007750698811924488im	-0.009152110750064377 + 0.007750706295126188im	0.14158961338399653 - 0.010083390008677385im
-0.0001953417730633027 + 0.0im	-0.05601831364379197 - 0.009657356029154324im	-0.009273536703763475 + 0.007688382977127579im	-0.009273541491727063 + 0.007688390402441054im	0.14166860549565938 - 0.009972064040838953im
-0.0001934076961022799 + 0.0im	-0.055944553995612566 - 0.00954766980918921im	-0.009393301197995968 + 0.007623454283676753im	-0.009393306156338854 + 0.007623461647229914im	0.1417453140879158 - 0.00985843767121606im
-0.0001914927684180989 + 0.0im	-0.055873048742933716 - 0.0094358400102973im	-0.009511312332476141 + 0.007555968828824975im	-0.00951131745833074 + 0.007555976126861117im	0.14181966656135678 - 0.009742586673510951im
-0.0001895968004139593 + 0.0im	-0.05580387093668935 - 0.009321940766117216im	-0.009627487031439138 + 0.007485986181162275im	-0.009627492321817246 + 0.00748599341004533im	0.14189158697894538 - 0.009624589897438815im
-0.00018771960437025673 + 0.0im	-0.0557370912097176 - 0.00920604913189711im	-0.009741742243412486 + 0.0074135692739018865im	-0.009741747695193257 + 0.0074135764301212995im	0.14196100356408714 - 0.009504529134661795im
-0.00018586099442599677 + 0.0im	-0.05567277272908468 - 0.009088244953686863im	-0.009853999151086746 + 0.007338784289739366im	-0.00985400476105292 + 0.007338791369914646im	0.14202784785779618 - 0.009382488977717537im
-0.00018402078656039284 + 0.0im	-0.055610986086402796 - 0.00896861073045205im	-0.00996418074744335 + 0.007261700537607711im	-0.009964186512268795 + 0.007261707538492519im	0.14209205446623466 - 0.009258556672284198im
-0.00018219879857464638 + 0.0im	-0.055551780202247575 - 0.008847231469467238im	-0.010072212438727933 + 0.007182390321681541im	-0.010072218354985008 + 0.007182397240167515im	0.14215356895017725 - 0.00913282196314941im
-0.0001803948500739073 + 0.0im	-0.05549522123108063 - 0.008724194535373223im	-0.010178024770361376 + 0.0071009288030132005im	-0.010178030834536386 + 0.007100935636133312im	0.14221231356608874 - 0.009005376934275392im
-0.00017860876244941317 + 0.0im	-0.055441359011370185 - 0.0085995894933087im	-0.010281549742222866 + 0.007017393854210599im	-0.010281555950716724 + 0.0070174005991421005im	0.1422682621849416 - 0.008876315843375815im
-0.0001768403588608051 + 0.0im	-0.05539024361695376 - 0.008473507946551103im	-0.01038272265116292 + 0.006931865907592645im	-0.010382729000299375 + 0.006931872561659729im	0.1423213374315041 - 0.008745734951441738im
-0.0001750894642186189 + 0.0im	-0.05534192060898721 - 0.008346043369123866im	-0.010481482767327504 + 0.006844427797282155im	-0.010481489253361242 + 0.0068444343579581275im	0.14237151497734601 - 0.00861373234767444im
-0.0001733559051669494 + 0.0im	-0.05529643268890302 - 0.00821729093384771im	-0.010577772854360385 + 0.006755164595718007im	-0.01057777947348498 + 0.006755171060627098im	0.14241873251763026 - 0.008480407770301136im
-0.00017163951006628653 + 0.0im	-0.05525381800321864 - 0.00808734733633247im	-0.010671538094083804 + 0.006664163445088192im	-0.010671544842434552 + 0.0066641698120070095im	0.14246296797258912 - 0.00834586242376662im
-0.00016994010897652132 + 0.0im	-0.0552141087190156 - 0.007956310615422174im	-0.010762729491340646 + 0.0065715133842034245im	-0.010762736365008692 + 0.006571519651062003im	0.14250418136523463 - 0.008210198792808487im
-0.00016825753364012013 + 0.0im	-0.05517733812865387 - 0.007824279970620504im	-0.010851300149263207 + 0.006477305171346054im	-0.010851307144305922 + 0.006477311336228482im	0.14254233973147837 - 0.008073520453936365im
-0.00016659161746546548 + 0.0im	-0.055143531621206644 - 0.007691355577035934im	-0.010937207822470978 + 0.006381631103642819im	-0.010937214934897679 + 0.006381637164787578im	0.1425774158106732 - 0.00793593188484621im
-0.00016494219551036187 + 0.0im	-0.055112710822178286 - 0.00755763839839515im	-0.011020413340133022 + 0.006284584833520201im	-0.01102042056593374 + 0.0062845907893200855im	0.14260939531440975 - 0.0077975382723093276im
-0.00016330910446570482 + 0.0im	-0.05508489201430656 - 0.007423229998681114im	-0.011100882058598794 + 0.006186261182809967im	-0.01110088939374587 + 0.006186267031811674im	0.14263825525827842 - 0.007658445319081769im
-0.0001616921826393117 + 0.0im	-0.055060097559173786 - 0.00728823235295663im	-0.01117858349206575 + 0.006086755955078336im	-0.011178590932516623 + 0.006086761695981643im	0.1426639874634304 - 0.007518759050384124im
-0.00016009126993991258 + 0.0im	-0.0550383286240531 - 0.007152747657937017im	-0.011253490346109308 + 0.005986165746755572im	-0.011253497887819541 + 0.005986171378412306im	0.1426865749126254 - 0.007378585620503018im
-0.0001585062078612996 + 0.0im	-0.05501959482689055 - 0.007016878142875134im	-0.011325580412579165 + 0.005884587757644156im	-0.011325588051502333 + 0.005884593279056714im	0.14270601563257446 - 0.007238031120065321im
-0.00015693683946663324 + 0.0im	-0.055003894582583264 - 0.00688072588131992im	-0.01139483420830271 + 0.005782119601381921im	-0.011394841940402575 + 0.0057821250117015485im	0.14272230840527572 - 0.007097201384533073im
-0.00015538300937290419 + 0.0im	-0.05499123330234488 - 0.006744392604304355im	-0.011461237993640865 + 0.005678859116433061im	-0.01146124581489595 + 0.005678864414957792im	0.14273546395157688 - 0.006956201804461714im
-0.0001538445637355487 + 0.0im	-0.05498159814876983 - 0.006607979515511765im	-0.011524780462936316 + 0.005574904178173334im	-0.011524788369342284 + 0.005574909364345685im	0.14274548191214492 - 0.0068151371380572355im
-0.00015232135023321653 + 0.0im	-0.05497498040372504 - 0.006471587108959473im	-0.01158545485659353 + 0.005470352512627568im	-0.011585462844175085 + 0.0054703575860319325im	0.1427523751852297 - 0.0066741113265573965im
-0.00015081321805268964 + 0.0im	-0.054971366345080645 - 0.006335314989727242im	-0.011643258559714324 + 0.00536530151240651im	-0.011643266624527304 + 0.005365306472766304im	0.14275616063740715 - 0.006533227312951155im
-0.00014932001787395014 + 0.0im	-0.054970737935350934 - 0.006199261698243468im	-0.011698192713322975 + 0.005259848055377043im	-0.01169820085146096 + 0.0052598529025515975im	0.14275685649708716 - 0.006392586864535638im
-0.00014784160185539618 + 0.0im	-0.05497307312446077 - 0.006063524538626213im	-0.011750262287460298 + 0.0051540883265847786im	-0.011750270495060349 + 0.005154093060566038im	0.14275448785312359 - 0.006252290399794641im
-0.00014637782361920414 + 0.0im	-0.05497834773611965 - 0.005928199411557493im	-0.011799476390217818 + 0.005048117643930664im	-0.011799484663462038 + 0.005048122264839635im	0.1427490865110631 - 0.006112436820064046im
-0.00014492853823683578 + 0.0im	-0.05498653476722949 - 0.0057933806521496545im	-0.011845847412922137 + 0.00494203028808428im	-0.011845855748048523 + 0.004942034796167316im	0.1427406747700028 - 0.0059731233464303205im
-0.00014349360221468889 + 0.0im	-0.054997590219095914 - 0.00565916087324002im	-0.011889391691784691 + 0.004835919337095575im	-0.011889400085087317 + 0.004835923732720473im	0.14272929923966862 - 0.005834445362286187im
-0.00014207287347988998 + 0.0im	-0.055011489205025355 - 0.005525630814526966im	-0.01193012909797878 + 0.004729876506144154im	-0.011930137545813242 + 0.004729880789796086im	0.1427149831362007 - 0.0056964962619447555im
-0.0001406662113662277 + 0.0im	-0.055028189864917997 - 0.005392879197935065im	-0.011968083001111376 + 0.004623991992841201im	-0.011968091499898898 + 0.004623996165118516im	0.14269778465889085 - 0.005559367305688426im
-0.00013927347660022544 + 0.0im	-0.05504764882025441 - 0.005260992589570544im	-0.012003280170593383 + 0.004518354328473551im	-0.012003288716824507 + 0.0045183583900834145im	0.1426777300683361 - 0.005423147481603041im
-0.00013789453128735193 + 0.0im	-0.055069820293788894 - 0.0051300552686004385im	-0.012035750674823292 + 0.004413050235552514im	-0.012035759265061428 + 0.004413054187306505im	0.14265488874983773 - 0.005287923374520394im
-0.00013652923889836824 + 0.0im	-0.055094655257682715 - 0.005000149103359946im	-0.012065527758921677 + 0.004308164492002391im	-0.012065536389806323 + 0.00430816833481191im	0.14262929440901934 - 0.0051537790423638475im
-0.00013517746425581014 + 0.0im	-0.05512208984688529 - 0.00487135343496279im	-0.01209264776642813 + 0.0042037798022943355im	-0.012092656434677851 + 0.004203783537166008im	0.1426009951594429 - 0.005020795900162629im
-0.0001338390735206041 + 0.0im	-0.05515211716558337 - 0.0047437449686586015im	-0.012117149995484383 + 0.004099976675801918im	-0.012117158697899802 + 0.004099980303832904im	0.14257007102734892 - 0.004889052611970118im
-0.00013251393417881594 + 0.0im	-0.055184613330514026 - 0.004617397673150307im	-0.012139076551818784 + 0.003996833312624007im	-0.012139085285284417 + 0.003996836834997261im	0.14253658205034092 - 0.004758624990891009im
-0.00013120191502853063 + 0.0im	-0.05521956343624828 - 0.004492382688052806im	-0.012158471945111781 + 0.0038944254970898896im	-0.012158480706598565 + 0.0038944289150694097im	0.14250055950164825 - 0.004629585907390891im
-0.000129902886166862 + 0.0im	-0.055256891447109935 - 0.004368768239642185im	-0.012175384445051009 + 0.003792826499130268im	-0.012175393231627559 + 0.0037928298140562735im	0.14246208969529153 - 0.004502005206030422im
-0.0001286167189770911 + 0.0im	-0.05529653739537289 - 0.0042466195650128396im	-0.012189858017437211 + 0.003692106983666269im	-0.012189866826146164 + 0.003692110196950427im	0.14242123634932502 - 0.004375949630734651im
-0.00012734328611593179 + 0.0im	-0.0553384342443929 - 0.0041259988447276425im	-0.012201950944215242 + 0.0035923349281370975im	-0.012201959772519115 + 0.0035923380412577473im	0.14237807076619943 - 0.004251482758676411im
-0.00012608246150092256 + 0.0im	-0.05538251495388136 - 0.0040069651440145775im	-0.012211726436713739 + 0.0034935755482557508im	-0.01221173528177394 + 0.003493578562753128im	0.1423326479225955 - 0.004128664942821282im
-0.00012483412029794312 + 0.0im	-0.05542871133904352 - 0.003889574362531647im	-0.012219221720336461 + 0.0033958912320507855im	-0.012219230579626799 + 0.0033958941495222886im	0.14228505910204248 - 0.004007553263150471im
-0.00012359813890885457 + 0.0im	-0.05547695187408158 - 0.003773879192690919im	-0.012224503869793938 + 0.0032993414822215864im	-0.01222451274083102 + 0.0032993443043171076im	0.14223536257570882 - 0.0038882014865472625im
-0.00012237439495926196 + 0.0im	-0.05552716553762073 - 0.003659929086502113im	-0.012227632138164971 + 0.0032039828668043225im	-0.01222764101856468 + 0.0032039855952216063im	0.14218363737388034 - 0.0037706600353024917im
-0.00012116276728639797 + 0.0im	-0.05557928240044171 - 0.0035477702308664323im	-0.01222866707792638 + 0.0031098689781161202im	-0.012228675965395534 + 0.0031098716145962022im	0.14212995425568567 - 0.0036549759641652793im
-0.0001199631359271267 + 0.0im	-0.055633215717344454 - 0.00343744553122271im	-0.012227670635467681 + 0.003017050399916307im	-0.012227679527815541 + 0.0030170529462390534im	0.14207440574678945 - 0.003541192945836476im
-0.00011877538210606603 + 0.0im	-0.055688906726611656 - 0.003328994603420036im	-0.012224707547863565 + 0.0029255746826956663im	-0.01222471644297856 + 0.002925577140675368im	0.1420170501124002 - 0.003429351264774974im
-0.00011759938822382774 + 0.0im	-0.05574627370529351 - 0.003222453773664474im	-0.012219842009684082 + 0.002835486326977734im	-0.012219850905562893 + 0.0028354886984587923im	0.14195797584120343 - 0.003319487819160296im
-0.000116435037845374 + 0.0im	-0.05580524349145121 - 0.00311785608636205im	-0.012213139473062516 + 0.002746826774490413im	-0.012213148367793653 + 0.0027468290613431737im	0.14189725871215333 - 0.003211636130829673im
-0.00011528221568848911 + 0.0im	-0.05586573253500267 - 0.003015231319655954im	-0.012204665944181615 + 0.0026596344070417425im	-0.012204674835936395 + 0.002659636611158386im	0.14183497257971386 - 0.003105826362983799im
-0.00011414080761236545 + 0.0im	-0.05592767321280231 - 0.0029146060084334247im	-0.012194489031194185 + 0.0025739445529101906im	-0.012194497918244927 + 0.0025739466762007774im	0.14177120322804734 - 0.0030020853454327976im
-0.00011301070060630243 + 0.0im	-0.05599097999141858 - 0.00281600347455627im	-0.01218267881872219 + 0.0024897895005381713im	-0.012182687699433283 + 0.0024897915449267963im	0.14170602943424945 - 0.002900436607132601im
-0.00011189178277851726 + 0.0im	-0.05605558210933356 - 0.0027194438640494763im	-0.012169298824408172 + 0.0024071985192968535im	-0.012169307697228671 + 0.002407200486717925im	0.1416395268806703 - 0.002800900415742442im
-0.0001107839433450666 + 0.0im	-0.056121401878916476 - 0.0026249441909641223im	-0.012154418403922104 + 0.002326197887071448im	-0.0121544272673884 + 0.002326199779466116im	0.14157177745202024 - 0.0027034938239157893im
-0.00010968707261887783 + 0.0im	-0.05618836320479758 - 0.0025325183876143747im	-0.012138105867232402 + 0.002246810924398753im	-0.012138114719969045 + 0.002246812743711452im	0.14150285799007992 - 0.0026082307220207128im
-0.00010860106199888893 + 0.0im	-0.05625639003283919 - 0.0024421773608735704im	-0.012120428965598408 + 0.0021690580348727884im	-0.012120437806313535 + 0.002169059783047949im	0.14143285269790867 - 0.0025151218969707207im
-0.00010752580395929597 + 0.0im	-0.05632540866531348 - 0.002353929054201215im	-0.012101456100832676 + 0.002092956751520282im	-0.012101464928321563 + 0.0020929584304991457im	0.14136181967985892 - 0.002424175096833912im
-0.00010646119203890691 + 0.0im	-0.056395343723180405 - 0.0022677785150613528im	-0.01208125408860098 + 0.0020185217888349302im	-0.012081262901736271 + 0.002018523400552562im	0.14128986088925918 - 0.002335395100876909im
-0.0001054071208306009 + 0.0im	-0.056466122044956824 - 0.002183727967383107im	-0.012059890203859384 + 0.001945765100148658im	-0.012059899001593556 + 0.0019457666465310557im	0.14121702666447808 - 0.002248783794690091im
-0.00010436348597089198 + 0.0im	-0.056537672057544515 - 0.002101776888706227im	-0.012037430521317475 + 0.0018746959400085686im	-0.012037439302682956 + 0.0018746974229699519im	0.1411434084644131 - 0.002164340250032809im
-0.00010333018412959601 + 0.0im	-0.05660992128790246 - 0.0020219220916481186im	-0.012013941165631798 + 0.0018053209312206403im	-0.012013949929733762 + 0.001805322352660875im	0.14106907862289098 - 0.002082060809030672im
-0.00010230711299960001 + 0.0im	-0.05668279983639141 - 0.001944157809324414im	-0.01198948679355572 + 0.0017376441362152678im	-0.011989495539572867 + 0.0017376454980174414im	0.1409941043820929 - 0.002001939172352515im
-0.00010129417128673269 + 0.0im	-0.05675624022317215 - 0.0018684757843520597im	-0.01196413112102616 + 0.0016716671323851026im	-0.01196413984820749 + 0.0016716684364132517im	0.1409185591409608 - 0.0019239664909915194im
