w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-3.303937889766826e-6 + 0.0im	-0.9859042580766457 - 3.249478986372329e-10im	0.15165658234168797 - 1.1546786552388473e-10im	-0.07301978030094028 + 6.036857030882019e-11im	-0.990618641216805 + 2.5761019165216723e-11im
-3.271225633432501e-6 + 0.0im	-0.9859189989661432 - 3.2113686775451385e-10im	0.15165347040712204 - 1.139213767225666e-10im	-0.07301828196327789 + 5.978440119769971e-11im	-0.990588568709551 + 2.530849703311999e-11im
-3.2388372608242586e-6 + 0.0im	-0.9859335931051472 - 3.177073305829536e-10im	0.15165039635976751 - 1.1250654282401454e-10im	-0.0730168018675962 + 5.925623228798055e-11im	-0.9905587957013264 + 2.487415801073089e-11im
-3.2067695651725334e-6 + 0.0im	-0.985948041965256 - 3.1464128606939207e-10im	0.15164735968358484 - 1.1121735856899263e-10im	-0.07301533976543176 + 5.878128359860852e-11im	-0.9905293191864558 + 2.4457343037888555e-11im
-3.1750193714579536e-6 + 0.0im	-0.9859623470030419 - 3.119207687720048e-10im	0.15164435987047029 - 1.1004783434797525e-10im	-0.07301389541214191 + 5.835678407895713e-11im	-0.99050013618999 + 2.4057397400890123e-11im
-3.143583536096984e-6 + 0.0im	-0.98597650966022 - 3.095278624045218e-10im	0.15164139642011987 - 1.0899200042063978e-10im	-0.07301246856683954 + 5.7979973337548885e-11im	-0.9904712437673809 + 2.367367092996862e-11im
-3.1124589466306772e-6 + 0.0im	-0.9859905313637991 - 3.0744471291651173e-10im	0.15163846883989615 - 1.0804391095743282e-10im	-0.07301105899232883 + 5.764810330721087e-11im	-0.9904426390041536 + 2.330551815058258e-11im
-3.081642521416512e-6 + 0.0im	-0.9860044135262434 - 3.0565354117290414e-10im	0.1516355766446972 - 1.0719764792682181e-10im	-0.07300966645504203 + 5.735843985813127e-11im	-0.9904143190155867 + 2.2952298394730117e-11im
-3.0511312093232794e-6 + 0.0im	-0.9860181575456222 - 3.041366552941193e-10im	0.15163271935682787 - 1.0644732485127744e-10im	-0.07300829072497789 + 5.710826436989138e-11im	-0.9903862809463974 + 2.261337587836919e-11im
-3.0209219894289894e-6 + 0.0im	-0.9860317648057674 - 3.028764627159721e-10im	0.1516298965058742 - 1.0578709045431849e-10im	-0.07300693157564066 + 5.689487527308866e-11im	-0.9903585219704245 + 2.2288119750872572e-11im
-2.9910118707217715e-6 + 0.0im	-0.9860452366764225 - 3.018554820259132e-10im	0.15162710762857892 - 1.0521113222009615e-10im	-0.07300558878398054 + 5.671558957064342e-11im	-0.990331039290322 + 2.1975904122272964e-11im
-2.961397891803734e-6 + 0.0im	-0.9860585745133901 - 3.0105635462919937e-10im	0.1516243522687203 - 1.0471367988600526e-10im	-0.07300426213033533 + 5.6567744348300884e-11im	-0.9903038301372502 + 2.1676108073858532e-11im
-2.9320771205977565e-6 + 0.0im	-0.9860717796586825 - 3.0046185629529547e-10im	0.15162162997699338 - 1.0428900888770385e-10im	-0.0730029513983728 + 5.6448698283204696e-11im	-0.9902768917705759 + 2.138811565746545e-11im
-2.9030466540571845e-6 + 0.0im	-0.9860848534406653 - 3.0005490863118805e-10im	0.15161894031089204 - 1.0393144377469649e-10im	-0.07300165637503456 + 5.635583315873654e-11im	-0.9902502214775728 + 2.1111315888580338e-11im
-2.8743036178784003e-6 + 0.0im	-0.9860977971742031 - 2.9981859052441713e-10im	0.15161628283459458 - 1.0363536161331236e-10im	-0.07300037685048051 + 5.628655539308667e-11im	-0.9902238165731236 + 2.0845102738113915e-11im
-2.845845166216238e-6 + 0.0im	-0.9861106121608006 - 2.9973614959449534e-10im	0.15161365711885116 - 1.033951953924928e-10im	-0.07299911261803475 + 5.623829758825949e-11im	-0.9901976743994312 + 2.058887512743968e-11im
-2.8176684814022158e-6 + 0.0im	-0.9861232996887437 - 2.99791013687047e-10im	0.15161106274087263 - 1.0320543744630182e-10im	-0.07299786347413223 + 5.620852010541685e-11im	-0.9901717923257305 + 2.0342036931005955e-11im
-2.78977077366556e-6 + 0.0im	-0.9861358610332392 - 2.999668024404728e-10im	0.1516084992842224 - 1.0306064290550651e-10im	-0.07299662921826629 + 5.619471267164263e-11im	-0.9901461677479971 + 2.0103996990532482e-11im
-2.76214928085699e-6 + 0.0im	-0.9861482974565534 - 3.002473389502779e-10im	0.15160596633870912 - 1.0295543318894529e-10im	-0.07299540965293756 + 5.6194396022362466e-11im	-0.9901207980886733 + 1.9874169144490172e-11im
-2.7348012681752376e-6 + 0.0im	-0.9861606102081449 - 3.00616661551423e-10im	0.15160346350028275 - 1.0288449954372615e-10im	-0.07299420458360334 + 5.6205123582795194e-11im	-0.990095680796384 + 1.965197227623998e-11im
-2.7077240278962747e-6 + 0.0im	-0.9861728005248019 - 3.010590357341871e-10im	0.15160099037093122 - 1.0284260664158914e-10im	-0.07299301381862823 + 5.622448319094028e-11im	-0.9900708133456623 + 1.943683038387382e-11im
-2.6809148791052226e-6 + 0.0im	-0.9861848696307748 - 3.015589662041279e-10im	0.15159854655857957 - 1.0282459623702734e-10im	-0.07299183716923535 + 5.6250098863730265e-11im	-0.9900461932366783 + 1.9228172674458905e-11im
-2.6543711674309133e-6 + 0.0im	-0.9861968187379065 - 3.0210120909180034e-10im	0.15159613167699132 - 1.0282539089101794e-10im	-0.07299067444945909 + 5.627963260710421e-11im	-0.9900218179949674 + 1.9025433685039003e-11im
-2.6280902647830825e-6 + 0.0im	-0.9862086490457639 - 3.0267078431298926e-10im	0.15159374534567055 - 1.0283999776246021e-10im	-0.07298952547609767 + 5.6310786269889956e-11im	-0.9899976851711666 + 1.882805343239335e-11im
-2.602069569092161e-6 + 0.0im	-0.9862203617417638 - 3.032529880753587e-10im	0.1515913871897671 - 1.0286351246768222e-10im	-0.07298839006866772 + 5.634130344052788e-11im	-0.9899737923407491 + 1.8635477593197557e-11im
-2.5763065040516445e-6 + 0.0im	-0.986231958001303 - 3.038334055226471e-10im	0.1515890568399823 - 1.028911230066543e-10im	-0.07298726804935873 + 5.636897138482976e-11im	-0.9899501371037657 + 1.8447157715874025e-11im
-2.5507985188630145e-6 + 0.0im	-0.9862434389878819 - 3.043979235028797e-10im	0.15158675393247706 - 1.0291811375286268e-10im	-0.072986159242989 + 5.639162302215036e-11im	-0.9899267170845859 + 1.826255146506203e-11im
-2.525543087983183e-6 + 0.0im	-0.9862548058532299 - 3.0493274344254704e-10im	0.15158447810878187 - 1.0293986950214965e-10im	-0.07298506347696208 + 5.640713893655938e-11im	-0.9899035299316437 + 1.8081122899283124e-11im
-2.5005377108744385e-6 + 0.0im	-0.986266059737427 - 3.0542439430434974e-10im	0.1515822290157073 - 1.029518795742305e-10im	-0.0729839805812239 + 5.641344941884263e-11im	-0.9898805733171894 + 1.7902342782026945e-11im
-2.47577991175687e-6 + 0.0im	-0.9862772017690256 - 3.0585974560195155e-10im	0.1515800063052577 - 1.0294974195906592e-10im	-0.07298291038822087 + 5.640853653443906e-11im	-0.9898578449370342 + 1.7725688926137494e-11im
-2.4512672393632374e-6 + 0.0im	-0.986288233065171 - 3.0622602044124977e-10im	0.15157780963454506 - 1.029291674988041e-10im	-0.07298185273285893 + 5.639043621173656e-11im	-0.989835342510311 + 1.755064657104281e-11im
-2.4269972666962745e-6 + 0.0im	-0.9862991547317189 - 3.0651080855397336e-10im	0.1515756386657053 - 1.0288598409462223e-10im	-0.07298080745246269 + 5.635724034451142e-11im	-0.9898130637792267 + 1.7376708792042615e-11im
-2.4029675907883904e-6 + 0.0im	-0.9863099678633546 - 3.0670207928599496e-10im	0.1515734930658156 - 1.028161409264983e-10im	-0.07297977438673607 + 5.6307098901701e-11im	-0.9897910065088235 + 1.7203376940551183e-11im
-2.3791758324637527e-6 + 0.0im	-0.9863206735437087 - 3.0678819449959653e-10im	0.15157137250681338 - 1.0271571267274156e-10im	-0.07297875337772304 + 5.623822203716042e-11im	-0.9897691684867419 + 1.7030161113887914e-11im
-2.3556196361027252e-6 + 0.0im	-0.9863312728454696 - 3.0675792134608354e-10im	0.15156927666541703 - 1.0258090371500368e-10im	-0.0729777442697695 + 5.6148882191561985e-11im	-0.9897475475229842 + 1.6856580652916974e-11im
-2.332296669408639e-6 + 0.0im	-0.9863417668305007 - 3.066004448626183e-10im	0.15156720522304745 - 1.0240805231349717e-10im	-0.07297674690948551 + 5.6037416178163e-11im	-0.9897261414496816 + 1.6682164665561324e-11im
-2.3092046231768704e-6 + 0.0im	-0.9863521565499476 - 3.0630538034494667e-10im	0.1515651578657514 - 1.021936347362616e-10im	-0.07297576114570847 + 5.5902227243792895e-11im	-0.989704948120867 + 1.6506452573957767e-11im
-2.2863412110662085e-6 + 0.0im	-0.9863624430443557 - 3.058627854458421e-10im	0.1515631342841263 - 1.0193426932554814e-10im	-0.07297478682946679 + 5.5741787096091327e-11im	-0.989683965412243 + 1.6328994682777823e-11im
-2.263704169372484e-6 + 0.0im	-0.9863726273437743 - 3.0526317194758553e-10im	0.151561134173246 - 1.0162672048374697e-10im	-0.07297382381394422 + 5.55546378877759e-11im	-0.9896631912209614 + 1.614935276601739e-11im
-2.2412912568044396e-6 + 0.0im	-0.9863827104678682 - 3.0449751715565985e-10im	0.1515591572325884 - 1.0126790256075102e-10im	-0.07297287195444485 + 5.533939414852239e-11im	-0.9896426234654007 + 1.5967100669355247e-11im
-2.219100254261821e-6 + 0.0im	-0.9863926934260242 - 3.0355727486005975e-10im	0.1515572031659636 - 1.008548836242567e-10im	-0.07297193110835888 + 5.509474465491005e-11im	-0.9896222600849414 + 1.578182492499914e-11im
-2.1971289646156643e-6 + 0.0im	-0.9864025772174553 - 3.024343858101966e-10im	0.1515552716814443 - 1.0038488909422167e-10im	-0.07297100113512878 + 5.481945422881599e-11im	-0.9896020990397538 + 1.5593125375778584e-11im
-2.1753752124907567e-6 + 0.0im	-0.9864123628313108 - 3.0112128764934326e-10im	0.15155336249129667 - 9.985530522256157e-11im	-0.07297008189621591 + 5.45123654546382e-11im	-0.9895821383105815 + 1.5400615805104948e-11im
-2.1538368440502543e-6 + 0.0im	-0.986422051246776 - 2.9961092425486955e-10im	0.15155147531191246 - 9.926368239914429e-11im	-0.07296917325506835 + 5.417240030578242e-11im	-0.9895623758985254 + 1.5203924569305793e-11im
-2.13251172678243e-6 + 0.0im	-0.9864316434331746 - 2.9789675443120015e-10im	0.15154960986374322 - 9.860773826525532e-11im	-0.07296827507708863 + 5.3798561670968324e-11im	-0.9895428098248386 + 1.5002695228747375e-11im
-2.1113977492895345e-6 + 0.0im	-0.9864411403500735 - 2.9597275990346446e-10im	0.15154776587123428 - 9.788536061593942e-11im	-0.07296738722960236 + 5.3389934771089104e-11im	-0.9895234381307146 + 1.4796587174092084e-11im
-2.0904928210787472e-6 + 0.0im	-0.9864505429473811 - 2.9383345256117686e-10im	0.1515459430627612 - 9.709461007298403e-11im	-0.07296650958182739 + 5.2945688457597595e-11im	-0.9895042588770823 + 1.458527624399206e-11im
-2.0697948723551953e-6 + 0.0im	-0.9864598521654463 - 2.9147388090300257e-10im	0.15154414117056655 - 9.623372251078872e-11im	-0.0729656420048436 + 5.246507638368746e-11im	-0.9894852701444021 + 1.436845533049914e-11im
-2.049301853817025e-6 + 0.0im	-0.9864690689351598 - 2.888896356357106e-10im	0.15154235993069792 - 9.530111121796153e-11im	-0.07296478437156279 + 5.194743803988903e-11im	-0.9894664700324673 + 1.4145834968473714e-11im
-2.0290117364525e-6 + 0.0im	-0.9864781941780473 - 2.8607685438274574e-10im	0.15154059908294767 - 9.429536877818832e-11im	-0.07296393655669978 + 5.1392199646103816e-11im	-0.9894478566602 + 1.391714390529979e-11im
-2.0089225113391088e-6 + 0.0im	-0.9864872288063687 - 2.830322254605104e-10im	0.15153885837079242 - 9.321526865474013e-11im	-0.07296309843674337 + 5.079887489255452e-11im	-0.9894294281654588 + 1.3682129647261313e-11im
-1.989032189444662e-6 + 0.0im	-0.9864961737232113 - 2.7975299068335724e-10im	0.15153713754133494 - 9.205976646390011e-11im	-0.07296226988992838 + 5.016706552262939e-11im	-0.9894111827048407 + 1.3440558979005531e-11im
-1.9693388014303584e-6 + 0.0im	-0.9865050298225864 - 2.7623694716147253e-10im	0.15153543634524658 - 9.08280009236035e-11im	-0.07296145079620758 + 4.949646175114397e-11im	-0.9893931184534904 + 1.3192218452609325e-11im
-1.9498403974558e-6 + 0.0im	-0.9865137979895203 - 2.724824480592509e-10im	0.1515337545367102 - 8.951929446468882e-11im	-0.07296064103722476 + 4.8786842512129334e-11im	-0.989375233604909 + 1.293691484287757e-11im
-1.9305350469859407e-6 + 0.0im	-0.9865224791001467 - 2.6848840228539e-10im	0.15153209187336517 - 8.813315349334458e-11im	-0.07295984049628763 + 4.8038075530878265e-11im	-0.9893575263707637 + 1.2674475565633961e-11im
-1.911420838599941e-6 + 0.0im	-0.986531074021799 - 2.6425427308977176e-10im	0.1515304481162519 - 8.666926829459333e-11im	-0.07295904905834183 + 4.725011721563577e-11im	-0.9893399949807041 + 1.2404749055915387e-11im
-1.892495879801922e-6 + 0.0im	-0.9865395836130985 - 2.597800755461902e-10im	0.15152882302975898 - 8.51275125679861e-11im	-0.07295826660994478 + 4.6423012365006377e-11im	-0.9893226376821772 + 1.2127605103149687e-11im
-1.8737582968335862e-6 + 0.0im	-0.9865480087240464 - 2.5506637290414484e-10im	0.15152721638156985 - 8.350794258806453e-11im	-0.07295749303924039 + 4.555689368785947e-11im	-0.9893054527402416 + 1.1842935140581175e-11im
-1.8552062344886993e-6 + 0.0im	-0.986556350196108 - 2.501142717971879e-10im	0.15152562794261115 - 8.181079598358852e-11im	-0.07295672823593416 + 4.465198113324623e-11im	-0.9892884384373911 + 1.1550652486408977e-11im
-1.8368378559294051e-6 + 0.0im	-0.986564608862305 - 2.449254162996952e-10im	0.15152405748700185 - 8.0036490131006e-11im	-0.07295597209126857 + 4.3708581028588756e-11im	-0.9892715930733739 + 1.1250692534317364e-11im
-1.8186513425043615e-6 + 0.0im	-0.9865727855472974 - 2.395019808283707e-10im	0.1515225047920028 - 7.818562015915627e-11im	-0.07295522449799903 + 4.272708502516336e-11im	-0.989254914965016 + 1.0943012891304029e-11im
-1.8006448935686747e-6 + 0.0im	-0.9865808810674715 - 2.338466618893058e-10im	0.15152096963796832 - 7.625895656374057e-11im	-0.07295448535037019 + 4.1707968850668904e-11im	-0.9892384024460464 + 1.062759346095069e-11im
-1.7828167263056186e-6 + 0.0im	-0.9865888962310236 - 2.279626686759288e-10im	0.151519451808297 - 7.425744243164557e-11im	-0.07295375454409252 + 4.0651790869444394e-11im	-0.9892220538669252 + 1.0304436470527732e-11im
-1.7651650755501175e-6 + 0.0im	-0.9865968318380421 - 2.218537125277058e-10im	0.15151795108938476 - 7.218219027677449e-11im	-0.07295303197631968 + 3.9559190451673005e-11im	-0.9892058675946693 + 9.973566440580978e-12im
-1.7476881936139776e-6 + 0.0im	-0.9866046886805939 - 2.155239952639568e-10im	0.1515164672705777 - 7.003447849060038e-11im	-0.07295231758435804 + 3.843088615367947e-11im	-0.9891898420126886 + 9.635030095911143e-12im
-1.730384350112849e-6 + 0.0im	-0.986612467542804 - 2.089781964115961e-10im	0.1515150001441268 - 6.781574741221381e-11im	-0.07295161119064311 + 3.726767371218832e-11im	-0.989173975520613 + 9.288896217124201e-12im
-1.7132518317949e-6 + 0.0im	-0.9866201692009343 - 2.0222145934998689e-10im	0.1515135495051425 - 6.552759502417123e-11im	-0.07295091273532905 + 3.607042385615881e-11im	-0.98915826653413 + 8.93525543220249e-12im
-1.6962889423711881e-6 + 0.0im	-0.9866277944234679 - 1.9525937640038135e-10im	0.15151211515155016 - 6.31717722819643e-11im	-0.07295022212112089 + 3.4840079940546704e-11im	-0.9891427134848192 + 8.574219947819593e-12im
-1.679494002347711e-6 + 0.0im	-0.9866353439711854 - 1.880979728915903e-10im	0.15151069696446431 - 6.075017808640892e-11im	-0.07294953925205812 + 3.357765540705498e-11im	-0.9891273148199909 + 8.205923220396058e-12im
-1.6628653488591198e-6 + 0.0im	-0.9866428185972452 - 1.8074369023755124e-10im	0.15150929458632606 - 5.826485390968852e-11im	-0.07294886403349407 + 3.2284231077626535e-11im	-0.9891120690025265 + 7.830519567165884e-12im
-1.646401335504079e-6 + 0.0im	-0.9866502190472605 - 1.7320336806634548e-10im	0.15150790790381505 - 5.571797808717974e-11im	-0.07294819637207574 + 3.096095228709673e-11im	-0.9890969745107167 + 7.448183717794415e-12im
-1.6301003321822563e-6 + 0.0im	-0.9866575460593742 - 1.6548422544391416e-10im	0.1515065367256896 - 5.311185978852292e-11im	-0.0729475361757238 + 2.960902586205716e-11im	-0.989082029838108 + 7.059110307354813e-12im
-1.613960724932927e-6 + 0.0im	-0.9866648003643368 - 1.5759384123923434e-10im	0.15150518086331236 - 5.0448932682676336e-11im	-0.07294688335361303 + 2.8229716953585604e-11im	-0.9890672334933446 + 6.66351331173189e-12im
-1.5979809157751752e-6 + 0.0im	-0.9866719826855819 - 1.4954013368102199e-10im	0.15150384013061116 - 4.773174831290185e-11im	-0.07294623781615313 + 2.6824345732065032e-11im	-0.989052584000017 + 6.26162542677721e-12im
-1.5821593225496783e-6 + 0.0im	-0.9866790937393015 - 1.4133133915911736e-10im	0.151502514344039 - 4.4962969198770183e-11im	-0.07294559947496977 + 2.5394283952844815e-11im	-0.9890380798965073 + 5.853697392786382e-12im
-1.5664943787620576e-6 + 0.0im	-0.9866861342345162 - 1.329759903265556e-10im	0.15150120332253594 - 4.214536168333381e-11im	-0.072944968242886 + 2.394095140198956e-11im	-0.9890237197358412 + 5.439997266108149e-12im
-1.5509845334277798e-6 + 0.0im	-0.9866931048730935 - 1.2448289356094225e-10im	0.15149990688749085 - 3.928178854459951e-11im	-0.07294434403390401 + 2.2465812231811396e-11im	-0.989009502085538 + 5.020809639923359e-12im
-1.5356282509185938e-6 + 0.0im	-0.9867000063500759 - 1.1586110584610928e-10im	0.15149862486270438 - 3.6375201391328055e-11im	-0.07294372676318713 + 2.097037119628934e-11im	-0.9889954255274587 + 4.596434816448899e-12im
-1.520424010810489e-6 + 0.0im	-0.9867068393532827 - 1.0711991113712311e-10im	0.15149735707435188 - 3.342863286400236e-11im	-0.07294311634704215 + 1.945616979684458e-11im	-0.9889814886576709 + 4.167187933027877e-12im
-1.5053703077331574e-6 + 0.0im	-0.9867136045638109 - 9.826879627355764e-11im	0.15149610335094776 - 3.0445188662524777e-11im	-0.07294251270290206 + 1.7924782349259115e-11im	-0.9889676900862953 + 3.733398044759846e-12im
-1.4904656512209479e-6 + 0.0im	-0.9867203026559115 - 8.931742650749694e-11im	0.15149486352330988 - 2.742803942283423e-11im	-0.07294191574930882 + 1.6377811982799167e-11im	-0.9889540284373652 + 3.295407166504155e-12im
-1.475708565565295e-6 + 0.0im	-0.9867269342970884 - 8.027562071403626e-11im	0.15149363742452443 - 2.438041246517134e-11im	-0.07294132540589664 + 1.4816886582833323e-11im	-0.9889405023486862 + 2.85356927725534e-12im
-1.4610975896686088e-6 + 0.0im	-0.9867335001481712 - 7.115332635305182e-11im	0.1514924248899122 - 2.130558343716088e-11im	-0.07294074159337569 + 1.3243654688415792e-11im	-0.9889271104716968 + 2.4082492900396815e-12im
-1.4466312768996125e-6 + 0.0im	-0.9867400008633813 - 6.196059425176616e-11im	0.15149122575699436 - 1.8206867875232402e-11im	-0.07294016423351547 + 1.1659781356441801e-11im	-0.9889138514713283 + 1.9598219906180593e-12im
-1.4323081949501115e-6 + 0.0im	-0.9867464370903984 - 5.2707553278102724e-11im	0.15149003986545956 - 1.5087612708150396e-11im	-0.07293959324912926 + 1.0066944004070508e-11im	-0.98890072402587 + 1.5086709484005136e-12im
-1.4181269256931798e-6 + 0.0im	-0.9867528094704275 - 4.3404384975019266e-11im	0.15148886705713163 - 1.1951187726589521e-11im	-0.0729390285640581 + 8.46682824115528e-12im	-0.9888877268268321 + 1.0551874030821422e-12im
-1.4040860650427523e-6 + 0.0im	-0.9867591186382635 - 3.4061298225960633e-11im	0.15148770717593682 - 8.800977042757423e-12im	-0.07293847010315567 + 6.861123704420995e-12im	-0.9888748585788113 + 5.997691305993392e-13im
-1.3901842228146062e-6 + 0.0im	-0.9867653652223576 - 2.4688504021243733e-11im	0.15148656006787337 - 5.640370564046252e-12im	-0.07293791779227288 + 5.251519905082955e-12im	-0.9888621179993613 + 1.4281929207780094e-13im
-1.3764200225887189e-6 + 0.0im	-0.9867715498448809 - 1.5296190394619002e-11im	0.1514854255809792 - 2.472755504583586e-12im	-0.07293737155824312 + 3.639702101515988e-12im	-0.988849503818858 - 3.152547304990298e-13im
-1.362792101572989e-6 + 0.0im	-0.986777673121786 - 5.894497598440004e-12im	0.1514843035653028 + 6.98492041645285e-13im	-0.07293683132886757 + 2.0273472084539335e-12im	-0.9888370147803718 - 7.740425081311749e-13im
-1.3492991104683058e-6 + 0.0im	-0.9867837356628727 + 3.5065064151764585e-12im	0.15148319387287246 + 3.8700154427094e-12im	-0.07293629703290061 + 4.1611975403225553e-13im	-0.9888246496395382 - 1.2331317443575175e-12im
-1.3359397133349562e-6 + 0.0im	-0.9867897380718487 + 1.2896850141088108e-11im	0.15148209635766696 + 7.038485762647696e-12im	-0.07293576860003596 - 1.1923321042186965e-12im	-0.9888124071644298 - 1.6921094567194642e-12im
-1.3227125874603525e-6 + 0.0im	-0.986795680946392 + 2.226668223113833e-11im	0.1514810108755868 + 1.0200609864793207e-11im	-0.0729352459608924 - 2.796380493564549e-12im	-0.9888002861354335 - 2.1505631563317544e-12im
-1.3096164232280718e-6 + 0.0im	-0.9868015648782098 + 3.160629470450248e-11im	0.15147993728442558 + 1.335313836242419e-11im	-0.07293472904700037 - 4.394421659852277e-12im	-0.9887882853451223 - 2.6080820217784925e-12im
-1.2966499239881899e-6 + 0.0im	-0.9868073904531021 + 4.0906145597312014e-11im	0.15147887544384184 + 1.649287339523892e-11im	-0.07293421779078822 - 5.9848797106088814e-12im	-0.9887764035981342 - 3.064258063586397e-12im
-1.2838118059289008e-6 + 0.0im	-0.9868131582510175 + 5.0156880992548396e-11im	0.15147782521533196 + 1.961667621079808e-11im	-0.07293371212556903 - 7.566210257510544e-12im	-0.9887646397110504 - 3.5186872755736484e-12im
-1.2711007979494069e-6 + 0.0im	-0.9868188688461168 + 5.934935637342964e-11im	0.15147678646220264 + 2.2721474530786016e-11im	-0.07293321198552767 - 9.136903948646385e-12im	-0.9887529925122738 - 3.970970769433957e-12im
-1.2585156415340661e-6 + 0.0im	-0.9868245228068262 + 6.84746572458751e-11im	0.1514757590495444 + 2.5804269682705437e-11im	-0.0729327173057078 - 1.0695489881392772e-11im	-0.9887414608419083 - 4.4207158889878316e-12im
-1.2460550906277882e-6 + 0.0im	-0.9868301206958998 + 7.752411897815293e-11im	0.15147474284420548 + 2.8862143478436142e-11im	-0.0729322280219995 - 1.224053888713076e-11im	-0.988730043551644 - 4.867537300617885e-12im
-1.2337179115126616e-6 + 0.0im	-0.9868356630704738 + 8.648934580844851e-11im	0.15147373771476574 + 3.189226482195337e-11im	-0.07293174407112651 - 1.3770666679476457e-11im	-0.9887187395046376 - 5.3110580565011265e-12im
-1.2215028826858036e-6 + 0.0im	-0.9868411504821248 + 9.536222897384448e-11im	0.1514727435315116 + 3.489189602940891e-11im	-0.07293126539063421 - 1.5284536858151223e-11im	-0.9887075475753966 - 5.750910627358273e-12im
-1.2094087947384193e-6 + 0.0im	-0.9868465834769253 + 1.0413496391705117e-10im	0.15147176016641117 + 3.7858398845723984e-11im	-0.0729307920438687 - 1.6780863761091825e-11im	-0.9886964666496666 - 6.186737901555949e-12im
-1.1974344502360588e-6 + 0.0im	-0.9868519625954988 + 1.1280006653016113e-10im	0.15147078749308934 + 4.07892401428246e-11im	-0.0729303237200006 - 1.825841515789032e-11im	-0.9886854956243165 - 6.618194147524372e-12im
-1.1855786636000582e-6 + 0.0im	-0.9868572883730747 + 1.2135038839772042e-10im	0.15146982538680379 + 4.36819972856627e-11im	-0.07292986048396025 - 1.9716014778154284e-11im	-0.9886746334072257 - 7.044945936586848e-12im
-1.1738402609901566e-6 + 0.0im	-0.9868625613395442 + 1.2977913100446697e-10im	0.1514688737244216 + 4.653436315320143e-11im	-0.07292940227646141 - 2.115254466889058e-11im	-0.988663878917175 - 7.466673023439844e-12im
-1.1622180801882738e-6 + 0.0im	-0.9868677820195126 + 1.380798588762269e-10im	0.15146793264398886 + 4.9344150802605476e-11im	-0.07292894903925029 - 2.256694737553678e-11im	-0.988653231083735 - 7.883069181671787e-12im
-1.1507109704834394e-6 + 0.0im	-0.9868729509323511 + 1.4624651162560853e-10im	0.15146700150633355 + 5.210929776595244e-11im	-0.07292850071398521 - 2.3958227941792873e-11im	-0.9886426888471589 - 8.293842991864073e-12im
-1.1393177925578608e-6 + 0.0im	-0.9868780685922536 + 1.542734148773352e-10im	0.1514660804526052 + 5.482786996987467e-11im	-0.07292805724393622 - 2.532545572393857e-11im	-0.9886322511582735 - 8.69871857997983e-12im
-1.1280374183741195e-6 + 0.0im	-0.9868831355082857 + 1.621552900512584e-10im	0.15146516936587756 + 5.749806526964246e-11im	-0.07292761857280519 - 2.6667766015858015e-11im	-0.9886219169783718 - 9.097436303911777e-12im
-1.1168687310634845e-6 + 0.0im	-0.9868881521844365 + 1.6988726298432001e-10im	0.1514642681308846 + 6.011821659031024e-11im	-0.0729271846450143 - 2.798436148153241e-11im	-0.9886116852791116 - 9.489753386232164e-12im
-1.1058106248153311e-6 + 0.0im	-0.9868931191196714 + 1.7746487137594537e-10im	0.1514633766332381 + 6.268679466865906e-11im	-0.07292675540569574 - 2.927451339229972e-11im	-0.9886015550424059 - 9.875444491361956e-12im
-1.0948620047676546e-6 + 0.0im	-0.9868980368079799 + 1.8488407104456068e-10im	0.15146249476069265 + 6.520241039078549e-11im	-0.07292633080068116 - 3.053756266671743e-11im	-0.9885915252603232 - 1.0254302245554944e-11im
-1.084021786898668e-6 + 0.0im	-0.9869029057384291 + 1.921412409861264e-10im	0.15146162240217745 + 6.766381672129949e-11im	-0.07292591077649221 - 3.177292071140101e-11im	-0.9885815949349845 - 1.0626137698272586e-11im
-1.0732888979194733e-6 + 0.0im	-0.9869077263952095 + 1.9923318722874083e-10im	0.15146075944803336 + 7.006991022119859e-11im	-0.07292549528033017 - 3.298007006174028e-11im	-0.9885717630784616 - 1.099078072370829e-11im
-1.0626622751677954e-6 + 0.0im	-0.9869124992576878 + 2.0615714548052645e-10im	0.15145990578999324 + 7.241973215259472e-11im	-0.07292508426006648 - 3.4158564821925385e-11im	-0.988562028712678 - 1.1348080361404464e-11im
-1.0521408665027677e-6 + 0.0im	-0.9869172248004525 + 2.1291078257109957e-10im	0.15145906132116188 + 7.471246916955328e-11im	-0.07292467766423319 - 3.530803090423298e-11im	-0.988552390869307 - 1.1697905095090197e-11im
-1.04172363020076e-6 + 0.0im	-0.9869219034933623 + 2.194921966900124e-10im	0.1514582259359963 + 7.694745359539441e-11im	-0.07292427544201334 - 3.642816606804055e-11im	-0.9885428485896788 - 1.2040143069054349e-11im
-1.0314095348522376e-6 + 0.0im	-0.9869265358015955 + 2.2589991642855702e-10im	0.15145739953029608 + 7.912416328786679e-11im	-0.0729238775432365 - 3.751873975954159e-11im	-0.988533400924678 - 1.2374702241554124e-11im
-1.0211975592596412e-6 + 0.0im	-0.986931122185696 + 2.3213289863431775e-10im	0.1514565820011361 + 8.124222109466656e-11im	-0.0729234839183462 - 3.857959275363765e-11im	-0.9885240469346506 - 1.2701510474945858e-11im
-1.0110866923362784e-6 + 0.0im	-0.986935663101618 + 2.3819052509076027e-10im	0.15145577324694698 + 8.330139390280478e-11im	-0.07292309451843874 - 3.961063659997073e-11im	-0.9885147856893084 - 1.3020515562409465e-11im
