w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
8.33526930926081e-6 + 0.0im	-0.9952689693739809 - 9.406306901836975e-11im	0.07329194642008748 + 5.09232756516974e-10im	-0.1522218507316967 - 1.1194462232206389e-9im	-0.9836254717556259 + 3.24733934762369e-9im
8.41862200235342e-6 + 0.0im	-0.9953464948672914 - 8.825183563624644e-11im	0.07329716386679987 + 5.138571837361422e-10im	-0.1522326869713976 - 1.1292585226370536e-9im	-0.9835874939901241 + 3.2796403433694763e-9im
8.502808222376953e-6 + 0.0im	-0.9954248139271122 - 8.18059457343314e-11im	0.0733024573322338 + 5.182197277859102e-10im	-0.1522436810961922 - 1.1384911728433073e-9im	-0.9835491278673032 + 3.3105596950347575e-9im
8.587836304600723e-6 + 0.0im	-0.9955039349730253 - 7.468559451146984e-11im	0.07330782807835819 + 5.223092479860121e-10im	-0.15225483572709486 - 1.1471209325669797e-9im	-0.98351036927451 + 3.34004788852798e-9im
8.67371466764673e-6 + 0.0im	-0.9955838665222853 - 6.684909777001955e-11im	0.07331327739070678 + 5.261147567972897e-10im	-0.15226615353406214 - 1.1551249306036254e-9im	-0.98347121405153 + 3.368057121018609e-9im
8.760451814323197e-6 + 0.0im	-0.9956646171911913 - 5.825284516389917e-11im	0.07331880657886798 + 5.296254485070126e-10im	-0.15227763723701052 - 1.1624807252846946e-9im	-0.983431657989924 + 3.3945414312598553e-9im
8.84805633246643e-6 + 0.0im	-0.9957461956964869 - 4.885125833134163e-11im	0.07332441697698584 + 5.328307302646244e-10im	-0.15228928960685625 - 1.1691663687006032e-9im	-0.9833916968323474 + 3.4194568295681772e-9im
8.936536895791094e-6 + 0.0im	-0.995828610856785 - 3.859675509611163e-11im	0.07333010994427298 + 5.357202558936037e-10im	-0.15230111346658182 - 1.1751604765646209e-9im	-0.9833513262718582 + 3.4427614275646733e-9im
9.025902264749006e-6 + 0.0im	-0.9959118715940266 - 2.743972109600291e-11im	0.07333588686553558 + 5.382839629809637e-10im	-0.15231311169232475 - 1.1804423047613354e-9im	-0.9833105419512133 + 3.464415567867386e-9im
9.116161287396496e-6 + 0.0im	-0.995995986934957 - 1.5328490396096184e-11im	0.07334174915171057 + 5.405121138329642e-10im	-0.1523252872144945 - 1.1849918338045049e-9im	-0.9832693394621503 + 3.4843819540206612e-9im
9.207322900270461e-6 + 0.0im	-0.9960809660126408 - 2.209336869739507e-12im	0.07334769824041559 + 5.423953409852221e-10im	-0.15233764301891464 - 1.1887898626365143e-9im	-0.9832277143446515 + 3.5026257810590536e-9im
9.299396129273166e-6 + 0.0im	-0.9961668180680024 + 1.197352161386995e-11im	0.07335373559651216 + 5.439246980694481e-10im	-0.15235018214799131 - 1.1918181134388104e-9im	-0.9831856620862013 + 3.5191148672303105e-9im
9.392390090565897e-6 + 0.0im	-0.9962535524513969 + 2.7277903866121797e-11im	0.07335986271268204 + 5.450917169693698e-10im	-0.1523629077019118 - 1.1940593493937793e-9im	-0.9831431781210196 + 3.533819787547318e-9im
9.486313991471557e-6 + 0.0im	-0.9963411786242149 + 4.3763628260319555e-11im	0.07336608111001744 + 5.458884723473178e-10im	-0.15237582283986983 - 1.1954975076481722e-9im	-0.9831002578292891 + 3.5467140100042347e-9im
9.581177131386272e-6 + 0.0im	-0.996429706160514 + 6.149245478446757e-11im	0.07337239233862575 + 5.463076547929531e-10im	-0.15238893078132082 - 1.1961178500815457e-9im	-0.9830568965363586 + 3.5577740354803273e-9im
9.676988902700135e-6 + 0.0im	-0.9965191447486936 + 8.052800280719937e-11im	0.07337879797824824 + 5.463426540395259e-10im	-0.15240223480726775 - 1.1959071348863198e-9im	-0.9830130895119362 + 3.5669795425686564e-9im
9.773758791727137e-6 + 0.0im	-0.9966095041931928 + 1.0093564061627165e-10im	0.0733852996388943 + 5.459876539141923e-10im	-0.15241573826157828 - 1.1948538124255083e-9im	-0.9829688319692638 + 3.574313538809835e-9im
9.871496379644408e-6 + 0.0im	-0.9967007944162296 + 1.2278234224169836e-10im	0.07339189896149079 + 5.452377409408282e-10im	-0.15242944455233315 - 1.1929482493577436e-9im	-0.9829241190642731 + 3.579762520086083e-9im
9.970211343440852e-6 + 0.0im	-0.9967930254595776 + 1.4613650645446708e-10im	0.07339859761854732 + 5.440890288006974e-10im	-0.152443357153208 - 1.1901829856153222e-9im	-0.9828789458947288 + 3.583316640243271e-9im
1.006991345687526e-5 + 0.0im	-0.9968862074863717 + 1.7106773212700158e-10im	0.0734053973148381 + 5.42538801182847e-10im	-0.15245747960488928 - 1.1865530294993473e-9im	-0.9828333074993485 + 3.5849698933621976e-9im
1.0170612591444013e-5 + 0.0im	-0.9969803507829615 + 1.976465433420289e-10im	0.07341229978809993 + 5.405856759275382e-10im	-0.15247181551652486 - 1.1820561969277157e-9im	-0.9827871988569057 + 3.5847203115011177e-9im
1.0272318717358453e-5 + 0.0im	-0.9970754657608009 + 2.259440567297412e-10im	0.0734193068097484 + 5.38229793788267e-10im	-0.15248636856721007 - 1.176693501748815e-9im	-0.9827406148853169 + 3.5825701811848477e-9im
1.0375041904532038e-5 + 0.0im	-0.9971715629583708 + 2.560315824849567e-10im	0.07342642018561103 + 5.35473035617685e-10im	-0.15250114250751162 - 1.1704696050303679e-9im	-0.9826935504407059 + 3.5785262824293124e-9im
1.0478792323577359e-5 + 0.0im	-0.9972686530431573 + 2.879801493505453e-10im	0.07343364175667919 + 5.323192723275625e-10im	-0.15251614116102882 - 1.1633933323645258e-9im	-0.9826460003164486 + 3.572600154671134e-9im
1.0583580246813132e-5 + 0.0im	-0.9973667468136588 + 3.218599425327093e-10im	0.0734409733998789 + 5.28774652591215e-10im	-0.15253136842599396 - 1.155478269514589e-9im	-0.9825979592421972 + 3.564808394628401e-9im
1.0689416049281265e-5 + 0.0im	-0.9974658552014471 + 3.5773964201776875e-10im	0.07344841702886072 + 5.248479339581644e-10im	-0.15254682827691393 - 1.1467434481853787e-9im	-0.9825494218828839 + 3.555172991861814e-9im
1.0796310209774077e-5 + 0.0im	-0.9975659892732687 + 3.956856470662001e-10im	0.07345597459481 + 5.205508638458323e-10im	-0.15256252476625226 - 1.1372141353505806e-9im	-0.982500382837702 + 3.5437217086445837e-9im
1.0904273311871818e-5 + 0.0im	-0.9976671602331932 + 4.3576117074249887e-10im	0.07346364808727765 + 5.158986177737287e-10im	-0.15257846202615444 - 1.1269227414410134e-9im	-0.9824508366390631 + 3.5304885116979227e-9im
1.1013316044990537e-5 + 0.0im	-0.9977693794248153 + 4.780251861705174e-10im	0.07347143953503198 + 5.109103032254466e-10im	-0.15259464427021804 - 1.1159098648159083e-9im	-0.9824007777515329 + 3.515514064420453e-9im
1.1123449205440442e-5 + 0.0im	-0.9978726583334953 + 5.225312037513573e-10im	0.07347935100693281 + 5.056095386776791e-10im	-0.15261107579530714 - 1.1042254923358451e-9im	-0.9823502005707451 + 3.4988462894493963e-9im
1.1234683697494847e-5 + 0.0im	-0.9979770085886642 + 5.693258558089757e-10im	0.07348738461282787 + 5.000251186404273e-10im	-0.1526277609834145 - 1.0919303785662113e-9im	-0.9822990994222818 + 3.480541012756703e-9im
1.1347030534469796e-5 + 0.0im	-0.9980824419661721 + 6.184472619974915e-10im	0.07349554250447243 + 4.941917770272617e-10im	-0.15264470430357208 - 1.0790976292028193e-9im	-0.98224746856054 + 3.4606627020235873e-9im
1.1460500839814493e-5 + 0.0im	-0.9981889703906927 + 6.699231452690676e-10im	0.07350382687647349 + 4.881510628400139e-10im	-0.15266191031381085 - 1.0658145177704022e-9im	-0.9821953021675615 + 3.4392853137739156e-9im
1.1575105848212638e-5 + 0.0im	-0.9982966059381871 + 7.237686642123966e-10im	0.07351223996725806 + 4.819523440320672e-10im	-0.152679383663173 - 1.0521845685487135e-9im	-0.9821425943518448 + 3.4164932657047004e-9im
1.1690856906694765e-5 + 0.0im	-0.9984053608384248 + 7.799839230736076e-10im	0.07352078406006751 + 4.756539575346224e-10im	-0.15269712909377664 - 1.0383299430843942e-9im	-0.9820893391471185 + 3.392382552857705e-9im
1.1807765475761713e-5 + 0.0im	-0.9985152474775599 + 8.385511157018541e-10im	0.0735294614839782 + 4.693245258200651e-10im	-0.15271515144293524 - 1.0243941726099533e-9im	-0.9820355305110986 + 3.3670620287598593e-9im
1.192584313051933e-5 + 0.0im	-0.9986262784007751 + 8.994312539519467e-10im	0.07353827461494934 + 4.630444630683658e-10im	-0.15273345564533491 - 1.0105452842816585e-9im	-0.9819811623242013 + 3.340654875455322e-9im
1.2045101561824523e-5 + 0.0im	-0.9987384663149861 + 9.625604246492636e-10im	0.07354722587689917 + 4.5690769703227745e-10im	-0.15275204673526827 - 9.969793754407622e-10im	-0.9819262283882371 + 3.3133002894962127e-9im
1.2165552577442768e-5 + 0.0im	-0.9988518240916138 + 1.0278455119925606e-9im	0.07355631774281024 + 4.51023636105162e-10im	-0.15277092984893131 - 9.839246971805329e-10im	-0.9818707224250677 + 3.2851554144931713e-9im
1.2287208103217195e-5 + 0.0im	-0.9989663647694215 + 1.095159314143273e-9im	0.07356555273586547 + 4.455194149259626e-10im	-0.15279011022678174 - 9.716463164574013e-10im	-0.9818146380752268 + 3.2563975547977304e-9im
1.2410080184249368e-5 + 0.0im	-0.9990821015574292 + 1.1643349736202042e-9im	0.07357493343061743 + 4.4054245615860214e-10im	-0.1528095932159684 - 9.604514349208752e-10im	-0.9817579688965099 + 3.2272267093466343e-9im
1.2534180986091862e-5 + 0.0im	-0.9991990478379141 + 1.235159630869647e-9im	0.07358446245421474 + 4.362633909126014e-10im	-0.1528293842728782 - 9.506954526670615e-10im	-0.9817007083624912 + 3.197868469700591e-9im
1.2659522795952781e-5 + 0.0im	-0.999317217168953 + 1.3073671988835452e-9im	0.07359414248690455 + 4.3287938568846424e-10im	-0.15284948896417636 - 9.427888763707043e-10im	-0.981642849862002 + 3.1685773319192494e-9im
1.278611802391231e-5 + 0.0im	-0.9994366232895721 + 1.3806301438494358e-9im	0.07360397626615013 + 4.306179298024871e-10im	-0.15286991297537136 - 9.372051838595322e-10im	-0.9815843866938578 + 3.1396404781999563e-9im
1.2913979204151433e-5 + 0.0im	-0.9995572801195345 + 1.4545501423775467e-9im	0.07361396658308293 + 4.2974114404501635e-10im	-0.15289066210342375 - 9.344897713162466e-10im	-0.9815253120716857 + 3.111382091246664e-9im
1.3043118996192947e-5 + 0.0im	-0.9996792017655979 + 1.5286474696879093e-9im	0.07362411628802246 + 4.30550678935571e-10im	-0.15291174226823043 - 9.352701250973526e-10im	-0.9814656191168211 + 3.0841682722124294e-9im
1.3173550186154876e-5 + 0.0im	-0.9998024025236507 + 1.6023489550610362e-9im	0.07363442829009155 + 4.3339327944784197e-10im	-0.15293315951181652 - 9.402673778315194e-10im	-0.9814053008589854 + 3.0584126418673587e-9im
1.3305285688016425e-5 + 0.0im	-0.9999268968823722 + 1.6749743206473853e-9im	0.0736449055588943 + 4.386671025865956e-10im	-0.15295492000182231 - 9.503094282093828e-10im	-0.9813443502342599 + 3.0345827144870416e-9im
1.343833854489659e-5 + 0.0im	-1.0000526995268086 + 1.7457206971593349e-9im	0.0736555511259823 + 4.468288848164415e-10im	-0.1529770300345479 - 9.663458259290564e-10im	-0.9812827600833425 + 3.0132071449484416e-9im
1.3572721930345557e-5 + 0.0im	-1.0001798253420333 + 1.8136450847777452e-9im	0.07366636808635497 + 4.584020681893302e-10im	-0.15299949603807014 - 9.894646478664678e-10im	-0.981220523149773 + 2.994883961784706e-9im
1.3708449149649012e-5 + 0.0im	-1.0003082894169115 + 1.8776444995100646e-9im	0.07367735960000309 + 4.739860072259145e-10im	-0.15302232457544732 - 1.0209116189718512e-9im	-0.9811576320781117 + 2.9802899126263754e-9im
1.3845533641145503e-5 + 0.0im	-1.0004381070479618 + 1.9364335139283314e-9im	0.07368852889349696 + 4.942663933202294e-10im	-0.15304552234801852 - 1.0621117619540646e-9im	-0.9810940794120646 + 2.9701910636934154e-9im
1.3983988977556958e-5 + 0.0im	-1.0005692937433306 + 1.9885188663520245e-9im	0.07369987926162211 + 5.200270498169455e-10im	-0.15306909619880057 - 1.1146938938335811e-9im	-0.9810298575925611 + 2.9654548119667456e-9im
1.4123828867332527e-5 + 0.0im	-1.0007018652268727 + 2.032170773749598e-9im	0.07371141406906356 + 5.521632691295277e-10im	-0.1530930531159862 - 1.1805183252844369e-9im	-0.9809649589557748 + 2.9670634875403403e-9im
1.4265067156005852e-5 + 0.0im	-1.000835837442348 + 2.065390540504597e-9im	0.07372313675214122 + 5.916968835169703e-10im	-0.1531174002365481 - 1.2617081607414062e-9im	-0.9808993757310928 + 2.9761297446343044e-9im
1.440771782756591e-5 + 0.0im	-1.0009712265577388 + 2.0858740072806332e-9im	0.07373505082059768 + 6.397932836245108e-10im	-0.15314214484995223 - 1.36068464395374e-9im	-0.9808331000390214 + 2.9939139630522687e-9im
1.455179500584157e-5 + 0.0im	-1.0011080489696884 + 2.0909703310356974e-9im	0.07374715985944073 + 6.977806238476466e-10im	-0.15316729440198476 - 1.4802070454938115e-9im	-0.9807661238890388 + 3.0218439077305822e-9im
1.4697312955899985e-5 + 0.0im	-1.0012463213080711 + 2.077635528247326e-9im	0.07375946753084298 + 7.671714812469071e-10im	-0.15319285649869696 - 1.6234176461934294e-9im	-0.9806984391773784 + 3.0615369227105605e-9im
1.4844286085458985e-5 + 0.0im	-1.0013860604406926 + 2.0423801480346898e-9im	0.07377197757610028 + 8.496872653940268e-10im	-0.15321883891047314 - 1.7938924341445479e-9im	-0.980630037684753 + 3.1148249676506443e-9im
1.4992728946313575e-5 + 0.0im	-1.0015272834781341 + 1.9812103694693767e-9im	0.07378469381765153 + 9.47285710462548e-10im	-0.15324524957622532 - 1.9956982033758216e-9im	-0.9805609110740083 + 3.1837828401900135e-9im
1.5142656235776711e-5 + 0.0im	-1.0016700077787342 + 1.8895617372643517e-9im	0.07379762016116234 + 1.0621918184079835e-9im	-0.15327209660772118 - 2.2334568202674876e-9im	-0.980491050887709 + 3.270759966413276e-9im
1.5294082798134478e-5 + 0.0im	-1.0018142509537253 + 1.7622246614731518e-9im	0.07381076059767512 + 1.196932663561984e-9im	-0.15329938829404924 - 2.5124175099161365e-9im	-0.9804204485456488 + 3.378416184709912e-9im
1.5447023626115824e-5 + 0.0im	-1.0019600308725274 + 1.593260709005334e-9im	0.07382411920582795 + 1.3543765147692755e-9im	-0.15332713310622745 - 2.8385381097926776e-9im	-0.9803490953422881 + 3.509761995867319e-9im
1.5601493862376983e-5 + 0.0im	-1.0021073656681998 + 1.375908606791736e-9im	0.07383770015414523 + 1.537776781733386e-9im	-0.1533553397019609 - 3.218576342998688e-9im	-0.9802769824441118 + 3.6682038047085116e-9im
1.5757508801000753e-5 + 0.0im	-1.0022562737430627 + 1.1024787573572381e-9im	0.07385150770340332 + 1.7508213479514425e-9im	-0.15338401693055476 - 3.660192279140096e-9im	-0.9802041008869042 + 3.857594736449043e-9im
1.591508388901076e-5 + 0.0im	-1.0024067737744982 + 7.64234936352706e-10im	0.07386554620907357 + 1.9976879139860903e-9im	-0.1534131738379883 - 4.1720632782933145e-9im	-0.9801304415729408 + 4.082291674701401e-9im
1.607423472790087e-5 + 0.0im	-1.0025588847209312 + 3.512616971428051e-10im	0.07387982012384638 + 2.2831060423627034e-9im	-0.1534428196721574 - 4.764012853814005e-9im	-0.9800559952680883 + 4.347219238241374e-9im
1.623497707517988e-5 + 0.0im	-1.0027126258280006 - 1.4768415135520123e-10im	0.0738943340002396 + 2.6124266696473614e-9im	-0.15347296388829193 - 5.447155043986249e-9im	-0.9799807525988161 + 4.657941490851426e-9im
1.639732684593168e-5 + 0.0im	-1.0028680166349324 - 7.453398020340984e-10im	0.07390909249329487 + 2.9916999328579903e-9im	-0.15350361615455557 - 6.234056051979835e-9im	-0.9799047040491078 + 5.020742263401296e-9im
1.6561300114390997e-5 + 0.0im	-1.003025076981114 - 1.4561224423986859e-9im	0.07392410036336493 + 3.4277622469312613e-9im	-0.15353478635783496 - 7.1389150996138155e-9im	-0.9798278399572761 + 5.4427150604915565e-9im
1.6726913115534907e-5 + 0.0im	-1.0031838270128894 - 2.2963371934681214e-9im	0.07393936247899631 + 3.928333668205849e-9im	-0.15356648460972747 - 8.177766644456836e-9im	-0.9797501505126682 + 5.931863626199356e-9im
1.6894182246690257e-5 + 0.0im	-1.0033442871905738 - 3.284409436112669e-9im	0.07395488381991136 + 4.502126686533586e-9im	-0.15359872125273338 - 9.368706333377237e-9im	-0.9796716257522705 + 6.497214355509747e-9im
1.706312406915716e-5 + 0.0im	-1.0035064783537004 - 4.441144218799802e-9im	0.07397066948009257 + 5.158967706487551e-9im	-0.15363150686666266 - 1.0732143310436841e-8im	-0.9795922555571918 + 7.148941860724164e-9im
1.723375530984873e-5 + 0.0im	-1.0036704214965269 - 5.790015717193279e-9im	0.07398672467097314 + 5.909932607059749e-9im	-0.15366485227526175 - 1.2291081764786045e-8im	-0.9795120296490362 + 7.898509136413029e-9im
1.7406092862947216e-5 + 0.0im	-1.0038361381237397 - 7.3574900183053994e-9im	0.07400305472473544 + 6.7674979101340025e-9im	-0.15369876855306322 - 1.4071434896841912e-8im	-0.9794309375861566 + 8.758823913272405e-9im
1.758015379157669e-5 + 0.0im	-1.004003650026437 - 9.17338483207182e-9im	0.0740196650977092 + 7.745709241863146e-9im	-0.15373326703244472 - 1.6102374800551466e-8im	-0.9793489687597946 + 9.744412951587103e-9im
1.7755955329492456e-5 + 0.0im	-1.004172979348204 - 1.1271270093534186e-8im	0.07403656137381985 + 8.860368938901258e-9im	-0.1537683593107896 - 1.84167221080947e-8im	-0.979266112390164 + 1.0871616199978164e-8im
1.7933514882787382e-5 + 0.0im	-1.004344148592339 - 1.3688913811684224e-8im	0.07405374926762595 + 1.0129244834350774e-8im	-0.15380405725679716 - 2.1051379623269742e-8im	-0.9791823575229502 + 1.2158802935889153e-8im
1.8112850031615255e-5 + 0.0im	-1.004517180553201 - 1.6468777948976574e-8im	0.07407123455664907 + 1.1572302457443711e-8im	-0.1538403728699408 - 2.4047814583441202e-8im	-0.979097693062501 + 1.3626612212071277e-8im
1.8293978531931407e-5 + 0.0im	-1.0046920987689003 - 1.9658569581267538e-8im	0.074089023343297 + 1.3211963097634734e-8im	-0.15387731882443512 - 2.745259463991458e-8im	-0.9790121075528857 + 1.52982201594796e-8im
1.847691831725072e-5 + 0.0im	-1.0048689265685526 - 2.3311853094327614e-8im	0.07410712175884748 + 1.5073390419243256e-8im	-0.15391490785448947 - 3.1317983135632005e-8im	-0.978925589638658 + 1.719963694286865e-8im
1.866168750042323e-5 + 0.0im	-1.005047688115688 - 2.748872972314997e-8im	0.07412553605007863 + 1.7184808568442907e-8im	-0.15395315293417594 - 3.5702599790070815e-8im	-0.9788381275602275 + 1.9360036432455875e-8im
1.884830437542746e-5 + 0.0im	-1.0052284078590494 - 3.225659133721017e-8im	0.0741442726480455 + 1.9577854991709574e-8im	-0.15399206742030108 - 4.067215347718502e-8im	-0.9787497094194553 + 2.181212194484294e-8im
1.9036787419181733e-5 + 0.0im	-1.005411110669775 - 3.7690956021998335e-8im	0.07416333814154628 + 2.228797148535155e-8im	-0.1540316649972921 - 4.630025440636931e-8im	-0.978660323113299 + 2.459253172058724e-8im
1.9227155293373552e-5 + 0.0im	-1.00559582185009 - 4.387639370808462e-8im	0.07418273928078431 + 2.5354837321073886e-8im	-0.15407195968480186 - 5.2669313692108084e-8im	-0.9785699563296005 + 2.7742288146116347e-8im
1.9419426846307288e-5 + 0.0im	-1.0057825671443992 - 5.0907550857395876e-8im	0.07420248298214727 + 2.8822848644366802e-8im	-0.1541129658476356 - 5.987153902871021e-8im	-0.9784785965417042 + 3.130729509587462e-8im
1.961362111477036e-5 + 0.0im	-1.0059713727510364 - 5.8890284036181685e-8im	0.07422257633327943 + 3.274164872263346e-8im	-0.15415469820628513 - 6.801003597602176e-8im	-0.9783862310027642 + 3.53388881685767e-8im
1.9809757325918065e-5 + 0.0im	-1.0061622653345048 - 6.794291308938042e-8im	0.0742430265983722 + 3.716671403023291e-8im	-0.15419717184791695 - 7.720002521408808e-8im	-0.9782928467398166 + 3.989444302118503e-8im
2.0007854899177247e-5 + 0.0im	-1.00635527203818 - 7.819760558603158e-8im	0.07426384122366432 + 4.2160001599947486e-8im	-0.15424040223779598 - 8.757018704342775e-8im	-0.9781984305476138 + 4.503804746779789e-8im
2.020793344816902e-5 + 0.0im	-1.006550420497514 - 8.980190523439665e-8im	0.07428502784315685 + 4.779066354678279e-8im	-0.15428440523115497 - 9.926414539702368e-8im	-0.9781029689822313 + 5.084124351015442e-8im
2.041001278265071e-5 + 0.0im	-1.0067477388537274 - 1.0292041807315698e-7im	0.07430659428455018 + 5.413583518255437e-8im	-0.15432919708552514 - 1.1244210469465719e-7im	-0.9780064483544268 + 5.738384600417188e-8im
2.061411291047722e-5 + 0.0im	-1.0069472557680357 - 1.1773667143618714e-7im	0.07432854857541193 + 6.128150369056051e-8im	-0.15437479447354646 - 1.2728265401426793e-7im	-0.9779088547227484 + 6.475484524512482e-8im
2.082025403958199e-5 + 0.0im	-1.007149000436407 - 1.344551619678462e-7im	0.07435089894958474 + 6.932346492097855e-8im	-0.1544212144962761 - 1.439847542831921e-7im	-0.9778101738863757 + 7.305340137512447e-8im
2.102845657997781e-5 + 0.0im	-1.0073530026048976 - 1.533036103385229e-7im	0.07437365385384428 + 7.83683765017384e-8im	-0.1544684746970172 - 1.627699255091341e-7im	-0.9777103913776914 + 8.238993918290936e-8im
2.1238741145777588e-5 + 0.0im	-1.0075592925855654 - 1.745354417814925e-7im	0.07439682195481713 + 8.853491613883122e-8im	-0.15451659307568558 - 1.8388465248138708e-7im	-0.9776094924545645 + 9.288735258012205e-8im
2.1451128557235365e-5 + 0.0im	-1.0077679012730059 - 1.9843251314726607e-7im	0.07442041214616917 + 9.995505470668215e-8im	-0.1545655881037404 - 2.0760302888205133e-7im	-0.9775074620923352 + 1.046823288027806e-7im
2.1665639842807718e-5 + 0.0im	-1.0079788601615154 - 2.253081088558971e-7im	0.07444443355607487 + 1.1277545450573956e-7im	-0.15461547873969736 - 2.342296613597807e-7im	-0.9774042849754949 + 1.1792680320416101e-7im
2.1882296241235794e-5 + 0.0im	-1.0081922013629254 - 2.55510229926674e-7im	0.07446889555497925 + 1.271590038932721e-7im	-0.15466628444524885 - 2.6410285684002033e-7im	-0.9772999454890405 + 1.3278955637846244e-7im
2.2101119203648153e-5 + 0.0im	-1.0084079576251195 - 2.894252021836771e-7im	0.07449380776366236 + 1.432865003769166e-7im	-0.15471802520201386 - 2.9759811818076664e-7im	-0.9771944277094994 + 1.4945796628604914e-7im
2.2322130395684634e-5 + 0.0im	-1.0086261623512631 - 3.274816317804392e-7im	0.07451918006161858 + 1.6135849520127893e-7im	-0.15477072152894125 - 3.351319752367593e-7im	-0.9770877153956031 + 1.6813992904349626e-7im
2.254535169964148e-5 + 0.0im	-1.0088468496197744 - 3.701547383629187e-7im	0.07454502259576085 + 1.815973134582587e-7im	-0.1548243945003876 - 3.771661804727104e-7im	-0.9769797919786131 + 1.890659630977496e-7im
2.2770805216637898e-5 + 0.0im	-1.0090700542050577 - 4.1797109850261425e-7im	0.07457134578946079 + 2.0424926481415165e-7im	-0.1548790657648922 - 4.242123004726559e-7im	-0.9768706405522616 + 2.124915126261188e-7im
2.299851326880428e-5 + 0.0im	-1.0092958115990138 - 4.715138344864117e-7im	0.07459816035192995 + 2.2958706107335304e-7im	-0.15493475756466235 - 4.7683673703272506e-7im	-0.97676024386233 + 2.3869946719518256e-7im
2.322849840149232e-5 + 0.0im	-1.009524158033322 - 5.314282861518744e-7im	0.07462547728794082 + 2.5791245799189186e-7im	-0.15499149275576238 - 5.356662140032461e-7im	-0.9766485842958409 + 2.680029159745565e-7im
2.3460783385507243e-5 + 0.0im	-1.0097551305024095 - 5.984282062113197e-7im	0.0746533079078408 + 2.895591400163015e-7im	-0.15504929482891172 - 6.013937686677288e-7im	-0.9765356438699279 + 3.0074815613834623e-7im
2.3695391219362315e-5 + 0.0im	-1.0099887667865068 - 6.733025224200766e-7im	0.07468166383758745 + 3.2489586795650634e-7im	-0.15510818793032807 - 6.747852892152087e-7im	-0.9764214042206543 + 3.3731797650034323e-7im
2.3932345131555937e-5 + 0.0im	-1.0102251054694393 - 7.569227130183238e-7im	0.07471055702629467 + 3.6432991100742353e-7im	-0.1551681968773997 - 7.566866427825687e-7im	-0.9763058465943939 + 3.781352389208543e-7im
2.4171668582871496e-5 + 0.0im	-1.010464185942198 - 8.502508451163924e-7im	0.07473999996035381 + 4.0831078601466106e-7im	-0.1552293476033925 - 8.480314416187672e-7im	-0.9761889528918232 + 4.236667815956513e-7im
2.441338526870021e-5 + 0.0im	-1.0107060488088095 - 9.543483291037632e-7im	0.07477000491658356 + 4.5733432843639355e-7im	-0.15529166560632415 - 9.498494981560259e-7im	-0.9760707002424123 + 4.7442766999252283e-7im
2.4657519121387212e-5 + 0.0im	-1.0109507348180489 - 1.0703854457463313e-6im	0.07480058499972932 + 5.119471210878471e-7im	-0.15535517810374147 - 1.063276023167434e-6im	-0.9759510719799608 + 5.309858229403557e-7im
2.4904094312601085e-5 + 0.0im	-1.0111982862929738 - 1.1996517063968441e-6im	0.07483175374851697 + 5.727513084674653e-7im	-0.15541991321451784 - 1.18956162474747e-6im	-0.9758300464917984 + 5.93967043200446e-7im
2.5153135255727098e-5 + 0.0im	-1.011448746287493 - 1.34356711068267e-6im	0.07486352485852875 + 6.40409826255845e-7im	-0.155485899383329 - 1.3300831695738079e-6im	-0.9757076028566348 + 6.640604837613807e-7im
2.540466660828437e-5 + 0.0im	-1.011702158848384 - 1.503694370154242e-6im	0.07489591249868419 + 7.156520774499978e-7im	-0.15555316603792704 - 1.486355571795662e-6im	-0.9755837196717163 + 7.420245830976929e-7im
2.5658713274367214e-5 + 0.0im	-1.0119585690395376 - 1.6817521706775087e-6im	0.07492893125548984 + 7.99280088546562e-7im	-0.15562174347336027 - 1.6600445789461664e-6im	-0.9754583750410745 + 8.286935047191293e-7im
2.5915300407110884e-5 + 0.0im	-1.0122180229742146 - 1.8796295508339643e-6im	0.07496259614668269 + 8.921751812175729e-7im	-0.1556916628803093 - 1.8529806284923279e-6im	-0.975331546559888 + 9.249841185113825e-7im
2.6174453411181993e-5 + 0.0im	-1.0124805678492999 - 2.099401478251683e-6im	0.07499692263694774 + 9.953051970305871e-7im	-0.15576295634539544 - 2.067173853014784e-6im	-0.9752032112978755 + 1.031903563630338e-6im
2.6436197945293812e-5 + 0.0im	-1.0127462519809296 - 2.343345710626596e-6im	0.0750319267567986 + 1.109732314949395e-6im	-0.15583565725975584 - 2.3048303165462835e-6im	-0.975073345782022 + 1.1505574350584126e-6im
2.670055992474675e-5 + 0.0im	-1.0130151248413828 - 2.613961033202924e-6im	0.07506762465678217 + 1.2366215036106065e-6im	-0.15590979880836664 - 2.5683695692899244e-6im	-0.9749419259786926 + 1.2821586383623885e-6im
2.696756552399422e-5 + 0.0im	-1.0132872370972061 - 2.9139869696583555e-6im	0.07510403329789611 + 1.3772496527016476e-6im	-0.15598541703466026 - 2.86044361277772e-6im	-0.9748089272751479 + 1.4280369597040407e-6im
2.723724117923416e-5 + 0.0im	-1.0135626406485876 - 3.2464250686784372e-6im	0.07514117027414295 + 1.533015430164318e-6im	-0.15606254769559022 - 3.183957372511956e-6im	-0.9746743244604553 + 1.5896494007453876e-6im
2.7509613591026503e-5 + 0.0im	-1.0138413886699862 - 3.614561873995903e-6im	0.0751790534072248 + 1.7054499144100296e-6im	-0.1561412280669342 - 3.542090780245004e-6im	-0.9745380917057892 + 1.7685913307547531e-6im
