w	A_d-A_d	Ac_d-A_d	A_d-Ac_d	Ac_d-Ac_d
-0.0010602997729803093 + 0.0im	-7.284948393949688 - 0.5501844623435826im	-0.01405619468442216 - 0.22409421471984456im	-0.014056246740197016 - 0.22409095167978962im	15.339925536982676 - 2.4853669428123646im
-0.001049801755426049 + 0.0im	-7.2854389464480445 - 0.5504006785534281im	-0.014083048455921688 - 0.22638286389884993im	-0.014083135075426826 - 0.22637959222204382im	15.338482188063741 - 2.4847947289985144im
-0.0010394076786396523 + 0.0im	-7.28592872744111 - 0.550615144451112im	-0.014111751385032565 - 0.228695330192023im	-0.01411187245910164 - 0.22869205038816767im	15.337051101233087 - 2.484197874690333im
-0.0010291165135046063 + 0.0im	-7.286417538541902 - 0.5508283342249275im	-0.014142455271158476 - 0.23103205029594642im	-0.014142611948661519 - 0.2310287628834739im	15.335629925144055 - 2.4835776444042086im
-0.0010189272410936695 + 0.0im	-7.286906317458131 - 0.5510407288963455im	-0.014175331079731995 - 0.23339347592771975im	-0.014175523239508476 - 0.23339018143391743im	15.334215097922753 - 2.4829354369879777im
-0.0010088388525679897 + 0.0im	-7.2873945738132235 - 0.5512528144832639im	-0.014210508538525209 - 0.23578007468177778im	-0.01421073647402584 - 0.23577677364291613im	15.332804271509797 - 2.482272779184488im
-0.0009988503490772176 + 0.0im	-7.2878830903691885 - 0.5514650802928708im	-0.014248160478452405 - 0.2381923309712248im	-0.014248424476769633 - 0.23818902393269287im	15.331394731436363 - 2.481591319166203im
-0.0009889607416606115 + 0.0im	-7.288371863404993 - 0.5516780173596912im	-0.014288428603786655 - 0.24063074705286225im	-0.014288728944968531 - 0.24062743456930705im	15.329984031577963 - 2.4808928201176808im
-0.0009791690511491203 + 0.0im	-7.28886102992275 - 0.5518921170428606im	-0.014331525522190225 - 0.24309584413421126im	-0.01433186247981135 - 0.24309252676967774im	15.328569403301138 - 2.480179153939851im
-0.0009694743080684359 + 0.0im	-7.289350479962662 - 0.5521078697949641im	-0.014377597727771717 - 0.24558816355996438im	-0.01437797156788782 - 0.24558484188803512im	15.3271489804033 - 2.4794522951467215im
-0.0009598755525430058 + 0.0im	-7.289840737113761 - 0.5523257641130228im	-0.014426820973800573 - 0.24810826807441524im	-0.014427231954927193 - 0.24810494267834884im	15.325719926141165 - 2.4787143150208935im
-0.0009503718342009958 + 0.0im	-7.290331768275671 - 0.5525462856803323im	-0.014479368407414183 - 0.2506567431555354im	-0.014479816780182377 - 0.25065341462839996im	15.324280209454788 - 2.4779673760894947im
-0.0009409622120801938 + 0.0im	-7.290823588322628 - 0.5527699167059408im	-0.014535417810427538 - 0.25323419841547545im	-0.014535903817259128 - 0.2532308673602753im	15.322827696392896 - 2.4772137269769im
-0.0009316457545348453 + 0.0im	-7.2913165312524315 - 0.5529971354665524im	-0.014595152669176718 - 0.25584126906140914im	-0.014595676543933785 - 0.2558379360912002im	15.321360319623457 - 2.476455697684663im
-0.0009224215391434112 + 0.0im	-7.291810122486742 - 0.5532284160536299im	-0.01465875246764717 - 0.258478617409772im	-0.014659314435220255 - 0.2584752831477691im	15.319876298875823 - 2.475695695342816im
-0.0009132886526172388 + 0.0im	-7.292304864634086 - 0.5534642283264316im	-0.014726394206263246 - 0.2611469344461315im	-0.01472699448212618 - 0.2611435995257995im	15.318373524885379 - 2.474936200470019im
-0.0009042461907101375 + 0.0im	-7.292800654956397 - 0.5537050380696773im	-0.014798266752956061 - 0.26384694142212367im	-0.014798905542821277 - 0.26384360648725275im	15.316850268366062 - 2.47417976377287im
-0.000895293258128849 + 0.0im	-7.293297559057282 - 0.5539513073525155im	-0.01487454931467091 - 0.26657939148012644im	-0.014875226813953037 - 0.2665760571848868im	15.315305312299564 - 2.473429003507582im
-0.0008864289684444049 + 0.0im	-7.293795763278711 - 0.5542034950834782im	-0.014955413654736195 - 0.2693450712956306im	-0.014956130048007886 - 0.2693417383046105im	15.313736917378646 - 2.4726866034194943im
-0.0008776524440043613 + 0.0im	-7.29429491402516 - 0.5544620577541665im	-0.015041036273411463 - 0.27214480272661057im	-0.01504179173397085 - 0.2721414717148242im	15.312143048364533 - 2.4719553112684602im
-0.0008689628158459023 + 0.0im	-7.2947951302450615 - 0.5547274503625549im	-0.015131585653742646 - 0.2749794444585657im	-0.015132380343051248 - 0.2749761161114403im	15.310522632907142 - 2.471237937940323im
-0.0008603592236098042 + 0.0im	-7.2952965113222605 - 0.5550001275049945im	-0.015227223214203351 - 0.2778498936333781im	-0.015228057281323133 - 0.2778465686467097im	15.30887405185185 - 2.4705373571370917im
-0.0008518408154552517 + 0.0im	-7.29579912056745 - 0.5552805446243161im	-0.015328102140431602 - 0.2807570874496307im	-0.015328975721455253 - 0.2807537665295116im	15.307196738281919 - 2.469856505630823im
-0.0008434067479754967 + 0.0im	-7.296302900816047 - 0.5555691593998613im	-0.015434364087319926 - 0.2837020047216198im	-0.01543527730476455 - 0.2836986885843306im	15.305488838510486 - 2.4691983840587812im
-0.0008350561861143532 + 0.0im	-7.296808024284432 - 0.5558664332637833im	-0.015546138173761555 - 0.2866856673839541im	-0.015547091135987224 - 0.28668235675582376im	15.303749368196161 - 2.468566058230248im
-0.0008267883030835181 + 0.0im	-7.297314167692792 - 0.5561728330266811im	-0.01566353613697307 - 0.2897091419283621im	-0.015664528937432858 - 0.28970583754559043im	15.301977104289902 - 2.4679626609084306im
-0.000818602280280711 + 0.0im	-7.297821345922415 - 0.5564888325944033im	-0.015786667365069274 - 0.2927735407591444im	-0.015787700082016284 - 0.2927702433675847im	15.300171768158055 - 2.467391394024338im
-0.0008104973072086247 + 0.0im	-7.298329857569508 - 0.5568149147568694im	-0.015915608832215978 - 0.2958800234535902im	-0.015916681527795056 - 0.2958767338084968im	15.298331815289963 - 2.4668555312733114im
-0.000802472581394678 + 0.0im	-7.298839563414126 - 0.5571515730288872im	-0.016050399077793587 - 0.2990297979136677im	-0.016051511797263184 - 0.29902651677939684im	15.296456601498209 - 2.466358421039265im
-0.0007945273083115623 + 0.0im	-7.2993504640088975 - 0.5574993135222204im	-0.016191078925734417 - 0.3022241213953255im	-0.016192231697097496 - 0.30222084954499806im	15.294545355538965 - 2.4659034895863345im
-0.0007866607012985765 + 0.0im	-7.299862565137088 - 0.55785865682768im	-0.016337635726670068 - 0.30546430140190456im	-0.016338828559888156 - 0.3054610396170227im	15.292597505377323 - 2.465494244453197im
-0.0007788719814837391 + 0.0im	-7.300375892835807 - 0.5582301398856272im	-0.016490050173109012 - 0.30875169642835654im	-0.016491283059530785 - 0.3087484454983781im	15.290612387187501 - 2.46513427798105im
-0.0007711603777066724 + 0.0im	-7.300890370539083 - 0.5586143178231191im	-0.01664824906092384 - 0.31208771654327716im	-0.016649521972590838 - 0.3120844772651455im	15.288589574226554 - 2.464827270902989im
-0.0007635251264422498 + 0.0im	-7.301406042056568 - 0.5590117657359245im	-0.016812125530759236 - 0.31547382379612543im	-0.016813438419795105 - 0.3154705969737522im	15.28652869045517 - 2.4645769959196486im
-0.0007559654717249998 + 0.0im	-7.3019228824502 - 0.5594230803938212im	-0.01698152542819282 - 0.31891153243745446im	-0.016982878226144933 - 0.3189083188811597im	15.284429346679035 - 2.4643873211838847im
-0.0007484806650742572 + 0.0im	-7.302440864573482 - 0.559848881847933im	-0.017156258490332515 - 0.3224024089405045im	-0.017157651107576447 - 0.32239920946641004im	15.282291341259771 - 2.464262213615881im
-0.0007410699654200566 + 0.0im	-7.302960140719403 - 0.5602898149193672im	-0.017336076132627665 - 0.3259480718130909im	-0.017337508458033484 - 0.3259448872424706im	15.28011466436459 - 2.464205741969385im
-0.0007337326390297591 + 0.0im	-7.303480324304109 - 0.5607465505491347im	-0.01752066408612413 - 0.32955019118938544im	-0.01752213598551466 - 0.32954702234796984im	15.277899292939567 - 2.4642220795696512im
-0.000726467959435405 + 0.0im	-7.3040013334158385 - 0.5612197869901098im	-0.017709682701753732 - 0.3332104881918922im	-0.017711194019408953 - 0.3332073359091308im	15.27564513701981 - 2.464315506644538im
-0.0007192752073617872 + 0.0im	-7.304523542727283 - 0.5617102508228254im	-0.0179027174284326 - 0.3369307340546994im	-0.0179042679855633 - 0.3369275991629821im	15.273353040764912 - 2.4644904121714366im
-0.0007121536706552348 + 0.0im	-7.305046503000175 - 0.5622186977779878im	-0.018099243682469835 - 0.3407127489999003im	-0.018100833274807358 - 0.34070963233373575im	15.271023232139928 - 2.464751295164843im
-0.0007051026442131037 + 0.0im	-7.305570253104163 - 0.5627459133498355im	-0.01829871205060183 - 0.34455840085994277im	-0.018300340450448985 - 0.3445553032550986im	15.268655993700222 - 2.4651027653320825im
-0.0006981214299139641 + 0.0im	-7.30609441482809 - 0.5632927131858652im	-0.018500493871071666 - 0.34846960343956734im	-0.018502160826199994 - 0.348466525732174im	15.266252137429575 - 2.4655495430280863im
-0.0006912093365484793 + 0.0im	-7.306618992232934 - 0.5638599432398778im	-0.01870386593464956 - 0.3524483146119254im	-0.018705571167809885 - 0.3524452576375451im	15.263812722223545 - 2.4660964584439315im
-0.0006843656797509696 + 0.0im	-7.3071439099073565 - 0.5644484796768718im	-0.018908018806834483 - 0.3564965341444292im	-0.01890976201532351 - 0.35649349873708785im	15.261338722252784 - 2.466748449968563im
-0.0006775897819316531 + 0.0im	-7.307668792510106 - 0.56505922851995im	-0.019112103685313644 - 0.3606163012508646im	-0.0191138845413648 - 0.3606132882420572im	15.258831420783634 - 2.467510561667943im
-0.0006708809722095575 + 0.0im	-7.308193223147558 - 0.5656931250311026im	-0.01931509800103029 - 0.3648096918672799im	-0.019316916150631157 - 0.364806702084949im	15.256292422050995 - 2.468387939831517im
-0.0006642385863460966 + 0.0im	-7.308717190185902 - 0.566351132819477im	-0.019515929285763477 - 0.36907881565018175im	-0.019517784348839315 - 0.3690758499176662im	15.253723285146215 - 2.469385828541756im
-0.0006576619666793036 + 0.0im	-7.309239878829481 - 0.5670342426725291im	-0.019713428932809692 - 0.3734258126965464im	-0.019715320503905554 - 0.37342287183151157im	15.251126103430623 - 2.4705095642288755im
-0.0006511504620587165 + 0.0im	-7.30976129668448 - 0.5677434711072749im	-0.01990631403739824 - 0.3778528499861632im	-0.019908241684401855 - 0.3778499347995128im	15.248502909275924 - 2.4717645691794297im
-0.0006447034277809074 + 0.0im	-7.310280761260065 - 0.5684798586406462im	-0.02009318619266718 - 0.3823621175478078im	-0.020095149457481604 - 0.3823592288425776im	15.245856269717471 - 2.4731563439744524im
-0.0006383202255256509 + 0.0im	-7.310798040707216 - 0.5692444677797921im	-0.020272543925183444 - 0.38695582435170983im	-0.020274542323655536 - 0.3869529629219521im	15.2431886654399 - 2.474690458839868im
-0.0006320002232927237 + 0.0im	-7.311312085655454 - 0.5700383807349271im	-0.02044296781257681 - 0.3916361939317286im	-0.02044500083511281 - 0.391633360561386im	15.240503301521608 - 2.476372543899232im
-0.0006257427953393304 + 0.0im	-7.311822621057123 - 0.5708626968591071im	-0.020602101374678078 - 0.39640545974157054im	-0.020604168484373766 - 0.3964026552033469im	15.237804015878824 - 2.478208278326142im
-0.0006195473221181489 + 0.0im	-7.312328897344124 - 0.5717185298209849im	-0.02074869175252629 - 0.40126586025027716im	-0.020750792388486334 - 0.4012630853045072im	15.235093394177309 - 2.4802033784012276im
-0.0006134131902159891 + 0.0im	-7.3128298599713455 - 0.5726070045182816im	-0.02088053841474321 - 0.4062196337830717im	-0.020882671990320633 - 0.4062168891765931im	15.232375810354547 - 2.4823635844857845im
-0.0006073397922930585 + 0.0im	-7.31332502858526 - 0.5735292537412529im	-0.020995532863842307 - 0.411269013114468im	-0.0209976987675083 - 0.41126629957950017im	15.229655437068145 - 2.4846946469316618im
-0.0006013265270228301 + 0.0im	-7.313813337224312 - 0.574486414596946im	-0.021091417139211158 - 0.4164162198213473im	-0.021093614734980733 - 0.41641353807438214im	15.226937004724679 - 2.4872023109540433im
-0.000595372799032505 + 0.0im	-7.314293844906228 - 0.5754796247064373im	-0.02116579897592425 - 0.4216634584044259im	-0.02116802760383044 - 0.4216608091451295im	15.224225184828754 - 2.489892300500782im
-0.0005894780188440644 + 0.0im	-7.314765479950551 - 0.5765100181885447im	-0.021216156624254134 - 0.42701291018726206im	-0.021218415600900337 - 0.42701029409739977im	15.221525429443654 - 2.4927703011587656im
-0.0005836416028159054 + 0.0im	-7.315226814433233 - 0.5775787214447208im	-0.02123982528650092 - 0.4324667270025906im	-0.02124211390565572 - 0.4324641447449706im	15.218843328946578 - 2.4958419421441986im
-0.0005778629730850548 + 0.0im	-7.315677162281223 - 0.5786868487608965im	-0.0212340031376604 - 0.43802702467639354im	-0.021236320670909664 - 0.43802447689383867im	15.216184939029896 - 2.4991127774298736im
-0.0005721415575099552 + 0.0im	-7.31611481987135 - 0.5798354977430404im	-0.02119572929463916 - 0.4436958763206866im	-0.02119807499211622 - 0.44369336363503303im	15.213556288766068 - 2.502588266068267im
-0.0005664767896138169 + 0.0im	-7.3165384415501205 - 0.5810257446040104im	-0.021121930545036378 - 0.4494753054465237im	-0.021124303636208697 - 0.44947282845765574im	15.210964672231249 - 2.5062737517747196im
-0.0005608681085285316 + 0.0im	-7.316946645516824 - 0.5822586393200354im	-0.021009350497550004 - 0.4553672789092035im	-0.02101175019200842 - 0.4553648381941236im	15.208417027885977 - 2.5101744418398515im
-0.0005553149589391402 + 0.0im	-7.317338080113684 - 0.5835352006757177im	-0.02085462132981966 - 0.46137369969812875im	-0.020857046818151672 - 0.4613712958100675im	15.20592079953827 - 2.5142953854448646im
-0.0005498167910288518 + 0.0im	-7.317710626717914 - 0.5848564112169402im	-0.020654200506475522 - 0.46749639958414574im	-0.020656650961243236 - 0.46749403305171516im	15.203484094504404 - 2.5186414514574107im
-0.0005443730604246057 + 0.0im	-7.318062696541839 - 0.5862232121313884im	-0.020404427655567527 - 0.47373713163759407im	-0.02040690223220351 - 0.4737348029639875im	15.201115077197088 - 2.5232173057891583im
-0.0005389832281431739 + 0.0im	-7.318393069073363 - 0.5876364980766184im	-0.020101491345797567 - 0.4800975626306194im	-0.020103989183604704 - 0.48009527229286003im	15.198822280281403 - 2.5280273883991855im
-0.000533646760537796 + 0.0im	-7.318698949524308 - 0.5890971119756835im	-0.019741388531148638 - 0.4865792653376385im	-0.0197439087546623 - 0.48657701378587886im	15.196615000416239 - 2.5330758900297377im
-0.0005283631292453425 + 0.0im	-7.318978955903713 - 0.5906058398003148im	-0.01932031072731042 - 0.4931837107481077im	-0.01932285244601611 - 0.4931814984049856im	15.194502770796175 - 2.538366728762887im
-0.0005231318111340024 + 0.0im	-7.319230987523103 - 0.5921634053615057im	-0.018833217405667856 - 0.4999122602060477im	-0.018835779718782846 - 0.49991008746609544im	15.192495123856274 - 2.543903526487873im
-0.0005179522882514876 + 0.0im	-7.319452720590742 - 0.593770465127102im	-0.01827649439593442 - 0.5067661574910106im	-0.018279076388703946 - 0.5067640247201244im	15.19060225416675 - 2.5496895853699586im
-0.0005128240477737501 + 0.0im	-7.319641931699161 - 0.5954276030856466im	-0.017645340901570772 - 0.513746520855426im	-0.017647941649472833 - 0.5137444283903946im	15.18883486237468 - 2.555727864411706im
-0.000507746581954208 + 0.0im	-7.3197967214329545 - 0.5971353256752873im	-0.01693510810288956 - 0.5208543350335058im	-0.016937726672180888 - 0.5208522831816014im	15.187203667679682 - 2.562020956197732im
-0.0005027193880734733 + 0.0im	-7.3199142702534 - 0.5988940567960219im	-0.016140980879943898 - 0.5280904432371006im	-0.016143616328840812 - 0.5280884322757315im	15.185719842742113 - 2.5685710639130592im
-0.0004977419683895775 + 0.0im	-7.319992274764883 - 0.6007041329229488im	-0.015258045681226637 - 0.5354555391541602im	-0.015260697061230625 - 0.5354535693305872im	15.184395183866727 - 2.575379978724232im
-0.0004928138300886906 + 0.0im	-7.320028326118844 - 0.6025657983375022im	-0.014281217038119732 - 0.5429501589656667im	-0.014283883394982535 - 0.5429482304967853im	15.183241424758066 - 2.5824490576107917im
-0.00048793448523632734 + 0.0im	-7.320020055314755 - 0.6044792004929362im	-0.013205350171150574 - 0.5505746733971695im	-0.013208030546366302 - 0.5505727864693545im	15.182270519883854 - 2.5897792017326533im
-0.00048310345072903697 + 0.0im	-7.319964384224566 - 0.6064443855295002im	-0.01202515297229097 - 0.5583292798212984im	-0.012027846404476154 - 0.5583274345903175im	15.181495149000359 - 2.597370835416668im
-0.00047832024824657126 + 0.0im	-7.319858892920502 - 0.6084612939539558im	-0.010735218087969341 - 0.5662139944279234im	-0.010737923613954467 - 0.5662121910189103im	15.180927628375054 - 2.605223885842884im
-0.000473584404204526 + 0.0im	-7.319701160448891 - 0.6105297564971811im	-0.009329997626310675 - 0.5742286444788951im	-0.009332714282297264 - 0.5742268829863915im	15.18058111755711 - 2.6133377635080253im
-0.0004688954497074515 + 0.0im	-7.319487846390996 - 0.612649490162773im	-0.007803889537822906 - 0.582372860664633im	-0.007806616360938273 - 0.5823711411526961im	15.180468816689986 - 2.62171134354038im
-0.0004642529205024272 + 0.0im	-7.319216518638576 - 0.6148200944786164im	-0.006151183245914552 - 0.590646069580144im	-0.006153919275182361 - 0.5906443920825095im	15.180603493327059 - 2.6303429479367546im
-0.00045965635693309627 + 0.0im	-7.318884272143493 - 0.6170410479625232im	-0.0043660776242245534 - 0.5990474863384058im	-0.004368821901862204 - 0.5990458508587226im	15.180998633791638 - 2.6392303287883836im
-0.0004551053038941547 + 0.0im	-7.318488216290656 - 0.6193117048121293im	-0.002442672715376933 - 0.6075761073394453im	-0.002445424288081895 - 0.607574513851562im	15.181668958467155 - 2.6483706525587727im
-0.0004505993107862918 + 0.0im	-7.31802539124652 - 0.6216312918283668im	-0.0003750208072526722 - 0.6162307032137893im	-0.0003777787272019889 - 0.616229151662108im	15.182627391588566 - 2.657760485472309im
-0.0004461379314715761 + 0.0im	-7.317492966914726 - 0.6239989055809608im	0.0018428967375846948 - 0.6250098119594327im	0.0018401334113108917 - 0.6250083022593146im	15.183887650224992 - 2.6673957800684387im
-0.00044172072422928325 + 0.0im	-7.316887962176701 - 0.6264135098235739im	0.0042171743385398894 - 0.6339117322918606im	0.004214406539121033 - 0.6339102643300905im	15.185463638073646 - 2.6772718629718506im
-0.0004373472517121616 + 0.0im	-7.316207467667779 - 0.6288739331654088im	0.00675395450731234 - 0.64293451722712im	0.0067511831589318295 - 0.642933090862421im	15.187369421044338 - 2.6873834239249663im
-0.00043301708090313034 + 0.0im	-7.3154484403233075 - 0.6313788670053383im	0.00945941088622062 - 0.6520759679183946im	0.009456636902962296 - 0.6520745829819959im	15.189618898686257 - 2.697724506124666im
-0.00042872978307240627 + 0.0im	-7.314608017399021 - 0.6339268637338997im	0.012339749093671953 - 0.6613336277669964im	0.0123369733785173 - 0.6613322840632492im	15.19222602628163 - 2.708288497901115im
-0.00042448493373505573 + 0.0im	-7.313683238426677 - 0.6365163352078267im	0.015401222472916622 - 0.6707047768291463im	0.015398445917188426 - 0.6707034741361839im	15.195204337133326 - 2.7190681257722304im
-0.00042028211260896606 + 0.0im	-7.312671187558609 - 0.6391455515011845im	0.018650046098048618 - 0.6801864265403889im	0.01864726958060718 - 0.6801851646108326im	15.198567720518199 - 2.7300554489034115im
-0.0004161209035732337 + 0.0im	-7.311569133706486 - 0.6418126399365974im	0.022092570706752704 - 0.6897753147799213im	0.022089795089538837 - 0.689774093341622im	15.202330638576253 - 2.741241854998116im
-0.0004120008946269641 + 0.0im	-7.310373623162092 - 0.6445155843995526im	0.025734917143869954 - 0.6994679012975594im	0.025732143277506118 - 0.6994667200543798im	15.206506108064643 - 2.7526180576410657im
-0.0004079216778484793 + 0.0im	-7.309082422729788 - 0.6472522249383164im	0.029583351441824012 - 0.7092603635264543im	0.02958058016031943 - 0.709259222159085im	15.211107492922642 - 2.764174095112191im
-0.00040388284935492997 + 0.0im	-7.307692477426951 - 0.650020257651589im	0.03364405780661709 - 0.7191485928050675im	0.033641289927582474 - 0.7191474909718684im	15.216147950766342 - 2.7758993306859im
-0.0003998840092623069 + 0.0im	-7.306201200975377 - 0.6528172348656873im	0.03792318529533246 - 0.7291281910322139im	0.037920421619437636 - 0.7291271283700902im	15.221640363778743 - 2.787782454426941im
-0.0003959247616458484 + 0.0im	-7.304605868621082 - 0.655640565602733im	0.04242682014665711 - 0.7391944677792798im	0.04242406145701492 - 0.739193443904574im	15.227597536632134 - 2.7998114864908867im
-0.00039200471450084 + 0.0im	-7.302903481699381 - 0.6584875163410898im	0.047160987039286964 - 0.7493424378839283im	0.04715823410077548 - 0.7493414523933398im	15.234032200871512 - 2.8119737819343915im
-0.000388123479703802 + 0.0im	-7.301092128472877 - 0.6613552120690749im	0.05213159900639252 - 0.7595668195497526im	0.05212885256501365 - 0.7595658720212697im	15.240954864568087 - 2.824256037037483im
-0.0003842806729740614 + 0.0im	-7.299168318188446 - 0.6642406376328136im	0.057344562955615595 - 0.7698620329763992im	0.05734182373845997 - 0.7698611229702472im	15.248378825115102 - 2.8366442971375023im
-0.00038047591383570434 + 0.0im	-7.297130685715973 - 0.66714063937896im	0.06280554058605445 - 0.7802221995446604im	0.06280280930019415 - 0.7802213266042608im	15.256316448361916 - 2.8491239659720233im
-0.0003767088255799053 + 0.0im	-7.294976655360714 - 0.6700519270929155im	0.06852044265730449 - 0.7906411415809033im	0.06851771999129773 - 0.7906403052338365im	15.264773957536667 - 2.8616798165255273im
-0.000372979035227629 + 0.0im	-7.2927039585953075 - 0.6729710762330762im	0.0744939185310285 - 0.8011123827249693im	0.07449120514878775 - 0.8011115824839465im	15.273765438286322 - 2.874296003372721im
-0.00036928617349270195 + 0.0im	-7.290310111645675 - 0.675894530461598im	0.08073211515259551 - 0.8116291489253206im	0.08072941170162791 - 0.8116283842891515im	15.283300415874882 - 2.886956076509238im
-0.00036562987474524945 + 0.0im	-7.287793297250734 - 0.6788186044720711im	0.08723991445280711 - 0.8221843700847283im	0.08723722155827678 - 0.8221836405392899im	15.293387022322953 - 2.899642996658647im
-0.0003620097769754945 + 0.0im	-7.2851516875203215 - 0.6817394871144781im	0.09402228357499524 - 0.8327706823791715im	0.09401960184099341 - 0.8327699873983718im	15.3040358948942 - 2.912339152042911im
-0.00035842552175791535 + 0.0im	-7.282383579822572 - 0.6846532448177153im	0.1010839979009396 - 0.8433804312718621im	0.10108132791042423 - 0.8433797703185918im	15.315253804738276 - 2.92502637660173im
-0.0003548767542157578 + 0.0im	-7.279487151003695 - 0.6875558253098835im	0.10842969805088289 - 0.8540056752433733im	0.10842704036547335 - 0.8540050477704526im	15.327048614894439 - 2.937685969644666im
-0.0003513631229858988 + 0.0im	-7.276460898451204 - 0.6904430616364746im	0.11606362013492239 - 0.8646381902578109im	0.11606097529502925 - 0.8646375957089184im	15.339427220307964 - 2.9502987169182204im
-0.0003478842801840582 + 0.0im	-7.273303301113581 - 0.6933106764764189im	0.12398998233557693 - 0.8752694749836935im	0.123987350860997 - 0.8752689127942801im	15.352396011511832 - 2.9628449130686376im
-0.00034443988137035467 + 0.0im	-7.270013262521957 - 0.6961542867558292im	0.1322124995337386 - 0.885890756786829im	0.13220988192085564 - 0.885890226385014im	15.365961728467788 - 2.9753043854795544im
-0.00034102958551520264 + 0.0im	-7.266590684835947 - 0.6989694085590566im	0.14073491987097644 - 0.8964929985108926im	0.14073231659797805 - 0.8964924993183396im	15.380128637520622 - 2.987656519462024im
-0.0003376530549655472 + 0.0im	-7.263033112661962 - 0.7017514623364198im	0.1495603981347382 - 0.907066906059669im	0.14955780965660617 - 0.9070664374924382im	15.39489657041297 - 2.9998802847728747im
-0.00033430995541143283 + 0.0im	-7.259340581390516 - 0.7044957784076697im	0.15869197364279974 - 0.917602936792996im	0.1586894003944409 - 0.9176024982623758im	15.410275339879774 - 3.0119542634355927im
-0.0003309999558529038 + 0.0im	-7.255512157602713 - 0.7071976027598987im	0.1681323234880658 - 0.928091308746369im	0.16812976588379125 - 0.9280908996596758im	15.42626487113659 - 3.023856678836157im
-0.00032772272856723146 + 0.0im	-7.251547586987428 - 0.7098521031381511im	0.17788380719640945 - 0.9385220106818927im	0.17788126563015175 - 0.9385216304432452im	15.442866427028289 - 3.0355654260643767im
-0.0003244779490764668 + 0.0im	-7.247446951134725 - 0.7124543754265322im	0.18794838099362582 - 0.9488848129758316im	0.18794585583936543 - 0.948884460986905im	15.460081459928867 - 3.047058103469196im
-0.0003212652961153137 + 0.0im	-7.2432096466002305 - 0.714999450317021im	0.19832758202385553 - 0.9591692793454514im	0.19832507363488963 - 0.9591689550061815im	15.477910030621176 - 3.058312045394316im
-0.0003180844515993205 + 0.0im	-7.238836057540391 - 0.7174823002625762im	0.20902446752414613 - 0.9693647794150438im	0.20902197625311955 - 0.9693644821243245im	15.496351247036133 - 3.0693043560581335im
-0.0003149351005933866 + 0.0im	-7.234326739078652 - 0.7198978467104262im	0.2200357025015519 - 0.9794605021181949im	0.22003322856467597 - 0.9794602312745262im	15.515402952213254 - 3.080011944539568im
-0.0003118169312805808 + 0.0im	-7.229682030015027 - 0.7222409676106265im	0.2313654046876968 - 0.9894454699302537im	0.23136294853705247 - 0.9894452249323606im	15.535062913838964 - 3.090411560828566im
-0.0003087296349312681 + 0.0im	-7.224902195496587 - 0.7245065051941452im	0.2430128496608763 - 0.9993085539218514im	0.24301041149370076 - 0.9993083341692806im	15.55532761914889 - 3.1004798328973995im
-0.00030567290587254266 + 0.0im	-7.219989252618885 - 0.726689274013803im	0.25497733543656814 - 1.0090384896210103im	0.254974915519425 - 1.0090382945146787im	15.576192300265621 - 3.110193304745757im
-0.000302646441457963 + 0.0im	-7.214943186548521 - 0.7287840692403993im	0.2672582833753881 - 1.0186238936680014im	0.26725588195225897 - 1.01862372261072im	15.597651541332942 - 3.119528475369473im
-0.00029964994203758713 + 0.0im	-7.209766295642581 - 0.7307856752053088im	0.2798544296928611 - 1.0280532812436387im	0.2798520469897524 - 1.0280531336406031im	15.619699097482702 - 3.128461838599369im
-0.0002966831109283041 + 0.0im	-7.204459631220892 - 0.732688874179716im	0.2927641098559078 - 1.0373150842481569im	0.29276174608205596 - 1.0373149595074027im	15.642327308435645 - 3.1369699237532336im
-0.0002937456543844595 + 0.0im	-7.199025103810149 - 0.7344884553794718im	0.3059851949520142 - 1.046397670204212im	0.30598285030042266 - 1.0463975677370376im	15.665527835425516 - 3.145029337040158im
-0.0002908372815687718 + 0.0im	-7.193464923528106 - 0.7361792241833538im	0.3195151198050698 - 1.0552893618539134im	0.31951279445385533 - 1.0552892810752725im	15.689291454279946 - 3.152616803652777im
-0.0002879577045235364 + 0.0im	-7.18778017588651 - 0.7377560115512314im	0.33335073905374063 - 1.063978457416118im	0.33334843316388657 - 1.0639783977449788im	15.713607976972446 - 3.1597092104789626im
-0.00028510663814211524 + 0.0im	-7.1819756775202945 - 0.7392136836273578im	0.34748852636267025 - 1.072453251466602im	0.3474862400813004 - 1.0724532123262736im	15.73846539906073 - 3.166283649360476im
-0.0002822838001407082 + 0.0im	-7.17605184337114 - 0.7405471515126583im	0.36192443642343597 - 1.0807020564000491im	0.3619221698832969 - 1.080702037218483im	15.763852186312892 - 3.1723174608220943im
-0.00027948891103040416 + 0.0im	-7.170012655563024 - 0.7417513811885846im	0.37665392289976163 - 1.0887132244292315im	0.37665167621966894 - 1.0887132246392934im	15.789754480717452 - 3.1777882781903894im
-0.0002767216940895091 + 0.0im	-7.163860903336813 - 0.7428214035737161im	0.39167194467229255 - 1.09647517007324im	0.39166971795758665 - 1.0964751891129474im	15.816158174254912 - 3.182674072017402im
-0.0002739818753361476 + 0.0im	-7.157600100071838 - 0.7437523246929674im	0.4069729617694772 - 1.103976393083171im	0.40697075511246594 - 1.1039764303959079im	15.843047820064227 - 3.1869531947201075im
