-2.0	1.5352889253044707e-14	-2.8659954229997892e-18	1.0550644146340262e-17	1.863085063749507e-14
-1.98019801980198	1.6061385067031786e-14	-3.7404177144726846e-18	1.1184352568787082e-17	1.9531376791310465e-14
-1.96059209881384	1.680543477417539e-14	-4.721492817188043e-18	1.1841817272293073e-17	2.047934396377948e-14
-1.94118029585529	1.758706924922234e-14	-5.818989673463259e-18	1.252253312683148e-17	2.1477587070134536e-14
-1.92196068896563	1.840845923725998e-14	-7.043412652709464e-18	1.3225798435925518e-17	2.252913506454449e-14
-1.9029313752135	1.9271924516936822e-14	-8.406049669421382e-18	1.3950693291885335e-17	2.3637236458474958e-14
-1.88409047050841	2.017994737697673e-14	-9.919017226411215e-18	1.4696055557744072e-17	2.4805374753025372e-14
-1.86543610941427	2.1135184994994915e-14	-1.159531455370531e-17	1.5460456101393477e-17	2.6037286026799443e-14
-1.84696644496462	2.2140486421382247e-14	-1.344887198643391e-17	1.6242173687601697e-17	2.733698266699736e-14
-1.82867964847983	2.3198908344526193e-14	-1.5494611484346655e-17	1.703916237723631e-17	2.870878696877393e-14
-1.81057390938597	2.431373408498156e-14	-1.7748502207147506e-17	1.784902505510734e-17	3.015734147762312e-14
-1.79264743503561	2.548849286503627e-14	-2.0227620219340613e-17	1.866897644748099e-17	3.1687657423990674e-14
-1.77489845053031	2.672698131959061e-14	-2.2950214299475998e-17	1.949581179119087e-17	3.330511487084841e-14
-1.75732519854486	2.8033293898686337e-14	-2.5935773441614275e-17	2.0325866048952414e-17	3.501557081973187e-14
-1.73992593915333	2.941184356964154e-14	-2.920509217658079e-17	2.1154975257956475e-17	3.682528945704915e-14
-1.72269894965676	3.086739448820193e-14	-3.278034760952554e-17	2.197843265167569e-17	3.874111418228604e-14
-1.70564252441263	3.2405103688635e-14	-3.6685173491352124e-17	2.2790945716270836e-17	4.0770432102413864e-14
-1.68875497466597	3.403054788900943e-14	-4.0944741485720774e-17	2.3586580848333188e-17	4.292124181720626e-14
-1.67203462838215	3.5749774593315056e-14	-4.558584206273863e-17	2.4358719058565078e-17	4.5202257610124137e-14
-1.65547983008134	3.756934528899776e-14	-5.063697051818931e-17	2.5099993532288443e-17	4.7622940015573115e-14
-1.63908894067459	3.949639445248883e-14	-5.612842525205342e-17	2.5802235359911018e-17	5.0193613560066824e-14
-1.62286033730158	4.153868809514999e-14	-6.209239340714855e-17	2.6456405670202232e-17	5.2925495286364e-14
-1.60679241316988	4.370468735112047e-14	-6.85630568037451e-17	2.7052526303066545e-17	5.583090189967058e-14
-1.59088357739592	4.6003633053150704e-14	-7.55766958500542e-17	2.757961511632481e-17	5.892325511183217e-14
-1.57513225484744	4.844563206815595e-14	-8.317179579765682e-17	2.802559629679257e-17	6.221727161178295e-14
-1.55953688598757	5.1041752675240735e-14	-9.138916621486906e-17	2.837722421001805e-17	6.572910849852402e-14
-1.54409592672036	5.380414152153632e-14	-1.0027206189181075e-16	2.861999224501523e-17	6.94765781969716e-14
-1.52880784823798	5.6746148319889437e-14	-1.0986631073077214e-16	2.873802826416344e-17	7.347921243048953e-14
-1.51367113686929	5.988249140725359e-14	-1.202204471265304e-16	2.871399886720599e-17	7.7758626026637e-14
-1.49868429392999	6.322939640641629e-14	-1.313858640153717e-16	2.852898429902704e-17	8.233866350252564e-14
-1.48384583557425	6.680482435718851e-14	-1.4341695501914691e-16	2.8162369454706065e-17	8.724587920910218e-14
-1.46915429264777	7.06286799455036e-14	-1.5637128682844747e-16	2.759168596350275e-17	9.250963336252611e-14
-1.45460821054235	7.472306919126032e-14	-1.7030978100714016e-16	2.679248704000751e-17	9.816259377336185e-14
-1.44020614905183	7.911263105704123e-14	-1.8529688933854806e-16	2.5738164102985856e-17	1.042412848759115e-13
