w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-0.12210233319275363 + 0.0im	-0.4237897592674127 - 0.059039889934463im	-0.04244072909479503 - 0.006062830785625997im	0.042440427553963045 + 0.006063053315264213im	0.48420019144405624 + 1.5013899909666504im
-0.12089339920074617 + 0.0im	-0.4259931155874915 - 0.0596414451048447im	-0.04312221260761637 - 0.006785458354055841im	0.043121902263634014 + 0.006785678487188736im	0.46726524811385883 + 1.5173917062759121im
-0.11969643485222393 + 0.0im	-0.42819841360828304 - 0.06024687307885695im	-0.04379971578142377 - 0.007528569562750319im	0.043799396579115205 + 0.007528787058480129im	0.4499281517294659 + 1.5330702994815257im
-0.11851132163586528 + 0.0im	-0.4304055179504025 - 0.06085616106583786im	-0.044472774959057125 - 0.008292152897627988im	0.04447244684944494 + 0.008292367510330882im	0.43219768101042605 + 1.5484127103002336im
-0.117337942213728 + 0.0im	-0.43261441056963684 - 0.06146929735791843im	-0.04514093008331057 - 0.00907618082012295im	0.04514059302385223 + 0.009076392299576873im	0.4140831181220858 + 1.5634061675693622im
-0.11617618040963168 + 0.0im	-0.434824984403754 - 0.06208627173929261im	-0.04580372355115258 - 0.009880609954407113im	0.04580337750600312 + 0.009880818045930056im	0.39559421423671515 + 1.5780382108753723im
-0.11502592119765513 + 0.0im	-0.4370372150161884 - 0.0627070759064883im	-0.04646070433289208 - 0.010705381321965243im	0.04646034927311554 + 0.01070558576656408im	0.3767412045097235 + 1.592296711687747im
-0.11388705069074766 + 0.0im	-0.43925104999282666 - 0.06333170389698808im	-0.047111425460672963 - 0.011550420623377503im	0.04711106136449254 + 0.011550621157907627im	0.3575348277376077 + 1.606169893947763im
-0.11275945612945312 + 0.0im	-0.44146640687916394 - 0.06396015252343927im	-0.04775544688260274 - 0.012415638566981356im	0.04775507373564267 + 0.01241583492431724im	0.337986253569627 + 1.6196463540633372im
-0.11164302587074566 + 0.0im	-0.4436832607748289 - 0.06459242181061241im	-0.04839233438520556 - 0.013300931243899429im	0.048391952180734055 + 0.013301123153116459im	0.31810707541047745 + 1.6327150802628687im
-0.1105376493769759 + 0.0im	-0.44590157433335276 - 0.06522851543220129im	-0.04902166304799665 - 0.014206180548736659im	0.04902127178713145 + 0.014206367735304079im	0.29790925696887893 + 1.6453654712629964im
-0.10944321720492663 + 0.0im	-0.4481212977809042 - 0.0658684411445217im	-0.04964301468852902 - 0.015131254645067246im	0.049642614380505795 + 0.015131436831052756im	0.27740534368596903 + 1.6575873542071007im
-0.10835962099497685 + 0.0im	-0.450342385872187 - 0.06651221121414334im	-0.050255981398276424 - 0.01607600847465265im	0.05025557206064607 + 0.01607618537893838im	0.25660801254673127 + 1.6693710018336703im
-0.10728675346037313 + 0.0im	-0.452564813159334 - 0.06715984283649627im	-0.05086016479877139 - 0.017040284309155006im	0.05085974645763167 + 0.0170404556476654im	0.23553055426556116 + 1.6807071488357084im
-0.10622450837660706 + 0.0im	-0.45478854320135725 - 0.06781135854252335im	-0.05145517723083784 - 0.018023912342939364im	0.05145474992106857 + 0.01802407782888068im	0.21418644748492566 + 1.691587007374842im
-0.10517278057089807 + 0.0im	-0.4570135580753768 - 0.06846678659049736im	-0.05204064255888428 - 0.01902671132539079im	0.05204020632430831 + 0.019026870669502538im	0.19258956048224876 + 1.7020022817161184im
-0.10413146591178027 + 0.0im	-0.45923982294713617 - 0.06912616134019875im	-0.05261619232500031 - 0.020048489231013083im	0.05261574721870424 + 0.0200486421418315im	0.1707540519131663 + 1.7119451819519347im
-0.10310046129879234 + 0.0im	-0.4614673067970312 - 0.06978952360674488im	-0.053181473831652726 - 0.021089043965422986im	0.05318101991605405 + 0.021089190149556302im	0.14869434435081905 + 1.7214084367860658im
-0.10207966465226964 + 0.0im	-0.4636960161747788 - 0.07045692099148156im	-0.053736173043457916 - 0.022148164105207955im	0.05373571038997047 + 0.02214830326762379im	0.1264252515869803 + 1.730385305351425im
-0.10106897490323727 + 0.0im	-0.46592585918909907 - 0.07112840818748564im	-0.05427988956953242 - 0.02322562966948059im	0.05427941826130319 + 0.023225761513805232im	0.10396168783776201 + 1.738869588037598im
-0.10006829198340324 + 0.0im	-0.46815687607103107 - 0.07180404725738872im	-0.05481238152614711 - 0.024321212920835195im	0.05481190165428454 + 0.02432133714966493im	0.08131883239941019 + 1.7468556363070469im
-0.09907751681525073 + 0.0im	-0.4703890467254365 - 0.07248390788140978im	-0.0553333249116357 - 0.025434679193295468im	0.05533283657807706 + 0.025434795508519636im	0.058512087654741245 + 1.754338361481308im
-0.09809655130222844 + 0.0im	-0.47262229240745524 - 0.07316806757368087im	-0.055842434189519556 - 0.026565787744736075im	0.05584193750650793 + 0.026565895847871907im	0.03555700913627525 + 1.7613132424813658im
-0.09712529831903806 + 0.0im	-0.4748566345785178 - 0.07385661186516308im	-0.05633943857320154 - 0.02771429263116521im	0.0563389336633996 + 0.027714392223704653im	0.012469315407137756 + 1.7677763325088185im
-0.09616366170201789 + 0.0im	-0.4770920344857292 - 0.07454963445167524im	-0.056824081398824985 - 0.0288799436001728im	0.056823568395529434 + 0.028880034383940156im	-0.010735163435219033 + 1.773724264657324im
-0.09521154623962166 + 0.0im	-0.4793284717401859 - 0.07524723730579841im	-0.057296122522638944 - 0.030062487000774584im	0.05729560156988148 + 0.03006256867829616im	-0.03404047384831201 + 1.7791542564461942im
-0.09426885766299174 + 0.0im	-0.48156591011043987 - 0.07594953075166741im	-0.05775533340747318 - 0.031261666706824225im	0.057754804659988515 + 0.03126173898170849im	-0.05743059698224039 + 1.7840641132708557im
-0.09333550263662549 + 0.0im	-0.48380432351001373 - 0.07665663350192123im	-0.058201503915222774 - 0.03247722505111549im	0.0582009675389659 + 0.03247728762844425im	-0.08088943107961397 + 1.788452230767235im
-0.09241138874913414 + 0.0im	-0.48604366127609816 - 0.07736867265634609im	-0.058634440964491774 - 0.03370890376726149im	0.05863389713635044 + 0.03370895635399161im	-0.10440086858670869 + 1.792317596089833im
-0.0914964245040932 + 0.0im	-0.4882838947498124 - 0.07808578366201527im	-0.059053960525041124 - 0.03495644493641251im	0.05905340943288043 + 0.03495648724178751im	-0.12794890640662168 + 1.7956597881056446im
-0.09059051931098337 + 0.0im	-0.49052496854814737 - 0.07880811023500027im	-0.05945989754516822 - 0.0362195919358615im	0.059459339388303216 + 0.03621962367183308im	-0.15151723835216502 + 1.7984789765085945im
-0.08969358347622115 + 0.0im	-0.49276685408932397 - 0.07953580424399705im	-0.05985210174870491 - 0.03749809038658497im	0.05985153673761765 + 0.03749811126824374im	-0.1750898248526807 + 1.8007759198614754im
-0.08880552819427837 + 0.0im	-0.4950094343141802 - 0.08026902555647897im	-0.060230436760849444 - 0.03879168909677677im	0.06022986511726268 + 0.03879169884279173im	-0.1986508030046015 + 1.8025519625748425im
-0.08792626553888946 + 0.0im	-0.4972527090527081 - 0.08100794184824855im	-0.06059478200869976 - 0.0401001409984524im	0.0605942039656882 + 0.04010013933151874im	-0.22218421754426776 + 1.8038090308344752im
-0.087055708454346 + 0.0im	-0.49949658512782286 - 0.08175272837751597im	-0.06094502975138083 - 0.04142320407423213im	0.060944445553310925 + 0.04142319072152668im	-0.245674263292171 + 1.8045496274913078im
-0.08619377074687723 + 0.0im	-0.5017409838708575 - 0.0825035677248746im	-0.061281086593517255 - 0.04276064227145127im	0.06128049649604372 + 0.042760616965095095im	-0.2691052907041734 + 1.8047768259299382im
-0.08534036707611607 + 0.0im	-0.5039858246758858 - 0.08326064950077643im	-0.0616028725111241 - 0.044112226400794916im	0.06160227678115305 + 0.04411218887832221im	-0.29246178134271117 + 1.8044942629338172im
-0.08449541294664957 + 0.0im	-0.5062310084203905 - 0.08402417002232873im	-0.06191032055600274 - 0.045477735016711124im	0.06190971947164302 + 0.04547768502154393im	-0.31572844656479454 + 1.8037061305673414im
-0.08365882469965304 + 0.0im	-0.5084764096598683 - 0.08479433196143187im	-0.0622033799902325 - 0.04685695527692183im	0.062202773840816655 + 0.04685689255884946im	-0.338890133045938 + 1.8024171670970326im
-0.08283051950460697 + 0.0im	-0.5107219706161333 - 0.08557134396646314im	-0.06248201515065554 - 0.04824968377842042im	0.06248140423630101 + 0.04824960809408308im	-0.3619319812592741 + 1.8006326469757994im
-0.08201041535109602 + 0.0im	-0.5129675074823782 - 0.08635542025987397im	-0.06274615494834918 - 0.049655727367423255im	0.06274553958021367 + 0.04965563848079903im	-0.3848393652691617 + 1.7983583699162322im
-0.08119843104068912 + 0.0im	-0.5152129256565838 - 0.08714678021420577im	-0.06299582040888961 - 0.051074903920822715im	0.06299520090888738 + 0.051074801603716524im	-0.4075979072699948 + 1.7956006490805232im
-0.08039448617890012 + 0.0im	-0.5174580715208585 - 0.08794564790915005im	-0.06323098539148202 - 0.0525070430967743im	0.06323036209219168 + 0.052506927129308704im	-0.43019348960314685 + 1.79236629841634im
-0.07959850116722784 + 0.0im	-0.5197028008251201 - 0.08875225167237015im	-0.06345165441913 - 0.053951987052141506im	0.0634510276635114 + 0.05395185722324733im	-0.4526123482266795 + 1.788662619169558im
-0.07881039719527509 + 0.0im	-0.5219469498100568 - 0.08956682360686799im	-0.06365784101376717 - 0.05540959112460813im	0.06365721115501075 + 0.055409447232515126im	-0.47484103162543856 + 1.7844973856063304im
-0.07803009623294563 + 0.0im	-0.5241902926901203 - 0.0903895991077203im	-0.06384952774531301 - 0.0568797244773641im	0.06384889514637845 + 0.05687956633008875im	-0.49686641318217484 + 1.779878829978359im
-0.07725752102271845 + 0.0im	-0.5264326958994276 - 0.09122081637102358im	-0.06402676350126646 - 0.058362270704358024im	0.0640261285351582 + 0.05836209812018981im	-0.5186757311810994 + 1.774815626766692im
-0.07649259507199846 + 0.0im	-0.5286739469225314 - 0.09206071589786959im	-0.06418957025119684 - 0.05985712839420626im	0.06418893330024897 + 0.059856941202188735im	-0.5402566282937517 + 1.769316876240559im
-0.07573524264554303 + 0.0im	-0.5309138321281315 - 0.09290953999613472im	-0.06433797740149079 - 0.06136421165093278im	0.06433733885716919 + 0.06136400969133976im	-0.5615971613579553 + 1.7633920873690931im
-0.0749853887579634 + 0.0im	-0.5331521332689124 - 0.09376753228279303im	-0.06447202018240618 - 0.06288345056980581im	0.06447138044492125 + 0.06288323369461145im	-0.5826857102581612 + 1.7570511601248235im
-0.0742429591663004 + 0.0im	-0.5353886100655755 - 0.09463493718936958im	-0.06459173669420544 - 0.06441479166662104im	0.06459109617240547 + 0.06441455973996162im	-0.6035110389722542 + 1.750304367218923im
-0.07350788036267367 + 0.0im	-0.5376230059685466 - 0.09551199947302376im	-0.06469716575236863 - 0.06595819825886234im	0.06469652486308525 + 0.0659579511574891im	-0.6240625373597244 + 1.7431623353091419im
-0.07278007956700364 + 0.0im	-0.5398550789776827 - 0.09639896373560354im	-0.06478835146164381 - 0.06751365079724819im	0.06478771062948467 + 0.06751338841097003im	-0.6443298940043234 + 1.7356360257222267im
-0.07205948471980558 + 0.0im	-0.5420845460839231 - 0.09729607395283728im	-0.06486533579075796 - 0.06908114714624664im	0.06486469544761261 + 0.06908086937836092im	-0.6643033051160684 + 1.727736714733457im
-0.07134602447505503 + 0.0im	-0.5443111222571233 - 0.0982035730156301im	-0.06492814436494587 - 0.0706607028122089im	0.06492750494927908 + 0.07066040957991893im	-0.6839733798164571 + 1.7194759734465161im
-0.07063962819312379 + 0.0im	-0.5465345310083563 - 0.0991217022852141im	-0.0649768261779502 - 0.07225235111783362im	0.06497618813481763 + 0.07225204235265262im	-0.7033310909577841 + 1.7108656473176773im
-0.06994022593378593 + 0.0im	-0.5487544118777817 - 0.10005070116365512im	-0.06501141612734092 - 0.07385614332173562im	0.06501077990774011 + 0.07385581896987362im	-0.7223686443905644 + 1.701917835368596im
-0.069247748449293 + 0.0im	-0.5509704958437467 - 0.10099080668096837im	-0.06503192660646474 - 0.07547214868194083im	0.06503129266636928 + 0.07547180870467557im	-0.7410775320795379 + 1.6926448691325828im
-0.06856212717751782 + 0.0im	-0.553182433008563 - 0.10194225309981im	-0.06503843622632406 - 0.07710045446218072im	0.06503780502803887 + 0.07710009883620914im	-0.7594505927472531 + 1.6830592913793967im
-0.06788329423516616 + 0.0im	-0.5553899134062296 - 0.10290527153843038im	-0.06503081712597 - 0.07874116587989942im	0.06503018913222013 + 0.07874079459766989im	-0.7774808995942348 + 1.6731738346638456im
-0.0672111824110556 + 0.0im	-0.5575924692892484 - 0.10388008961226942im	-0.06500921125663965 - 0.08039440599492638im	0.0650085869374925 + 0.08039401906494918im	-0.7951621168230236 + 1.6630013997436328im
-0.06654572515946099 + 0.0im	-0.5597898485130564 - 0.10486693109426531im	-0.06497356954125871 - 0.08206031553779854im	0.06497294936864355 + 0.08205991298493419im	-0.8124883027064677 + 1.652555033911719im
-0.06588685659352572 + 0.0im	-0.56198166689212 - 0.10586601559363455im	-0.06492387451688858 - 0.08373905267674811im	0.06492325896522168 + 0.08373863454247162im	-0.8294542555412989 + 1.6418479092885192im
-0.06523451147873834 + 0.0im	-0.5641674223290196 - 0.10687755825255821im	-0.06486009756591647 - 0.08543079272239698im	0.06485948711120018 + 0.08543035906503693im	-0.846055114468361 + 1.6308933011188427im
-0.0645886252264736 + 0.0im	-0.566346835411005 - 0.1079017694598944im	-0.06478219647682582 - 0.08713572776922242im	0.06478159159627705 + 0.08713527866417359im	-0.8622865655287504 + 1.6197045661182847im
-0.06394913388759763 + 0.0im	-0.5685194273775679 - 0.10893885458071492im	-0.06469012089116566 - 0.08885406627288288im	0.06468952206264211 + 0.08885360181279127im	-0.8781448430816278 + 1.6082951209131813im
-0.06331597414613627 + 0.0im	-0.5706847872327976 - 0.10998901370015937im	-0.06458377531651799 - 0.09058603256251167im	0.0645831830170549 + 0.09058555285743145im	-0.8936267539188733 + 1.5966784206177411im
-0.06268908331300621 + 0.0im	-0.5728424584137868 - 0.11105244137979052im	-0.06446308844507244 - 0.09233186628711268im	0.06446250315119899 + 0.09233137146463176im	-0.9087294117144897 + 1.5848679375911914im
-0.06206839931980813 + 0.0im	-0.574992054304791 - 0.11212932642434903im	-0.06432795118373157 - 0.0940918217952095im	0.06432737337052233 + 0.09409131200054582im	-0.9234507777388079 + 1.5728771404170498im
-0.061453860712681316 + 0.0im	-0.5771330078563778 - 0.11321985165652647im	-0.06417821862415148 - 0.09586616744693191im	0.06417764876370793 + 0.09586564284299687im	-0.937788879537101 + 1.5607194731456218im
-0.060845406646219125 + 0.0im	-0.5792649900676641 - 0.11432419369711673im	-0.06401374778089022 - 0.09765518485774936im	0.0640131863424816 + 0.09765464562517874im	-0.9517427179815146 + 1.5484083348397912im
-0.060242976877444676 + 0.0im	-0.5813873345097244 - 0.11544252274766921im	-0.06383436862394189 - 0.09945916807309793im	0.06383381607299134 + 0.09945861441024914im	-0.9653116061604795 + 1.535957059463079im
-0.05964651175984621 + 0.0im	-0.5834997008939813 - 0.11657500237254655im	-0.06363987953441762 - 0.10127842267318687im	0.06363933633158379 + 0.10127785479610243im	-0.978495232076597 + 1.523378896147569im
-0.059055952237471496 + 0.0im	-0.585601532698083 - 0.11772178927710356im	-0.06343006530513805 - 0.10311326480732438im	0.06342953190585948 + 0.10311268294965854im	-0.9912939256464731 + 1.5106869898780502im
-0.05847123983908069 + 0.0im	-0.5876923129090771 - 0.1188830330785381im	-0.06320466984718354 - 0.10496402015715123im	0.06320414670055223 + 0.10496342457006347im	-1.0037084292605731 + 1.4978943626271144im
-0.057892316672357114 + 0.0im	-0.5897715158025987 - 0.12005887606583207im	-0.06296342049015072 - 0.10683102282825316im	0.06296290803841177 + 0.10683041378026288im	-1.0157400399615908 + 1.4850138949745266im
-0.05731912541817536 + 0.0im	-0.5918385993891819 - 0.12124945294509899im	-0.0627060137626924 - 0.10871461416968638im	0.06270551244040759 + 0.10871399194649363im	-1.027390368425877 + 1.4720583082423515im
-0.0567516093249261 + 0.0im	-0.5938930062453815 - 0.12245489056658658im	-0.06243211883471774 - 0.11061514152105963im	0.062431629068024325 + 0.11061450642532712im	-1.038661649040029 + 1.4590401471757344im
-0.05618971220289713 + 0.0im	-0.5959341836516175 - 0.1236753076295509im	-0.06214137293399061 - 0.11253295688690981im	0.062140895139831134 + 0.11253230923800846im	-1.0495564270710553 + 1.4459717631972533im
-0.05563337841871003 + 0.0im	-0.5979615495481876 - 0.12491081436121867im	-0.06183338059132383 - 0.11446841553823893im	0.061832915176700726 + 0.11446775567195684im	-1.0600777307247136 + 1.4328652982609562im
-0.05508255288981191 + 0.0im	-0.5999745176163299 - 0.12616151216609964im	-0.06150771609890466 - 0.11642187454121407im	0.06150726346013786 + 0.1164212028094275im	-1.0702290247372446 + 1.4197326693301564im
-0.054537181079021696 + 0.0im	-0.6019724868797448 - 0.12742749324198438im	-0.06116391864682074 - 0.11839369121318842im	0.061163479168809175 + 0.11839300798349678im	-1.080014111508612 + 1.4065855535010703im
-0.053997208989130394 + 0.0im	-0.6039548503445763 - 0.12870884015908385im	-0.060801499627646444 - 0.12038422150637494im	0.060801073683234834 + 0.12038352716169796im	-1.0894372248899868 + 1.3934353737922678im
-0.053462583157554845 + 0.0im	-0.605920969544658 - 0.1300056253989198im	-0.06041992367238698 - 0.1223938183196943im	0.06041951162151067 + 0.12239311325783472im	-1.0985031440748496 + 1.380293285617804im
-0.0529332506510444 + 0.0im	-0.6078702106075019 - 0.1313179108497677im	-0.060018630965467015 - 0.12442282973953293im	0.06001823315450353 + 0.12442211437270122im	-1.107216690416931 + 1.3671701639597298im
-0.05240915906044 + 0.0im	-0.6098019271112805 - 0.1326457472556914im	-0.05959702781256989 - 0.12647159721037202im	0.059596644573993475 + 0.12647087196467788im	-1.115582794195359 + 1.3540765912535355im
-0.05189025649548514 + 0.0im	-0.6117154533187847 - 0.1339891736164662im	-0.05915446784385339 - 0.12854045363650377im	0.059154099495068356 + 0.1285397189514118im	-1.123608399707497 + 1.3410228459978621im
-0.05137649157968826 + 0.0im	-0.6136100948753925 - 0.1353482165360048im	-0.05869028199078951 - 0.13062972141631565im	0.058689928833806713 + 0.13062897774406793im	-1.1312983207752785 + 1.3280188920976383im
-0.0508678134452359 + 0.0im	-0.6154851720547381 - 0.13672288951722691im	-0.058203758444830146 - 0.13273971041091776im	0.058203420765636615 + 0.13273895821592405im	-1.1386592410754608 + 1.3150743689476623im
-0.05036417172795634 + 0.0im	-0.6173399763218725 - 0.13811319220169502im	-0.05769414836311425 - 0.1348707158491911im	0.05769382643109207 + 0.13486995560738707im	-1.1456977665855823 + 1.302198582261434im
-0.04986551656233301 + 0.0im	-0.619173780146672 - 0.13951910955273464im	-0.05716066279535878 - 0.13702301617166537im	0.05716035686271437 + 0.13702224836984075im	-1.1524207354289284 + 1.2894004956479732im
-0.04937179857656734 + 0.0im	-0.6209858428590882 - 0.14094061098119454im	-0.056602477759836525 - 0.1391968708159792im	0.05660218806107915 + 0.1391960959510769im	-1.158835314125107 + 1.2766887229372437im
-0.048882968887690434 + 0.0im	-0.6227754032813871 - 0.14237764941345685im	-0.0560187239802142 - 0.1413925179470351im	0.056018450731753024 + 0.14139173652542253im	-1.1649488553315883 + 1.264071521252796im
-0.0483989790967232 + 0.0im	-0.6245417089841038 - 0.14383016030179116im	-0.05540850150471225 - 0.1436101721353413im	0.05540824490425909 + 0.14360938467205575im	-1.1707690158189448 + 1.2515567848282523im
-0.047919781283884355 + 0.0im	-0.6262839758240651 - 0.14529806057764438im	-0.054770869932174754 - 0.14585002198742206im	0.05477063015848759 + 0.14584922900539152im	-1.1763031158646717 + 1.2391520395623843im
-0.0474453280038459 + 0.0im	-0.6280014075677568 - 0.14678124754898889im	-0.054104850390083274 - 0.14811222773258473im	0.05410462760252301 + 0.14811142976182584im	-1.1815595418871712 + 1.226864438305688im
-0.04697557228103554 + 0.0im	-0.6296931981992958 - 0.14827959774337118im	-0.05340942589193276 - 0.1503969187707439im	0.053409220230090315 + 0.15039611634753947im	-1.186547762575199 + 1.2147007568696473im
-0.046510467604985686 + 0.0im	-0.6313585064016651 - 0.1497929656988612im	-0.052683531649838765 - 0.15270419118643033im	0.05268334323315363 + 0.15270338485248702im	-1.1912739471192761 + 1.2026673907482663im
-0.0460499679257284 + 0.0im	-0.6329964915092638 - 0.15132118270564926im	-0.05192609303434452 - 0.1550341052345401im	0.05192592196202463 + 0.1550332955361299im	-1.1957475990425388 + 1.1907703525398414im
-0.04559402764923604 + 0.0im	-0.6346063029821392 - 0.15286405550159413im	-0.05113597563387568 - 0.15738668280381699im	0.05113582198458121 + 0.15738587029090328im	-1.1999772603450611 + 1.1790152700556429im
-0.045142601632906974 + 0.0im	-0.6361870711887991 - 0.15442136492558095im	-0.05031202208700655 - 0.15976190486449535im	0.05031188591870362 + 0.15976109008984538im	-1.2039716344725087 + 1.167407385100737im
-0.04469564518109601 + 0.0im	-0.63773790588623 - 0.15599286453310557im	-0.049453034940548986 - 0.16215970890696813im	0.049452916290285635 + 0.16215889242525613im	-1.2077395919009368 + 1.1559515529111177im
-0.04425311404068912 + 0.0im	-0.639257915204434 - 0.157578279179034im	-0.04855778997465637 - 0.1645799863787764im	0.04855768885851773 + 0.16457916874567763im	-1.211289945799423 + 1.144652242230144im
-0.0438149643967219 + 0.0im	-0.6407461974961421 - 0.1591773035730321im	-0.04762502508794428 - 0.16702258012764182im	0.04762494150102617 + 0.16702176189891987im	-1.2146317269283882 + 1.1335135360064248im
-0.043381152868041485 + 0.0im	-0.642201825115312 - 0.16078960081366286im	-0.04665346128271831 - 0.16948728185867584im	0.046653395199229564 + 0.169486463589267im	-1.217773944619621 + 1.1225391326944296im
-0.04295163650301137 + 0.0im	-0.6436238581767822 - 0.16241480090765725im	-0.04564176412557362 - 0.17197382961430893im	0.04564171549830406 + 0.17197301185740438im	-1.2207256147657786 + 1.1117323481384624im
-0.04252637277525878 + 0.0im	-0.6450113659033758 - 0.16405249928132776im	-0.044588602391609576 - 0.1744819052858576im	0.04458857115275812 + 0.17448108859198672im	-1.2234958763779178 + 1.101096118020043im
-0.04210531957946414 + 0.0im	-0.6463634093744456 - 0.16570225529154653im	-0.043492623252650346 - 0.17701113216602418im	0.043492609313733895 + 0.17701031708214154im	-1.2260936816187735 + 1.0906330008483538im
-0.04168843522719222 + 0.0im	-0.6476790086801534 - 0.1673635907441227im	-0.0423524302222476 - 0.17956107255195972im	0.04235243347405392 + 0.17956025962053648im	-1.2285281849425616 + 1.080345181473079im
-0.04127567844276457 + 0.0im	-0.6489572027269374 - 0.16903598842779444im	-0.04116661969440191 - 0.18213122540883978im	0.04116664000732932 + 0.18213041516696474im	-1.2308084562675128 + 1.070234475098814im
-0.04086700835917284 + 0.0im	-0.6501970266159542 - 0.17071889067239562im	-0.0399337618358332 - 0.18472102410418925im	0.03993379906011386 + 0.18472021708267913im	-1.2329433358331927 + 1.0603023317801394im
-0.040462384514032515 + 0.0im	-0.6513975130887673 - 0.17241169794005995im	-0.0386524287014487 - 0.18732983422344718im	0.03865248266754999 + 0.1873290309459703im	-1.2349419189658033 + 1.0505498413765193im
-0.040061766845576746 + 0.0im	-0.6525576679968635 - 0.174113767458587im	-0.037321163390975354 - 0.18995695147747868im	0.03732123390977852 + 0.18995615245969313im	-1.236813035873023 + 1.0409777389463362im
-0.03966511568868985 + 0.0im	-0.6536764999537528 - 0.17582441190630638im	-0.035938504109507136 - 0.19260159971291946im	0.03593859097291522 + 0.19260080546162986im	-1.2385655100995672 + 1.0315864105596513im
-0.03927239177098005 + 0.0im	-0.6547530993702406 - 0.1775428981579434im	-0.03450299729601192 - 0.19526292903637812im	0.03450310027715803 + 0.19526214004871037im	-1.2402080508927025 + 1.0223758995096197im
-0.03888355620889113 + 0.0im	-0.6557864770327783 - 0.17926844610110595im	-0.03301317077923162 - 0.19794001406360545im	0.03301328963302096 + 0.1979392308262051im	-1.2417491646287628 + 1.0133459129029245im
-0.03849857050385261 + 0.0im	-0.6567756247518088 - 0.18100022753307382im	-0.03146757431857242 - 0.2006318523047908im	0.031467708782374725 + 0.2006310752930443im	-1.2431975295752633 + 1.0044958286101153im
-0.03811739653846793 + 0.0im	-0.6577196112793325 - 0.18273736514758165im	-0.029864734166675944 - 0.20333736269713315im	0.02986488396051675 + 0.20333659237441498im	-1.2445613833022797 + 0.9958247025573307im
-0.03773999657274052 + 0.0im	-0.6586174240893811 - 0.18447893162124213im	-0.0282032105785637 - 0.206055384295775im	0.028203375406002682 + 0.20605462111272427im	-1.245849008320541 + 0.9873312763414995im
-0.03736633324033715 + 0.0im	-0.6594683351009524 - 0.18622394880915455im	-0.02648157373013959 - 0.20878467513407656im	0.026481753278853604 + 0.2087839195279021im	-1.2470684665229965 + 0.9790139851518161im
-0.03699636954488827 + 0.0im	-0.6602711542959746 - 0.18797138705908364im	-0.024698376987523602 - 0.2115239112640328im	0.024698570929640663 + 0.21152316365785012im	-1.248227721698528 + 0.9708709659809975im
-0.03663006885632502 + 0.0im	-0.6610252247651625 - 0.18972016465338146im	-0.022852251351690875 - 0.2142716859874075im	0.022852459344926204 + 0.21427094678961073im	-1.2493345482958242 + 0.9629000661106041im
-0.0362673949072525 + 0.0im	-0.6617295231595486 - 0.19146914738755644im	-0.02094180959832939 - 0.21702650928787465im	0.020942031286408674 + 0.21702577889154193im	-1.2503964584792093 + 0.955098851855426im
-0.03590831178935891 + 0.0im	-0.6623832576573881 - 0.1932171482940555im	-0.018965711994444648 - 0.2197868074741021im	0.018965947007955192 + 0.2197860862564378im	-1.2514209058734658 + 0.9474646175527621im
-0.035552783949860306 + 0.0im	-0.6629855651344158 - 0.1949629275194588im	-0.016922632428483374 - 0.2225509230433141im	0.016922880385407325 + 0.22255021136513006im	-1.2524150830505671 + 0.9399943947831289im
-0.0352007761879805 + 0.0im	-0.6635356517583433 - 0.19670519236283265im	-0.014811321914221614 - 0.22531711477438782im	0.014811582421169854 + 0.22531641297962351im	-1.253385998515185 + 0.9326849618097406im
-0.034852253651465846 + 0.0im	-0.6640327347853038 - 0.1984425974825079im	-0.01263053864316819 - 0.22808355805902333im	0.012630811295634781 + 0.2280828664743046im	-1.2543404361924666 + 0.925532853224774im
-0.034507181833134504 + 0.0im	-0.6644761280112412 - 0.20017374527800155im	-0.010379113103165517 - 0.23084834547892102im	0.010379397486899136 + 0.23084766441316412im	-1.2552849670548547 + 0.9185343697911738im
-0.03416552656745991 + 0.0im	-0.6648651524953638 - 0.20189718645321467im	-0.00805589108411846 - 0.23360948763626924im	0.00805618677543831 + 0.23360881738032213im	-1.2562261481256942 + 0.9116855884693608im
-0.033827254027188024 + 0.0im	-0.6651991354514764 - 0.2036114207663965im	-0.00565982849403335 - 0.23636491424411882im	0.005660135061129801 + 0.2363642550704506im	-1.2571694653352685 + 0.9049823726188309im
-0.03349233071998814 + 0.0im	-0.6654774657038338 - 0.2053148979716847im	-0.0031899184976948176 - 0.23911247548247472im	0.0031902355013085724 + 0.23911182764490452im	-1.258121420312423 + 0.8984203823651519im
-0.033160723485136774 + 0.0im	-0.665699630991794 - 0.2070060189563114im	-0.0006451946084734564 - 0.2418499436251086im	0.0006455216026356578 + 0.2418493073585815im	-1.2590874320219758 + 0.8919950851233488im
-0.03283239949023443 + 0.0im	-0.6658649124775912 - 0.20868313707679542im	0.001975215872282305 - 0.2445750149412289im	-0.0019748793392334375 + 0.2445743904616349im	-1.2600728836487987 + 0.8857017662690791im
-0.03250732622795488 + 0.0im	-0.6659732169339466 - 0.21034455969665333im	0.004672081544894766 - 0.24728531187522676im	-0.004671735929324477 + 0.24728469937926492im	-1.2610829063382072 + 0.8795355399492739im
-0.032185471512826615 + 0.0im	-0.6660241444939237 - 0.21198854992732558im	0.007446119482068439 - 0.2499783855067549im	-0.0074457652444478006 + 0.24997778517184097im	-1.262122311907724 + 0.8734913600242454im
