w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-4.195124415234359e-6 + 0.0im	-0.906539039040439 + 3.101922303822288e-15im	0.27201038400556177 + 1.433127961767707e-16im	-0.27201038395241195 - 3.847711249096506e-13im	-0.9067653046324976 - 1.7777023362878358e-14im
-4.153588529935009e-6 + 0.0im	-0.9065401589719206 + 2.973742811675808e-15im	0.27201038374179626 + 1.373908121748007e-16im	-0.2720103836891648 - 3.6887150440731966e-13im	-0.906764184310377 - 1.7042435946856513e-14im
-4.112463891024761e-6 + 0.0im	-0.9065412678168842 + 2.849292557641162e-15im	0.2720103834832253 + 1.3164111114247678e-16im	-0.27201038343110745 - 3.534344469451558e-13im	-0.9067630750824726 - 1.6329219712646952e-14im
-4.071746426757189e-6 + 0.0im	-0.9065423656850577 + 2.7285494528859615e-15im	0.2720103832297468 + 1.2606267420821701e-16im	-0.27201038317813775 - 3.3845721567034424e-13im	-0.9067619768389031 - 1.5637248205482568e-14im
-4.031432105700187e-6 + 0.0im	-0.9065434526850868 + 2.611486355851522e-15im	0.27201038298126023 + 1.2065424886179963e-16im	-0.2720103829301553 - 3.239364465726458e-13im	-0.906760889470875 - 1.4966365996095788e-14im
-3.991516936336819e-6 + 0.0im	-0.90654452892454 + 2.4980713444295535e-15im	0.2720103827376673 + 1.154143615507884e-16im	-0.2720103826870618 - 3.098681822962571e-13im	-0.9067598128706739 - 1.4316390242717776e-14im
-3.951996966670117e-6 + 0.0im	-0.9065455945099229 + 2.3882679894333778e-15im	0.2720103824988717 + 1.1034133033460071e-16im	-0.27201038244876086 - 2.9624790610615754e-13im	-0.9067587469316515 - 1.3687112260237331e-14im
-3.9128682838317996e-6 + 0.0im	-0.906546649546686 + 2.2820356284209177e-15im	0.2720103822647788 + 1.0543327755285297e-16im	-0.272010382215158 - 2.830705758927124e-13im	-0.906757691548217 - 1.307829909114648e-14im
-3.874127013694851e-6 + 0.0im	-0.9065476941392367 + 2.179329638966614e-15im	0.272010382035296 + 1.006881424664483e-16im	-0.2720103819861608 - 2.703306581031784e-13im	-0.9067566466158252 - 1.2489695073125477e-14im
-3.835769320489951e-6 + 0.0im	-0.90654872839095 + 2.0801017105214202e-15im	0.27201038181033255 + 9.610369383179908e-17im	-0.27201038176167824 - 2.580221614938857e-13im	-0.9067556120309672 - 1.1921023398357169e-14im
-3.7977914064256944e-6 + 0.0im	-0.9065497524041786 + 1.9843001140438697e-15im	0.2720103815897994 + 9.167754237059224e-17im	-0.2720103815416216 - 2.461386706022549e-13im	-0.9067545876911587 - 1.1371987659909631e-14im
-3.760189511312569e-6 + 0.0im	-0.9065507662802594 + 1.8918699686304413e-15im	0.2720103813736093 + 8.740715309958113e-17im	-0.27201038132590344 - 2.346733788433534e-13im	-0.9067535734949318 - 1.0842273380782773e-14im
-3.722959912190662e-6 + 0.0im	-0.9065517701195307 + 1.8027535044201467e-15im	0.2720103811616764 + 8.328985748703518e-17im	-0.2720103811144383 - 2.2361912114144196e-13im	-0.9067525693418232 - 1.0331549521479907e-14im
-3.6860989229610515e-6 + 0.0im	-0.9065527640213352 + 1.7168903210956202e-15im	0.2720103809539174 + 7.932286540465568e-17im	-0.27201038090714236 - 2.1296840601278858e-13im	-0.9067515751323653 - 9.839469962235034e-15im
-3.649602894020843e-6 + 0.0im	-0.9065537480840337 + 1.6342176413512836e-15im	0.27201038075024964 + 7.550327684598653e-17im	-0.27201038070393335 - 2.0271344702197836e-13im	-0.9067505907680755 - 9.365674956301555e-15im
-3.6134682119018243e-6 + 0.0im	-0.9065547224050129 + 1.5546705587477482e-15im	0.27201038055059273 + 7.182809338458453e-17im	-0.272010380504731 - 1.9284619353993945e-13im	-0.9067496161514473 - 8.909792550985067e-15im
-3.577691298912697e-6 + 0.0im	-0.9065556870806972 + 1.4781822794204123e-15im	0.2720103803548675 + 6.829422934745915e-17im	-0.2720103803094559 - 1.8335836073792584e-13im	-0.90674865118594 - 8.471439973381309e-15im
-3.5422686127848485e-6 + 0.0im	-0.9065566422065554 + 1.4046843571589644e-15im	0.2720103801629966 + 6.48985226815357e-17im	-0.272010380118031 - 1.742414587577175e-13im	-0.9067476957759688 - 8.050224978058403e-15im
-3.507196646321632e-6 + 0.0im	-0.9065575878771122 + 1.3341069214229057e-15im	0.27201037997490435 + 6.163774549312419e-17im	-0.27201037993038035 - 1.6548682100427726e-13im	-0.9067467498268974 - 7.645747154199059e-15im
-3.4724719270511207e-6 + 0.0im	-0.9065585241859582 + 1.2663788979061763e-15im	0.2720103797905158 + 5.850861424258589e-17im	-0.27201037974642933 - 1.5708563151303176e-13im	-0.9067458132450245 - 7.257599189992162e-15im
-3.4380910168822977e-6 + 0.0im	-0.9065594512257552 + 1.2014282213111357e-15im	0.2720103796097584 + 5.550779957856145e-17im	-0.27201037956610524 - 1.490289513497772e-13im	-0.9067448859375801 - 6.8853680923329335e-15im
-3.4040505117646513e-6 + 0.0im	-0.9065603690882509 + 1.1391820400384889e-15im	0.2720103794325604 + 5.2631935798259635e-17im	-0.2720103793893366 - 1.4130774400693767e-13im	-0.9067439678127114 - 6.5286363601553995e-15im
-3.3703470413511396e-6 + 0.0im	-0.9065612778642831 + 1.0795669125449628e-15im	0.2720103792588519 + 4.987762992238962e-17im	-0.27201037921605314 - 1.339128997655014e-13im	-0.9067430587794753 - 6.1869831099796076e-15im
-3.3369772686644945e-6 + 0.0im	-0.906562177643792 + 1.0225089951645009e-15im	0.27201037908856396 + 4.724147037534479e-17im	-0.27201037904618636 - 1.268352589973967e-13im	-0.9067421587478313 - 5.8599851525072935e-15im
-3.303937889766826e-6 + 0.0im	-0.9065630685158268 + 9.679342212313568e-16im	0.2720103789216293 + 4.47200352632111e-17im	-0.2720103788796687 - 1.200656343883453e-13im	-0.9067412676286288 - 5.547218019343398e-15im
-3.271225633432501e-6 + 0.0im	-0.9065639505685567 + 9.157684713845252e-16im	0.27201037875798195 + 4.2309900244065586e-17im	-0.27201037871643435 - 1.1359483206631268e-13im	-0.9067403853336011 - 5.248256939155779e-15im
-3.2388372608242586e-6 + 0.0im	-0.9065648238892771 + 8.659377349723659e-16im	0.27201037859755695 + 4.000764598684751e-17im	-0.2720103785564185 - 1.0741367162555469e-13im	-0.9067395117753579 - 4.962677762810843e-15im
-3.2067695651725334e-6 + 0.0im	-0.9065656885644204 + 8.183682625139789e-16im	0.27201037844029097 + 3.7809865216823496e-17im	-0.2720103783995578 - 1.0151300504092947e-13im	-0.9067386468673715 - 4.690057837238663e-15im
-3.1750193714579536e-6 + 0.0im	-0.9065665446795633 + 7.729867092097083e-16im	0.2720103782861217 + 3.571316934731997e-17im	-0.27201037824578983 - 9.588373447157875e-14im	-0.9067377905239734 - 4.42997682798604e-15im
-3.143583536096984e-6 + 0.0im	-0.9065673923194363 + 7.29720269527148e-16im	0.2720103781349883 + 3.3714194698963486e-17im	-0.27201037809505385 - 9.051682895729375e-14im	-0.906736942660343 - 4.1820174906105505e-15im
-3.1124589466306772e-6 + 0.0im	-0.9065682315679309 + 6.884968029209549e-16im	0.2720103779868308 + 3.180960830914287e-17im	-0.27201037794729005 - 8.54033400148359e-14im	-0.9067361031925002 - 3.945766391251414e-15im
-3.081642521416512e-6 + 0.0im	-0.9065690625081081 + 6.492449507747743e-16im	0.27201037784159066 + 2.999611333579073e-17im	-0.2720103778024398 - 8.053441614519991e-14im	-0.9067352720372961 - 3.720814576884683e-15im
-3.0511312093232794e-6 + 0.0im	-0.906569885222207 + 6.118942446815276e-16im	0.27201037769921044 + 2.827045406087086e-17im	-0.2720103776604456 - 7.590131626626782e-14im	-0.9067344491124072 - 3.5067581959302675e-15im
-3.0209219894289894e-6 + 0.0im	-0.9065706997916542 + 5.763752062041355e-16im	0.2720103775596337 + 2.6629420500149398e-17im	-0.27201037752125123 - 7.149542208850261e-14im	-0.9067336343363237 - 3.303199070026123e-15im
-2.9910118707217715e-6 + 0.0im	-0.9065715062970686 + 5.4261943828259965e-16im	0.27201037742280537 + 2.5069852626927755e-17im	-0.27201037738480155 - 6.730824945428538e-14im	-0.9067328276283444 - 3.1097452179214463e-15im
-2.961397891803734e-6 + 0.0im	-0.9065723048182733 + 5.105597084750488e-16im	0.27201037728867117 + 2.35886442184163e-17im	-0.2720103772510424 - 6.333145866418618e-14im	-0.9067320289085667 - 2.9260113325649305e-15im
-2.9320771205977565e-6 + 0.0im	-0.906573095434299 + 4.801300242400719e-16im	0.27201037715717813 + 2.2182746334336197e-17im	-0.27201037711992065 - 5.955686381590253e-14im	-0.9067312380978803 - 2.751619212576943e-15im
-2.9030466540571845e-6 + 0.0im	-0.9065738782233963 + 4.512657004852728e-16im	0.27201037702827424 + 2.0849170438150866e-17im	-0.2720103769913846 - 5.597644118378154e-14im	-0.9067304551179578 - 2.586198149395376e-15im
-2.8743036178784003e-6 + 0.0im	-0.9065746532630408 + 4.239034196226766e-16im	0.2720103769019083 + 1.958499117205139e-17im	-0.27201037686538293 - 5.258233666878692e-14im	-0.906729679891248 - 2.4293852714747738e-15im
-2.845845166216238e-6 + 0.0im	-0.906575420629941 + 3.9798128438527016e-16im	0.2720103767780306 + 1.8387348797450897e-17im	-0.2720103767418659 - 4.9366872350463944e-14im	-0.9067289123409684 - 2.2808258469965048e-15im
-2.8176684814022158e-6 + 0.0im	-0.9065761804000475 + 3.734388636708078e-16im	0.27201037665659206 + 1.7253451313289174e-17im	-0.2720103766207844 - 4.632255217392348e-14im	-0.906728152391096 - 2.140173546615601e-15im
-2.78977077366556e-6 + 0.0im	-0.9065769326485574 + 3.5021723168893064e-16im	0.2720103765375445 + 1.6180576264906346e-17im	-0.2720103765020906 - 4.3442066806095303e-14im	-0.9067273999663622 - 2.0070906678266475e-15im
-2.76214928085699e-6 + 0.0im	-0.9065776774499251 + 3.2825900069584515e-16im	0.272010376420841 + 1.516607225662266e-17im	-0.27201037638573733 - 4.071829769651683e-14im	-0.906726654992243 - 1.8812483225780533e-15im
-2.7348012681752376e-6 + 0.0im	-0.9065784148778678 + 3.0750834760725135e-16im	0.2720103763064352 + 1.4207360181458532e-17im	-0.2720103762716783 - 3.8144320378721424e-14im	-0.906725917394953 - 1.7623265898009308e-15im
-2.7077240278962747e-6 + 0.0im	-0.9065791450053732 + 2.879110347850586e-16im	0.272010376194282 + 1.3301934181652414e-17im	-0.2720103761598686 - 3.5713407048891073e-14im	-0.9067251871014366 - 1.6500146345465205e-15im
-2.6809148791052226e-6 + 0.0im	-0.9065798679047057 + 2.6941442529665964e-16im	0.2720103760843369 + 1.2447362353783178e-17im	-0.27201037605026357 - 3.341902845883883e-14im	-0.9067244640393645 - 1.544010795444639e-15im
-2.6543711674309133e-6 + 0.0im	-0.906580583647416 + 2.5196749294736005e-16im	0.2720103759765566 + 1.164128721238765e-17im	-0.27201037594281996 - 3.125485516061178e-14im	-0.906723748137121 - 1.4440226422060447e-15im
-2.6280902647830825e-6 + 0.0im	-0.9065812923043455 + 2.3552082738692426e-16im	0.27201037587089827 + 1.088142592598022e-17im	-0.27201037583749516 - 2.9214758140050393e-14im	-0.9067230393238015 - 1.3497670048936684e-15im
-2.602069569092161e-6 + 0.0im	-0.9065819939456362 + 2.2002663459030951e-16im	0.2720103757673202 + 1.0165570339340413e-17im	-0.27201037573424725 - 2.7292808876528935e-14im	-0.9067223375292025 - 1.2609699766825577e-15im
-2.5763065040516445e-6 + 0.0im	-0.9065826886407341 + 2.0543873301051434e-16im	0.27201037566578135 + 9.491586795834656e-18im	-0.2720103756330355 - 2.548327886583541e-14im	-0.9067216426838176 - 1.1773668918160598e-15im
-2.5507985188630145e-6 + 0.0im	-0.9065833764583981 + 1.9171254569822828e-16im	0.27201037556624164 + 8.85741577338874e-18im	-0.2720103755338195 - 2.378063864274706e-14im	-0.9067209547188272 - 1.0987022804471866e-15im
-2.525543087983183e-6 + 0.0im	-0.906584057466708 + 1.7880508867864619e-16im	0.2720103754686617 + 8.261071347527452e-18im	-0.2720103754365602 - 2.217955633932096e-14im	-0.9067202735660943 - 1.0247298020293197e-15im
-2.5005377108744385e-6 + 0.0im	-0.9065847317330687 + 1.6667495587058776e-16im	0.272010375373003 + 7.700640494656441e-18im	-0.2720103753412189 - 2.0674895814271182e-14im	-0.9067195991581561 - 9.552121588904636e-16im
-2.47577991175687e-6 + 0.0im	-0.9065853993242178 + 1.5528230082691936e-16im	0.2720103752792274 + 7.174282248477374e-18im	-0.2720103752477577 - 1.926171438804153e-14im	-0.9067189314282194 - 8.899209915900384e-16im
-2.4512672393632374e-6 + 0.0im	-0.906586060306233 + 1.4458881556841458e-16im	0.2720103751872981 + 6.680226722110314e-18im	-0.2720103751561397 - 1.7935260217331872e-14im	-0.906718270310151 - 8.286367576178826e-16im
-2.4269972666962745e-6 + 0.0im	-0.906586714744538 + 1.3455770677557296e-16im	0.2720103750971787 + 6.216774008145255e-18im	-0.2720103750663284 - 1.6690969341890892e-14im	-0.9067176157384733 - 7.711485949514639e-16im
-2.4029675907883904e-6 + 0.0im	-0.9065873627039093 + 1.2515366959475335e-16im	0.27201037500883346 + 5.7822929684675055e-18im	-0.2720103749782883 - 1.552446243537537e-14im	-0.9067169676483574 - 7.172541719405169e-16im
-2.3791758324637527e-6 + 0.0im	-0.906588004248481 + 1.1634285930623984e-16im	0.27201037492222735 + 5.375219925297775e-18im	-0.27201037489198454 - 1.4431541290992295e-14im	-0.9067163259756174 - 6.66759524938241e-16im
-2.3556196361027252e-6 + 0.0im	-0.906588639441754 + 1.0809286109269169e-16im	0.2720103748373264 + 4.994057264464275e-18im	-0.27201037480738266 - 1.3408185071502534e-14im	-0.9067156906567011 - 6.194788850456452e-16im
-2.332296669408639e-6 + 0.0im	-0.9065892683466003 + 1.0037265813688132e-16im	0.27201037475409673 + 4.637371961482896e-18im	-0.2720103747244494 - 1.245054635198073e-14im	-0.9067150616286879 - 5.752344952809131e-16im
-2.3092046231768704e-6 + 0.0im	-0.9065898910252691 + 9.315259826777458e-17im	0.27201037467250566 + 4.30379404056654e-18im	-0.2720103746431517 - 1.1554946982504125e-14im	-0.9067144388292792 - 5.338564194292098e-16im
-2.2863412110662085e-6 + 0.0im	-0.9065905075393933 + 8.64043593639183e-17im	0.27201037459252086 + 3.992014976218328e-18im	-0.2720103745634573 - 1.0717873796691364e-14im	-0.9067138221967934 - 4.951823437705224e-16im
-2.263704169372484e-6 + 0.0im	-0.9065911179499972 + 8.010091371284504e-17im	0.27201037451411053 + 3.700786046589676e-18im	-0.2720103744853346 - 9.935974190740226e-15im	-0.9067132116701603 - 4.590573728243549e-16im
-2.2412912568044396e-6 + 0.0im	-0.9065917223174994 + 7.421649151483575e-17im	0.2720103744372438 + 3.4289166473051065e-18im	-0.2720103744087526 - 9.2060515963271e-15im	-0.9067126071889148 - 4.2533382019067133e-16im
-2.219100254261821e-6 + 0.0im	-0.906592320701723 + 6.872654370896278e-17im	0.2720103743618903 + 3.1752725739742415e-18im	-0.2720103743336811 - 8.525060869438374e-15im	-0.9067120086931902 - 3.9387099550676636e-16im
-2.1971289646156643e-6 + 0.0im	-0.9065929131618959 + 6.360770428891526e-17im	0.27201037428802016 + 2.9387742811300105e-18im	-0.2720103742600902 - 7.890103615911566e-15im	-0.9067114161237125 - 3.6453498848002993e-16im
-2.1753752124907567e-6 + 0.0im	-0.9065934997566618 + 5.883775226574324e-17im	0.2720103742156042 + 2.71839512485316e-18im	-0.2720103741879506 - 7.298423473178045e-15im	-0.9067108294217959 - 3.371984508971581e-16im
-2.1538368440502543e-6 + 0.0im	-0.9065940805440829 + 5.4395573424381067e-17im	0.27201037414461376 + 2.5131595958683545e-18im	-0.27201037411723394 - 6.747401366424561e-15im	-0.9067102485293347 - 3.1174037745147435e-16im
-2.13251172678243e-6 + 0.0im	-0.9065946555816488 + 5.026112201068103e-17im	0.27201037407502077 + 2.3221415494291514e-18im	-0.2720103740479119 - 6.234550756134239e-15im	-0.9067096733887996 - 2.880458861719706e-16im
-2.1113977492895345e-6 + 0.0im	-0.9065952249262771 + 4.641538247572489e-17im	0.27201037400679773 + 2.1444624378488157e-18im	-0.2720103739799572 - 5.7575128927318894e-15im	-0.9067091039432298 - 2.6600599918057807e-16im
-2.0904928210787472e-6 + 0.0im	-0.9065957886343246 + 4.2840331394439907e-17im	0.2720103739399176 + 1.979289551083839e-18im	-0.27201037391334276 - 5.314052092850021e-15im	-0.9067085401362305 - 2.455174244483495e-16im
-2.0697948723551953e-6 + 0.0im	-0.9065963467615886 + 3.951889966603059e-17im	0.272010373874354 + 1.825834270337423e-18im	-0.2720103738480422 - 4.902051050551717e-15im	-0.9067079819119639 - 2.2648233916670316e-16im
-2.049301853817025e-6 + 0.0im	-0.9065968993633152 + 3.643493509450828e-17im	0.27201037381008103 + 1.6833503392237626e-18im	-0.2720103737840296 - 4.519506195701667e-15im	-0.906707429215146 - 2.0880817529698396e-16im
-2.0290117364525e-6 + 0.0im	-0.9065974464942036 + 3.357316543864289e-17im	0.27201037374707304 + 1.5511321566201026e-18im	-0.2720103737212796 - 4.1645231105654905e-15im	-0.9067068819910408 - 1.9240740781026304e-16im
-2.0089225113391088e-6 + 0.0im	-0.9065979882084108 + 3.09191620120325e-17im	0.27201037368530545 + 1.4285130949348632e-18im	-0.2720103736597674 - 3.835312014647154e-15im	-0.9067063401854528 - 1.771973460798429e-16im
-1.989032189444662e-6 + 0.0im	-0.9065985245595584 + 2.8459303905675555e-17im	0.27201037362475355 + 1.314863847136163e-18im	-0.2720103735994683 - 3.5301833267433644e-15im	-0.9067058037447249 - 1.6309992884130583e-16im
-1.9693388014303584e-6 + 0.0im	-0.906599055600738 + 2.618074289746399e-17im	0.27201037356539365 + 1.2095908055169954e-18im	-0.2720103735403586 - 3.247543312205646e-15im	-0.9067052726157309 - 1.500415230892902e-16im
-1.9498403974558e-6 + 0.0im	-0.9065995813845129 + 2.4071369105405993e-17im	0.27201037350720214 + 1.1121344748217267e-18im	-0.27201037348241497 - 2.9858898224568344e-15im	-0.9067047467458704 - 1.3795272723656294e-16im
-1.9305350469859407e-6 + 0.0im	-0.9066001019629306 + 2.211977743413672e-17im	0.27201037345015594 + 1.0219679220236108e-18im	-0.2720103734256141 - 2.743808132909425e-15im	-0.906704226083065 - 1.2676817881941044e-16im
-1.911420838599941e-6 + 0.0im	-0.9066006173875195 + 2.031523485738996e-17im	0.2720103733942326 + 9.385952647248984e-19im	-0.27201037336993383 - 2.5199668845790677e-15im	-0.9067037105757504 - 1.1642636699390544e-16im
-1.892495879801922e-6 + 0.0im	-0.9066011277093002 + 1.8647648572596263e-17im	0.27201037333941 + 8.615501998504549e-19im	-0.27201037331535177 - 2.3131141338793212e-15im	-0.9067032001728745 - 1.0686945003031553e-16im
-1.8737582968335862e-6 + 0.0im	-0.9066016329787865 + 1.7107535057628895e-17im	0.2720103732856664 + 7.903945740219341e-19im	-0.2720103732618464 - 2.122073514321636e-15im	-0.9067026948238902 - 9.804307797770646e-17im
-1.8552062344886993e-6 + 0.0im	-0.9066021332459944 + 1.5685990053952927e-17im	0.27201037323298066 + 7.247169967331525e-19im	-0.27201037320939647 - 1.945740513129272e-15im	-0.9067021944787511 - 8.989622063774693e-17im
-1.8368378559294051e-6 + 0.0im	-0.906602628560443 + 1.4374659495031685e-17im	0.2720103731813318 + 6.64131497197765e-19im	-0.2720103731579811 - 1.7830788651039182e-15im	-0.9067016990879064 - 8.238100095576948e-17im
-1.8186513425043615e-6 + 0.0im	-0.9066031189711625 + 1.3165711393806755e-17im	0.27201037313069953 + 6.082762255075841e-19im	-0.27201037310758 - 1.6331170654588147e-15im	-0.9067012086022963 - 7.545253390826804e-17im
-1.8006448935686747e-6 + 0.0im	-0.9066036045266975 + 1.2051808698389864e-17im	0.27201037308106374 + 5.56812198523746e-19im	-0.2720103730581732 - 1.494945002751939e-15im	-0.906700722973347 - 6.906877093920388e-17im
-1.7828167263056186e-6 + 0.0im	-0.9066040852751112 + 1.1026083120775377e-17im	0.27201037303240494 + 5.09422090722908e-19im	-0.27201037300974096 - 1.3677107125157537e-15im	-0.906700242152965 - 6.319034997267984e-17im
-1.7651650755501175e-6 + 0.0im	-0.9066045612639924 + 1.008210993939418e-17im	0.2720103729847037 + 4.65809070036398e-19im	-0.27201037296226416 - 1.2506172516853326e-15im	-0.9066997660935338 - 5.778045100668599e-17im
-1.7476881936139776e-6 + 0.0im	-0.9066050325404572 + 9.213883772675036e-18im	0.2720103729379414 + 4.2569567855139186e-19im	-0.27201037291572394 - 1.1429196934733438e-15im	-0.9066992947479084 - 5.280465727167663e-17im
-1.730384350112849e-6 + 0.0im	-0.906605499151158 + 8.415795317444086e-18im	0.27201037289209923 + 3.8882275778908448e-19im	-0.27201037287010177 - 1.0439222419266261e-15im	-0.9066988280694106 - 4.823082191862194e-17im
-1.7132518317949e-6 + 0.0im	-0.9066059611422828 + 7.682609042968031e-18im	0.27201037284715945 + 3.549484181350658e-19im	-0.27201037282537976 - 9.529754650238573e-16im	-0.9066983660118243 - 4.402894018384144e-17im
-1.6962889423711881e-6 + 0.0im	-0.9066064185595631 + 7.009441828720276e-18im	0.2720103728031039 + 3.238470518711435e-19im	-0.27201037278153994 - 8.694736448356296e-16im	-0.9066979085293919 - 4.017102696230166e-17im
-1.679494002347711e-6 + 0.0im	-0.9066068714482788 + 6.391742531505593e-18im	0.2720103727599155 + 2.953083891449555e-19im	-0.27201037273856504 - 7.928522429651231e-16im	-0.9066974555768077 - 3.663099970705563e-17im
-1.6628653488591198e-6 + 0.0im	-0.9066073198532606 + 5.8252724654088095e-18im	0.272010372717577 + 2.6913659611345633e-19im	-0.27201037269643785 - 7.225854792183895e-16im	-0.906697007109217 - 3.3384566560065646e-17im
-1.646401335504079e-6 + 0.0im	-0.906607763818896 + 5.306086776121139e-18im	0.27201037267607164 + 2.451494144080268e-19im	-0.2720103726551419 - 6.581840212160969e-16im	-0.9066965630822051 - 3.0409119608693056e-17im
-1.6301003321822563e-6 + 0.0im	-0.9066082033891326 + 4.830516689529941e-18im	0.2720103726353832 + 2.231773409918993e-19im	-0.2720103726146606 - 5.991927824517089e-16im	-0.906696123451802 - 2.7683633152580873e-17im
-1.613960724932927e-6 + 0.0im	-0.9066086386074833 + 4.395152613022835e-18im	0.27201037259549526 + 2.0306284741430013e-19im	-0.272010372574978 - 5.451888261230782e-16im	-0.9066956881744699 - 2.518856685743193e-17im
-1.5979809157751752e-6 + 0.0im	-0.9066090695170302 + 3.996828066738125e-18im	0.27201037255639243 + 1.8465963740939103e-19im	-0.27201037253607824 - 4.957793719132405e-16im	-0.906695257207104 - 2.2905773665199125e-17im
-1.5821593225496783e-6 + 0.0im	-0.9066094961604295 + 3.632604420980209e-18im	0.27201037251805904 + 1.6783194174127625e-19im	-0.2720103724979461 - 4.505999027704916e-16im	-0.906694830507025 - 2.081841232439732e-17im
-1.5664943787620576e-6 + 0.0im	-0.9066099185799144 + 3.299756415194768e-18im	0.27201037248048 + 1.5245384915827618e-19im	-0.2720103724605661 - 4.0931236863564446e-16im	-0.9066944080319778 - 1.8910864399524724e-17im
-1.5509845334277798e-6 + 0.0im	-0.9066103368173 + 2.9957584332529933e-18im	0.2720103724436404 + 1.3840867228984695e-19im	-0.2720103724239237 - 3.7160348398428043e-16im	-0.9066939897401236 - 1.7168655614882297e-17im
-1.5356282509185938e-6 + 0.0im	-0.9066107509139882 + 2.718271509312265e-18im	0.27201037240752585 + 1.255883472972589e-19im	-0.2720103723880043 - 3.37183115992046e-16im	-0.9066935755900404 - 1.557838138531776e-17im
-1.520424010810489e-6 + 0.0im	-0.9066111609109708 + 2.4651310381914076e-18im	0.2720103723721218 + 1.1389286607393672e-19im	-0.2720103723527936 - 3.0578276009019333e-16im	-0.9066931655407151 - 1.4127636384534238e-17im
-1.5053703077331574e-6 + 0.0im	-0.9066115668488337 + 2.2343351640076777e-18im	0.27201037233741443 + 1.0322973978253934e-19im	-0.2720103723182776 - 2.771540996548813e-16im	-0.9066927595515407 - 1.2804948000508581e-17im
-1.4904656512209479e-6 + 0.0im	-0.9066119687677613 + 2.0240338207607826e-18im	0.27201037230339004 + 9.35134925129989e-20im	-0.2720103722844427 - 2.5106764656607466e-16im	-0.9066923575823128 - 1.1599713527210223e-17im
-1.475708565565295e-6 + 0.0im	-0.9066123667075401 + 1.8325183986016757e-18im	0.27201037227003505 + 8.46651838481638e-20im	-0.27201037225127533 - 2.2731145937838877e-16im	-0.9066919595932247 - 1.0502140942112007e-17im
-1.4610975896686088e-6 + 0.0im	-0.9066127607075626 + 1.6582120096829653e-18im	0.27201037223733643 + 7.661195913103814e-20im	-0.27201037221876245 - 2.056899358659598e-16im	-0.9066915655448644 - 9.503193119895928e-18im
-1.4466312768996125e-6 + 0.0im	-0.9066131508068311 + 1.4996603277401136e-18im	0.2720103722052812 + 6.92866262392707e-20im	-0.27201037218689117 - 1.86022676734721e-16im	-0.9066911753982106 - 8.594535334203124e-18im
-1.4323081949501115e-6 + 0.0im	-0.9066135370439632 + 1.3555229758901947e-18im	0.27201037217385665 + 6.26272576881418e-20im	-0.2720103721556487 - 1.681434173373431e-16im	-0.906690789114627 - 7.768485901212091e-18im
-1.4181269256931798e-6 + 0.0im	-0.9066139194571927 + 1.2245654375469532e-18im	0.27201037214305035 + 5.657681690233236e-20im	-0.27201037212502277 - 1.5189902427719763e-16im	-0.9066904066558611 - 7.017969821190136e-18im
-1.4040860650427523e-6 + 0.0im	-0.9066142980843761 + 1.1056514658291196e-18im	0.27201037211285023 + 5.1082807518851444e-20im	-0.2720103720950012 - 1.3714855384702186e-16im	-0.9066900279840393 - 6.336475276903632e-18im
-1.3901842228146062e-6 + 0.0im	-0.9066146729629933 + 9.977359673739338e-19im	0.27201037208324436 + 4.609694460821802e-20im	-0.27201037206557194 - 1.2376236931432714e-16im	-0.9066896530616619 - 5.718012850838846e-18im
-1.3764200225887189e-6 + 0.0im	-0.9066150441301556 + 8.998583370527514e-19im	0.2720103720542209 + 4.1574846728015754e-20im	-0.27201037203672346 - 1.1162131413814736e-16im	-0.9066892818516022 - 5.157077326537161e-18im
-1.362792101572989e-6 + 0.0im	-0.9066154116226062 + 8.111362207118176e-19im	0.2720103720257685 + 3.7475747751872484e-20im	-0.27201037200844425 - 1.0061593827940164e-16im	-0.9066889143170995 - 4.648611942937374e-18im
-1.3492991104683058e-6 + 0.0im	-0.9066157754767235 + 7.307596837225658e-19im	0.27201037199787587 + 3.376222744746688e-20im	-0.2720103719807232 - 9.064577484917196e-17im	-0.9066885504217594 - 4.187974974407534e-18im
-1.3359397133349562e-6 + 0.0im	-0.9066161357285265 + 6.579857638153819e-19im	0.27201037197053196 + 3.039995980902547e-20im	-0.2720103719535491 - 8.16186644247338e-17im	-0.9066881901295449 - 3.7709085131006494e-18im
-1.3227125874603525e-6 + 0.0im	-0.906616492413678 + 5.921333873825089e-19im	0.27201037194372596 + 2.735747818265586e-20im	-0.2720103719269114 - 7.345012445146485e-17im	-0.9066878334047785 - 3.393509334347715e-18im
-1.3096164232280718e-6 + 0.0im	-0.9066168455674876 + 5.32578629164465e-19im	0.2720103719174475 + 2.460595625652917e-20im	-0.27201037190079924 - 6.60627612391458e-17im	-0.9066874802121345 - 3.0522017299774974e-18im
-1.2966499239881899e-6 + 0.0im	-0.9066171952249152 + 4.787502959745661e-19im	0.27201037189168586 + 2.211900402212401e-20im	-0.27201037187520244 - 5.938572215298668e-17im	-0.9066871305166379 - 2.743712198694816e-18im
-1.2838118059289008e-6 + 0.0im	-0.9066175414205743 + 4.30125815863509e-19im	0.27201037186643107 + 1.9872477847273366e-20im	-0.2720103718501109 - 5.3354185692417894e-17im	-0.90668678428366 - 2.465045886932133e-18im
