w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
-0.034507181833134504 + 0.0im	-0.6644761280112412 - 0.20017374527800155im	0.0103791131031649 + 0.2308483454789217im	-0.010379397486899752 - 0.23084766441316348im	-1.2552849670548543 + 0.918534369791174im
-0.03416552656745991 + 0.0im	-0.6648651524953638 - 0.20189718645321464im	0.008055891084117837 + 0.2336094876362699im	-0.00805618677543892 - 0.23360881738032147im	-1.2562261481256942 + 0.911685588469361im
-0.033827254027188024 + 0.0im	-0.6651991354514764 - 0.20361142076639646im	0.005659828494032737 + 0.23636491424411948im	-0.005660135061130442 - 0.23636425507044997im	-1.2571694653352692 + 0.9049823726188309im
-0.03349233071998814 + 0.0im	-0.6654774657038338 - 0.2053148979716847im	0.0031899184976941896 + 0.23911247548247536im	-0.00319023550130921 - 0.2391118276449039im	-1.258121420312423 + 0.8984203823651519im
-0.033160723485136774 + 0.0im	-0.665699630991794 - 0.2070060189563114im	0.0006451946084728347 + 0.2418499436251092im	-0.0006455216026362592 - 0.2418493073585809im	-1.2590874320219758 + 0.8919950851233488im
-0.03283239949023443 + 0.0im	-0.6658649124775908 - 0.20868313707679542im	-0.001975215872282887 + 0.24457501494122957im	0.0019748793392328637 - 0.2445743904616343im	-1.2600728836487982 + 0.8857017662690791im
-0.03250732622795488 + 0.0im	-0.6659732169339463 - 0.21034455969665328im	-0.004672081544895398 + 0.2472853118752274im	0.004671735929323836 - 0.24728469937926428im	-1.261082906338207 + 0.8795355399492739im
-0.032185471512826615 + 0.0im	-0.6660241444939237 - 0.21198854992732558im	-0.007446119482069079 + 0.24997838550675552im	0.007445765244447182 - 0.24997778517184036im	-1.262122311907724 + 0.8734913600242454im
-0.03186680347804615 + 0.0im	-0.6660170035001244 - 0.21361332857316867im	-0.010297929800114899 + 0.2526517182923849im	0.010297567406092941 - 0.2526511302766053im	-1.26319577731941 + 0.8675640311333352im
-0.03155129057232292 + 0.0im	-0.66595182427436 - 0.21521707628047737im	-0.013228421881258227 + 0.25530272708904733im	0.013228051765957276 - 0.2553021515311582im	-1.2643075865967592 + 0.861748219876292im
-0.031238901556755367 + 0.0im	-0.6658283287531525 - 0.21679793588960547im	-0.016237392713221263 + 0.2579287664583822im	0.01623701542893526 - 0.2579282034778498im	-1.2654617478218186 + 0.8560384661025662im
-0.030929605501737987 + 0.0im	-0.6656463894594951 - 0.2183540149883503im	-0.019325340563146432 + 0.26052713225001034im	0.01932495648296806 - 0.26052658194709566im	-1.2666621381233893 + 0.8504291943005403im
-0.030623371783898998 + 0.0im	-0.6654059968612376 - 0.21988338866382742im	-0.02249290730787815 + 0.2630950654606083im	0.022492516938217643 - 0.263094527916496im	-1.267912127209515 + 0.844914725078577im
-0.030320170083068313 + 0.0im	-0.6651071651895822 - 0.2213841024491499im	-0.025739974333298332 + 0.2656297563645143im	0.025739578136460224 - 0.2656292316414825im	-1.269215010397662 + 0.8394892867294662im
-0.03001997037927556 + 0.0im	-0.6647497347398004 - 0.22285417546028877im	-0.029066732600470074 + 0.2681283489104214im	0.02906633103992054 - 0.2681278370520538im	-1.2705741265796489 + 0.8341470268694684im
-0.02972274294977778 + 0.0im	-0.6643345498563716 - 0.22429160371756415im	-0.03247266718356111 + 0.270587945377538im	0.03247226071845903 - 0.27058744640897536im	-1.2719908615916604 + 0.8288820241427186im
-0.029428458366116614 + 0.0im	-0.6638612542398896 - 0.22569436364531034im	-0.03595799349060511 + 0.2730056112834108im	0.03595758257776622 - 0.2730051252116412im	-1.273468790393102 + 0.8236882999812485im
-0.02913708749120457 + 0.0im	-0.6633304139986628 - 0.22706041574233474im	-0.03952224995789907 + 0.2753783805344271im	0.039521835049204077 - 0.2753779073486151im	-1.2750095389943767 + 0.8185598304102543im
-0.028848601476440167 + 0.0im	-0.6627424626836117 - 0.22838770841492778im	-0.043164986753678705 + 0.277703260808842im	0.04316456829560482 - 0.27770280048069346im	-1.2766154367463698 + 0.8134905578876068im
-0.02856297175885165 + 0.0im	-0.662097927665789 - 0.22967418196329206im	-0.04688561472242395 + 0.27997723916101747im	0.04688519315537692 - 0.27997679164518025im	-1.2782870206373036 + 0.8084744031658705im
-0.028280170058268963 + 0.0im	-0.6613974441971118 - 0.23091777271144195im	-0.050683443305369676 + 0.2821972878344212im	0.05068301906303364 - 0.2821968530689179im	-1.2800255033708599 + 0.8035052771643473im
-0.028000168374523727 + 0.0im	-0.6606417136358511 - 0.23211641726980542im	-0.05455761835073764 + 0.28436037026982414im	0.05455719185927363 - 0.2843599481765184im	-1.2818326859017943 + 0.7985770928378217im
-0.027722938984676957 + 0.0im	-0.659831539240791 - 0.23326805691899372im	-0.05850718009562334 + 0.28646344729405665im	0.058506751773147014 - 0.28646303777914783im	-1.2837087521213526 + 0.7936837770278913im
-0.027448454440274214 + 0.0im	-0.6589678306937368 - 0.23437064210247677im	-0.06253101550098752 + 0.288503483473641im	0.06253058575680902 - 0.2885030864281896im	-1.2856539745420787 + 0.7888192822818423im
-0.027176687564627933 + 0.0im	-0.6580515492062061 - 0.23542213701520429im	-0.06662789371463688 + 0.29047745361662697im	0.0666274629488332 - 0.29047706891710373im	-1.287668456966707 + 0.7839775986232146im
-0.026907611450126667 + 0.0im	-0.6570837733069224 - 0.2364205242745901im	-0.07079641355801551 + 0.2923823494050038im	0.07079598216063515 - 0.2923819769138654im	-1.2897519089597798 + 0.7791527652572677im
-0.026641199455570957 + 0.0im	-0.656065800961371 - 0.23736380965966988im	-0.07503507150691092 + 0.29421518613918224im	0.07503463985770659 - 0.2942148257054682im	-1.291903954526311 + 0.7743388821937239im
-0.0263774252035356 + 0.0im	-0.6549987567149633 - 0.23825002690372166im	-0.07934220969720328 + 0.29597300957520517im	0.07934177816499366 - 0.295972661035156im	-1.2941238193071192 + 0.769530121768276im
-0.02611626257775802 + 0.0im	-0.6538840954190929 - 0.23907724252515866im	-0.08371604080518137 + 0.2976529028345867im	0.08371560974743336 - 0.2976525660122813im	-1.2964102725164175 + 0.7647207400435372im
-0.025857685720552494 + 0.0im	-0.6527232587491205 - 0.239843560681085im	-0.08815462219012281 + 0.29925199336599373im	0.08815419195259114 - 0.299251668074001im	-1.2987621585411415 + 0.7599050880693207im
-0.025601669030249994 + 0.0im	-0.651517812436178 - 0.24054712802755637im	-0.09265589582807174 + 0.30076745993736376im	0.09265546674384015 - 0.30076714597741067im	-1.3011779061527364 + 0.7550776229813788im
-0.02534818715866336 + 0.0im	-0.6502693936088484 - 0.24118613857029822im	-0.09721766266108885 + 0.30219653963652915im	0.09721723505159419 - 0.30219623680017954im	-1.3036556581601186 + 0.7502329189170607im
-0.025097215008577586 + 0.0im	-0.6489797247386437 - 0.24175883848941535im	-0.10183757780831577 + 0.30353653485796456im	0.10183715198213886 - 0.3035362429273084im	-1.306193327038814 + 0.7453656777257254im
-0.024848727731264935 + 0.0im	-0.6476506716533332 - 0.24226353092147188im	-0.10651318534714935 + 0.3047848202529197im	0.10651276159875514 - 0.3047845390012704im	-1.3087886141805276 + 0.7404707394512094im
-0.02460270072402469 + 0.0im	-0.6462841794571111 - 0.2426985806822501im	-0.11124188390165632 + 0.3059388496199305im	0.11124146251358422 - 0.3059385788125281im	-1.3114389830641036 + 0.7355430925631955im
-0.024359109627747216 + 0.0im	-0.6448820427677122 - 0.2430624189134676im	-0.11602095775178033 + 0.3069961627125303im	0.11602053899175713 - 0.3069959021072471im	-1.314141652993631 + 0.7305778839139672im
-0.024117930324502195 + 0.0im	-0.6434467707144816 - 0.2433535476368204im	-0.1208475568402601 + 0.3079543919409059im	0.12084714096362889 - 0.3079541412889545im	-1.3168935548385916 + 0.7255704283967943im
-0.023879138935150687 + 0.0im	-0.6419801332224326 - 0.2435705441988321im	-0.125718721980456 + 0.3088112689442659im	0.1257183092280369 - 0.30881102799090765im	-1.3196915818058177 + 0.7205162182820108im
-0.02364271181698088 + 0.0im	-0.6404845129591336 - 0.24371206559020425im	-0.1306313770557532 + 0.3095646310108148im	0.13063096765432533 - 0.30956439949606396im	-1.322532284726109 + 0.7154109322068607im
-0.023408625561367205 + 0.0im	-0.6389622113055543 - 0.2437768526236451im	-0.1355823252215767 + 0.31021242732244153im	0.13558191938453198 - 0.3102122049817656im	-1.325412056967122 + 0.7102504437952305im
-0.02317685699145268 + 0.0im	-0.637415490731765 - 0.24376373395449633im	-0.1405682827696977 + 0.31075272500156675im	0.14056788069611229 - 0.31075251156658057im	-1.328327059449703 + 0.7050308298836357im
-0.02294738315985414 + 0.0im	-0.6358469833539793 - 0.2436716299289006im	-0.14558583597162583 + 0.31118371493800273im	0.14558543784721958 - 0.31118351013715406im	-1.331273368727878 + 0.6997483783301359im
-0.022720181346390235 + 0.0im	-0.6342590688909608 - 0.24349955624473527im	-0.1506315076422461 + 0.311503717374222im	0.15063111363904724 - 0.3115035209334674im	-1.3342468758534314 + 0.6943995953833471im
-0.022495229055831914 + 0.0im	-0.6326543038933636 - 0.2432466274110958im	-0.1557017212919092 + 0.3117111872280382im	0.15570133156711438 - 0.3117109988715059im	-1.3372432508967282 + 0.6889812125893119im
-0.02227250401567516 + 0.0im	-0.631035370006804 - 0.24291205999273127im	-0.16079278614807252 + 0.3118047191324307im	0.16079240084674543 - 0.3118045385830718im	-1.3402581424856015 + 0.6834901932147167im
-0.022051984173935803 + 0.0im	-0.6294049049194418 - 0.24249517562650313im	-0.16590098216119967 + 0.3117830521730595im	0.1659006014135593 - 0.3117828791532819im	-1.3432868161783398 + 0.6779237381658202im
-0.021833647696966142 + 0.0im	-0.6277655908610552 - 0.24199540379769285im	-0.17102247957882774 + 0.31164507430491517im	0.17102210350310323 - 0.3116449085372029im	-1.3463247798329672 + 0.6722792913834551im
-0.02161747296729321 + 0.0im	-0.6261201490499995 - 0.2414122843647673im	-0.176153398473036 + 0.3113898264305538im	0.17615302717376038 - 0.31138966763806714im	-1.3493670931592316 + 0.6665545446955679im
-0.021403438581478425 + 0.0im	-0.6244713902118779 - 0.24074546982205716im	-0.18128981895229254 + 0.31101650612342785im	0.18128945252090745 - 0.311016354030585im	-1.3524089733386293 + 0.6607474421100485im
-0.02119152334799844 + 0.0im	-0.6228220749282698 - 0.23999472729071206im	-0.1864277368394114 + 0.310524470981004im	0.18642737535556625 - 0.31052432531404im	-1.3554453824459165 + 0.6548561835319262im
-0.020981706285146968 + 0.0im	-0.6211750739700667 - 0.23915994022921935im	-0.1915631238614582 + 0.3099132415935636im	0.1915627673925472 - 0.3099131020810717im	-1.358471307373606 + 0.6488792278905311im
-0.020773966618957394 + 0.0im	-0.6195332020096092 - 0.2382411098557721im	-0.19669192854208295 + 0.3091825041159133im	0.19669157714301952 - 0.30918237048935876im	-1.3614816311570206 + 0.6428152956637808im
-0.020568283781145936 + 0.0im	-0.6178993093654932 - 0.23723835627577788im	-0.20181006038433896 + 0.3083321124305709im	0.20180971409876058 - 0.3083319844247847im	-1.364471224449428 + 0.6366633707884737im
-0.020364637407075184 + 0.0im	-0.6162762766311853 - 0.23615191930885646im	-0.20691341438918176 + 0.3073620898924382im	0.20691307324925648 - 0.3073619672460847im	-1.3674349057277153 + 0.6304227019472362im
-0.020163007333737805 + 0.0im	-0.6146667777752682 - 0.23498215901075528im	-0.21199785946601649 + 0.30627263064643256im	0.2119975234935819 - 0.3062725131024519im	-1.3703676572478554 + 0.6240928032246542im
-0.019963373597760202 + 0.0im	-0.6130740168317641 - 0.23372955588670336im	-0.21705928092230448 + 0.30506410051107935im	0.2170589501287567 - 0.30506398781710486im	-1.3732636583937636 + 0.6176734541270745im
-0.019765716433425944 + 0.0im	-0.6115005700086625 - 0.23239471079384877im	-0.22209354794097397 + 0.30373703742262015im	0.2220932223271375 - 0.3037369293313676im	-1.3761182771969473 + 0.6111646989625624im
-0.019570016270718756 + 0.0im	-0.6099492707717429 - 0.23097834453155805im	-0.22709660059643372 + 0.3022921514357803im	0.22709628015376718 - 0.3022920477054133im	-1.3789261959349874 + 0.6045668455795882im
-0.019376253733384908 + 0.0im	-0.6084229150772277 - 0.22948129711948476im	-0.23206432914479738 + 0.30073032427896135im	0.23206401385556666 - 0.3007302246734256im	-1.38168218788153 + 0.5978804634651256im
-0.01918440963701476 + 0.0im	-0.6069243487313113 - 0.22790452676446477im	-0.23699269870305872 + 0.29905260846323484im	0.2369923885408048 - 0.2990525127525685im	-1.3843811778383235 + 0.5911063812049999im
-0.018994464987143328 + 0.0im	-0.6054562185509974 - 0.22624910851842633im	-0.2418777312349309 + 0.2972602259461718im	0.24187742616465097 - 0.2972601339067869im	-1.3870180692745075 + 0.5842456833114907im
-0.01880640097736963 + 0.0im	-0.6040212415663836 - 0.22451623263063727im	-0.24671539823058253 + 0.2953545663531633im	0.24671509820987475 - 0.295354477768099im	-1.38958788195636 + 0.5772997064253934im
-0.018620198987494684 + 0.0im	-0.6026220507363744 - 0.22270720259872606im	-0.2515018111780154 + 0.2933371847605258im	0.25150151615687677 - 0.2933370994196749im	-1.3920857293749933 + 0.5702700349019132im
-0.018435840581677906 + 0.0im	-0.6012612290488328 - 0.2208234329240129im	-0.2562331900838339 + 0.2912097990462989im	0.25623290000551 - 0.29120971674660795im	-1.3945067434360727 + 0.5631584957919497im
-0.018253307506611787 + 0.0im	-0.5999412831696099 - 0.21886644657776022im	-0.2609056827313869 + 0.2889742868162375im	0.2609053975323656 - 0.2889742073618781im	-1.396846282967167 + 0.5559671532324659im
-0.01807258168971464 + 0.0im	-0.5986647652857187 - 0.2168378721860037im	-0.2655156586735737 + 0.2866326819140617im	0.26551537828444605 - 0.2866326051165757im	-1.3990995759968345 + 0.548698302261766im
-0.017893645237341226 + 0.0im	-0.5974340160023214 - 0.2147394409416344im	-0.27005953757779083 + 0.28418717052655496im	0.27005926192386154 - 0.2841870962049738im	-1.4012622972640327 + 0.5413544620775403im
-0.017716480433011116 + 0.0im	-0.596251347409998 - 0.21257298325338533im	-0.274533697236319 + 0.281640086895585im	0.2745334262370643 - 0.2816400148765227im	-1.4033300453594266 + 0.5339383687575754im
-0.01754106973565457 + 0.0im	-0.59511901536065 - 0.21034042514230678im	-0.27893484295818327 + 0.2789939086505486im	0.2789345765298038 - 0.2789938387682703im	-1.4052986420332922 + 0.5264529674649359im
-0.017367395777875813 + 0.0im	-0.594039214547743 - 0.20804378439721175im	-0.28325955552598275 + 0.2762512517761174im	0.28325929357915824 - 0.27625118387258096im	-1.4071640138699 + 0.5189014041612929im
-0.01719544136423348 + 0.0im	-0.5930140186821671 - 0.20568516650140706im	-0.2875047563405762 + 0.27341486523146546im	0.2875044987831351 - 0.2734147991563435im	-1.408922316859454 + 0.5112870168538294im
-0.0170251894695381 + 0.0im	-0.5920454143130992 - 0.20326676034381955im	-0.29166733699584074 + 0.27048762523840714im	0.2916670837319365 - 0.2704875608490807im	-1.4105698092274292 + 0.5036133264028287im
-0.016856623237166433 + 0.0im	-0.5911352846011454 - 0.2007908337283528im	-0.2957443688409652 + 0.2674725292570195im	0.29574411977244597 - 0.26747246641855404im	-1.4121029041232258 + 0.4958840269185942im
-0.01668972597739251 + 0.0im	-0.5902854847309591 - 0.19825972869598943im	-0.29973298054238207 + 0.2643726896684223im	0.29973273556809404 - 0.2643726282535193im	-1.413518493261844 + 0.48810297577780093im
-0.01652448116573516 + 0.0im	-0.5894976748525509 - 0.195675856674753im	-0.3036305497557031 + 0.26119132718537025im	0.30363030877283775 - 0.26119126707429957im	-1.4148132075355064 + 0.48027418329067606im
-0.01636087244132194 + 0.0im	-0.5887734586921771 - 0.1930416934732012im	-0.30743451439168873 + 0.2579317640122215im	0.30743427729563316 - 0.2579317050927328im	-1.4159841843937717 + 0.4724018020516086im
-0.016198883605269245 + 0.0im	-0.5881143277931044 - 0.19035977413358954im	-0.3111425173217034 + 0.254597416776661im	0.3111422840069674 - 0.2545973589438796im	-1.41702868464 + 0.46449011600681095im
-0.01603849861907846 + 0.0im	-0.5875216770680851 - 0.1876326876612584im	-0.3147523004094801 + 0.25119178925626173im	0.3147520707693917 - 0.25119173241256376im	-1.4179442215765037 + 0.4565435292735822im
-0.01587970160304798 + 0.0im	-0.5869967859231211 - 0.18486307164714022im	-0.31826176124371724 + 0.2477184649235896im	0.31826153517118 - 0.24771840897846262im	-1.4187284591084381 + 0.448566554746448im
-0.01572247683470097 + 0.0im	-0.586540803154207 - 0.18205360680054303im	-0.32166896514967974 + 0.24418109933406115im	0.3216687425374768 - 0.24418104420394823im	-1.4193793157689003 + 0.4405638025260935im
-0.015566808747228683 + 0.0im	-0.5861547787197122 - 0.17920701140957057im	-0.32497215238303984 + 0.2405834123811743im	0.32497193312410405 - 0.24058335798930636im	-1.419894965968114 + 0.4325399682074225im
-0.01541268192794919 + 0.0im	-0.585839641343514 - 0.1763260357466626im	-0.32816974929713194 + 0.23692918044403333im	0.32816953328504883 - 0.2369291267202443im	-1.4202737992973105 + 0.4244998210633964im
-0.015260081116781376 + 0.0im	-0.5855962974259972 - 0.17341345643678718im	-0.3312602619413921 + 0.23322222845227994im	0.3312600490704159 - 0.23322217533281406im	-1.420514237250237 + 0.41644819216144374im
-0.015108991204734036 + 0.0im	-0.5854251405575503 - 0.17047207080580543im	-0.33424240479286516 + 0.22946642189364483im	0.33424219495831714 - 0.2294663693209503im	-1.4206157209097092 + 0.40838996244921055im
-0.014959397232409936 + 0.0im	-0.5853270787853 - 0.16750469122642914im	-0.3371150850362517 + 0.22566565878929706im	0.337114878134824 - 0.22566560671181138im	-1.4205766607743369 + 0.40033005084626117im
-0.014811284388524689 + 0.0im	-0.5853024656207947 - 0.16451413947904228im	-0.3398773400347337 + 0.2218238616620752im	0.3398771359646824 - 0.22182381003400128im	-1.4203965914634367 + 0.3922734023780247im
-0.014664638008440286 + 0.0im	-0.5853516428257715 - 0.16150324114441908im	-0.3425283885889871 + 0.21794496952243542im	0.3425281872503784 - 0.2179449183035111im	-1.4200750709485366 + 0.38422497638779063im
-0.014519443572713155 + 0.0im	-0.5854748466398815 - 0.15847482004508331im	-0.345067609726106 + 0.21403292989664843im	0.34506741102102506 - 0.21403287905190768im	-1.4196118222826617 + 0.37618973486196894im
-0.014375686705656589 + 0.0im	-0.5856721803469503 - 0.15543169275169im	-0.34749455271034696 + 0.21009169092134136im	0.3474943565430908 - 0.21009164042087308im	-1.4190069032928063 + 0.36817263090304886im
-0.014233353173917414 + 0.0im	-0.5859436483997073 - 0.15237666317038784im	-0.34980892924465523 + 0.20612519352797307im	0.3498087355219106 - 0.2061251433466731im	-1.4182605417550689 + 0.3601785973838084im
-0.014092428885066746 + 0.0im	-0.5862891365794911 - 0.14931251722664118im	-0.35201061138766715 + 0.20213736374021857im	0.35201042001866967 - 0.2021373138575399im	-1.417373235349753 + 0.3522125358152944im
-0.0139528998862047 + 0.0im	-0.5867084229465586 - 0.14624201766045078im	-0.3540996436551285 + 0.1981321051065406im	0.35409945455180747 - 0.19813205550624066im	-1.4163455250294479 + 0.3442793054599346im
-0.013814752362578911 + 0.0im	-0.5872011615879238 - 0.14316789894731577im	-0.35607621398379535 + 0.19411329128945415im	0.35607602706089886 - 0.19411324195934127im	-1.4151783901104698 + 0.3363837127198907im
-0.013677972636216743 + 0.0im	-0.5877669110500093 - 0.14009286235864715im	-0.3579406773123039 + 0.19008475883212353im	0.3579404924875094 - 0.19008470976380326im	-1.4138729060012354 + 0.3285305008293578im
-0.013542547164571032 + 0.0im	-0.5884051272733015 - 0.13701957117463975im	-0.35969353854354863 + 0.18605030012200646im	0.3596933557374351 - 0.18605025131062802im	-1.412430413121098 + 0.32072433987805243im
-0.01340846253917924 + 0.0im	-0.5891151591773632 - 0.13395064606189075im	-0.3613354441746968 + 0.182013656570256im	0.36133526331130866 - 0.18201360801426097im	-1.4108524110947782 + 0.3129698171915383im
-0.013275705484335881 + 0.0im	-0.5898962603154124 - 0.13088866062727272im	-0.36286720612722845 + 0.17797851202453505im	0.3628670271334143 - 0.17797846372540732im	-1.4091405399113428 + 0.3052714280923843im
-0.0131442628557781 + 0.0im	-0.5907475673849313 - 0.12783613715876835im	-0.36428977453700645 + 0.173948486431773im	0.364289597342958 - 0.17394843839379268im	-1.4072968777118433 + 0.2976335670644093im
-0.013014121639384257 + 0.0im	-0.5916681532481501 - 0.1247955425631355im	-0.365604201884717 + 0.1699271297662308im	0.36560402642384937 - 0.169927081996232im	-1.4053234398596515 + 0.29006051934046456im
-0.012885268949885403 + 0.0im	-0.5926569661797588 - 0.12176928450940755im	-0.3668117429945152 + 0.16591791623702526im	0.36681156920356267 - 0.1659178687441574im	-1.4032219426605301 + 0.28255645293232934im
-0.012757692029589507 + 0.0im	-0.5937128746975854 - 0.11875970778635533im	-0.3679136991908919 + 0.16192423878801454im	0.36791352700981683 - 0.1619241915835096im	-1.400996095027214 + 0.2751254111194102im
-0.012631378247118324 + 0.0im	-0.5948347712489056 - 0.11576909088112376im	-0.36891157136193026 + 0.15794940390166196im	0.36891140073401846 - 0.15794935699860835im	-1.3986476617831407 + 0.26777130541095867im
-0.012506315096156757 + 0.0im	-0.5960212696891127 - 0.11279964278535322im	-0.36980694889631965 + 0.15399662671719397im	0.3698067797681017 - 0.15399658013031417im	-1.3961792192919327 + 0.260497908994575im
-0.012382490194214611 + 0.0im	-0.5972710369227824 - 0.10985350003416217im	-0.3706015138441814 + 0.1500690264720354im	0.37060134616542517 - 0.150068980217473im	-1.3935939440233063 + 0.25330885068174946im
-0.012259891281400604 + 0.0im	-0.5985827842412412 - 0.10693272398244592im	-0.3712970896923074 + 0.14616962227417596im	0.37129692341599996 - 0.14616957636928837im	-1.3908948166648496 + 0.24620760935921393im
-0.01213850621920852 + 0.0im	-0.5999548974625126 - 0.10403929832201021im	-0.3718955993283437 + 0.1423013292117766im	0.37189543441084605 - 0.14230128367493602im	-1.3880850128133346 + 0.23919750895286626im
-0.012018322989315365 + 0.0im	-0.6013854985871584 - 0.1011751268421442im	-0.3723987183499038 + 0.13846695480498075im	0.3723985547469899 - 0.1384669096553835im	-1.38516780060256 + 0.23228171390904426im
-0.011899329692391452 + 0.0im	-0.6028735342657625 - 0.09834203143531119im	-0.372809151922538 + 0.13466919580356937im	0.37280898960555997 - 0.1346691510610523im	-1.3821465748447408 + 0.2254632251959721im
-0.01178151454692223 + 0.0im	-0.6044170857565022 - 0.09554175034873752im	-0.3731289510067449 + 0.13091063533276848im	0.37312878993151505 - 0.13091059101763527im	-1.379024802763922 + 0.21874487682624802im
-0.011664865888041812 + 0.0im	-0.6060144228582957 - 0.09277593668179211im	-0.37335994975407555 + 0.12719374038822567im	0.373359789892452 - 0.12719369652108087im	-1.3758060734857371 + 0.2121293328993582im
-0.011549372166378032 + 0.0im	-0.6076638645606469 - 0.09004615712817954im	-0.3735047538487294 + 0.12352085967988892im	0.37350459517152895 - 0.12352081628148197im	-1.3724940366562295 + 0.20561908516134642im
-0.011435021946908942 + 0.0im	-0.6093635448932144 - 0.08735389096112613im	-0.37356567167937194 + 0.11989422182327886im	0.37356551415958483 - 0.11989417891435608im	-1.369092453502024 + 0.19921645107696143im
-0.011321803907830635 + 0.0im	-0.6111116334419726 - 0.08470052925892134im	-0.373545273733171 + 0.11631593387543349im	0.37354511734742885 - 0.1163158914765999im	-1.3656050955043177 + 0.19292357240787839im
-0.011209706839436272 + 0.0im	-0.6129062568707723 - 0.08208737436738812im	-0.37344596938098273 + 0.11278798021163015im	0.37344581410784 - 0.11278793834322047im	-1.3620358226792384 + 0.18674241428891877im
-0.01109871964300621 + 0.0im	-0.614745544912071 - 0.07951563959510198im	-0.37327032517168 + 0.10931222173786986im	0.3732701709922538 - 0.10931218041982858im	-1.3583885354894554 + 0.18067476479258335im
-0.010988831329709119 + 0.0im	-0.6166275590852229 - 0.07698644913645714im	-0.37302093617492055 + 0.10589039543302335im	0.3730207830725963 - 0.10589035468479363im	-1.3546671670780317 + 0.17472223497071937im
-0.010880031019513979 + 0.0im	-0.6185503709685659 - 0.07450083821699896im	-0.37270042389001307 + 0.10252411421351866im	0.3727002718503596 - 0.10252407405394116im	-1.350875681197105 + 0.16888625936069315im
-0.01077230794011285 + 0.0im	-0.6205120180971353 - 0.0720597534547965im	-0.37231143645494985 + 0.09921486711247816im	0.37231128546560555 - 0.09921482755969763im	-1.3470180512035659 + 0.163168096942102im
-0.010665651425854307 + 0.0im	-0.6225105385632168 - 0.06966405343103303im	-0.37185665312660227 + 0.0959640197643007im	0.3718565031771663 - 0.09596398083568304im	-1.3430982797766848 + 0.15756883252881562im
-0.010560050916687432 + 0.0im	-0.6245440458774794 - 0.06731450946243249im	-0.37133875721517895 + 0.09277281518484012im	0.3713386082970625 - 0.09277277689689646im	-1.3391203778140433 + 0.1520893785799771im
-0.010455495957116269 + 0.0im	-0.6266104516726846 - 0.06501180656763042im	-0.3707604533118933 + 0.0896423748365393im	0.37076030541826055 - 0.08964233720485981im	-1.3350883109971161 + 0.14673047741254364im
-0.010351976195164623 + 0.0im	-0.6287078733572345 - 0.06275654461913226im	-0.3701246168342624 + 0.08657369996716704im	0.370124469959805 - 0.0865736630063622im	-1.3310060593133652 + 0.14149270379699655im
-0.010249481381351112 + 0.0im	-0.6308343131758272 - 0.060549239672082464im	-0.36943340333495417 + 0.08356767321014501im	0.36943325747607414 - 0.0835676369337957im	-1.3268775730541855 + 0.1363764679169987im
-0.010148001367674369 + 0.0im	-0.6329878301296864 - 0.05839032546069832im	-0.3686900647133875 + 0.08062506043387395im	0.3686899198676422 - 0.08062502485448862im	-1.3227068044393178 + 0.13138201867303279im
-0.010047526106608286 + 0.0im	-0.6351664775610897 - 0.056280155052898274im	-0.36789708869692517 + 0.07774651282694993im	0.36789694486320096 - 0.07774647795593007im	-1.3184976081647553 + 0.12650944730941835im
-0.009948045650107214 + 0.0im	-0.6373683217938018 - 0.0542190026533794im	-0.36705715412151607 + 0.07493256920571639im	0.3670570112998974 - 0.07493253505332807im	-1.3142538603791316 + 0.12175869134356081im
-0.009849550148621003 + 0.0im	-0.6395915319551982 - 0.052207065545171946im	-0.3661729072757782 + 0.07218365853022078im	0.3661727654673385 - 0.07218362510557438im	-1.3099792994476493 + 0.11712953877586287im
-0.009752029850119805 + 0.0im	-0.6418342005800013 - 0.05024446615951874im	-0.365246953776944 + 0.06950010261433905im	0.3652468129837225 - 0.06950006992537475im	-1.3056778352067804 + 0.11262163255839032im
-0.00965547509912852 + 0.0im	-0.6440944238632945 - 0.04833125426379223im	-0.3642819191255894 + 0.06688211901558837im	0.36428177935045347 - 0.06688208706906824im	-1.301352978866049 + 0.1082344753001621im
-0.009559876335770812 + 0.0im	-0.6463704091958006 - 0.04646740925707934im	-0.3632803254159397 + 0.06432982408997968im	0.36328018666249556 - 0.06432979289148556im	-1.2970084078784305 + 0.10396743418679766im
-0.009465224094822587 + 0.0im	-0.6486603614747368 - 0.04465284256301434im	-0.3622447104452204 + 0.061843236197152734im	0.362244572717712 - 0.061843205751089585im	-1.2926476689535138 + 0.0998197460922254im
-0.009371509004774839 + 0.0im	-0.6509625199285958 - 0.042887400109449324im	-0.36117755150797964 + 0.05942227904099474im	0.3611774148111883 - 0.059422249350599754im	-1.288274233954292 + 0.09579052286020943im
-0.00927872178690578 + 0.0im	-0.6532751527899316 - 0.041170864884588466im	-0.36008128480363505 + 0.057066785130964026im	0.3600811491427899 - 0.05706675619831986im	-1.283891433518603 + 0.09187875673360306im
-0.009186853254362158 + 0.0im	-0.6555966117080707 - 0.03950295955930042im	-0.35895828704188065 + 0.054776499349417966im	0.35895815242258056 - 0.05477647117547138im	-1.2795027545421094 + 0.0880833259094687im
-0.009095894311249662 + 0.0im	-0.6579251865242428 - 0.03788334916544322im	-0.3578108843111809 + 0.052551082610384055im	0.35781075073931135 - 0.05255105519496781im	-1.2751112290392628 + 0.08440300019852205im
