-2.0	8.579821784575468e-7	-2.1408208837322502e-10	-2.110711895838547e-10	2.021331198764063e-6
-1.98019801980198	9.082955135463188e-7	-2.273152908957321e-10	-2.2406865154715825e-10	2.1382836313585943e-6
-1.96059209881384	9.61269049597334e-7	-2.4126351384044917e-10	-2.377803576462568e-10	2.261591384688781e-6
-1.94118029585529	1.0169695210864588e-6	-2.5596633052893856e-10	-2.5223495150386056e-10	2.391279308241882e-6
-1.92196068896563	1.075517277739618e-6	-2.7145838279494267e-10	-2.6746721428738e-10	2.5276457464983183e-6
-1.9029313752135	1.1370359433372162e-6	-2.877757048297124e-10	-2.835131771028925e-10	2.670996175185212e-6
-1.88409047050841	1.201652949651196e-6	-3.0495569061959e-10	-3.0041023265293226e-10	2.8216468746967123e-6
-1.86543610941427	1.269500308565781e-6	-3.230371143159592e-10	-3.1819716945314733e-10	2.979926006225299e-6
-1.84696644496462	1.340713909673581e-6	-3.4206018954820266e-10	-3.3691427520044483e-10	3.1461741994445895e-6
-1.82867964847983	1.415434513368445e-6	-3.6206656213245394e-10	-3.566032970370459e-10	3.320745112682798e-6
-1.81057390938597	1.493807220424266e-6	-3.830993768468548e-10	-3.773075643483631e-10	3.504005787382748e-6
-1.79264743503561	1.5759818468156752e-6	-4.0520332952642023e-10	-3.990720022581541e-10	3.6963371815334344e-6
-1.77489845053031	1.6621130344553416e-6	-4.284246937311246e-10	-4.219431867408868e-10	3.898134576089759e-6
-1.75732519854486	1.7523602446017237e-6	-4.5281136992969276e-10	-4.459693946644894e-10	4.109808032378236e-6
-1.73992593915333	1.846887956311066e-6	-4.784129299847453e-10	-4.712006517684352e-10	4.331782853667831e-6
-1.72269894965676	1.945865777072458e-6	-5.052806625271107e-10	-4.97688791762281e-10	4.564500046139673e-6
-1.70564252441263	2.049468563175809e-6	-5.334676269032186e-10	-5.254874847780236e-10	4.808416804271999e-6
-1.68875497466597	2.1578762284315432e-6	-5.63028703794147e-10	-5.546523583589682e-10	5.064006958115636e-6
-1.67203462838215	2.271274605173236e-6	-5.940206315301877e-10	-5.852409643166961e-10	5.331761522129104e-6
-1.65547983008134	2.3898547869357337e-6	-6.265020720194749e-10	-6.173128975732943e-10	5.612189152564479e-6
-1.63908894067459	2.513813643523012e-6	-6.605336736154332e-10	-6.509298512381177e-10	5.905816669159902e-6
-1.62286033730158	2.6433537614322564e-6	-6.961780964260095e-10	-6.861556624956778e-10	6.213189359708786e-6
