w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
-0.0029843622772878988 + 0.0im	-0.9794762422247655 - 0.027383687687931597im	-0.0002868735220446981 + 0.0037062218709191233im	-0.0001351672088185929 + 0.0018003018316164949im	-0.9698796953813781 - 0.05467558878989165im
-0.0029548141359286126 + 0.0im	-0.9795696785943363 - 0.027394887825499686im	-0.0002904632005799338 + 0.003744772227211519im	-0.0001369736722438441 + 0.0018191754445723888im	-0.9700641294758853 - 0.05470777805457739im
-0.002925558550424369 + 0.0im	-0.9796619346166489 - 0.027405996408542542im	-0.0002940723964300032 + 0.003783691096027939im	-0.00013878914157860241 + 0.0018382298325867314im	-0.9702462736036865 - 0.05473962741705909im
-0.0028965926241825432 + 0.0im	-0.9797530726444305 - 0.02741699404668829im	-0.0002976983075835236 + 0.003822983997925003im	-0.00014061228128507298 + 0.0018574677116831948im	-0.970426210402774 - 0.054771098797826184im
-0.0028679134892896467 + 0.0im	-0.979843071390269 - 0.027427862483285353im	-0.0003013382844773177 + 0.0038626568129136265im	-0.00014244185078098225 + 0.0018768919731958552im	-0.9706039720041885 - 0.05480215663334697im
-0.002839518306227373 + 0.0im	-0.9799319892852923 - 0.02743858476277639im	-0.00030498990559046474 + 0.003902715776437245im	-0.00014427647082559055 + 0.0018965056817096004im	-0.9707795762507873 - 0.05483276819649528im
-0.0028114042635914585 + 0.0im	-0.9800198331879579 - 0.027449145387840875im	-0.0003086506570658257 + 0.003943167472852096im	-0.00014611512918282011 + 0.0019163120717837618im	-0.9709530681574763 - 0.0548629038945522im
-0.002783568577813325 + 0.0im	-0.9801066284821356 - 0.02745953046503899im	-0.00031231835604771265 + 0.003984018826421152im	-0.00014795670225249715 + 0.0019363145434653085im	-0.9711245439246762 - 0.05489253754239485im
-0.00275600849288448 + 0.0im	-0.9801924018300782 - 0.027469727837778183im	-0.00031599097615914135 + 0.004025277089853704im	-0.00014980021225246274 + 0.0019565166566078377im	-0.97129403698287 - 0.054921646608687036im
-0.0027287212800836437 + 0.0im	-0.9802772112344451 - 0.027479727205526494im	-0.00031966671860688187 + 0.004066949830443046im	-0.00015164479337717652 + 0.0019769221240225634im	-0.9714616084160408 - 0.05495021243309801im
-0.002701704237706578 + 0.0im	-0.980360993671068 - 0.027489520228305496im	-0.0003233440046695951 + 0.0041090449138751865im	-0.0001534897284502278 + 0.0019975348034975498im	-0.9716273239294646 - 0.05497822041281034im
-0.002674954690798592 + 0.0im	-0.980443869958806 - 0.027499100615612004im	-0.0003270216122218949 + 0.004151570485801654im	-0.00015533434786251242 + 0.002018358688731073im	-0.9717911995068247 - 0.05500566015682056im
-0.002648469990889695 + 0.0im	-0.9805258405260872 - 0.02750846419904245im	-0.0003306985291631859 + 0.004194534951289295im	-0.0001571782299509146 + 0.002039397899234821im	-0.9719533397504991 - 0.05503252560679324im
-0.002622247515732371 + 0.0im	-0.9806069350509063 - 0.027517608988022246im	-0.0003343740859681375 + 0.004237946952279116im	-0.0001590210399660655 + 0.002060656669271733im	-0.97211380109354 - 0.055058815123496696im
-0.0025962846690419515 + 0.0im	-0.9806871840878421 - 0.027526535208176446im	-0.0003380479449342674 + 0.004281815343204647im	-0.0001608626746714134 + 0.002082139335902444im	-0.9722726394891352 - 0.05508453153812154im
-0.0025705788802395557 + 0.0im	-0.9807666181658936 - 0.027535245322014998im	-0.00034172011429031685 + 0.004326149164937843im	-0.00016270310752783217 + 0.002103850326222689im	-0.9724299164761517 - 0.05510968216806076im
-0.00254512760419758 + 0.0im	-0.980845282815494 - 0.02754374403174713im	-0.0003453909674840525 + 0.004370957617247032im	-0.0001645425382338012 + 0.0021257941438819483im	-0.9725857133475909 - 0.05513427879701603im
-0.002519928320987703 + 0.0im	-0.9809231616366928 - 0.02755203826417774im	-0.00034906124779903255 + 0.00441625002996649im	-0.00016638138086745336 + 0.0021479753549811754im	-0.9727400272241552 - 0.05515833761957355im
-0.0024949785356313888 + 0.0im	-0.9810003307352188 - 0.02756013713778265im	-0.00035273208649863494 + 0.004462035833091224im	-0.0001682201823128994 + 0.002170398573453906im	-0.9728929799718682 - 0.055181879150676454im
-0.0024702757778528603 + 0.0im	-0.9810768025173726 - 0.027568051912197702im	-0.00035640498982953984 + 0.004508324526022732im	-0.0001700596974889745 + 0.002193068446041185im	-0.9730446291800857 - 0.05520492810069774im
-0.0024458176018345153 + 0.0im	-0.9811526351073708 - 0.027575795920495524im	-0.00036008188106729806 + 0.004555125646202273im	-0.00017190088470434248 + 0.0022159896369758343im	-0.9731949680142047 - 0.05522751321708902im
-0.0024216015859747676 + 0.0im	-0.9812277932861623 - 0.027583384484758933im	-0.00036376500227537254 + 0.004602448737377052im	-0.00017374488781071463 + 0.002239166812495845im	-0.973344105155134 - 0.055249667093844004im
-0.002397625332648285 + 0.0im	-0.9813023048318423 - 0.02759083481558922im	-0.00036745704862327843 + 0.004650303317751714im	-0.00017559301393780044 + 0.0022626046253101445im	-0.9734920859043533 - 0.05527142595026704im
-0.0023738864679685987 + 0.0im	-0.9813762472643573 - 0.02759816589631448im	-0.00037116111483578255 + 0.004698698848282922im	-0.00017744675963033243 + 0.0022863076991423564im	-0.9736389050079028 - 0.05529282938077998im
-0.002350382641553068 + 0.0im	-0.9814496207377255 - 0.027605398352780447im	-0.00037488056833204437 + 0.004747644701377426im	-0.00017930785200027065 + 0.002310280613479669im	-0.9737846680026646 - 0.05531392007772551im
-0.002327111526290166 + 0.0im	-0.9815224664140453 - 0.027612554309718342im	-0.00037861928936957996 + 0.004797150130255569im	-0.00018117817316183447 + 0.0023345278886543063im	-0.9739293882222546 - 0.055334743529334804im
-0.0023040708181090754 + 0.0im	-0.981594746666064 - 0.027619657234788757im	-0.00038238135884056354 + 0.004847224239240602im	-0.0001830596693266159 + 0.0023590539713846197im	-0.9740730928695888 - 0.055355347695221484im
-0.0022812582357515598 + 0.0im	-0.9816664935279676 - 0.027626731771492892im	-0.000386171310618548 + 0.004897875955231202im	-0.00018495465531093936 + 0.0023838632209009915im	-0.9742158310361271 - 0.055375782661936636im
-0.0022586715205460987 + 0.0im	-0.9817377625080261 - 0.02763380356222987im	-0.00038999391786679585 + 0.0049491140006091im	-0.00018686548166990387 + 0.002408959895779227im	-0.9743575842973381 - 0.055396100281270726im
-0.002236308436184256 + 0.0im	-0.9818085201294195 - 0.027640899062850787im	-0.000393854229300492 + 0.005000946867826162im	-0.00018879455662671515 + 0.0024343481416003im	-0.9744984263905155 - 0.055416353794123456im
-0.0022141667684992634 + 0.0im	-0.981878792223131 - 0.027648045350126226im	-0.0003977575864777456 + 0.005053382795905561im	-0.0001907445172276557 + 0.0024600319795505354im	-0.9746383597477537 - 0.055436597442865346im
-0.0021922443252467955 + 0.0im	-0.9819485546172937 - 0.02765526992359363im	-0.0004017096708351085 + 0.005106429749080145im	-0.00019271821763604868 + 0.002486015296070617im	-0.9747773856711419 - 0.055456886075204166im
-0.0021705389358879163 + 0.0im	-0.9820178727944194 - 0.027662600503294176im	-0.0004057160228062335 + 0.005160095397777073im	-0.00019471828733313607 + 0.0025123018336550133im	-0.9749155244711448 - 0.0554772747426282im
-0.0021490484513741743 + 0.0im	-0.9820867147638083 - 0.027670064824934264im	-0.00040978287210023987 + 0.005214387102142522im	-0.0001967478397850025 + 0.0025388951828957946im	-0.9750527723263797 - 0.05549781829653279im
-0.0021277707439348263 + 0.0im	-0.9821550818686622 - 0.02767769043402579im	-0.0004139162344820549 + 0.005269311898282492im	-0.00019880978164731167 + 0.0025657987758562497im	-0.9751890952634205 - 0.05551857098515047im
-0.0021067037068661647 + 0.0im	-0.9822229706725127 - 0.027685504480560938im	-0.0004181224532305358 + 0.0053248764873769245im	-0.00020090723378589936 + 0.002593015880850346im	-0.9753245526435708 - 0.055539586054389294im
-0.0020858452543229353 + 0.0im	-0.9822903770403693 - 0.02769353351577018im	-0.0004224075174323911 + 0.0053810872278032915im	-0.00020304317468887887 + 0.002620549598693975im	-0.9754590753930878 - 0.05556091535564584im
-0.002065193321111817 + 0.0im	-0.9823573037738883 - 0.027701803292491844im	-0.00042677807215359267 + 0.0054379501303841535im	-0.0002052207608466351 + 0.002648402860483115im	-0.9755926975812447 - 0.055582608963596965im
-0.0020447458624869475 + 0.0im	-0.9824237313849545 - 0.02771033857064737im	-0.00043124049091633964 + 0.005495470856849407im	-0.00020744310244395886 + 0.002676578426942614im	-0.9757253341454798 - 0.05560471480688844im
-0.002024500853947473 + 0.0im	-0.9824896275548642 - 0.027719162929274396im	-0.00043580087133701764 + 0.005553654721579893im	-0.0002097132820826917 + 0.002705078889377417im	-0.9758570216150606 - 0.05562727831452855im
-0.002004456291037102 + 0.0im	-0.9825549672786024 - 0.027728298586513215im	-0.0004404655766572318 + 0.005612506696673558im	-0.00021203435884330514 + 0.002733906672245723im	-0.9759877037656023 - 0.05565034208066332im
-0.0019846101891456453 + 0.0im	-0.9826198032370953 - 0.027737766228875752im	-0.00044524063622114837 + 0.005672031420349462im	-0.0002144092280055046 + 0.002763064037360803im	-0.9761173663575744 - 0.05567394555025944im
-0.0019649605833125202 + 0.0im	-0.9826840768782527 - 0.027747584851051197im	-0.0004501324095927217 + 0.005732233208678512im	-0.00021684114363905072 + 0.002792553089715472im	-0.9762459611090577 - 0.0556981247280476im
-0.0019455055280321982 + 0.0im	-0.9827477219630698 - 0.027757771607415323im	-0.00045514637016910253 + 0.005793116070603168im	-0.00021933261025533445 + 0.0028223757849100634im	-0.9763734277278446 - 0.05572291191289151im
-0.0019262430970615823 + 0.0im	-0.9828108059085452 - 0.027768341676316654im	-0.000460288276970496 + 0.005854683726181571im	-0.0002218865223332561 + 0.0028525339381517967im	-0.9764997806514951 - 0.05574833545953888im
-0.0019071713832292895 + 0.0im	-0.9828732313623842 - 0.02777930813811049im	-0.00046556345719338347 + 0.00591693962796516im	-0.00022450546190665895 + 0.0028830292347805132im	-0.976624907955071 - 0.05577441956949366im
-0.0018882884982468213 + 0.0im	-0.9829350190248342 - 0.02779068186780123im	-0.00047097700465184274 + 0.005979886985392603im	-0.00022719191008379344 + 0.0029138632422630382im	-0.9767488294833326 - 0.055801184112512135im
-0.0018695925725216052 + 0.0im	-0.9829961292716374 - 0.027802471443039118im	-0.00047653372165524426 + 0.006043528792057668im	-0.0002299482252726487 + 0.002945037423586052im	-0.9768714617991118 - 0.055828644479983515im
-0.0018510817549718863 + 0.0im	-0.9830565346818133 - 0.027814683068095265im	-0.00048223824027685246 + 0.006107867855683858im	-0.00023277663244522005 + 0.002976553151965345im	-0.9769927708736681 - 0.0558568114711997im
-0.0018327542128434519 + 0.0im	-0.9831162098830056 - 0.027827320514314725im	-0.00048809448366483817 + 0.006172906830615322im	-0.0002356790449976867 + 0.0030084117267780257im	-0.9771127049665589 - 0.05588569121326255im
-0.0018146081315281702 + 0.0im	-0.9831751278101221 - 0.027840385077419087im	-0.0004941062360463303 + 0.006238648252611399im	-0.00023865731697234318 + 0.003040614390613333im	-0.977231236361843 - 0.05591528511510794im
-0.001796641714384327 + 0.0im	-0.9832332596324203 - 0.02785387555189923im	-0.0005002768113894526 + 0.006305094575711367im	-0.0002417130587885426 + 0.003073162347327811im	-0.9773482491611831 - 0.05594558985586272im
-0.0017788531825587396 + 0.0im	-0.9832905793180994 - 0.02786778822260792im	-0.000506609201045859 + 0.006372248210917305im	-0.0002448477097759567 + 0.0031060567809813im	-0.9774637610966487 - 0.05597659740748143im
-0.0017612407748106333 + 0.0im	-0.983347059397062 - 0.027882116873531464im	-0.0005131058750209433 + 0.006440111566425729im	-0.0002480624794279358 + 0.003139298875522005im	-0.9775777021215202 - 0.05600829509134297im
-0.0017438027473372607 + 0.0im	-0.9834026740309365 - 0.027896852813587787im	-0.0005197689234085881 + 0.006508687089123794im	-0.00025135837894176694 + 0.003172889835081632im	-0.9776900273488391 - 0.05604066566823015im
-0.0017265373736012482 + 0.0im	-0.9834573953190057 - 0.027911984919172426im	-0.0005265999135578213 + 0.006577977307053053im	-0.000254736111107513 + 0.0032068309047354206im	-0.9778006877161648 - 0.05607368746085389im
-0.0017094429441596518 + 0.0im	-0.9835111990012981 - 0.027927499693047454im	-0.0005336001310326628 + 0.00664798487253375im	-0.0002581963951922862 + 0.0032411233915768892im	-0.9779096421648149 - 0.05610733450784355im
-0.0016925177664947047 + 0.0im	-0.983564060426208 - 0.02794338133904899im	-0.0005407703108156944 + 0.006718712605634124im	-0.0002617395313669857 + 0.003275768685953331im	-0.9780168489506528 - 0.056141576747881464im
-0.0016757601648462422 + 0.0im	-0.983615957437926 - 0.02795961185197332im	-0.0005481107786708398 + 0.006790163537664573im	-0.00026536566989446807 + 0.0033107682827056228im	-0.9781222714288427 - 0.05617638023244152im
-0.0016591684800457843 + 0.0im	-0.9836668967999992 - 0.027976171121891907im	-0.0005556213776282863 + 0.006862340954373531im	-0.00026907476570372466 + 0.003346123802254598im	-0.9782258928736136 - 0.05621170736537458im
-0.0016427410693522616 + 0.0im	-0.9837167670873791 - 0.027993037052043847im	-0.0005633016226742013 + 0.00693524843852215im	-0.0002728665006721043 + 0.0033818370113763998im	-0.9783276376188053 - 0.05624751716739363im
-0.001626476306289368 + 0.0im	-0.9837656418901904 - 0.02801018568935878im	-0.0005711505892444963 + 0.007008889911517872im	-0.0002767404390884732 + 0.0034179098435108057im	-0.9784274749507506 - 0.05628376556333006im
-0.0016103725804845228 + 0.0im	-0.98381347386175 - 0.02802759136657833im	-0.0005791668938028413 + 0.007083269673792502im	-0.00028069590605183775 + 0.0034543444184491163im	-0.9785254289311794 - 0.056320405689872774im
-0.0015944282975094285 + 0.0im	-0.983860245150204 - 0.02804522685486546im	-0.0005873489830014005 + 0.007158392443618906im	-0.0002847321362018893 + 0.003491143061252609im	-0.9786214475540276 - 0.056357388221363686im
-0.0015786418787222065 + 0.0im	-0.9839059625053783 - 0.02806306352572419im	-0.000595694980047966 + 0.0072342633940718545im	-0.00028884820707958804 + 0.003528308320257957im	-0.978715544498021 - 0.05639466171110045im
-0.0015630117611110956 + 0.0im	-0.9839505961947442 - 0.028081071520995024im	-0.0006042025076712839 + 0.007310888187852im	-0.00029304295144334314 + 0.003565842984032826im	-0.9788076395019697 - 0.05643217294550203im
-0.0015475363971396987 + 0.0im	-0.9839940933639989 - 0.028099219929643558im	-0.0006128690203691464 + 0.007388273009708908im	-0.00029731512211348245 + 0.0036037500971530774im	-0.9788977967625677 - 0.05646986730841354im
-0.001532214254593761 + 0.0im	-0.9840365229020601 - 0.02811747697002452im	-0.0006216915133485137 + 0.007466424596217706im	-0.00030166325203945514 + 0.0036420329746820876im	-0.9789859620201817 - 0.05650768915277693im
-0.0015170438164294664 + 0.0im	-0.9840778506362792 - 0.02813581017627725im	-0.0006306672336627847 + 0.007545350262685408im	-0.00030608598480031654 + 0.0036806952152434887im	-0.9790721302285597 - 0.056545582176860475im
-0.001502023580623234 + 0.0im	-0.9841180751405719 - 0.028154186587495075im	-0.0006397932293944269 + 0.007625057926986529im	-0.00031058187726277906 + 0.0037197407125897745im	-0.9791563498629489 - 0.05658348980223447im
-0.001487152060023004 + 0.0im	-0.9841571970456103 - 0.028172572938308584im	-0.0006490660919338343 + 0.0077055561301530556im	-0.00031514927320516745 + 0.0037591736655820797im	-0.9792386079599623 - 0.05662135555069468im
-0.001472427782200994 + 0.0im	-0.9841952192104747 - 0.028190935849530002im	-0.0006584823933736254 + 0.007786854053571497im	-0.0003197864940192625 + 0.003798998586509667im	-0.9793189176013735 - 0.05665912341737585im
-0.0014578492893079149 + 0.0im	-0.9842321787596668 - 0.028209242017525022im	-0.0006680387596664742 + 0.007868961532668566im	-0.0003244918951048027 + 0.003839220307692004im	-0.9793973129388643 - 0.056696738237353356im
-0.0014434151379286286 + 0.0im	-0.9842679913287055 - 0.028227458401008872im	-0.0006777320317143815 + 0.00795188906699778im	-0.0003292639243050712 + 0.0038798439863210526im	-0.9794737707620265 - 0.056734146043118036im
-0.0014291238989392362 + 0.0im	-0.9843027582335628 - 0.02824555240400262im	-0.0006875587798000898 + 0.008035647826670591im	-0.00033410092974114935 + 0.003920875107517074im	-0.9795483611138218 - 0.0567712944104088im
-0.0014149741573655805 + 0.0im	-0.9843364620554585 - 0.028263492053735413im	-0.0006975159471870564 + 0.008120249655108575im	-0.0003390014149213069 + 0.0039623194855869775im	-0.9796211003438928 - 0.0568081327900095im
-0.001400964512243149 + 0.0im	-0.9843691195550126 - 0.028281246172338098im	-0.0007076002736669236 + 0.008205707068125997im	-0.0003439637775710361 + 0.004004183263490495im	-0.9796920459935631 - 0.05684461282325981im
-0.0013870935764783653 + 0.0im	-0.9844007736074142 - 0.02829878454124121im	-0.0007178087984171366 + 0.00829203324938588im	-0.0003489866108428672 + 0.004046472910535943im	-0.9797611902938327 - 0.05688068863918532im
-0.0013733599767112527 + 0.0im	-0.98443135557976 - 0.02831607805726609im	-0.0007281392675020593 + 0.008379242042306204im	-0.00035406878124852944 + 0.0040891952183435025im	-0.9798285740722104 - 0.05691631713132722im
-0.0013597623531794582 + 0.0im	-0.9844610065019678 - 0.028333098879481957im	-0.0007385891132288886 + 0.008467347938526075im	-0.0003592090357056002 + 0.004132357295130546im	-0.979894292694422 - 0.05695145821253929im
-0.001346299359583622 + 0.0im	-0.9844896589960677 - 0.028349820565990645im	-0.0007491565225445651 + 0.008556366063074805im	-0.00036440665158575297 + 0.0041759665583891966im	-0.9799583600616268 - 0.05698607504622073im
-0.0013329696629540812 + 0.0im	-0.9845173365597488 - 0.02836621819989804im	-0.0007598393505906374 + 0.00864631215641865im	-0.0003696604489138897 + 0.004220030726042339im	-0.9800208317406742 - 0.05702013425266353im
-0.0013197719435188923 + 0.0im	-0.984544128644758 - 0.028382268503829994im	-0.0007706365316187476 + 0.008737202553590982im	-0.0003749699173599026 + 0.00426455780617897im	-0.980081754810695 - 0.05705360608941428im
-0.0013067048945731607 + 0.0im	-0.9845700296267971 - 0.02839794994245676im	-0.0007815470758669315 + 0.008829054160641102im	-0.0003803346627680999 + 0.0043095560854844814im	-0.980141194974233 - 0.05708646460477684im
-0.001293767222349664 + 0.0im	-0.9845950697725379 - 0.028413242812596183im	-0.0007925706160218844 + 0.00892188442866481im	-0.00038575440815378674 + 0.004355034116494878im	-0.9801992021647477 - 0.057118687763812535im
-0.0012809576458907563 + 0.0im	-0.9846192935323107 - 0.028428129320577686im	-0.0008037073771351648 + 0.009015711325705748im	-0.0003912293737538886 + 0.004401000703816573im	-0.9802558345731678 - 0.05715025754643158im
-0.001268274896921541 + 0.0im	-0.9846427181641287 - 0.02844259364665693im	-0.0008149576728643089 + 0.009110553306840116im	-0.0003967596434021944 + 0.004447464889465003im	-0.9803111539153724 - 0.057181160017404406im
-0.001255717719724298 + 0.0im	-0.9846653449109419 - 0.0284566219963849im	-0.0008263226482718629 + 0.009206429282778855im	-0.00040234590736442527 + 0.004494435937485563im	-0.9803652281348372 - 0.05721138536835482im
-0.0012432848710141563 + 0.0im	-0.9846872519920801 - 0.028470202638944123im	-0.0008378039055442468 + 0.009303358587339607im	-0.000407988912025844 + 0.004541923318029436im	-0.9804180796822195 - 0.057240927932029506im
-0.0012309751198159964 + 0.0im	-0.984708472216821 - 0.028483325932572592im	-0.0008494035741801781 + 0.009401360944156922im	-0.00041368976559953214 + 0.004589936691064545im	-0.9804697891206025 - 0.057269786169365566im
-0.0012187872473425707 + 0.0im	-0.9847290109327087 - 0.02849598433730277im	-0.0008611244580975312 + 0.009500456433011468im	-0.00041944975853385196 + 0.004638485889907976im	-0.9805204346709671 - 0.05729796263009547im
-0.0012067200468738324 + 0.0im	-0.9847488851246923 - 0.028508172415345118im	-0.0008729698276120556 + 0.00960066545616872im	-0.0004252705566242037 + 0.004687580904770795im	-0.9805700596896214 - 0.05732546388784146im
-0.0011947723236374577 + 0.0im	-0.984768189713912 - 0.02851988681954208im	-0.0008849435647844758 + 0.009702008705123466im	-0.00043115407637399486 + 0.004737231866509066im	-0.9806187243699177 - 0.05735230045084911im
-0.0011829428946905523 + 0.0im	-0.9847869290815617 - 0.02853112627041265im	-0.0008970501258337381 + 0.009804507128149335im	-0.00043710251470573125 + 0.004787449030776173im	-0.9806664856637541 - 0.057378486649702125im
-0.001171230588802527 + 0.0im	-0.984805135902074 - 0.028541891522392858im	-0.0009092947944453657 + 0.00990818189905154im	-0.0004431185188215073 + 0.004838242762771054im	-0.9807134039050242 - 0.05740404050352984im
-0.0011596342463391356 + 0.0im	-0.9848228464420405 - 0.028552185319957887im	-0.0009216827598559442 + 0.010013054387516518im	-0.00044920450671856883 + 0.004889623522774673im	-0.9807595241040228 - 0.05742898356638282im
-0.001148152719147659 + 0.0im	-0.9848400920398941 - 0.02856201234438346im	-0.0009342201966343837 + 0.01011914613144404im	-0.0004553636516984132 + 0.0049416018526630455im	-0.9808049018519251 - 0.057453340755591435im
-0.0011367848704432267 + 0.0im	-0.9848569056540446 - 0.0285713791519692im	-0.0009469139548491239 + 0.01022647881163583im	-0.0004615992575694019 + 0.0049941883635794115im	-0.980849605244866 - 0.0574771401640512im
-0.001125529574696264 + 0.0im	-0.984873319347377 - 0.028580294104602im	-0.0009597711394728582 + 0.01033507422919914im	-0.00046791484963491277 + 0.005047393724940505im	-0.9808936497095858 - 0.05750041285848347im
-0.0011143857175210535 + 0.0im	-0.9848893643746267 - 0.028588767293585796im	-0.0009727995186424223 + 0.010444954286005127im	-0.000474314242546204 + 0.005101228654942834im	-0.9809370966870299 - 0.057523192665809963im
-0.0011033521955653995 + 0.0im	-0.9849050713319438 - 0.028596810457700406im	-0.0009860072669262802 + 0.010556140968519763im	-0.0004808014144125822 + 0.005155703912723769im	-0.9809799893924185 - 0.05754551594984711im
-0.0010924279164013857 + 0.0im	-0.9849204699215839 - 0.028604436896483253im	-0.0009994030152510975 + 0.010668656335299257im	-0.00048738061801015974 + 0.005210830292319916im	-0.9810223503301221 - 0.057567421380573795im
-0.0010816117984172135 + 0.0im	-0.9849355879754251 - 0.02861166137974417im	-0.0010129958154227918 + 0.010782522508413621im	-0.0004940562938228195 + 0.0052666186185510834im	-0.9810642541617295 - 0.05758894969825662im
-0.0010709027707101124 + 0.0im	-0.9849504534295743 - 0.028618500054335274im	-0.0010267951322477167 + 0.0108977616690303im	-0.0005008330339837071 + 0.005323079744942881im	-0.9811057144751067 - 0.05761014347472035im
-0.0010602997729803093 + 0.0im	-0.9849650926337419 - 0.028624970349196217im	-0.0010408108223519986 + 0.01101439605735568im	-0.0005077157706855783 + 0.005380224553783972im	-0.9811467820852551 - 0.0576310468740397im
-0.001049801755426049 + 0.0im	-0.9849795302110169 - 0.028631090879685586im	-0.0010550530636718165 + 0.01113244797709531im	-0.0005147094433729523 + 0.005438063958396211im	-0.9811874323559853 - 0.05765170541489534im
-0.0010394076786396523 + 0.0im	-0.9849938201064441 - 0.0286368813521905im	-0.001069532405923649 + 0.011251939804554746im	-0.0005218192223260024 + 0.005496608907676624im	-0.981227764508177 - 0.05767216573678351im
-0.0010291165135046063 + 0.0im	-0.9850078970435854 - 0.028642362469977988im	-0.0010842594545991653 + 0.011372894002462173im	-0.0005290503538668829 + 0.00555587039295032im	-0.9812677250452235 - 0.05769247537219457im
-0.0010189272410936695 + 0.0im	-0.9850218706070789 - 0.028647555841213885im	-0.0010992453176486873 + 0.011495333138550853im	-0.0005364081306035621 + 0.00561585945715235im	-0.981307399539196 - 0.057712682526787594im
-0.0010088388525679897 + 0.0im	-0.9850357306286683 - 0.0286524838900309im	-0.0011145008557052495 + 0.01161927990889606im	-0.0005438980532643884 + 0.005676587206335261im	-0.9813467677262251 - 0.05773283586947729im
-0.0009988503490772176 + 0.0im	-0.9850494988444857 - 0.028657169771472073im	-0.0011300385792607887 + 0.011744757165955588im	-0.0005515261354240011 + 0.005738064823476854im	-0.981385863631637 - 0.05775298433422689im
-0.0009889607416606115 + 0.0im	-0.9850631904447513 - 0.028661637291077603im	-0.00114587062260258 + 0.011871787951217816im	-0.0005592983687719281 + 0.005800303584540535im	-0.9814246882817138 - 0.05777317693519831im
-0.0009791690511491203 + 0.0im	-0.9850768539640229 - 0.028665910829812877im	-0.0011620069474920277 + 0.012000395532314788im	-0.0005672195444819236 + 0.005863314876718002im	-0.981463266717085 - 0.0577934625967592im
-0.0009694743080684359 + 0.0im	-0.9850904142509425 - 0.028670015274963982im	-0.001178460604014521 + 0.012130603444412323im	-0.0005752962188083194 + 0.005927110218761637im	-0.981501553958651 - 0.05781388999967902im
-0.0009598755525430058 + 0.0im	-0.985103974939242 - 0.028673975957546734im	-0.0011952435687719017 + 0.012262435535643147im	-0.0005835340549503108 + 0.005991701283291631im	-0.9815396109815934 - 0.057834507444669454im
-0.0009503718342009958 + 0.0im	-0.9851175209513876 - 0.02867781859669187im	-0.0012123680500402511 + 0.012395916016304563im	-0.000591939227396286 + 0.006057099920941151im	-0.9815774219349556 - 0.05785536273423689im
-0.0009409622120801938 + 0.0im	-0.9851310606641045 - 0.028681569251382353im	-0.0012298473440530606 + 0.012531069511498153im	-0.0006005180943603306 + 0.006123318186181118im	-0.9816149792501123 - 0.05787650307362345im
-0.0009316457545348453 + 0.0im	-0.9851446101834235 - 0.028685254279827353im	-0.0012476930454254328 + 0.012667921116847156im	-0.0006092763792353612 + 0.006190368364645993im	-0.9816523106157138 - 0.0578979749914081im
-0.0009224215391434112 + 0.0im	-0.9851581771781616 - 0.028688900306664936im	-0.0012659183004372178 + 0.012806496456886057im	-0.0006182205153025006 + 0.006258263001761781im	-0.981689349380097 - 0.057919824280141134im
-0.0009132886526172388 + 0.0im	-0.9851717709932474 - 0.02869253419809247im	-0.0012845360110832443 + 0.012946821745679233im	-0.0006273567978671739 + 0.006327014932458999im	-0.9817261407155403 - 0.05794209595717351im
-0.0009042461907101375 + 0.0im	-0.9851853986226872 - 0.028696183044928523im	-0.0013035593448964583 + 0.013088923849189187im	-0.0006366916606943842 + 0.006396637311735743im	-0.981762665797682 - 0.05796483424564017im
-0.000895293258128849 + 0.0im	-0.9851990693222986 - 0.028699874153515766im	-0.0013230015982334008 + 0.01323283034888159im	-0.0006462317452669055 + 0.00646714364581962im	-0.9817989212795553 - 0.057988082575346885im
-0.0008864289684444049 + 0.0im	-0.9852127890554337 - 0.028703635044283273im	-0.0013428764263513937 + 0.013378569606024524im	-0.0006559835438161759 + 0.006538547823662871im	-0.9818349052687245 - 0.05801188360311094im
-0.0008776524440043613 + 0.0im	-0.9852265632956565 - 0.028707493457693647im	-0.0013631977261200968 + 0.013526170826112209im	-0.0006659539498595365 + 0.0066108641484917095im	-0.9818705669345273 - 0.05803627925190598im
-0.0008689628158459023 + 0.0im	-0.9852404273133771 - 0.0287114773672153im	-0.001383979797767726 + 0.013675664122819604im	-0.0006761499771394051 + 0.006684107369119241im	-0.9819059227660976 - 0.05806131076797223im
-0.0008603592236098042 + 0.0im	-0.9852542962726011 - 0.028715614998873224im	-0.0014052372840172628 + 0.013827080580875572im	-0.0006865787388319552 + 0.0067582927107222995im	-0.9819409639209227 - 0.058087018794867364im
-0.0008518408154552517 + 0.0im	-0.9852682609309412 - 0.02871993485685497im	-0.0014269853676840002 + 0.01398045231722478im	-0.0006972476646033409 + 0.006833435904773953im	-0.9819756747927475 - 0.05811344346326366im
-0.0008434067479754967 + 0.0im	-0.9852822958233205 - 0.02872446575457119im	-0.001449239770622025 + 0.014135812539838402im	-0.0007081645019487568 + 0.006909553217818614im	-0.9820100400453616 - 0.05814062449513076im
-0.0008350561861143532 + 0.0im	-0.985296432476454 - 0.028729236850503267im	-0.0014720168078519525 + 0.014293195603524184im	-0.0007193372186160225 + 0.006986661478771841im	-0.9820440662014677 - 0.05816860132079743im
