w	A_d-self_d	Ac_d-self_d	A_d-selfc_d	Ac_d-selfc_d
8.760451814323197e-6 + 0.0im	-1.05771027769322 + 1.3961883979326121e-15im	-0.00011780894512847278 - 1.39612964282163e-15im	-0.00011780894512404414 - 1.3961296471671123e-15im	-1.0577102776932206 + 1.3961884022774744e-15im
8.84805633246643e-6 + 0.0im	-1.0577102799454519 + 1.5215073820657222e-15im	-0.00011898703677799354 - 1.5214379011693255e-15im	-0.00011898703677356383 - 1.5214379059048405e-15im	-1.0577102799454523 + 1.5215073868005618e-15im
8.936536895791094e-6 + 0.0im	-1.0577102822429536 + 1.6571632873880363e-15im	-0.00012017690941062823 - 1.6570811678606144e-15im	-0.0001201769094061993 - 1.6570811730183326e-15im	-1.0577102822429543 + 1.6571632925450192e-15im
9.025902264749006e-6 + 0.0im	-1.0577102845866349 + 1.80392197667225e-15im	-0.00012137868083820573 - 1.8038249728749437e-15im	-0.00012137868083377762 - 1.803824978489418e-15im	-1.0577102845866357 + 1.803921982285923e-15im
9.116161287396496e-6 + 0.0im	-1.0577102869774244 + 1.9625982551356382e-15im	-0.0001225924700507919 - 1.962483732247082e-15im	-0.00012259247004636336 - 1.9624837383554025e-15im	-1.0577102869774249 + 1.962598261243087e-15im
9.207322900270461e-6 + 0.0im	-1.0577102894162689 + 2.134058336477754e-15im	-0.00012381839722833807 - 2.133923204817049e-15im	-0.00012381839722390865 - 2.133923211458999e-15im	-1.0577102894162693 + 2.134058343118755e-15im
9.299396129273166e-6 + 0.0im	-1.0577102919041332 + 2.3192223795118002e-15im	-0.0001250565837527346 - 2.3190630180899935e-15im	-0.0001250565837483061 - 2.3190630253082187e-15im	-1.0577102919041343 + 2.3192223867289956e-15im
9.392390090565897e-6 + 0.0im	-1.057710294442005 + 2.5190670929404142e-15im	-0.0001263071522197167 - 2.5188792605275757e-15im	-0.00012630715221528807 - 2.5188792683677633e-15im	-1.0577102944420054 + 2.519067100779483e-15im
9.486313991471557e-6 + 0.0im	-1.0577102970308867 + 2.7346284053500092e-15im	-0.00012757022645103915 - 2.7344071370815656e-15im	-0.00012757022644661068 - 2.7344071455926254e-15im	-1.0577102970308878 + 2.734628413859854e-15im
9.581177131386272e-6 + 0.0im	-1.057710299671806 + 2.9670041969939733e-15im	-0.0001288459315067777 - 2.9667436842375217e-15im	-0.0001288459315023481 - 2.9667436934717787e-15im	-1.0577102996718066 + 2.9670042062269125e-15im
9.676988902700135e-6 + 0.0im	-1.0577103023658072 + 3.2173570894061353e-15im	-0.00013013439369764218 - 3.217050540262967e-15im	-0.00013013439369321367 - 3.2170505502763636e-15im	-1.0577103023658077 + 3.217357099418103e-15im
9.773758791727137e-6 + 0.0im	-1.0577103051139578 + 3.4869172883304607e-15im	-0.0001314357405975752 - 3.486556765748079e-15im	-0.00013143574059314476 - 3.486556776600383e-15im	-1.0577103051139585 + 3.4869172991812164e-15im
9.871496379644408e-6 + 0.0im	-1.057710307917346 + 3.776985474874689e-15im	-0.00013275010105627733 - 3.7765617088907106e-15im	-0.00013275010105184918 - 3.776561720645738e-15im	-1.0577103079173469 + 3.77698548662804e-15im
9.970211343440852e-6 + 0.0im	-1.0577103107770829 + 4.0889357391932435e-15im	-0.00013407760521208707 - 4.088437909308886e-15im	-0.0001340776052076576 - 4.088437922034727e-15im	-1.0577103107770833 + 4.088935751917269e-15im
1.006991345687526e-5 + 0.0im	-1.0577103136942998 + 4.424218550381556e-15im	-0.00013541838450476074 - 4.4236340334655446e-15im	-0.00013541838450033294 - 4.4236340472348e-15im	-1.0577103136943007 + 4.424218564148847e-15im
1.0170612591444013e-5 + 0.0im	-1.0577103166701534 + 4.784363755621026e-15im	-0.0001367725716885433 - 4.783677834061441e-15im	-0.0001367725716841152 - 4.783677848951471e-15im	-1.0577103166701542 + 4.784363770508931e-15im
1.0272318717358453e-5 + 0.0im	-1.057710319705821 + 5.17098360095409e-15im	-0.00013814030084535227 - 5.170179124994963e-15im	-0.000138140300840924 - 5.170179141088141e-15im	-1.0577103197058222 + 5.170983617044971e-15im
1.0375041904532038e-5 + 0.0im	-1.057710322802506 + 5.585775765392938e-15im	-0.00013952170739796533 - 5.584832762700753e-15im	-0.00013952170739353642 - 5.58483278008473e-15im	-1.057710322802507 + 5.585775782774435e-15im
1.0478792323577359e-5 + 0.0im	-1.0577103259614347 + 6.030526399380037e-15im	-0.00014091692812349875 - 6.02942162386775e-15im	-0.00014091692811907114 - 6.0294216426357355e-15im	-1.057710325961435 + 6.030526418145346e-15im
1.0583580246813132e-5 + 0.0im	-1.0577103291838563 + 6.507113157922001e-15im	-0.00014232610116694672 - 6.5058195686977845e-15im	-0.0001423261011625184 - 6.505819588948821e-15im	-1.0577103291838574 + 6.507113178170149e-15im
1.0689416049281265e-5 + 0.0im	-1.05771033247105 + 7.0175082180195365e-15im	-0.00014374936605480735 - 7.0159943780049596e-15im	-0.00014374936605037763 - 7.015994399844227e-15im	-1.0577103324710504 + 7.017508239855688e-15im
1.0796310209774077e-5 + 0.0im	-1.0577103358243163 + 7.563781269314592e-15im	-0.00014518686370901688 - 7.562010651570793e-15im	-0.0001451868637045853 - 7.562010675109896e-15im	-1.0577103358243167 + 7.56378129285034e-15im
1.0904273311871818e-5 + 0.0im	-1.0577103392449823 + 8.148102466180608e-15im	-0.00014663873646079265 - 8.146032654266969e-15im	-0.00014663873645636295 - 8.146032679624265e-15im	-1.0577103392449834 + 8.148102491534288e-15im
1.1013316044990537e-5 + 0.0im	-1.057710342734404 + 8.772745328793063e-15im	-0.00014810512806475386 - 8.770327095533512e-15im	-0.00014810512806032652 - 8.770327122834421e-15im	-1.057710342734405 + 8.77274535609008e-15im
1.1123449205440442e-5 + 0.0im	-1.0577103462939634 + 9.44008958004714e-15im	-0.00014958618371321936 - 9.43726582686356e-15im	-0.00014958618370879096 - 9.437265856240892e-15im	-1.0577103462939643 + 9.440089609420285e-15im
1.1234683697494847e-5 + 0.0im	-1.05771034992507 + 1.0152623904536702e-14im	-0.00015108205005051693 - 1.0149328440992858e-14im	-0.00015108205004608937 - 1.0149328472587163e-14im	-1.0577103499250704 + 1.0152623936126501e-14im
1.1347030534469796e-5 + 0.0im	-1.057710353629161 + 1.0912948615186335e-14im	-0.00015259287518755186 - 1.0909104755529964e-14im	-0.00015259287518312192 - 1.0909104789489859e-14im	-1.0577103536291619 + 1.091294864914139e-14im
1.1460500839814493e-5 + 0.0im	-1.057710357407705 + 1.1723778212540392e-14im	-0.00015411880871644775 - 1.171929716279235e-14im	-0.00015411880871201843 - 1.1719297199274892e-14im	-1.0577103574077054 + 1.1723778249017735e-14im
1.1575105848212638e-5 + 0.0im	-1.057710361262197 + 1.2587943821167985e-14im	-0.00015566000172537997 - 1.258272282663675e-14im	-0.00015566000172095168 - 1.2582722865807771e-14im	-1.057710361262198 + 1.2587943860333416e-14im
1.1690856906694765e-5 + 0.0im	-1.0577103651941648 + 1.3508395487150032e-14im	-0.00015721660681354427 - 1.350231570609281e-14im	-0.00015721660680911381 - 1.3502315748127308e-14im	-1.0577103651941653 + 1.350839552917854e-14im
1.1807765475761713e-5 + 0.0im	-1.057710369205165 + 1.4488204320183528e-14im	-0.00015878877810623985 - 1.44811283846302e-14im	-0.00015878877810181018 - 1.4481128429712702e-14im	-1.0577103692051657 + 1.4488204365259602e-14im
1.192584313051933e-5 + 0.0im	-1.0577103732967856 + 1.553056446347612e-14im	-0.00016037667127017256 - 1.5522333682911625e-14im	-0.00016037667126574424 - 1.5522333731236556e-14im	-1.0577103732967867 + 1.5530564511794162e-14im
1.2045101561824523e-5 + 0.0im	-1.057710377470649 + 1.663879487432719e-14im	-0.00016198044352883905 - 1.662922603191424e-14im	-0.00016198044352440917 - 1.6629226083686317e-14im	-1.0577103774706496 + 1.6638794926091888e-14im
1.2165552577442768e-5 + 0.0im	-1.0577103817284064 + 1.781634089810446e-14im	-0.00016360025367814538 - 1.7805222582337364e-14im	-0.00016360025367371733 - 1.7805222637771983e-14im	-1.0577103817284068 + 1.781634095353119e-14im
1.2287208103217195e-5 + 0.0im	-1.0577103860717445 + 1.9066775618246414e-14im	-0.0001652362621020603 - 1.905386402526237e-14im	-0.0001652362620976322 - 1.9053864084586e-14im	-1.0577103860717454 + 1.9066775677561597e-14im
1.2410080184249368e-5 + 0.0im	-1.057710390502384 + 2.039380096495795e-14im	-0.00016688863078860586 - 2.0378815098089044e-14im	-0.00016688863078417787 - 2.0378815161539603e-14im	-1.0577103905023844 + 2.0393801028399478e-14im
1.2534180986091862e-5 + 0.0im	-1.0577103950220788 + 2.180124856544027e-14im	-0.0001685575233458115 - 2.1783864748848597e-14im	-0.00016855752334138296 - 2.1783864816675883e-14im	-1.0577103950220799 + 2.1801248633257888e-14im
1.2659522795952781e-5 + 0.0im	-1.05771039963262 + 2.3293080318811457e-14im	-0.00017024310501792753 - 2.3272925931081115e-14im	-0.00017024310501349856 - 2.3272926003547137e-14im	-1.0577103996326205 + 2.3293080391267163e-14im
1.278611802391231e-5 + 0.0im	-1.0577104043358323 + 2.4873388679358966e-14im	-0.00017194554270185368 - 2.4850035000574754e-14im	-0.00017194554269742244 - 2.4850035077954202e-14im	-1.0577104043358334 + 2.4873388756727393e-14im
1.2913979204151433e-5 + 0.0im	-1.0577104091335798 + 2.6546396632424433e-14im	-0.0001736650049636222 - 2.6519350684386685e-14im	-0.0001736650049591912 - 2.6519350766967274e-14im	-1.0577104091335805 + 2.6546396714993245e-14im
1.3043118996192947e-5 + 0.0im	-1.0577104140277618 + 2.831645734808335e-14im	-0.00017540166205507818 - 2.8285152591711325e-14im	-0.0001754016620506485 - 2.828515267979417e-14im	-1.0577104140277624 + 2.8316457436153662e-14im
1.3173550186154876e-5 + 0.0im	-1.0577104190203168 + 3.01880534988559e-14im	-0.00017715568593083329 - 3.015183923531734e-14im	-0.00017715568592640231 - 3.0151839329217417e-14im	-1.0577104190203177 + 3.0188053592742624e-14im
1.3305285688016425e-5 + 0.0im	-1.057710424113222 + 3.2165796229001414e-14im	-0.00017892725026514883 - 3.2123925531455775e-14im	-0.00017892725026071913 - 3.212392563150223e-14im	-1.0577104241132231 + 3.216579632903364e-14im
1.343833854489659e-5 + 0.0im	-1.0577104293084942 + 3.425442376451875e-14im	-0.00018071653046929304 - 3.420603974532616e-14im	-0.00018071653046486388 - 3.4206039851862695e-14im	-1.0577104293084956 + 3.4254423871040116e-14im
1.3572721930345557e-5 + 0.0im	-1.0577104346081931 + 3.645879965482892e-14im	-0.00018252370370881515 - 3.64029198483911e-14im	-0.0001825237037043865 - 3.640291996177635e-14im	-1.0577104346081934 + 3.645879976819804e-14im
1.3708449149649012e-5 + 0.0im	-1.057710440014414 + 3.878391063927365e-14im	-0.0001843489489211548 - 3.8719409253032566e-14im	-0.00018434894891672534 - 3.8719409373640443e-14im	-1.0577104400144146 + 3.878391075986438e-14im
1.3845533641145503e-5 + 0.0im	-1.0577104455293003 + 4.123486413405471e-14im	-0.00018619244683329832 - 4.116045188925399e-14im	-0.0001861924468288708 - 4.116045201747405e-14im	-1.057710445529301 + 4.123486426225654e-14im
1.3983988977556958e-5 + 0.0im	-1.0577104511550361 + 4.3816885338082436e-14im	-0.00018805437997975935 - 4.373108658732747e-14im	-0.00018805437997532925 - 4.37310867235652e-14im	-1.0577104511550366 + 4.381688547430081e-14im
1.4123828867332527e-5 + 0.0im	-1.0577104568938487 + 4.6535313959441506e-14im	-0.00018993493272060998 - 4.643644072947861e-14im	-0.00018993493271618 - 4.643644087415577e-14im	-1.0577104568938493 + 4.653531410409812e-14im
1.4265067156005852e-5 + 0.0im	-1.0577104627480114 + 4.9395600567829684e-14im	-0.00019183429125975665 - 4.928172313285889e-14im	-0.00019183429125532928 - 4.928172328641379e-14im	-1.0577104627480123 + 4.9395600721362766e-14im
1.440771782756591e-5 + 0.0im	-1.0577104687198429 + 5.2403302582433716e-14im	-0.00019375264366338932 - 5.22722161251887e-14im	-0.00019375264365895887 - 5.227221628807647e-14im	-1.0577104687198438 + 5.240330274529837e-14im
1.455179500584157e-5 + 0.0im	-1.0577104748117083 + 5.556407990929259e-14im	-0.0001956901798786093 - 5.541326677353125e-14im	-0.0001956901798741795 - 5.541326694622413e-14im	-1.057710474811709 + 5.5564080081960985e-14im
1.4697312955899985e-5 + 0.0im	-1.0577104810260203 + 5.888369024731568e-14im	-0.0001976470917522314 - 5.871027722567959e-14im	-0.00019764709174780246 - 5.871027740866716e-14im	-1.0577104810260212 + 5.888369043027727e-14im
1.4844286085458985e-5 + 0.0im	-1.0577104873652392 + 6.23679840877966e-14im	-0.00019962357304982684 - 6.216869412257429e-14im	-0.000199623573045396 - 6.216869431636361e-14im	-1.0577104873652403 + 6.236798428155842e-14im
1.4992728946313575e-5 + 0.0im	-1.057710493831877 + 6.602289943855459e-14im	-0.00020161981947487023 - 6.579399703901723e-14im	-0.0002016198194704406 - 6.579399724413307e-14im	-1.057710493831878 + 6.602289964364138e-14im
1.5142656235776711e-5 + 0.0im	-1.0577105004284941 + 6.985445631076026e-14im	-0.00020363602868816633 - 6.959168590866087e-14im	-0.00020363602868373937 - 6.959168612564587e-14im	-1.0577105004284946 + 6.985445652771454e-14im
1.5294082798134478e-5 + 0.0im	-1.057710507157703 + 7.386875101415326e-14im	-0.00020567240032740892 - 7.35672673878454e-14im	-0.0002056724003229785 - 7.35672676172602e-14im	-1.0577105071577038 + 7.386875124353557e-14im
1.5447023626115824e-5 + 0.0im	-1.0577105140221685 + 7.80719503147409e-14im	-0.00020772913602697024 - 7.772624011126046e-14im	-0.0002077291360225414 - 7.772624035368373e-14im	-1.0577105140221692 + 7.807195055712984e-14im
1.5601493862376983e-5 + 0.0im	-1.0577105210246103 + 8.24702855182729e-14im	-0.00020980643943787643 - 8.207407879063422e-14im	-0.00020980643943344733 - 8.207407904666269e-14im	-1.0577105210246107 + 8.247028577426517e-14im
1.5757508801000753e-5 + 0.0im	-1.0577105281678005 + 8.707004655286243e-14im	-0.0002119045162479502 - 8.661621710564778e-14im	-0.0002119045162435226 - 8.661621737589632e-14im	-1.0577105281678012 + 8.707004682307284e-14im
1.591508388901076e-5 + 0.0im	-1.0577105354545693 + 9.187757613512784e-14im	-0.00021402357420227677 - 9.13580293340066e-14im	-0.00021402357419784878 - 9.135802961910816e-14im	-1.0577105354545697 + 9.187757642018921e-14im
1.607423472790087e-5 + 0.0im	-1.0577105428878018 + 9.68992641162505e-14im	-0.00021616382312367603 - 9.630481066505397e-14im	-0.00021616382311924617 - 9.630481096565957e-14im	-1.0577105428878022 + 9.68992644168137e-14im
1.623497707517988e-5 + 0.0im	-1.057710550470442 + 1.0214154211743657e-13im	-0.0002183254749335378 - 1.0146175613842039e-13im	-0.00021832547492910915 - 1.0146175645519881e-13im	-1.0577105504704423 + 1.0214154243417041e-13im
1.639732684593168e-5 + 0.0im	-1.0577105582054933 + 1.0761087857853417e-13im	-0.00022050874367285134 - 1.068339381459557e-13im	-0.00022050874366842267 - 1.0683393847959356e-13im	-1.0577105582054944 + 1.0761087891212507e-13im
1.6561300114390997e-5 + 0.0im	-1.0577105660960189 + 1.1331377435906538e-13im	-0.0002227138455233886 - 1.1242628243152588e-13im	-0.0002227138455189582 - 1.1242628278272727e-13im	-1.05771056609602 + 1.133137747102174e-13im
1.6726913115534907e-5 + 0.0im	-1.0577105741451445 + 1.1925675904778543e-13im	-0.00022494099882908145 - 1.1824354251913203e-13im	-0.00022494099882465143 - 1.182435428886182e-13im	-1.057710574145145 + 1.1925675941721972e-13im
1.6894182246690257e-5 + 0.0im	-1.0577105823560569 + 1.2544638815518374e-13im	-0.00022719042411770257 - 1.2429027249519482e-13im	-0.00022719042411327333 - 1.242902728837041e-13im	-1.0577105823560573 + 1.2544638854363856e-13im
1.706312406915716e-5 + 0.0im	-1.0577105907320088 + 1.318892413831926e-13im	-0.00022946234412272282 - 1.3057079806566717e-13im	-0.0002294623441182935 - 1.3057079847395428e-13im	-1.057710590732009 + 1.3188924179142248e-13im
1.723375530984873e-5 + 0.0im	-1.0577105992763163 + 1.3859192218789636e-13im	-0.00023175698380534628 - 1.3708918580287164e-13im	-0.0002317569838009194 - 1.3708918623170756e-13im	-1.0577105992763176 + 1.3859192261667235e-13im
1.7406092862947216e-5 + 0.0im	-1.0577106079923648 + 1.4556105887435895e-13im	-0.0002340745703768021 - 1.438492104905287e-13im	-0.00023407457037237132 - 1.4384921094069988e-13im	-1.0577106079923662 + 1.4556105932446733e-13im
1.758015379157669e-5 + 0.0im	-1.0577106168836061 + 1.5280330748794622e-13im	-0.00023641533332086932 - 1.5085432046831614e-13im	-0.00023641533331644052 - 1.5085432094062428e-13im	-1.0577106168836072 + 1.5280330796018873e-13im
1.7755955329492456e-5 + 0.0im	-1.0577106259535607 + 1.603253567938623e-13im	-0.0002387795044166613 - 1.5810760086941198e-13im	-0.00023877950441223182 - 1.5810760136467325e-13im	-1.0577106259535618 + 1.6032535728905482e-13im
1.7933514882787382e-5 + 0.0im	-1.0577106352058216 + 1.6813393566619936e-13im	-0.00024116731776148805 - 1.6561173463577117e-13im	-0.00024116731775705708 - 1.656117351548155e-13im	-1.057710635205822 + 1.6813393618517182e-13im
1.8112850031615255e-5 + 0.0im	-1.0577106446440527 + 1.7623582323978922e-13im	-0.0002435790097941565 - 1.7336896118632917e-13im	-0.00024357900978972733 - 1.7336896172999956e-13im	-1.057710644644053 + 1.762358237833845e-13im
1.8293978531931407e-5 + 0.0im	-1.0577106542719916 + 1.8463786221273072e-13im	-0.0002460148193183321 - 1.8138103260284015e-13im	-0.0002460148193139006 - 1.8138103317199186e-13im	-1.057710654271992 + 1.8463786278180402e-13im
1.847691831725072e-5 + 0.0im	-1.057710664093452 + 1.9334697572483064e-13im	-0.00024847498752621764 - 1.8964916718661108e-13im	-0.0002484749875217895 - 1.8964916778211076e-13im	-1.057710664093453 + 1.9334697632024862e-13im
1.866168750042323e-5 + 0.0im	-1.057710674112323 + 2.0237018827756654e-13im	-0.0002509597580224888 - 1.9817400022693076e-13im	-0.00025095975801805943 - 1.981740008496557e-13im	-1.0577106741123241 + 2.0237018890020615e-13im
1.884830437542746e-5 + 0.0im	-1.057710684332574 + 2.1171465120476776e-13im	-0.0002534693768483932 - 2.0695553180846496e-13im	-0.0002534693768439652 - 2.0695553245930176e-13im	-1.057710684332575 + 2.1171465185551573e-13im
1.9036787419181733e-5 + 0.0im	-1.0577106947582513 + 2.2138767325026307e-13im	-0.00025600409250615687 - 2.159930714702584e-13im	-0.00025600409250172665 - 2.1599307215010205e-13im	-1.0577106947582517 + 2.2138767393001429e-13im
1.9227155293373552e-5 + 0.0im	-1.0577107053934838 + 2.3139675685951533e-13im	-0.00025856415598357553 - 2.252851795132233e-13im	-0.00025856415597914716 - 2.2528518022297617e-13im	-1.057710705393485 + 2.313967575691722e-13im
1.9419426846307288e-5 + 0.0im	-1.0577107162424852 + 2.417496408470384e-13im	-0.00026114982077895816 - 2.3482960473604606e-13im	-0.0002611498207745277 - 2.3482960547661646e-13im	-1.0577107162424855 + 2.417496415875091e-13im
1.961362111477036e-5 + 0.0im	-1.0577107273095503 + 2.5245435016044733e-13im	-0.0002637613429261425 - 2.4462321836133064e-13im	-0.00026376134292171386 - 2.4462321913363203e-13im	-1.0577107273095512 + 2.5245435093264507e-13im
1.9809757325918065e-5 + 0.0im	-1.0577107385990632 + 2.635192535256632e-13im	-0.0002663989810199987 - 2.546619438944567e-13im	-0.0002663989810155687 - 2.5466194469940564e-13im	-1.0577107385990643 + 2.635192543305047e-13im
2.0007854899177247e-5 + 0.0im	-1.057710750115495 + 2.7495312982639197e-13im	-0.00026906299624195507 - 2.6494068263709785e-13im	-0.0002690629962375236 - 2.6494068347561306e-13im	-1.057710750115496 + 2.7495313066479607e-13im
2.020793344816902e-5 + 0.0im	-1.0577107618634065 + 2.8676524414489395e-13im	-0.00027175365238592904 - 2.754532345556184e-13im	-0.000271753652381499 - 2.7545323542861954e-13im	-1.0577107618634076 + 2.867652450177801e-13im
2.041001278265071e-5 + 0.0im	-1.0577107738474514 + 2.98965434470623e-13im	-0.0002744712158844469 - 2.861922141816599e-13im	-0.00027447121588001827 - 2.861922150900652e-13im	-1.0577107738474516 + 2.989654353789094e-13im
2.061411291047722e-5 + 0.0im	-1.057710786072373 + 3.1156421016893637e-13im	-0.00027721595583509367 - 2.9714896119820054e-13im	-0.00027721595583066324 - 2.9714896214292627e-13im	-1.0577107860723738 + 3.115642111135394e-13im
2.082025403958199e-5 + 0.0im	-1.057710798543016 + 3.2457286339420707e-13im	-0.00027998814402715257 - 3.083134453392674e-13im	-0.00027998814402272376 - 3.0831344632122525e-13im	-1.057710798543017 + 3.245728643760386e-13im
2.102845657997781e-5 + 0.0im	-1.057710811264318 + 3.3800359473070095e-13im	-0.00028278805496852514 - 3.1967416520538817e-13im	-0.0002827880549640954 - 3.196741662254843e-13im	-1.057710811264319 + 3.38003595750667e-13im
2.1238741145777588e-5 + 0.0im	-1.057710824241318 + 3.518696544510505e-13im	-0.00028561596591298634 - 3.3121804056989157e-13im	-0.00028561596590855856 - 3.312180416290243e-13im	-1.0577108242413191 + 3.518696555100495e-13im
2.1451128557235365e-5 + 0.0im	-1.0577108374791544 + 3.661855008964926e-13im	-0.0002884721568876497 - 3.4293029772341226e-13im	-0.0002884721568832224 - 3.429302988224707e-13im	-1.057710837479155 + 3.6618550199541354e-13im
2.1665639842807718e-5 + 0.0im	-1.0577108509830706 + 3.809669776058076e-13im	-0.0002913569107207165 - 3.5479434737563423e-13im	-0.00029135691071628634 - 3.5479434851549593e-13im	-1.0577108509830717 + 3.8096697874552845e-13im
2.1882296241235794e-5 + 0.0im	-1.0577108647584144 + 3.962315109516223e-13im	-0.0002942705130694997 - 3.667916546045282e-13im	-0.00029427051306507156 - 3.667916557860578e-13im	-1.0577108647584152 + 3.96231512133008e-13im
2.2101119203648153e-5 + 0.0im	-1.0577108788106417 + 4.119983301839753e-13im	-0.0002972132524487792 - 3.7890160031440734e-13im	-0.0002972132524443504 - 3.789016015384544e-13im	-1.0577108788106424 + 4.119983314078752e-13im
2.2322130395684634e-5 + 0.0im	-1.0577108931453179 + 4.282887119324258e-13im	-0.0003001854202593574 - 3.911013336352544e-13im	-0.0003001854202549283 - 3.911013349026508e-13im	-1.0577108931453183 + 4.282887131996724e-13im
2.254535169964148e-5 + 0.0im	-1.0577109077681197 + 4.451262513800928e-13im	-0.0003031873108170078 - 4.033656146672504e-13im	-0.0003031873108125785 - 4.0336561597880977e-13im	-1.0577109077681202 + 4.451262526914997e-13im
2.2770805216637898e-5 + 0.0im	-1.0577109226848382 + 4.625371624964918e-13im	-0.00030621922138157094 - 4.156666469466977e-13im	-0.0003062192213771411 - 4.1566664830321146e-13im	-1.0577109226848391 + 4.625371638528511e-13im
2.299851326880428e-5 + 0.0im	-1.0577109379013818 + 4.805506099015708e-13im	-0.00030928145218648195 - 4.279738989828293e-13im	-0.0003092814521820523 - 4.2797390038506623e-13im	-1.0577109379013825 + 4.805506113036515e-13im
2.322849840149232e-5 + 0.0im	-1.057710953423776 + 4.991990751316154e-13im	-0.00031237430646854355 - 4.402539141899436e-13im	-0.0003123743064641138 - 4.402539156386472e-13im	-1.0577109534237763 + 4.991990765801608e-13im
2.3460783385507243e-5 + 0.0im	-1.0577109692581685 + 5.185187602893731e-13im	-0.00031549809049793976 - 4.524701085162637e-13im	-0.00031549809049351106 - 4.524701100121493e-13im	-1.0577109692581697 + 5.185187617850997e-13im
2.3695391219362315e-5 + 0.0im	-1.0577109854108313 + 5.385500322866282e-13im	-0.00031865311360865846 - 4.645825550505482e-13im	-0.00031865311360422695 - 4.645825565943016e-13im	-1.057710985410832 + 5.385500338302223e-13im
2.3932345131555937e-5 + 0.0im	-1.0577110018881606 + 5.593379111281939e-13im	-0.00032183968822909153 - 4.765477548703858e-13im	-0.00032183968822466154 - 4.765477564626613e-13im	-1.0577110018881608 + 5.593379127203101e-13im
2.4171668582871496e-5 + 0.0im	-1.0577110186966814 + 5.809326059427418e-13im	-0.00032505812991311036 - 4.883183933829552e-13im	-0.00032505812990868004 - 4.883183950243726e-13im	-1.0577110186966825 + 5.809326075840012e-13im
2.441338526870021e-5 + 0.0im	-1.057711035843052 + 6.033901027387056e-13im	-0.0003283087573712546 - 4.998430814006437e-13im	-0.0003283087573668246 - 4.998430830917869e-13im	-1.0577110358430526 + 6.033901044296925e-13im
2.4657519121387212e-5 + 0.0im	-1.057711053334062 + 6.267728081535681e-13im	-0.000331591892502422 - 5.110660801911115e-13im	-0.00033159189249799327 - 5.110660819325264e-13im	-1.0577110533340628 + 6.267728098948291e-13im
2.4904094312601085e-5 + 0.0im	-1.0577110711766389 + 6.511502537728707e-13im	-0.00033490786042570715 - 5.219270097451167e-13im	-0.00033490786042127563 - 5.219270115373078e-13im	-1.05771107117664 + 6.511502555649119e-13im
2.5153135255727098e-5 + 0.0im	-1.0577110893778485 + 6.765998659220577e-13im	-0.0003382569895127084 - 5.323605395166567e-13im	-0.0003382569895082788 - 5.32360541360087e-13im	-1.0577110893778494 + 6.765998677653425e-13im
2.540466660828437e-5 + 0.0im	-1.0577111079448998 + 7.032078061806333e-13im	-0.0003416396114200189 - 5.422960609099093e-13im	-0.0003416396114155899 - 5.422960628049963e-13im	-1.0577111079449009 + 7.032078080755808e-13im
2.5658713274367214e-5 + 0.0im	-1.0577111268851456 + 7.31069888234698e-13im	-0.0003450560611222603 - 5.51657340817163e-13im	-0.00034505606111783285 - 5.516573427642776e-13im	-1.0577111268851465 + 7.310698901816802e-13im
2.5915300407110884e-5 + 0.0im	-1.0577111462060869 + 7.602925770716368e-13im	-0.0003485066769450915 - 5.603621555528427e-13im	-0.0003485066769406622 - 5.603621575523067e-13im	-1.057711146206087 + 7.602925790709776e-13im
2.6174453411181993e-5 + 0.0im	-1.057711165915375 + 7.909940769301725e-13im	-0.00035199180059896723 - 5.683219045821028e-13im	-0.00035199180059453886 - 5.683219066341874e-13im	-1.0577111659153757 + 7.909940789821447e-13im
2.6436197945293812e-5 + 0.0im	-1.0577111860208164 + 8.233055148508981e-13im	-0.0003555117772128929 - 5.75441203509917e-13im	-0.0003555117772084617 - 5.754412056148403e-13im	-1.0577111860208168 + 8.233055169557208e-13im
2.670055992474675e-5 + 0.0im	-1.0577112065303729 + 8.573722271274705e-13im	-0.0003590669553687099 - 5.816174558796096e-13im	-0.00035906695536428026 - 5.816174580375349e-13im	-1.0577112065303733 + 8.5737222928531e-13im
2.696756552399422e-5 + 0.0im	-1.0577112274521667 + 8.933551564373839e-13im	-0.00036265768713569075 - 5.867404034301727e-13im	-0.0003626576871312586 - 5.867404056412066e-13im	-1.0577112274521672 + 8.93355158648349e-13im
2.723724117923416e-5 + 0.0im	-1.057711248794484 + 9.314323679343217e-13im	-0.0003662843281053827 - 5.906916545811733e-13im	-0.0003662843281009524 - 5.90691656845364e-13im	-1.0577112487944849 + 9.314323701984623e-13im
2.7509613591026503e-5 + 0.0im	-1.0577112705657767 + 9.718006931118772e-13im	-0.000369947237426991 - 5.933441910546527e-13im	-0.0003699472374225617 - 5.93344193371987e-13im	-1.0577112705657772 + 9.718006954291837e-13im
2.7784709726936767e-5 + 0.0im	-1.0577112927746666 + 1.014677510801423e-12im	-0.0003736467778428974 - 5.945618527069947e-13im	-0.0003736467778384684 - 5.945618550773982e-13im	-1.0577112927746672 + 1.0146775131718236e-12im
2.8062556824206135e-5 + 0.0im	-1.0577113154299493 + 1.060302675245403e-12im	-0.00037738331572475587 - 5.941988008325938e-13im	-0.00037738331572032566 - 5.941988032559277e-13im	-1.05771131542995 + 1.0603026776687627e-12im
