w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
-1.3173550186154876e-5 + 0.0im	-1.0577046436036266 - 1.3080335869883468e-14im	0.0001771587507778011 - 1.3072319354622874e-14im	0.00017715875077344324 - 1.3072319319297611e-14im	-1.0577046436036277 - 1.3080335834562359e-14im
-1.3043118996192947e-5 + 0.0im	-1.0577046386108524 - 1.2269708834815073e-14im	0.00017540469658718509 - 1.2262774206018518e-14im	0.00017540469658282686 - 1.2262774172881692e-14im	-1.0577046386108535 - 1.2269708801682138e-14im
-1.2913979204151433e-5 + 0.0im	-1.0577046337164562 - 1.1503010966501832e-14im	0.00017366800948012004 - 1.1497015478015375e-14im	0.0001736680094757623 - 1.1497015446948498e-14im	-1.057704633716457 - 1.1503010935438605e-14im
-1.278611802391231e-5 + 0.0im	-1.0577046289184997 - 1.0778309889724611e-14im	0.0001719485174990581 - 1.0773129174707237e-14im	0.00017194851749470185 - 1.077312914559702e-14im	-1.0577046289185001 - 1.0778309860617819e-14im
-1.2659522795952781e-5 + 0.0im	-1.0577046242150816 - 1.0093727995023085e-14im	0.00017024605038925053 - 1.0089253761742067e-14im	0.00017024605038489304 - 1.0089253734480278e-14im	-1.0577046242150825 - 1.0093727967764501e-14im
-1.2534180986091862e-5 + 0.0im	-1.05770461960434 - 9.447442906135973e-15im	0.00016856043958178167 - 9.443580914296824e-15im	0.00016856043957742364 - 9.443580888780132e-15im	-1.0577046196043414 - 9.447442880622279e-15im
-1.2410080184249368e-5 + 0.0im	-1.0577046150844487 - 8.837687780820518e-15im	0.0001668915181768959 - 8.834356065371389e-15im	0.00016689151817253877 - 8.834356041501215e-15im	-1.0577046150844498 - 8.837687756953151e-15im
-1.2287208103217195e-5 + 0.0im	-1.0577046106536179 - 8.262751453507874e-15im	0.00016523912092752507 - 8.259878766613908e-15im	0.00016523912092316744 - 8.259878744296287e-15im	-1.0577046106536188 - 8.262751431192879e-15im
-1.2165552577442768e-5 + 0.0im	-1.0577046063100923 - 7.720978428430452e-15im	0.00016360308422283407 - 7.718502873660205e-15im	0.00016360308421847712 - 7.71850285280563e-15im	-1.0577046063100928 - 7.72097840757833e-15im
-1.2045101561824523e-5 + 0.0im	-1.0577046020521517 - 7.210768731977205e-15im	0.00016198324607203404 - 7.208636567723022e-15im	0.00016198324606767653 - 7.208636548246297e-15im	-1.057704602052152 - 7.210768712502772e-15im
-1.192584313051933e-5 + 0.0im	-1.0577045978781088 - 6.730577633092539e-15im	0.00016037944608841368 - 6.72874222489842e-15im	0.00016037944608405673 - 6.728742206718515e-15im	-1.05770459787811 - 6.7305776149147725e-15im
-1.1807765475761713e-5 + 0.0im	-1.0577045937863123 - 6.278915240543902e-15im	0.00015879152547334743 - 6.277336144372008e-15im	0.00015879152546898823 - 6.277336127411906e-15im	-1.0577045937863132 - 6.2789152235857956e-15im
-1.1690856906694765e-5 + 0.0im	-1.0577045897751403 - 5.8543459858419206e-15im	0.00015721932700064726 - 5.852988146403693e-15im	0.00015721932699628985 - 5.85298813059025e-15im	-1.057704589775141 - 5.854345970030337e-15im
-1.1575105848212638e-5 + 0.0im	-1.0577045858430045 - 5.4554880005138105e-15im	0.00015566269500094494 - 5.454321050651732e-15im	0.00015566269499658794 - 5.454321035915532e-15im	-1.0577045858430056 - 5.455487985779344e-15im
-1.1460500839814493e-5 + 0.0im	-1.057704581988348 - 5.081012396306895e-15im	0.00015412147534629855 - 5.080010045063256e-15im	0.0001541214753419433 - 5.0800100313384645e-15im	-1.0577045819883484 - 5.08101238258372e-15im
-1.1347030534469796e-5 + 0.0im	-1.0577045782096433 - 4.729642456740571e-15im	0.00015259551543489954 - 4.7287819552128315e-15im	0.0001525955154305419 - 4.728781942437062e-15im	-1.0577045782096444 - 4.729642443966304e-15im
-1.1234683697494847e-5 + 0.0im	-1.057704574505394 - 4.400152748234081e-15im	0.00015108466417599033 - 4.399414423612958e-15im	0.00015108466417163263 - 4.399414411727126e-15im	-1.0577045745053952 - 4.4001527363496485e-15im
-1.1123449205440442e-5 + 0.0im	-1.057704570874134 - 4.091368158819931e-15im	0.00014958877197487574 - 4.090735008154142e-15im	0.00014958877197051703 - 4.090734997102338e-15im	-1.057704570874135 - 4.0913681477694276e-15im
-1.1013316044990537e-5 + 0.0im	-1.057704567314424 - 3.802162872209827e-15im	0.0001481076907181186 - 3.801620208457146e-15im	0.00014810769071375843 - 3.801620198186496e-15im	-1.057704567314425 - 3.802162861940386e-15im
-1.0904273311871818e-5 + 0.0im	-1.0577045638248548 - 3.5314592847171067e-15im	0.00014664127375887018 - 3.5309944285392834e-15im	0.0001466412737545121 - 3.530994418999823e-15im	-1.0577045638248557 - 3.531459275178769e-15im
-1.0796310209774077e-5 + 0.0im	-1.0577045604040443 - 3.278226872258808e-15im	0.00014518937590232746 - 3.277828883811336e-15im	0.00014518937589797054 - 3.277828874955883e-15im	-1.057704560404045 - 3.278226863404397e-15im
-1.0689416049281265e-5 + 0.0im	-1.057704557050637 - 3.0414810143649245e-15im	0.0001437518533914094 - 3.0411404600331387e-15im	0.0001437518533870526 - 3.041140451817167e-15im	-1.057704557050638 - 3.0414810061499195e-15im
-1.0583580246813132e-5 + 0.0im	-1.0577045537633052 - 2.8202817818153656e-15im	0.0001423285638924542 - 2.8199905314664098e-15im	0.00014232856388809485 - 2.8199905238479316e-15im	-1.0577045537633063 - 2.8202817741977847e-15im
-1.0478792323577359e-5 + 0.0im	-1.0577045505407479 - 2.6137326942090812e-15im	0.000140919366481108 - 2.613483745074254e-15im	0.00014091936647675051 - 2.613483738013703e-15im	-1.057704550540749 - 2.613732687149361e-15im
-1.0375041904532038e-5 + 0.0im	-1.057704547381687 - 2.4209794534464132e-15im	0.00013952412162847674 - 2.42076677722853e-15im	0.00013952412162411855 - 2.420766770688645e-15im	-1.0577045473816882 - 2.420979446907298e-15im
-1.0272318717358453e-5 + 0.0im	-1.057704544284873 - 2.2412086587793137e-15im	0.00013814269118720134 - 2.2410270690025246e-15im	0.0001381426911828443 - 2.2410270629482404e-15im	-1.057704544284874 - 2.2412086527257426e-15im
-1.0170612591444013e-5 + 0.0im	-1.0577045412490784 - 2.073646508754073e-15im	0.00013677493837781516 - 2.073491545745526e-15im	0.0001367749383734568 - 2.0734915401438683e-15im	-1.0577045412490793 - 2.0736465031530746e-15im
-1.006991345687526e-5 + 0.0im	-1.0577045382731007 - 1.9175574950422017e-15im	0.00013542072777521466 - 1.917425326262057e-15im	0.0001354207277708563 - 1.9174253210820365e-15im	-1.0577045382731018 - 1.9175574898627907e-15im
-9.970211343440852e-6 + 0.0im	-1.0577045353557624 - 1.7722430928266685e-15im	0.00013407992529518244 - 1.7721304265503529e-15im	0.0001340799252908259 - 1.7721304217628669e-15im	-1.0577045353557626 - 1.7722430880397456e-15im
-9.871496379644408e-6 + 0.0im	-1.0577045324959067 - 1.6370404520864399e-15im	0.00013275239818119484 - 1.6369444626953913e-15im	0.00013275239817683572 - 1.6369444582731264e-15im	-1.0577045324959078 - 1.6370404476646958e-15im
-9.773758791727137e-6 + 0.0im	-1.0577045296924013 - 1.5113210938015736e-15im	0.00013143801499123205 - 1.5112393571601775e-15im	0.0001314380149868757 - 1.511239353077519e-15im	-1.0577045296924024 - 1.5113210897193957e-15im
-9.676988902700135e-6 + 0.0im	-1.0577045269441374 - 1.3944896147876311e-15im	0.00013013664558473009 - 1.3944200523782307e-15im	0.00013013664558037262 - 1.3944200486111712e-15im	-1.0577045269441379 - 1.3944896110210152e-15im
-9.581177131386272e-6 + 0.0im	-1.0577045242500245 - 1.2859824045607303e-15im	0.00012884816110977015 - 1.2859232352187464e-15im	0.00012884816110541187 - 1.2859232317448002e-15im	-1.0577045242500251 - 1.285982401087193e-15im
-9.486313991471557e-6 + 0.0im	-1.0577045216089966 - 1.185266377336064e-15im	0.00012757243399021527 - 1.18521607557628e-15im	0.0001275724339858581 - 1.185216072374402e-15im	-1.0577045216089969 - 1.1852663741345633e-15im
-9.392390090565897e-6 + 0.0im	-1.057704519020007 - 1.0918377219729068e-15im	0.00012630933791318985 - 1.0917949820283675e-15im	0.00012630933790883173 - 1.0917949790788728e-15im	-1.0577045190200078 - 1.0918377190237594e-15im
-9.299396129273166e-6 + 0.0im	-1.0577045164820313 - 1.0052206723994085e-15im	0.00012505874781646567 - 1.005184377208431e-15im	0.00012505874781210949 - 1.0051843744929197e-15im	-1.0577045164820327 - 1.005220669684217e-15im
-9.207322900270461e-6 + 0.0im	-1.057704513994064 - 9.249663007809204e-16im	0.00012382053987616002 - 9.249354952573659e-16im	0.0001238205398718028 - 9.24935492758651e-16im	-1.0577045139940648 - 9.249662982825e-16im
-9.116161287396496e-6 + 0.0im	-1.0577045115551196 - 8.506513354375651e-16im	0.00012259459149443108 - 8.506252034465758e-16im	0.00012259459149007397 - 8.506252011486133e-16im	-1.05770451155512 - 8.506513331398732e-16im
-9.025902264749006e-6 + 0.0im	-1.0577045091642316 - 7.818770052695831e-16im	0.00012138078128730229 - 7.818548498069454e-16im	0.00012138078128294575 - 7.818548476947685e-16im	-1.0577045091642328 - 7.818770031576548e-16im
-8.936536895791094e-6 + 0.0im	-1.0577045068204542 - 7.182679122141157e-16im	0.00012017898907275283 - 7.182491383536737e-16im	0.00012017898906839576 - 7.182491364133293e-16im	-1.0577045068204554 - 7.182679102739998e-16im
-8.84805633246643e-6 + 0.0im	-1.0577045045228581 - 6.594709330338025e-16im	0.000118989095858674 - 6.594550332650969e-16im	0.00011898909585431659 - 6.594550314835862e-16im	-1.0577045045228592 - 6.594709312525016e-16im
-8.760451814323197e-6 + 0.0im	-1.0577045022705345 - 6.051541515267144e-16im	0.0001178109838312103 - 6.051406931553242e-16im	0.00011781098382685145 - 6.051406915205446e-16im	-1.0577045022705351 - 6.051541498921273e-16im
-8.67371466764673e-6 + 0.0im	-1.0577045000625898 - 5.550058220482221e-16im	0.00011664453634300425 - 5.549944363750712e-16im	0.00011664453633864565 - 5.549944348757624e-16im	-1.0577045000625906 - 5.550058205490898e-16im
-8.587836304600723e-6 + 0.0im	-1.0577044978981511 - 5.087333650489548e-16im	0.00011548963790170499 - 5.087237380829361e-16im	0.00011548963789734843 - 5.087237367086281e-16im	-1.0577044978981527 - 5.087333636748085e-16im
-8.502808222376953e-6 + 0.0im	-1.0577044957763597 - 4.660623951583247e-16im	0.00011434617415849275 - 4.66054259649705e-16im	0.0001143461741541356 - 4.660542583906686e-16im	-1.0577044957763608 - 4.660623938994364e-16im
-8.41862200235342e-6 + 0.0im	-1.0577044936963775 - 4.2673578218073214e-16im	0.00011321403189676167 - 4.2672891079156446e-16im	0.00011321403189240597 - 4.2672890963876554e-16im	-1.0577044936963782 - 4.267357810280689e-16im
-8.33526930926081e-6 + 0.0im	-1.0577044916573781 - 3.905127452206057e-16im	0.00011209309902092342 - 3.905069446733461e-16im	0.00011209309901656471 - 3.9050694361840066e-16im	-1.0577044916573788 - 3.9051274416578443e-16im
-8.252741890357238e-6 + 0.0im	-1.0577044896585555 - 3.5716798001336036e-16im	0.00011098326454530362 - 3.571630860805558e-16im	0.00011098326454094791 - 3.5716308511568853e-16im	-1.0577044896585563 - 3.5716797904860674e-16im
-8.171031574611127e-6 + 0.0im	-1.057704487699117 - 3.264908194111791e-16im	0.00010988441858313257 - 3.2648669262787076e-16im	0.00010988441857877344 - 3.264866917458755e-16im	-1.0577044876991182 - 3.2649081852928767e-16im
-8.090130271892205e-6 + 0.0im	-1.0577044857782878 - 2.98284426855523e-16im	0.00010879645233567921 - 2.9828094885229195e-16im	0.00010879645233132159 - 2.9828094804649415e-16im	-1.057704485778289 - 2.9828442604982007e-16im
-8.0100299721705e-6 + 0.0im	-1.0577044838953067 - 2.7236502256168324e-16im	0.00010771925808146019 - 2.7236209293035214e-16im	0.00010771925807710145 - 2.7236209219457374e-16im	-1.0577044838953082 - 2.7236502182599156e-16im
-7.930722744723268e-6 + 0.0im	-1.057704482049428 - 2.48561142044308e-16im	0.0001066527291656333 - 2.4855867566051006e-16im	0.00010665272916127661 - 2.485586749890362e-16im	-1.057704482049429 - 2.485611413729132e-16im
-7.85220073734977e-6 + 0.0im	-1.0577044802399203 - 2.267129265262276e-16im	0.0001055967599893228 - 2.267108512636011e-16im	0.00010559675998496691 - 2.2671085065114875e-16im	-1.0577044802399205 - 2.2671292591384734e-16im
-7.774456175593833e-6 + 0.0im	-1.0577044784660672 - 2.066714446956749e-16im	0.00010455124599928409 - 2.0666969947555015e-16im	0.00010455124599492579 - 2.066696989172386e-16im	-1.0577044784660683 - 2.06671444137429e-16im
-7.697481361974092e-6 + 0.0im	-1.0577044767271657 - 1.8829804520857562e-16im	0.00010351608367745947 - 1.8829657833689743e-16im	0.0001035160836731016 - 1.882965778282204e-16im	-1.0577044767271666 - 1.8829804469995849e-16im
-7.621268675221874e-6 + 0.0im	-1.0577044750225275 - 1.7146373927276264e-16im	0.00010249117053077489 - 1.7146250702277965e-16im	0.00010249117052641767 - 1.7146250655957944e-16im	-1.0577044750225282 - 1.7146373880961698e-16im
-7.5458105695266075e-6 + 0.0im	-1.0577044733514775 - 1.560486125990359e-16im	0.00010147640508097938 - 1.5604757800415068e-16im	0.00010147640507662113 - 1.560475775825935e-16im	-1.0577044733514787 - 1.560486121775284e-16im
-7.47109957378872e-6 + 0.0im	-1.0577044717133541 - 1.4194126595969319e-16im	0.00010047168685459996 - 1.419403977859143e-16im	0.00010047168685024353 - 1.4194039740246733e-16im	-1.057704471713355 - 1.4194126557629133e-16im
-7.397128290879921e-6 + 0.0im	-1.0577044701075082 - 1.2903828355791396e-16im	9.947691637297907e-5 - 1.2903755542970431e-16im	9.947691636862088e-5 - 1.2903755508111395e-16im	-1.0577044701075096 - 1.2903828320936467e-16im
-7.323889396910813e-6 + 0.0im	-1.0577044685333037 - 1.1724372838080442e-16im	9.849199514239743e-5 - 1.1724311803786249e-16im	9.84919951380401e-5 - 1.1724311772113446e-16im	-1.057704468533305 - 1.172437280641137e-16im
-7.251375640505755e-6 + 0.0im	-1.0577044669901174 - 1.0646866368452839e-16im	9.751682564443781e-5 - 1.0646815235026278e-16im	9.751682564007988e-5 - 1.06468152062643e-16im	-1.0577044669901186 - 1.0646866339694247e-16im
-7.179579842084906e-6 + 0.0im	-1.057704465477338 - 9.663069974131384e-17im	9.655131132616521e-5 - 9.663027158654049e-17im	9.655131132180792e-5 - 9.663027132549743e-17im	-1.0577044654773384 - 9.663069948030151e-17im
-7.108494893153372e-6 + 0.0im	-1.057704463994366 - 8.765356496484294e-17im	9.559535659068165e-5 - 8.765320665261419e-17im	9.559535658632451e-5 - 8.765320641582237e-17im	-1.057704463994367 - 8.765356472807898e-17im
-7.038113755597398e-6 + 0.0im	-1.0577044625406151 - 7.946670052211623e-17im	9.464886678763897e-5 - 7.946640082163484e-17im	9.464886678328202e-5 - 7.94664006069594e-17im	-1.057704462540616 - 7.946670030746607e-17im
-6.968429460987523e-6 + 0.0im	-1.0577044611155082 - 7.200487753600877e-17im	9.371174820381283e-5 - 7.200462699533319e-17im	9.371174819945549e-5 - 7.200462680081548e-17im	-1.0577044611155093 - 7.200487734151395e-17im
-6.899435109888637e-6 + 0.0im	-1.0577044597184826 - 6.520783598292083e-17im	9.278390805389947e-5 - 6.520762665167187e-17im	9.278390804954217e-5 - 6.520762647551602e-17im	-1.057704459718483 - 6.520783580678572e-17im
-6.8311238711768685e-6 + 0.0im	-1.0577044583489832 - 5.901994439387774e-17im	9.186525447124508e-5 - 5.901976958844508e-17im	9.186525446688788e-5 - 5.90197694290055e-17im	-1.0577044583489834 - 5.901994423445693e-17im
-6.763488981363236e-6 + 0.0im	-1.0577044570064682 - 5.3389879474704574e-17im	9.095569649886296e-5 - 5.338973357955594e-17im	9.095569649450683e-5 - 5.338973343532569e-17im	-1.057704457006469 - 5.338987933049131e-17im
-6.696523743923996e-6 + 0.0im	-1.0577044556904063 - 4.82703247712189e-17im	9.005514408027677e-5 - 4.8270203070858646e-17im	9.005514407591787e-5 - 4.827020294045863e-17im	-1.0577044556904072 - 4.827032464083422e-17im
-6.630221528637619e-6 + 0.0im	-1.057704454400276 - 4.3617687518359244e-17im	8.916350805075701e-5 - 4.3617586055291623e-17im	8.91635080463979e-5 - 4.361758593746047e-17im	-1.057704454400277 - 4.361768740054197e-17im
-6.564575770928336e-6 + 0.0im	-1.0577044531355666 - 3.939183282752265e-17im	8.828070012836331e-5 - 3.9391748282265563e-17im	8.82807001240051e-5 - 3.9391748175850366e-17im	-1.0577044531355677 - 3.9391832721119974e-17im
-6.4995799712161745e-6 + 0.0im	-1.0577044518957768 - 3.5555834383799944e-17im	8.740663290530561e-5 - 3.555576397358515e-17im	8.740663290094737e-5 - 3.5555763877532693e-17im	-1.0577044518957779 - 3.55558342877588e-17im
-6.43522769427344e-6 + 0.0im	-1.057704450680416 - 3.207574084401515e-17im	8.654121983917719e-5 - 3.207568223731446e-17im	8.654121983482078e-5 - 3.207568215066332e-17im	-1.0577044506804172 - 3.2075740757374205e-17im
-6.371512568587564e-6 + 0.0im	-1.0577044494890024 - 2.892035714721068e-17im	8.56843752445329e-5 - 2.892030839165788e-17im	8.568437524017372e-5 - 2.892030831353086e-17im	-1.0577044494890036 - 2.892035706909285e-17im
-6.308428285730261e-6 + 0.0im	-1.0577044483210643 - 2.6061039971247058e-17im	8.483601428425183e-5 - 2.6060999432891374e-17im	8.483601427989403e-5 - 2.6060999362488657e-17im	-1.0577044483210658 - 2.6061039900852633e-17im
-6.245968599732931e-6 + 0.0im	-1.0577044471761397 - 2.3471506592266427e-17im	8.399605296125832e-5 - 2.3471472904405974e-17im	8.399605295689951e-5 - 2.3471472840998764e-17im	-1.0577044471761412 - 2.347150652886668e-17im
-6.184127326468248e-6 + 0.0im	-1.0577044460537743 - 2.1127656427695606e-17im	8.316440811008988e-5 - 2.112762844780508e-17im	8.316440810573319e-5 - 2.112762839072967e-17im	-1.0577044460537754 - 2.1127656370626913e-17im
-6.12289834303787e-6 + 0.0im	-1.0577044449535242 - 1.9007404568038712e-17im	8.234099738878918e-5 - 1.9007381341531922e-17im	8.234099738443202e-5 - 1.9007381290184275e-17im	-1.057704444953525 - 1.9007404516697105e-17im
-6.062275587166207e-6 + 0.0im	-1.057704443874953 - 1.7090526627757802e-17im	8.152573927066456e-5 - 1.7090507357518207e-17im	8.152573926630601e-5 - 1.7090507311348918e-17im	-1.0577044438749539 - 1.7090526581593948e-17im
-6.002253056600205e-6 + 0.0im	-1.0577044428176345 - 1.535851427089248e-17im	8.071855303620659e-5 - 1.5358498291668434e-17im	8.071855303184891e-5 - 1.5358498250178098e-17im	-1.0577044428176352 - 1.5358514229407028e-17im
-5.942824808515055e-6 + 0.0im	-1.0577044417811494 - 1.3794440792579791e-17im	7.991935876516747e-5 - 1.3794427549480458e-17im	7.991935876081045e-5 - 1.3794427512215393e-17im	-1.0577044417811499 - 1.3794440755319114e-17im
-5.883984958925797e-6 + 0.0im	-1.057704440765086 - 1.2382836163168337e-17im	7.912807732858855e-5 - 1.238282519361381e-17im	7.912807732423192e-5 - 1.238282516016213e-17im	-1.0577044407650873 - 1.2382836129720595e-17im
-5.825727682104749e-6 + 0.0im	-1.0577044397690445 - 1.110957096705302e-17im	7.834463038100634e-5 - 1.1109561885632738e-17im	7.83446303766467e-5 - 1.1109561855620728e-17im	-1.057704439769045 - 1.1109570937044541e-17im
-5.768047210004702e-6 + 0.0im	-1.0577044387926282 - 9.961748693579927e-18im	7.756894035263719e-5 - 9.96174117935809e-18im	7.756894034827845e-5 - 9.961741152446869e-18im	-1.0577044387926289 - 9.961748666671876e-18im
-5.710937831687824e-6 + 0.0im	-1.0577044378354512 - 8.927605862288344e-18im	7.680093044175488e-5 - 8.927599648167018e-18im	7.680093043739633e-5 - 8.927599624049485e-18im	-1.0577044378354523 - 8.927605838173652e-18im
-5.654393892760222e-6 + 0.0im	-1.0577044368971347 - 7.996419489282023e-18im	7.60405246070456e-5 - 7.99641435309359e-18im	7.604052460268906e-5 - 7.996414331491618e-18im	-1.0577044368971351 - 7.996419467682593e-18im
-5.598409794812101e-6 + 0.0im	-1.0577044359773067 - 7.158421425582429e-18im	7.52876475601312e-5 - 7.158417182634547e-18im	7.528764755577441e-5 - 7.158417163296389e-18im	-1.0577044359773073 - 7.158421406246547e-18im
-5.5429799948634656e-6 + 0.0im	-1.0577044350756026 - 6.4047191218424344e-18im	7.45422247580469e-5 - 6.4047156186822185e-18im	7.454222475369079e-5 - 6.404715601380153e-18im	-1.0577044350756035 - 6.404719104542404e-18im
-5.488099004815313e-6 + 0.0im	-1.057704434191666 - 5.727222396744832e-18im	7.380418239588948e-5 - 5.7272195059459215e-18im	7.380418239153262e-5 - 5.7272194904740835e-18im	-1.0577044341916664 - 5.727222381274813e-18im
-5.43376139090625e-6 + 0.0im	-1.0577044333251462 - 5.118575808715266e-18im	7.307344739951096e-5 - 5.1185734245224855e-18im	7.307344739515377e-5 - 5.118573410694877e-18im	-1.0577044333251469 - 5.118575794889287e-18im
-5.379961773174505e-6 + 0.0im	-1.0577044324757008 - 4.572096252221319e-18im	7.234994741831658e-5 - 4.5720942869139386e-18im	7.23499474139562e-5 - 4.572094274562622e-18im	-1.0577044324757012 - 4.572096239871456e-18im
-5.326694824925252e-6 + 0.0im	-1.0577044316429918 - 4.081715420863811e-18im	7.163361081803196e-5 - 4.081713801720625e-18im	7.163361081367466e-5 - 4.0817137906940495e-18im	-1.0577044316429929 - 4.081715409838535e-18im
-5.27395527220322e-6 + 0.0im	-1.0577044308266916 - 3.641926799678968e-18im	7.092436667366524e-5 - 3.641925466447029e-18im	7.092436666930829e-5 - 3.641925456608524e-18im	-1.0577044308266925 - 3.641926789841621e-18im
-5.221737893270515e-6 + 0.0im	-1.057704430026475 - 3.2477368685362667e-18im	7.022214476246048e-5 - 3.2477357713209365e-18im	7.022214475810467e-5 - 3.2477357625473176e-18im	-1.0577044300264757 - 3.247736859763681e-18im
-5.170037518089618e-6 + 0.0im	-1.0577044292420257 - 2.894620217231237e-18im	6.952687555694465e-5 - 2.8946193147384143e-18im	6.952687555258836e-5 - 2.8946193069187246e-18im	-1.057704429242027 - 2.8946202094124683e-18im
-5.118849027811503e-6 + 0.0im	-1.0577044284730337 - 2.57847829082092e-18im	6.883849021805809e-5 - 2.5784775488935303e-18im	6.883849021369992e-5 - 2.578477541927884e-18im	-1.0577044284730353 - 2.5784782838560935e-18im
-5.068167354268815e-6 + 0.0im	-1.057704427719194 - 2.2956015009380415e-18im	6.815692058830115e-5 - 2.295600891338216e-18im	6.815692058394258e-5 - 2.295600885136749e-18im	-1.057704427719195 - 2.2956014947373043e-18im
-5.017987479474074e-6 + 0.0im	-1.0577044269802074 - 2.0426344552436032e-18im	6.748209918505276e-5 - 2.0426339546398838e-18im	6.748209918069513e-5 - 2.042633949121796e-18im	-1.057704426980209 - 2.0426344497261652e-18im
-4.968304435122846e-6 + 0.0im	-1.057704426255782 - 1.8165440728471997e-18im	6.68139591938135e-5 - 1.8165436619727416e-18im	6.681395918945567e-5 - 1.8165436570654274e-18im	-1.0577044262557829 - 1.816544067940463e-18im
-4.919113302101827e-6 + 0.0im	-1.0577044255456316 - 1.614590368445711e-18im	6.61524344616381e-5 - 1.6145900313990132e-18im	6.615243445728054e-5 - 1.6145900270372676e-18im	-1.057704425545632 - 1.6145903640844788e-18im
-4.870409210001809e-6 + 0.0im	-1.0577044248494727 - 1.4342997021192125e-18im	6.549745949057843e-5 - 1.4342994257835776e-18im	6.549745948622016e-5 - 1.4342994219088792e-18im	-1.0577044248494738 - 1.4342996982449708e-18im
-4.822187336635455e-6 + 0.0im	-1.0577044241670315 - 1.2734403051893475e-18im	6.484896943116657e-5 - 1.2734400787511845e-18im	6.484896942681018e-5 - 1.2734400753110411e-18im	-1.0577044241670326 - 1.273440301749609e-18im
-4.774442907559857e-6 + 0.0im	-1.0577044234980364 - 1.1299999053093886e-18im	6.420690007605701e-5 - 1.1299997198587687e-18im	6.420690007169944e-5 - 1.1299997168061231e-18im	-1.0577044234980373 - 1.1299999022571024e-18im
-4.7271711956038185e-6 + 0.0im	-1.0577044228422239 - 1.0021652860334775e-18im	6.357118785358118e-5 - 1.0021651342330767e-18im	6.357118784922209e-5 - 1.0021651315257708e-18im	-1.0577044228422248 - 1.0021652833264901e-18im
-4.68036752039982e-6 + 0.0im	-1.0577044221993335 - 8.883036275260812e-19im	6.294176982154298e-5 - 8.88303503336965e-19im	6.29417698171846e-5 - 8.883035009372514e-19im	-1.0577044221993344 - 8.883036251266502e-19im
-4.634027247920614e-6 + 0.0im	-1.0577044215691098 - 7.869454858417204e-19im	6.231858366093394e-5 - 7.869453842963408e-19im	6.231858365657715e-5 - 7.869453821704418e-19im	-1.057704421569111 - 7.869454837160718e-19im
-4.58814579002041e-6 + 0.0im	-1.057704420951305 - 6.967692783530408e-19im	6.170156766976567e-5 - 6.967691953674212e-19im	6.170156766540674e-5 - 6.967691934851292e-19im	-1.057704420951306 - 6.967692764709705e-19im
-4.542718603980604e-6 + 0.0im	-1.0577044203456727 - 6.165871524534322e-19im	6.109066075697314e-5 - 6.16587084671869e-19im	6.109066075261567e-5 - 6.165870830061856e-19im	-1.0577044203456736 - 6.165871507879449e-19im
-4.4977411920600035e-6 + 0.0im	-1.0577044197519743 - 5.45332123633887e-19im	6.0485802436371996e-5 - 5.45332068300607e-19im	6.048580243201377e-5 - 5.45332066827416e-19im	-1.0577044197519754 - 5.453321221608693e-19im
-4.453209101049508e-6 + 0.0im	-1.0577044191699738 - 4.820463774545621e-19im	5.988693282062672e-5 - 4.820463323077213e-19im	5.988693281626814e-5 - 4.820463310054941e-19im	-1.0577044191699745 - 4.82046376152488e-19im
-4.409117921831196e-6 + 0.0im	-1.0577044185994409 - 4.2587063782507274e-19im	5.929399261540186e-5 - 4.258706010092544e-19im	5.929399261104368e-5 - 4.258705998587834e-19im	-1.0577044185994418 - 4.2587063667473717e-19im
-4.3654632889417784e-6 + 0.0im	-1.05770441804015 - 3.760345113962486e-19im	5.870692311339474e-5 - 3.760344813902751e-19im	5.8706923109037374e-5 - 3.760344803744342e-19im	-1.0577044180401505 - 3.760345103805273e-19im
-4.3222408801403745e-6 + 0.0im	-1.0577044174918793 - 3.3184772477497764e-19im	5.812566618860821e-5 - 3.3184770033238996e-19im	5.812566618425026e-5 - 3.318476994359177e-19im	-1.05770441749188 - 3.31847723878611e-19im
-4.279446415980569e-6 + 0.0im	-1.057704416954411 - 2.9269217772524956e-19im	5.7550164290535965e-5 - 2.9269215782525924e-19im	5.75501642861784e-5 - 2.9269215703456403e-19im	-1.0577044169544125 - 2.9269217693464747e-19im
-4.237075659386702e-6 + 0.0im	-1.0577044164275338 - 2.580147415364226e-19im	5.698036043849876e-5 - 2.580147253435166e-19im	5.6980360434139796e-5 - 2.5801472464650096e-19im	-1.0577044164275349 - 2.58014740839489e-19im
-4.195124415234359e-6 + 0.0im	-1.0577044159110378 - 2.2732073734625423e-19im	5.641619821594723e-5 - 2.27320724176945e-19im	5.641619821159031e-5 - 2.2732072356284783e-19im	-1.057704415911039 - 2.273207367322295e-19im
-4.153588529935009e-6 + 0.0im	-1.0577044154047193 - 2.0016803442393951e-19im	5.585762176499922e-5 - 2.0016802371941204e-19im	5.58576217606407e-5 - 2.001680231786668e-19im	-1.0577044154047204 - 2.0016803388325794e-19im
-4.112463891024761e-6 + 0.0im	-1.0577044149083767 - 1.7616171326825401e-19im	5.530457578074497e-5 - 1.761617045718776e-19im	5.530457577638762e-5 - 1.7616170409598441e-19im	-1.0577044149083779 - 1.7616171279241684e-19im
