w	self_d-A_d	selfc_d-A_d	self_d-Ac_d	selfc_d-Ac_d
-0.0014578492893079149 + 0.0im	-1.060919051118121 + 3.0180438964883804e-7im	0.020131513789106322 - 3.044860284052795e-7im	0.02013151378910199 - 3.044860284021697e-7im	-1.0609190511181215 + 3.018043896488989e-7im
-0.0014434151379286286 + 0.0im	-1.0608533590036506 + 2.695738686489803e-7im	0.019921311118395266 - 2.719406839261812e-7im	0.019921311118390933 - 2.71940683923035e-7im	-1.060853359003652 + 2.695738686491308e-7im
-0.0014291238989392362 + 0.0im	-1.0607890618631608 + 2.4093740551274324e-7im	0.01971353665763346 - 2.4300679554225257e-7im	0.019713536657629118 - 2.4300679553906815e-7im	-1.0607890618631621 + 2.409374055129814e-7im
-0.0014149741573655805 + 0.0im	-1.0607261277144355 + 2.155046269339424e-7im	0.01950815465562459 - 2.1729348045662033e-7im	0.019508154655620256 - 2.1729348045339708e-7im	-1.060726127714437 + 2.1550462693426756e-7im
-0.001400964512243149 + 0.0im	-1.0606645254167413 + 1.9292582745526578e-7im	0.019305130145178095 - 1.9445051612917206e-7im	0.019305130145173766 - 1.9445051612590876e-7im	-1.0606645254167428 + 1.929258274556762e-7im
-0.0013870935764783653 + 0.0im	-1.0606042246439045 + 1.7288793150587692e-7im	0.01910442916300594 - 1.7416430425311111e-7im	0.01910442916300161 - 1.74164304249807e-7im	-1.060604224643906 + 1.7288793150637143e-7im
-0.0013733599767112527 + 0.0im	-1.0605451958584267 + 1.5511083437001718e-7im	0.0189060175048358 - 1.5615421352322778e-7im	0.01890601750483147 - 1.5615421351988187e-7im	-1.060545195858428 + 1.551108343705943e-7im
-0.0013597623531794582 + 0.0im	-1.0604874102865927 + 1.393440888996678e-7im	0.018709863116524863 - 1.4016926801881502e-7im	0.018709863116520533 - 1.4016926801542644e-7im	-1.0604874102865935 + 1.3934408890032578e-7im
-0.001346299359583622 + 0.0im	-1.060430839894535 + 1.2536390744224325e-7im	0.01851593368999881 - 1.2598515068109227e-7im	0.018515933689994466 - 1.2598515067766039e-7im	-1.0604308398945366 + 1.2536390744298078e-7im
-0.0013329696629540812 + 0.0im	-1.0603754573652084 + 1.1297045092461697e-7im	0.018324197844102524 - 1.1340149383445678e-7im	0.018324197844098198 - 1.134014938309807e-7im	-1.0603754573652093 + 1.1297045092543241e-7im
-0.0013197719435188923 + 0.0im	-1.0603212360762355 + 1.0198537932836775e-7im	0.01813462479576408 - 1.022394309937025e-7im	0.01813462479575975 - 1.0223943099018173e-7im	-1.060321236076237 + 1.0198537932925948e-7im
-0.0013067048945731607 + 0.0im	-1.060268150078594 + 9.224963991824209e-8im	0.01794718441316631 - 9.23393863257729e-8im	0.017947184413161985 - 9.233938632220702e-8im	-1.060268150078595 + 9.224963991920854e-8im
-0.001293767222349664 + 0.0im	-1.0602161740760987 + 8.362147155641905e-8im	0.017761847171278707 - 8.355908010459825e-8im	0.017761847171274367 - 8.355908010098679e-8im	-1.0602161740760998 + 8.362147155745871e-8im
-0.0012809576458907563 + 0.0im	-1.060165283405656 + 7.597460525883642e-8im	0.017578584134088058 - 7.577173032071326e-8im	0.01757858413408373 - 7.57717303170559e-8im	-1.0601652834056574 + 7.597460525994746e-8im
-0.001268274896921541 + 0.0im	-1.0601154540182538 + 6.919664283578465e-8im	0.017397366952472765 - 6.886443229282476e-8im	0.01739736695246844 - 6.886443228912123e-8im	-1.0601154540182551 + 6.91966428369655e-8im
-0.001255717719724298 + 0.0im	-1.0600666624606483 + 6.318759701596558e-8im	0.01721816805955459 - 6.273669968506793e-8im	0.017218168059550266 - 6.273669968131805e-8im	-1.0600666624606496 + 6.318759701721453e-8im
-0.0012432848710141563 + 0.0im	-1.0600188858577289 + 5.7858577889650764e-8im	0.01704095966821793 - 5.729915176976663e-8im	0.01704095966821361 - 5.729915176597023e-8im	-1.06001888585773 + 5.78585778909661e-8im
-0.0012309751198159964 + 0.0im	-1.059972101895532 + 5.313061183050031e-8im	0.016865715305271978 - 5.247233309910397e-8im	0.016865715305267648 - 5.247233309526121e-8im	-1.0599721018955326 + 5.313061183188031e-8im
-0.0012187872473425707 + 0.0im	-1.0599262888048662 + 4.8933580274538994e-8im	0.01669240873488958 - 4.8185652967758496e-8im	0.016692408734885245 - 4.818565296386937e-8im	-1.059926288804867 + 4.893358027598188e-8im
-0.0012067200468738324 + 0.0im	-1.05988142534554 + 4.5205266856017994e-8im	0.016521014217281846 - 4.437643316953393e-8im	0.016521014217277516 - 4.437643316559865e-8im	-1.0598814253455415 + 4.5205266857522026e-8im
-0.0011947723236374577 + 0.0im	-1.05983749079118 + 4.1890502430223414e-8im	0.016351506493550827 - 4.098905358111343e-8im	0.0163515064935465 - 4.098905357713233e-8im	-1.0598374907911812 + 4.189050243178683e-8im
-0.0011829428946905523 + 0.0im	-1.0597944649146827 + 3.894039845917594e-8im	0.016183860524438418 - 3.797418605174632e-8im	0.01618386052443409 - 3.7974186047719725e-8im	-1.0597944649146842 + 3.894039846079686e-8im
-0.001171230588802527 + 0.0im	-1.0597523279750727 + 3.631166010370215e-8im	0.01601805248141835 - 3.528810794502914e-8im	0.016018052481414025 - 3.528810794095758e-8im	-1.0597523279750742 + 3.631166010537877e-8im
-0.0011596342463391356 + 0.0im	-1.0597110606198044 + 3.3965971160294337e-8im	0.015854058201653386 - 3.289208747371397e-8im	0.015854058201649063 - 3.2892087469597977e-8im	-1.0597110606198055 + 3.396597116202486e-8im
-0.001148152719147659 + 0.0im	-1.0596706442581416 + 3.1869443708882963e-8im	0.015691854470083352 - 3.075183369603502e-8im	0.015691854470079022 - 3.075183369187533e-8im	-1.0596706442581427 + 3.186944371066552e-8im
-0.0011367848704432267 + 0.0im	-1.0596310603152796 + 2.999212600322632e-8im	0.015531417762883996 - 2.8837004707493292e-8im	0.015531417762879664 - 2.883700470329062e-8im	-1.0596310603152805 + 2.999212600505906e-8im
-0.001125529574696264 + 0.0im	-1.0595922909191 + 2.830756274378651e-8im	0.015372725683467309 - 2.7120768170079455e-8im	0.015372725683462984 - 2.7120768165834602e-8im	-1.0595922909191016 + 2.830756274566756e-8im
-0.0011143857175210535 + 0.0im	-1.0595543185571665 + 2.6792402428187905e-8im	0.015215755992175702 - 2.557940887603374e-8im	0.015215755992171372 - 2.5579408871747726e-8im	-1.0595543185571676 + 2.679240243011536e-8im
-0.0011033521955653995 + 0.0im	-1.059517126125877 + 2.5426046980773474e-8im	0.015060486601019534 - 2.4191978549559796e-8im	0.015060486601015211 - 2.4191978545233658e-8im	-1.0595171261258785 + 2.5426046982745413e-8im
-0.0010924279164013857 + 0.0im	-1.0594806969200876 + 2.4190339324278936e-8im	0.01490689651664888 - 2.2939983551319988e-8im	0.014906896516644548 - 2.2939983546954843e-8im	-1.0594806969200892 + 2.419033932629348e-8im
-0.0010816117984172135 + 0.0im	-1.059445014622498 + 2.3069284976831205e-8im	0.014754964375423795 - 2.18071065706431e-8im	0.014754964375419465 - 2.1807106566240167e-8im	-1.0594450146224996 + 2.3069284978886428e-8im
-0.0010709027707101124 + 0.0im	-1.0594100632933088 + 2.204880413972665e-8im	0.01460466943640745 - 2.0778958772544953e-8im	0.014604669436403128 - 2.0778958768105547e-8im	-1.0594100632933101 + 2.204880414182058e-8im
-0.0010602997729803093 + 0.0im	-1.0593758273602043 + 2.1116511088859218e-8im	0.01445599129885924 - 1.9842859214004812e-8im	0.014455991298854911 - 1.9842859209530328e-8im	-1.0593758273602056 + 2.1116511090989916e-8im
-0.001049801755426049 + 0.0im	-1.0593422916086501 + 2.0261517998168683e-8im	0.014308909902907698 - 1.8987638659373147e-8im	0.014308909902903367 - 1.898763865486505e-8im	-1.0593422916086512 + 2.0261518000334242e-8im
-0.0010394076786396523 + 0.0im	-1.0593094411725008 + 1.947426060973431e-8im	0.014163405519209681 - 1.8203465210979215e-8im	0.014163405519205353 - 1.820346520643909e-8im	-1.0593094411725024 + 1.9474260611932735e-8im
-0.0010291165135046063 + 0.0im	-1.0592772615249135 + 1.874634342465159e-8im	0.014019458747848176 - 1.748168943046165e-8im	0.01401945874784385 - 1.748168942589114e-8im	-1.0592772615249149 + 1.874634342688091e-8im
-0.0010189272410936695 + 0.0im	-1.0592457384695397 + 1.8070402323890528e-8im	0.013877050499385275 - 1.6814706861351322e-8im	0.013877050499380945 - 1.6814706856752122e-8im	-1.059245738469541 + 1.8070402326148774e-8im
-0.0010088388525679897 + 0.0im	-1.0592148581320011 + 1.7439982741073844e-8im	0.013736161996494698 - 1.6195836076126255e-8im	0.013736161996490368 - 1.619583607150021e-8im	-1.059214858132002 + 1.7439982743359046e-8im
-0.0009988503490772176 + 0.0im	-1.0591846069516258 + 1.6849431701484595e-8im	0.01359677476223498 - 1.561921056328353e-8im	0.013596774762230654 - 1.561921055863248e-8im	-1.0591846069516273 + 1.6849431703794745e-8im
-0.0009889607416606115 + 0.0im	-1.0591549716734459 + 1.629380221543005e-8im	0.013458870616711511 - 1.5079682943746343e-8im	0.013458870616707183 - 1.5079682939072247e-8im	-1.059154971673447 + 1.6293802217763168e-8im
-0.0009791690511491203 + 0.0im	-1.059125939340432 + 1.576876867100294e-8im	0.013322431664633027 - 1.4572740162800431e-8im	0.013322431664628697 - 1.457274015810531e-8im	-1.059125939340433 + 1.5768768673357036e-8im
-0.0009694743080684359 + 0.0im	-1.0590974972859744 + 1.5270552012827987e-8im	0.013187440294538626 - 1.4094428445263715e-8im	0.013187440294534296 - 1.4094428440549629e-8im	-1.0590974972859757 + 1.5270552015201063e-8im
-0.0009598755525430058 + 0.0im	-1.0590696331265865 + 1.4795853620955925e-8im	0.013053879168148536 - 1.3641286929134817e-8im	0.013053879168144213 - 1.3641286924403937e-8im	-1.0590696331265874 + 1.4795853623345989e-8im
-0.0009503718342009958 + 0.0im	-1.0590423347548228 + 1.4341796918960186e-8im	0.012921731216775237 - 1.3210289007828669e-8im	0.012921731216770907 - 1.3210289003083165e-8im	-1.059042334754824 + 1.4341796921365242e-8im
-0.0009409622120801938 + 0.0im	-1.0590155903324174 + 1.3905875843676272e-8im	0.01279097963383011 - 1.2798790514466003e-8im	0.012790979633825783 - 1.2798790509708131e-8im	-1.0590155903324183 + 1.390587584609433e-8im
-0.0009316457545348453 + 0.0im	-1.058989388283616 + 1.3485909401981867e-8im	0.012661607870495252 - 1.2404483974617047e-8im	0.012661607870490922 - 1.2404483969849111e-8im	-1.0589893882836172 + 1.348590940441094e-8im
-0.0009224215391434112 + 0.0im	-1.0589637172887119 + 1.308000162352953e-8im	0.012533599628160313 - 1.2025358237393426e-8im	0.012533599628155983 - 1.202535823261778e-8im	-1.058963717288713 + 1.308000162596764e-8im
-0.0009132886526172388 + 0.0im	-1.0589385662777613 + 1.26865062933153e-8im	0.012406938854068877 - 1.1659662869735356e-8im	0.012406938854064548 - 1.165966286495438e-8im	-1.0589385662777622 + 1.2686506295760457e-8im
-0.0009042461907101375 + 0.0im	-1.0589139244244896 + 1.2303995915214342e-8im	0.01228160973767179 - 1.1305876765974661e-8im	0.01228160973766746 - 1.1305876761190794e-8im	-1.0589139244244912 + 1.2303995917664587e-8im
-0.000895293258128849 + 0.0im	-1.058889781140365 + 1.1931234417889508e-8im	0.012157596701085759 - 1.096268048501621e-8im	0.012157596701081436 - 1.0962680480231918e-8im	-1.0588897811403661 + 1.1931234420342853e-8im
-0.0008864289684444049 + 0.0im	-1.0588661260688457 + 1.156715316845796e-8im	0.012034884398545574 - 1.0628931881451054e-8im	0.01203488439854124 - 1.0628931876668852e-8im	-1.0588661260688468 + 1.1567153170912484e-8im
-0.0008776524440043613 + 0.0im	-1.0588429490797884 + 1.121082990760813e-8im	0.01191345770930297 - 1.0303644645214387e-8im	0.01191345770929864 - 1.0303644640436789e-8im	-1.0588429490797904 + 1.1210829910061884e-8im
-0.0008689628158459023 + 0.0im	-1.058820240264015 + 1.086147026305267e-8im	0.011793301733902983 - 9.985969407591784e-9im	0.011793301733898654 - 9.985969402821337e-9im	-1.0588202402640166 + 1.086147026550372e-8im
-0.0008603592236098042 + 0.0im	-1.0587979899280298 + 1.0518391536797954e-8im	0.011674401788307417 - 9.675177109969802e-9im	0.01167440178830309 - 9.675177105209076e-9im	-1.0587979899280309 + 1.0518391539244386e-8im
-0.0008518408154552517 + 0.0im	-1.0587761885888824 + 1.0181008496166309e-8im	0.01155674340101906 - 9.370644366184288e-9im	0.011556743401014728 - 9.370644361435871e-9im	-1.0587761885888836 + 1.018100849860623e-8im
-0.0008434067479754967 + 0.0im	-1.0587548269691782 + 9.848820929245846e-9im	0.011440312307849452 - 9.07184058006147e-9im	0.011440312307845127 - 9.071840575327946e-9im	-1.058754826969179 + 9.848820931677375e-9im
-0.0008350561861143532 + 0.0im	-1.0587338959922181 + 9.521402752843486e-9im	0.011325094447973 - 8.778316607152832e-9im	0.01132509444796867 - 8.778316602436794e-9im	-1.058733895992219 + 9.52140275526476e-9im
-0.0008267883030835181 + 0.0im	-1.0587133867772716 + 9.198392485422659e-9im	0.011211075959930464 - 8.489694774078278e-9im	0.011211075959926138 - 8.489694769382342e-9im	-1.0587133867772731 + 9.198392487831844e-9im
-0.000818602280280711 + 0.0im	-1.05869329063498 + 8.879484919229278e-9im	0.011098243177457914 - 8.205660090622952e-9im	0.011098243177453586 - 8.205660085949705e-9im	-1.058693290634981 + 8.879484921624555e-9im
-0.0008104973072086247 + 0.0im	-1.0586735990627327 + 8.564423845127517e-9im	0.010986582625936901 - 7.92595250906172e-9im	0.010986582625932571 - 7.925952504413749e-9im	-1.0586735990627336 + 8.564423847507088e-9im
-0.000802472581394678 + 0.0im	-1.0586543037413405 + 8.252995700833578e-9im	0.010876081018459272 - 7.65036010236387e-9im	0.010876081018454943 - 7.65036009774376e-9im	-1.0586543037413418 + 8.252995703195676e-9im
-0.0007945273083115623 + 0.0im	-1.0586353965282989 + 7.945024028478775e-9im	0.01076672525225424 - 7.378713048186619e-9im	0.010766725252249911 - 7.378713043596926e-9im	-1.0586353965283 + 7.945024030821658e-9im
-0.0007866607012985765 + 0.0im	-1.0586168694566294 + 7.64036464095713e-9im	0.010658502405144685 - 7.110878319103643e-9im	0.010658502405140352 - 7.110878314546908e-9im	-1.0586168694566302 + 7.6403646432791e-9im
-0.0007788719814837391 + 0.0im	-1.0585987147290752 + 7.3389014085027165e-9im	0.010551399732125242 - 6.846754991519299e-9im	0.010551399732120909 - 6.846754986998048e-9im	-1.0585987147290767 + 7.338901410802071e-9im
-0.0007711603777066724 + 0.0im	-1.0585809247146627 + 7.040542587562523e-9im	0.010445404661952639 - 6.58627009635451e-9im	0.010445404661948307 - 6.586270091871234e-9im	-1.0585809247146638 + 7.040542589837619e-9im
-0.0007635251264422498 + 0.0im	-1.0585634919448694 + 6.745217623431921e-9im	0.010340504793963083 - 6.329374944005822e-9im	0.010340504793958748 - 6.3293749395629654e-9im	-1.0585634919448705 + 6.745217625681153e-9im
-0.0007559654717249998 + 0.0im	-1.0585464091099133 + 6.452874366433648e-9im	0.010236687894840514 - 6.076041864407715e-9im	0.010236687894836182 - 6.076041860007716e-9im	-1.0585464091099146 + 6.452874368655423e-9im
-0.0007484806650742572 + 0.0im	-1.0585296690551333 + 6.163476648768666e-9im	0.0101339418955398 - 5.826261310389483e-9im	0.010133941895535466 - 5.826261306034715e-9im	-1.0585296690551342 + 6.1634766509614395e-9im
-0.0007410699654200566 + 0.0im	-1.0585132647774687 + 5.877002175654682e-9im	0.010032254888271466 - 5.580039279017792e-9im	0.010032254888267138 - 5.580039274710598e-9im	-1.0585132647774702 + 5.877002177816946e-9im
-0.0007337326390297591 + 0.0im	-1.0584971894220256 + 5.59344069009163e-9im	0.009931615123586037 - 5.337395011351919e-9im	0.009931615123581702 - 5.337395007094587e-9im	-1.0584971894220268 + 5.593440692221917e-9im
-0.000726467959435405 + 0.0im	-1.0584814362787305 + 5.312792375638698e-9im	0.009832011007373223 - 5.098358936093464e-9im	0.009832011007368892 - 5.0983589318882384e-9im	-1.0584814362787318 + 5.31279237773558e-9im
-0.0007192752073617872 + 0.0im	-1.0584659987790683 + 5.035066466031385e-9im	0.009733431098388399 - 4.862970827065056e-9im	0.009733431098384067 - 4.862970822914128e-9im	-1.0584659987790697 + 5.035066468093471e-9im
-0.0007121536706552348 + 0.0im	-1.0584508704929048 + 4.760280034377572e-9im	0.009635864105174516 - 4.6312781483690906e-9im	0.009635864105170183 - 4.6312781442745854e-9im	-1.058450870492906 + 4.760280036403521e-9im
-0.0007051026442131037 + 0.0im	-1.0584360451253836 + 4.488456938110466e-9im	0.009539298883613035 - 4.403334564520159e-9im	0.009539298883608707 - 4.403334560484143e-9im	-1.0584360451253847 + 4.488456940098975e-9im
-0.0006981214299139641 + 0.0im	-1.0584215165139055 + 4.219626898896871e-9im	0.009443724434286564 - 4.179198595866749e-9im	0.00944372443428223 - 4.179198591891233e-9im	-1.0584215165139064 + 4.219626900846685e-9im
-0.0006912093365484793 + 0.0im	-1.0584072786251817 + 3.95382469935115e-9im	0.00934912989995646 - 3.9589324022676975e-9im	0.009349129899952131 - 3.9589323983546195e-9im	-1.0584072786251832 + 3.953824701261065e-9im
-0.0006843656797509696 + 0.0im	-1.058393325552356 + 3.69108948073078e-9im	0.009255504563105948 - 3.742600680309262e-9im	0.00925550456310162 - 3.7426006764604946e-9im	-1.058393325552357 + 3.6910894825996265e-9im
-0.0006775897819316531 + 0.0im	-1.0583796515122021 + 3.4314641278272083e-9im	0.009162837843487695 - 3.530269661378041e-9im	0.009162837843483361 - 3.5302696575953833e-9im	-1.0583796515122035 + 3.4314641296538763e-9im
-0.0006708809722095575 + 0.0im	-1.0583662508423892 + 3.1749947290501462e-9im	0.009071119295912396 - 3.3220061996767757e-9im	0.009071119295908063 - 3.3220061959619547e-9im	-1.0583662508423903 + 3.174994730833578e-9im
-0.0006642385863460966 + 0.0im	-1.0583531179988104 + 2.921730101264126e-9im	0.00898033860778431 - 3.11787694081474e-9im	0.008980338607779971 - 3.1178769371694053e-9im	-1.0583531179988113 + 2.9217301030033047e-9im
-0.0006576619666793036 + 0.0im	-1.0583402475529795 + 2.671721370300657e-9im	0.008890485596981523 - 2.917947562948207e-9im	0.008890485596977181 - 2.9179475593739336e-9im	-1.0583402475529806 + 2.6717213719946224e-9im
-0.0006511504620587165 + 0.0im	-1.0583276341894912 + 2.4250215992610077e-9im	0.008801550209637623 - 2.722282083613532e-9im	0.008801550209633292 - 2.7222820801118088e-9im	-1.0583276341894923 + 2.4250216009088433e-9im
-0.0006447034277809074 + 0.0im	-1.0583152727035405 + 2.1816854577645545e-9im	0.008713522518011552 - 2.5309422264060112e-9im	0.008713522518007215 - 2.5309422229782513e-9im	-1.0583152727035419 + 2.181685459365405e-9im
-0.0006383202255256509 + 0.0im	-1.0583031579985007 + 1.9417689262050604e-9im	0.00862639271840214 - 2.3439868425312052e-9im	0.008626392718397805 - 2.3439868391787336e-9im	-1.0583031579985018 + 1.941768927758117e-9im
-0.0006320002232927237 + 0.0im	-1.0582912850835637 + 1.7053290298675725e-9im	0.008540151129189459 - 2.1614713830072146e-9im	0.008540151129185124 - 2.161471379731275e-9im	-1.0582912850835653 + 1.7053290313720868e-9im
-0.0006257427953393304 + 0.0im	-1.0582796490714315 + 1.472423598447888e-9im	0.008454788188544891 - 1.9834474179423468e-9im	0.008454788188540553 - 1.983447414744101e-9im	-1.0582796490714337 + 1.4724235999031627e-9im
-0.0006195473221181489 + 0.0im	-1.0582682451760674 + 1.2431110471159781e-9im	0.008370294453003833 - 1.8099621998639512e-9im	0.0083702944529995 - 1.809962196744467e-9im	-1.0582682451760679 + 1.2431110485213673e-9im
-0.0006134131902159891 + 0.0im	-1.0582570687104917 + 1.0174501757873189e-9im	0.008286660595117014 - 1.6410582685438704e-9im	0.008286660595112672 - 1.6410582655041363e-9im	-1.0582570687104933 + 1.0174501771422318e-9im
-0.0006073397922930585 + 0.0im	-1.0582461150846465 + 7.954999837204733e-10im	0.008203877401785239 - 1.4767730951626834e-9im	0.008203877401780902 - 1.4767730922035905e-9im	-1.0582461150846478 + 7.954999850243772e-10im
-0.0006013265270228301 + 0.0im	-1.0582353798032873 + 5.773194969550878e-10im	0.008121935772413331 - 1.3171387639883602e-9im	0.008121935772408996 - 1.3171387611107136e-9im	-1.0582353798032889 + 5.773194982075011e-10im
-0.000595372799032505 + 0.0im	-1.058224858463946 + 3.6296760644899277e-10im	0.008040826717133721 - 1.1621816900226012e-9im	0.008040826717129386 - 1.1621816872271234e-9im	-1.058224858463947 + 3.62967607649493e-10im
-0.0005894780188440644 + 0.0im	-1.0582145467549258 + 1.5250291507355525e-10im	0.007960541355133847 - 1.0119223712970123e-9im	0.007960541355129509 - 1.0119223685843327e-9im	-1.0582145467549269 + 1.5250291622177138e-10im
-0.0005836416028159054 + 0.0im	-1.0582044404533515 - 5.401640811191592e-11im	0.007881070912624404 - 8.66375174687326e-10im	0.007881070912620062 - 8.663751720579794e-10im	-1.0582044404533524 - 5.401640701630067e-11im
-0.0005778629730850548 + 0.0im	-1.058194535423263 - 2.565327676569831e-10im	0.007802406721853795 - 7.255481542628436e-10im	0.0078024067218494565 - 7.255481517172817e-10im	-1.0581945354232642 - 2.5653276661422596e-10im
-0.0005721415575099552 + 0.0im	-1.058184827613749 - 4.549892767384739e-10im	0.007724540218793043 - 5.894429013044939e-10im	0.0077245402187887035 - 5.894428988430836e-10im	-1.0581848276137502 - 4.549892757487823e-10im
-0.0005664767896138169 + 0.0im	-1.0581753130571303 - 6.493298883755058e-10im	0.00764746294189404 - 4.580544252129719e-10im	0.007647462941889705 - 4.580544228359802e-10im	-1.0581753130571314 - 6.493298874390302e-10im
-0.0005608681085285316 + 0.0im	-1.0581659878671803 - 8.394995236619465e-10im	0.007571166530458709 - 3.313710645918081e-10im	0.007571166530454367 - 3.3137106229942663e-10im	-1.0581659878671812 - 8.394995227787842e-10im
-0.0005553149589391402 + 0.0im	-1.0581568482373862 - 1.0254441977014558e-9im	0.007495642723112495 - 2.0937442783252022e-10im	0.007495642723108156 - 2.0937442562484297e-10im	-1.058156848237387 - 1.0254441968716455e-9im
-0.0005498167910288518 + 0.0im	-1.058147890439253 - 1.2071111438100126e-9im	0.007420883356331759 - 9.203936255277426e-11im	0.007420883356327424 - 9.203936042981661e-11im	-1.0581478904392543 - 1.207111143033549e-9im
-0.0005443730604246057 + 0.0im	-1.0581391108206442 - 1.3844489364442363e-9im	0.007346880362903274 + 2.066604675322653e-11im	0.007346880362898935 + 2.0666048791537437e-11im	-1.0581391108206453 - 1.3844489357210532e-9im
-0.0005389832281431739 + 0.0im	-1.05813050580416 - 1.5574076132185668e-9im	0.007273625770617588 + 1.2878045349811084e-10im	0.007273625770613253 + 1.2878045545193135e-10im	-1.0581305058041606 - 1.5574076125485542e-9im
-0.000533646760537796 + 0.0im	-1.0581220718855502 - 1.725938796289291e-9im	0.0072011117007615075 + 2.3234919688086467e-10im	0.007201111700757172 + 2.3234919875043293e-10im	-1.0581220718855517 - 1.7259387956722766e-9im
-0.0005283631292453425 + 0.0im	-1.058113805632173 - 1.889995813306543e-9im	0.007129330366785 + 3.3142422355081667e-10im	0.007129330366780658 + 3.314242253364497e-10im	-1.0581138056321748 - 1.8899958127423106e-9im
-0.0005231318111340024 + 0.0im	-1.0581057036814723 - 2.0495338180661064e-9im	0.007058274072949619 + 4.260639837779547e-10im	0.007058274072945277 + 4.2606398548005664e-10im	-1.0581057036814734 - 2.0495338175543893e-9im
-0.0005179522882514876 + 0.0im	-1.0580977627395005 - 2.2045099109298107e-9im	0.006987935212998159 + 5.16333302891472e-10im	0.006987935212993817 + 5.16333304510518e-10im	-1.058097762739502 - 2.2045099104702924e-9im
-0.0005128240477737501 + 0.0im	-1.0580899795794745 - 2.3548832590257025e-9im	0.006918306268887699 + 6.023032287931076e-10im	0.00691830626888336 + 6.023032303296517e-10im	-1.058089979579475 - 2.3548832586180174e-9im
-0.000507746581954208 + 0.0im	-1.0580823510403399 - 2.500615216186536e-9im	0.006849379809487364 + 6.840508564006154e-10im	0.006849379809483026 + 6.840508578552855e-10im	-1.0580823510403405 - 2.5006152158302725e-9im
-0.0005027193880734733 + 0.0im	-1.0580748740255985 - 2.64166944253666e-9im	0.006781148489357324 + 7.616591299276722e-10im	0.006781148489352986 + 7.616591313011701e-10im	-1.0580748740255996 - 2.6416694422313578e-9im
-0.0004977419683895775 + 0.0im	-1.0580675455012916 - 2.778012023592684e-9im	0.006713605047522897 + 8.352166239595549e-10im	0.006713605047518555 + 8.352166252526497e-10im	-1.058067545501293 - 2.7780120233378362e-9im
-0.0004928138300886906 + 0.0im	-1.0580603624956582 - 2.9096115887022158e-9im	0.006646742306281406 + 9.048173043373083e-10im	0.006646742306277065 + 9.048173055508403e-10im	-1.0580603624956597 - 2.9096115884972747e-9im
-0.00048793448523632734 + 0.0im	-1.0580533220971062 - 3.0364394286069026e-9im	0.006580553170026367 + 9.705602699167678e-10im	0.006580553170022029 + 9.705602710516447e-10im	-1.0580533220971071 - 3.0364394284512748e-9im
-0.00048310345072903697 + 0.0im	-1.0580464214532068 - 3.158469611880908e-9im	0.006515030624104738 + 1.0325494763213093e-9im	0.006515030624100399 + 1.0325494773785007e-9im	-1.0580464214532082 - 3.158469611773959e-9im
-0.00047832024824657126 + 0.0im	-1.0580396577694364 - 3.275679099963901e-9im	0.006450167733685586 + 1.0908934428585052e-9im	0.006450167733681245 + 1.0908934438390436e-9im	-1.058039657769438 - 3.2756790999049563e-9im
-0.000473584404204526 + 0.0im	-1.0580330283079624 - 3.3880478604779405e-9im	0.006385957642641358 + 1.145704943819819e-9im	0.006385957642637016 + 1.1457049447247928e-9im	-1.0580330283079638 - 3.3880478604662814e-9im
-0.0004688954497074515 + 0.0im	-1.058026530386462 - 3.495558978490919e-9im	0.006322393572491132 + 1.1971006854289353e-9im	0.00632239357248679 + 1.1971006862594952e-9im	-1.0580265303864627 - 3.4955589785257932e-9im
-0.0004642529205024272 + 0.0im	-1.0580201613769644 - 3.5981987653650195e-9im	0.0062594688213020505 + 1.2452009697474715e-9im	0.006259468821297705 + 1.2452009705048188e-9im	-1.0580201613769658 - 3.5981987654456353e-9im
-0.00045965635693309627 + 0.0im	-1.0580139187047224 - 3.6959568648069693e-9im	0.0061971767626717335 + 1.290129346886454e-9im	0.0061971767626673915 + 1.2901293475718444e-9im	-1.0580139187047235 - 3.6959568649324972e-9im
-0.0004551053038941547 + 0.0im	-1.0580077998471031 - 3.78882635571808e-9im	0.0061355108446725475 + 1.3320122569074421e-9im	0.0061355108446682054 + 1.332012257522182e-9im	-1.058007799847104 - 3.788826355887664e-9im
-0.0004505993107862918 + 0.0im	-1.0580018023325088 - 3.876803851425771e-9im	0.006074464588897572 + 1.3709786628283811e-9im	0.0060744645888932336 + 1.3709786633738182e-9im	-1.05800180233251 - 3.8768038516385125e-9im
-0.0004461379314715761 + 0.0im	-1.0579959237393155 - 3.959889594864792e-9im	0.006014031589395644 + 1.4071596761755657e-9im	0.006014031589391301 + 1.4071596766530973e-9im	-1.0579959237393162 - 3.959889595119766e-9im
-0.00044172072422928325 + 0.0im	-1.0579901616948375 - 4.038087549265733e-9im	0.00595420551176018 + 1.4406881765446127e-9im	0.005954205511755838 + 1.4406881769556797e-9im	-1.0579901616948386 - 4.0380875495619815e-9im
-0.0004373472517121616 + 0.0im	-1.0579845138743187 - 4.111405483900506e-9im	0.005894980092113015 + 1.4716984266493869e-9im	0.005894980092108674 + 1.4716984269954604e-9im	-1.0579845138743198 - 4.111405484237043e-9im
-0.00043301708090313034 + 0.0im	-1.0579789779999353 - 4.1798550544295945e-9im	0.005836349136349725 + 1.500325684348485e-9im	0.005836349136345384 + 1.5003256846310812e-9im	-1.0579789779999362 - 4.179855054805408e-9im
